Value,AFRICA_2024_DynamicWorld_2024_35PQP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQP_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQP_M_R,AFRICA_2024_GSW_Yearly_2021_35PQP_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQP_M_R,AFRICA_2024_WorldCover_2021_35PQP_M_R
856,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
857,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
858,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
859,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
860,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
861,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
862,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
863,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
864,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
865,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
866,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
867,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
868,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
869,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
870,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
871,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
872,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
873,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
874,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
875,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
876,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
877,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
878,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
879,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
880,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
881,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
882,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
883,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
884,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
885,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
886,Bareland,Water,Wetland,NULL,Wetland,Grassland
887,Bareland,Water,Wetland,Water,Wetland,Wetland
888,Bareland,Water,Wetland,Water,Wetland,Bareland
889,Bareland,Water,Wetland,Water,Wetland,Water
890,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
891,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
892,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
893,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
894,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
895,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
896,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
897,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
898,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
899,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
900,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
901,Water,NULL,NULL,NULL,Non_Wetland,NULL
902,Water,NULL,NULL,NULL,Non_Wetland,Grassland
903,Water,NULL,NULL,NULL,Non_Wetland,Cropland
904,Water,NULL,NULL,NULL,Non_Wetland,Bareland
905,Water,NULL,NULL,NULL,Non_Wetland,Water
906,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
907,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
908,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
909,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
910,Water,NULL,NULL,Non_Water,Non_Wetland,Water
911,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
912,Water,NULL,NULL,Water,Non_Wetland,NULL
913,Water,NULL,NULL,Water,Non_Wetland,Grassland
914,Water,NULL,NULL,Water,Non_Wetland,Cropland
915,Water,NULL,NULL,Water,Non_Wetland,Wetland
916,Water,NULL,NULL,Water,Non_Wetland,Bareland
917,Water,NULL,NULL,Water,Non_Wetland,Water
918,Water,NULL,NULL,Water,Non_Wetland,Forest
919,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
920,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
921,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
922,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
923,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
924,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
925,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
926,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
927,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
928,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
929,Water,NULL,Shrubland,Water,Non_Wetland,NULL
930,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
931,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
932,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
933,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
934,Water,NULL,Shrubland,Water,Non_Wetland,Water
935,Water,NULL,Shrubland,Water,Non_Wetland,Forest
936,Water,NULL,Grassland,NULL,Non_Wetland,NULL
937,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
938,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
939,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
940,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
941,Water,NULL,Grassland,NULL,Non_Wetland,Forest
942,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
943,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
944,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
945,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
946,Water,NULL,Grassland,Water,Non_Wetland,Grassland
947,Water,NULL,Grassland,Water,Non_Wetland,Cropland
948,Water,NULL,Grassland,Water,Non_Wetland,Wetland
949,Water,NULL,Grassland,Water,Non_Wetland,Bareland
950,Water,NULL,Grassland,Water,Non_Wetland,Water
951,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
952,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
953,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
954,Water,NULL,Cropland,NULL,Non_Wetland,Forest
955,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
956,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
957,Water,NULL,Cropland,Water,Non_Wetland,Grassland
958,Water,NULL,Cropland,Water,Non_Wetland,Cropland
959,Water,NULL,Cropland,Water,Non_Wetland,Water
960,Water,NULL,Cropland,Water,Non_Wetland,Forest
961,Water,NULL,Wetland,NULL,Wetland,NULL
962,Water,NULL,Wetland,NULL,Wetland,Grassland
963,Water,NULL,Wetland,NULL,Wetland,Cropland
964,Water,NULL,Wetland,NULL,Wetland,Wetland
965,Water,NULL,Wetland,NULL,Wetland,Bareland
966,Water,NULL,Wetland,NULL,Wetland,Water
967,Water,NULL,Wetland,NULL,Wetland,Forest
968,Water,NULL,Wetland,Non_Water,Wetland,NULL
969,Water,NULL,Wetland,Non_Water,Wetland,Grassland
970,Water,NULL,Wetland,Non_Water,Wetland,Cropland
971,Water,NULL,Wetland,Non_Water,Wetland,Bareland
972,Water,NULL,Wetland,Non_Water,Wetland,Water
973,Water,NULL,Wetland,Non_Water,Wetland,Forest
974,Water,NULL,Wetland,Water,Wetland,NULL
975,Water,NULL,Wetland,Water,Wetland,Grassland
976,Water,NULL,Wetland,Water,Wetland,Cropland
977,Water,NULL,Wetland,Water,Wetland,Wetland
978,Water,NULL,Wetland,Water,Wetland,Bareland
979,Water,NULL,Wetland,Water,Wetland,Water
980,Water,NULL,Wetland,Water,Wetland,Forest
981,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
982,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
983,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
984,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
985,Water,NULL,Bareland,Water,Non_Wetland,Grassland
986,Water,NULL,Bareland,Water,Non_Wetland,Cropland
987,Water,NULL,Bareland,Water,Non_Wetland,Wetland
988,Water,NULL,Bareland,Water,Non_Wetland,Bareland
989,Water,NULL,Bareland,Water,Non_Wetland,Water
990,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
991,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
992,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
993,Water,NULL,Built-up,Water,Non_Wetland,Cropland
994,Water,NULL,Built-up,Water,Non_Wetland,Wetland
995,Water,NULL,Built-up,Water,Non_Wetland,Bareland
996,Water,NULL,Water,Water,Water,Grassland
997,Water,NULL,Water,Water,Water,Wetland
998,Water,NULL,Water,Water,Water,Forest
999,Water,NULL,Forest,NULL,Non_Wetland,NULL
1000,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1001,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1002,Water,NULL,Forest,NULL,Non_Wetland,Water
1003,Water,NULL,Forest,NULL,Non_Wetland,Forest
1004,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1005,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1006,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1007,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1008,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1009,Water,NULL,Forest,Water,Non_Wetland,NULL
1010,Water,NULL,Forest,Water,Non_Wetland,Grassland
1011,Water,NULL,Forest,Water,Non_Wetland,Cropland
1012,Water,NULL,Forest,Water,Non_Wetland,Wetland
1013,Water,NULL,Forest,Water,Non_Wetland,Forest
1014,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1015,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1016,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1017,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1018,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1019,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1020,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1021,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1022,Water,Cropland,NULL,Water,Non_Wetland,Water
1023,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1024,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1025,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1026,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1027,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1028,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1029,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1030,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1031,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1032,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1033,Water,Cropland,Wetland,NULL,Wetland,Water
1034,Water,Cropland,Wetland,NULL,Wetland,Forest
1035,Water,Cropland,Wetland,Non_Water,Wetland,Water
1036,Water,Cropland,Wetland,Water,Wetland,NULL
1037,Water,Cropland,Wetland,Water,Wetland,Cropland
1038,Water,Cropland,Wetland,Water,Wetland,Wetland
1039,Water,Cropland,Wetland,Water,Wetland,Bareland
1040,Water,Cropland,Wetland,Water,Wetland,Water
1041,Water,Cropland,Wetland,Water,Wetland,Forest
1042,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1043,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1044,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1045,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1046,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1047,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1048,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1049,Water,Cropland,Forest,Water,Non_Wetland,Water
1050,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1051,Water,Wetland,NULL,Water,Non_Wetland,Bareland
1052,Water,Wetland,NULL,Water,Non_Wetland,Water
1053,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1054,Water,Wetland,Wetland,Water,Wetland,Grassland
1055,Water,Wetland,Wetland,Water,Wetland,Cropland
1056,Water,Wetland,Wetland,Water,Wetland,Wetland
1057,Water,Wetland,Wetland,Water,Wetland,Bareland
1058,Water,Wetland,Wetland,Water,Wetland,Water
1059,Water,Wetland,Wetland,Water,Wetland,Forest
1060,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1061,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1062,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1063,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1064,Water,Bareland,Wetland,Water,Wetland,Cropland
1065,Water,Bareland,Wetland,Water,Wetland,Wetland
1066,Water,Bareland,Wetland,Water,Wetland,Bareland
1067,Water,Bareland,Wetland,Water,Wetland,Water
1068,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1069,Water,Bareland,Water,Water,Water,Water
1070,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1071,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1072,Water,Water,NULL,NULL,Non_Wetland,NULL
1073,Water,Water,NULL,NULL,Non_Wetland,Grassland
1074,Water,Water,NULL,NULL,Non_Wetland,Wetland
1075,Water,Water,NULL,NULL,Non_Wetland,Bareland
1076,Water,Water,NULL,NULL,Non_Wetland,Water
1077,Water,Water,NULL,NULL,Non_Wetland,Forest
1078,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1079,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1080,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1081,Water,Water,NULL,Non_Water,Non_Wetland,Water
1082,Water,Water,NULL,Water,Non_Wetland,NULL
1083,Water,Water,NULL,Water,Non_Wetland,Grassland
1084,Water,Water,NULL,Water,Non_Wetland,Cropland
1085,Water,Water,NULL,Water,Non_Wetland,Wetland
1086,Water,Water,NULL,Water,Non_Wetland,Bareland
1087,Water,Water,NULL,Water,Non_Wetland,Water
1088,Water,Water,NULL,Water,Non_Wetland,Forest
1089,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1090,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1091,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1092,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1093,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1094,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1095,Water,Water,Shrubland,Water,Non_Wetland,NULL
1096,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1097,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1098,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1099,Water,Water,Shrubland,Water,Non_Wetland,Water
1100,Water,Water,Shrubland,Water,Non_Wetland,Forest
1101,Water,Water,Grassland,NULL,Non_Wetland,NULL
1102,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1103,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1104,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1105,Water,Water,Grassland,NULL,Non_Wetland,Water
1106,Water,Water,Grassland,NULL,Non_Wetland,Forest
1107,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1108,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1109,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1110,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1111,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1112,Water,Water,Grassland,Water,Non_Wetland,Grassland
1113,Water,Water,Grassland,Water,Non_Wetland,Cropland
1114,Water,Water,Grassland,Water,Non_Wetland,Wetland
1115,Water,Water,Grassland,Water,Non_Wetland,Bareland
1116,Water,Water,Grassland,Water,Non_Wetland,Water
1117,Water,Water,Grassland,Water,Non_Wetland,Forest
1118,Water,Water,Cropland,NULL,Non_Wetland,NULL
1119,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1120,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1121,Water,Water,Cropland,NULL,Non_Wetland,Forest
1122,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1123,Water,Water,Cropland,Water,Non_Wetland,NULL
1124,Water,Water,Cropland,Water,Non_Wetland,Grassland
1125,Water,Water,Cropland,Water,Non_Wetland,Cropland
1126,Water,Water,Cropland,Water,Non_Wetland,Wetland
1127,Water,Water,Cropland,Water,Non_Wetland,Water
1128,Water,Water,Cropland,Water,Non_Wetland,Forest
1129,Water,Water,Wetland,NULL,Wetland,NULL
1130,Water,Water,Wetland,NULL,Wetland,Grassland
1131,Water,Water,Wetland,NULL,Wetland,Wetland
1132,Water,Water,Wetland,NULL,Wetland,Bareland
1133,Water,Water,Wetland,NULL,Wetland,Water
1134,Water,Water,Wetland,NULL,Wetland,Forest
1135,Water,Water,Wetland,Non_Water,Wetland,Grassland
1136,Water,Water,Wetland,Non_Water,Wetland,Cropland
1137,Water,Water,Wetland,Non_Water,Wetland,Wetland
1138,Water,Water,Wetland,Non_Water,Wetland,Bareland
1139,Water,Water,Wetland,Non_Water,Wetland,Water
1140,Water,Water,Wetland,Non_Water,Wetland,Forest
1141,Water,Water,Wetland,Water,Wetland,NULL
1142,Water,Water,Wetland,Water,Wetland,Grassland
1143,Water,Water,Wetland,Water,Wetland,Cropland
1144,Water,Water,Wetland,Water,Wetland,Wetland
1145,Water,Water,Wetland,Water,Wetland,Bareland
1146,Water,Water,Wetland,Water,Wetland,Water
1147,Water,Water,Wetland,Water,Wetland,Forest
1148,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1149,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1150,Water,Water,Bareland,NULL,Non_Wetland,Water
1151,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1152,Water,Water,Bareland,Water,Non_Wetland,NULL
1153,Water,Water,Bareland,Water,Non_Wetland,Grassland
1154,Water,Water,Bareland,Water,Non_Wetland,Wetland
1155,Water,Water,Bareland,Water,Non_Wetland,Bareland
1156,Water,Water,Bareland,Water,Non_Wetland,Water
1157,Water,Water,Bareland,Water,Non_Wetland,Forest
1158,Water,Water,Built-up,Water,Non_Wetland,Grassland
1159,Water,Water,Built-up,Water,Non_Wetland,Bareland
1160,Water,Water,Built-up,Water,Non_Wetland,Water
1161,Water,Water,Water,NULL,Water,NULL
1162,Water,Water,Water,Water,Water,NULL
1163,Water,Water,Water,Water,Water,Grassland
1164,Water,Water,Water,Water,Water,Cropland
1165,Water,Water,Water,Water,Water,Wetland
1166,Water,Water,Water,Water,Water,Bareland
1167,Water,Water,Water,Water,Water,Water
1168,Water,Water,Forest,NULL,Non_Wetland,NULL
1169,Water,Water,Forest,NULL,Non_Wetland,Grassland
1170,Water,Water,Forest,NULL,Non_Wetland,Cropland
1171,Water,Water,Forest,NULL,Non_Wetland,Forest
1172,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1173,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1174,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1175,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1176,Water,Water,Forest,Non_Water,Non_Wetland,Water
1177,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1178,Water,Water,Forest,Water,Non_Wetland,NULL
1179,Water,Water,Forest,Water,Non_Wetland,Grassland
1180,Water,Water,Forest,Water,Non_Wetland,Cropland
1181,Water,Water,Forest,Water,Non_Wetland,Wetland
1182,Water,Water,Forest,Water,Non_Wetland,Bareland
1183,Water,Water,Forest,Water,Non_Wetland,Water
1184,Water,Water,Forest,Water,Non_Wetland,Forest
1185,Water,Forest,NULL,NULL,Non_Wetland,NULL
1186,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1187,Water,Forest,NULL,NULL,Non_Wetland,Forest
1188,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland
1189,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1190,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1191,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1192,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1193,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1194,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1195,Water,Forest,Wetland,NULL,Wetland,NULL
1196,Water,Forest,Wetland,NULL,Wetland,Grassland
1197,Water,Forest,Wetland,NULL,Wetland,Forest
1198,Water,Forest,Wetland,Non_Water,Wetland,NULL
1199,Water,Forest,Forest,NULL,Non_Wetland,NULL
1200,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1201,Water,Forest,Forest,NULL,Non_Wetland,Forest
1202,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1203,Water,Forest,Forest,Water,Non_Wetland,Grassland
1204,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1205,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1206,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1207,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1208,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1209,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1210,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1211,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1212,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1213,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1214,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1216,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1217,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1218,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1219,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1220,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1221,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1222,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1223,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1224,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1225,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1226,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1227,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1228,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1229,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1230,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1231,Forest,NULL,Wetland,NULL,Wetland,NULL
1232,Forest,NULL,Wetland,NULL,Wetland,Grassland
1233,Forest,NULL,Wetland,NULL,Wetland,Wetland
1234,Forest,NULL,Wetland,NULL,Wetland,Forest
1235,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1236,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1237,Forest,NULL,Wetland,Water,Wetland,Grassland
1238,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1239,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1240,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1241,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1242,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1243,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1244,Forest,NULL,Water,NULL,Water,Grassland
1245,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1246,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1247,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1248,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1249,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1250,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1251,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1252,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1253,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1254,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1255,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1256,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1257,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1260,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1261,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1262,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1263,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1264,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1265,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1266,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1267,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1268,Forest,Cropland,Wetland,NULL,Wetland,Forest
1269,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1270,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1271,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1272,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1273,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1274,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1275,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1276,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1277,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1278,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1279,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1280,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1281,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1283,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1284,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1285,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1286,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1287,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1288,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1289,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1290,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1291,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1292,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1293,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1294,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1295,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1296,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1297,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1299,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1300,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1301,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1302,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1303,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
