Value,AFRICA_2024_DynamicWorld_2024_38PKB_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKB_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKB_M_R,AFRICA_2024_GSW_Yearly_2021_38PKB_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKB_M_R,AFRICA_2024_WorldCover_2021_38PKB_M_R
846,Water,NULL,Wetland,Non_Water,Wetland,Water
847,Water,NULL,Wetland,Water,NULL,Wetland
848,Water,NULL,Wetland,Water,NULL,Bareland
849,Water,NULL,Wetland,Water,NULL,Water
850,Water,NULL,Wetland,Water,Wetland,NULL
851,Water,NULL,Wetland,Water,Wetland,Grassland
852,Water,NULL,Wetland,Water,Wetland,Cropland
853,Water,NULL,Wetland,Water,Wetland,Wetland
854,Water,NULL,Wetland,Water,Wetland,Bareland
855,Water,NULL,Wetland,Water,Wetland,Water
856,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
857,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
858,Water,NULL,Bareland,NULL,Non_Wetland,NULL
859,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
860,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
861,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
862,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
863,Water,NULL,Bareland,NULL,Non_Wetland,Water
864,Water,NULL,Bareland,NULL,Non_Wetland,Forest
865,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
866,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
867,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
868,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
869,Water,NULL,Bareland,Water,Non_Wetland,NULL
870,Water,NULL,Bareland,Water,Non_Wetland,Grassland
871,Water,NULL,Bareland,Water,Non_Wetland,Cropland
872,Water,NULL,Bareland,Water,Non_Wetland,Wetland
873,Water,NULL,Bareland,Water,Non_Wetland,Bareland
874,Water,NULL,Bareland,Water,Non_Wetland,Water
875,Water,NULL,Bareland,Water,Non_Wetland,Forest
876,Water,NULL,Built-up,NULL,Non_Wetland,NULL
877,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
878,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
879,Water,NULL,Built-up,NULL,Non_Wetland,Water
880,Water,NULL,Built-up,Water,Non_Wetland,Wetland
881,Water,NULL,Built-up,Water,Non_Wetland,Bareland
882,Water,NULL,Built-up,Water,Non_Wetland,Water
883,Water,NULL,Water,NULL,NULL,NULL
884,Water,NULL,Water,NULL,NULL,Water
885,Water,NULL,Water,NULL,Water,Forest
886,Water,NULL,Water,Water,NULL,Cropland
887,Water,NULL,Water,Water,NULL,Bareland
888,Water,NULL,Water,Water,NULL,Water
889,Water,NULL,Water,Water,Water,Wetland
890,Water,NULL,Water,Water,Water,Bareland
891,Water,NULL,Water,Water,Water,Water
892,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
893,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
894,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
895,Water,Cropland,Grassland,NULL,Non_Wetland,Water
896,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
897,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
898,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
899,Water,Cropland,Cropland,NULL,Non_Wetland,Water
900,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
901,Water,Cropland,Wetland,NULL,Wetland,Wetland
902,Water,Cropland,Wetland,NULL,Wetland,Bareland
903,Water,Cropland,Wetland,NULL,Wetland,Water
904,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
905,Water,Cropland,Wetland,Non_Water,Wetland,Water
906,Water,Cropland,Wetland,Water,Wetland,Wetland
907,Water,Cropland,Wetland,Water,Wetland,Bareland
908,Water,Cropland,Wetland,Water,Wetland,Water
909,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
910,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
911,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
912,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
913,Water,Cropland,Bareland,NULL,Non_Wetland,Water
914,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
915,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
916,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
917,Water,Cropland,Bareland,Water,Non_Wetland,Water
918,Water,Cropland,Built-up,NULL,Non_Wetland,Water
919,Water,Cropland,Built-up,Water,Non_Wetland,Water
920,Water,Cropland,Water,NULL,Water,Wetland
921,Water,Cropland,Water,NULL,Water,Water
922,Water,Cropland,Water,Water,Water,Wetland
923,Water,Cropland,Water,Water,Water,Water
924,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
925,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
926,Water,Wetland,Wetland,NULL,Wetland,Wetland
927,Water,Wetland,Wetland,NULL,Wetland,Bareland
928,Water,Wetland,Wetland,NULL,Wetland,Water
929,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
930,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
931,Water,Wetland,Wetland,Water,NULL,Water
932,Water,Wetland,Wetland,Water,Wetland,Wetland
933,Water,Wetland,Wetland,Water,Wetland,Bareland
934,Water,Wetland,Wetland,Water,Wetland,Water
935,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
936,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
937,Water,Wetland,Bareland,NULL,Non_Wetland,Water
938,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
939,Water,Wetland,Bareland,Water,Non_Wetland,NULL
940,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
941,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
942,Water,Wetland,Bareland,Water,Non_Wetland,Water
943,Water,Wetland,Bareland,Water,Non_Wetland,Forest
944,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
945,Water,Wetland,Water,Water,NULL,Wetland
946,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
947,Water,Bareland,NULL,NULL,Non_Wetland,Water
948,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
949,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
950,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
951,Water,Bareland,Shrubland,Water,Non_Wetland,Water
952,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
953,Water,Bareland,Grassland,NULL,Non_Wetland,Water
954,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
955,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
956,Water,Bareland,Cropland,NULL,Non_Wetland,Water
957,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
958,Water,Bareland,Cropland,Water,Non_Wetland,Water
959,Water,Bareland,Wetland,NULL,NULL,Bareland
960,Water,Bareland,Wetland,NULL,NULL,Water
961,Water,Bareland,Wetland,NULL,Wetland,Cropland
962,Water,Bareland,Wetland,NULL,Wetland,Wetland
963,Water,Bareland,Wetland,NULL,Wetland,Bareland
964,Water,Bareland,Wetland,NULL,Wetland,Water
965,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
966,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
967,Water,Bareland,Wetland,Non_Water,Wetland,Water
968,Water,Bareland,Wetland,Water,NULL,Wetland
969,Water,Bareland,Wetland,Water,NULL,Bareland
970,Water,Bareland,Wetland,Water,NULL,Water
971,Water,Bareland,Wetland,Water,Wetland,NULL
972,Water,Bareland,Wetland,Water,Wetland,Grassland
973,Water,Bareland,Wetland,Water,Wetland,Cropland
974,Water,Bareland,Wetland,Water,Wetland,Wetland
975,Water,Bareland,Wetland,Water,Wetland,Bareland
976,Water,Bareland,Wetland,Water,Wetland,Built-up
977,Water,Bareland,Wetland,Water,Wetland,Water
978,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
979,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
980,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
981,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
982,Water,Bareland,Bareland,NULL,Non_Wetland,Water
983,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
984,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
985,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
986,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
987,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
988,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
989,Water,Bareland,Bareland,Water,Non_Wetland,Built-up
990,Water,Bareland,Bareland,Water,Non_Wetland,Water
991,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
992,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
993,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
994,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
995,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
996,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
997,Water,Bareland,Built-up,Water,Non_Wetland,Water
998,Water,Bareland,Water,NULL,NULL,Bareland
999,Water,Bareland,Water,NULL,Water,Wetland
1000,Water,Bareland,Water,Water,NULL,Bareland
1001,Water,Bareland,Water,Water,NULL,Water
1002,Water,Bareland,Water,Water,Water,Bareland
1003,Water,Bareland,Water,Water,Water,Water
1004,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1005,Water,Built-up,Wetland,Water,NULL,Bareland
1006,Water,Built-up,Wetland,Water,NULL,Water
1007,Water,Built-up,Wetland,Water,Wetland,Bareland
1008,Water,Built-up,Wetland,Water,Wetland,Water
1009,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1010,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1011,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1012,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1013,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1014,Water,Built-up,Bareland,Water,Non_Wetland,Water
1015,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1016,Water,Built-up,Water,Water,NULL,Bareland
1017,Water,Built-up,Water,Water,NULL,Water
1018,Water,Built-up,Water,Water,Water,Bareland
1019,Water,Built-up,Water,Water,Water,Water
1020,Water,Water,NULL,NULL,Non_Wetland,Bareland
1021,Water,Water,NULL,NULL,Non_Wetland,Water
1022,Water,Water,NULL,Water,Non_Wetland,Bareland
1023,Water,Water,NULL,Water,Non_Wetland,Water
1024,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1025,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1026,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1027,Water,Water,Shrubland,NULL,Non_Wetland,Water
1028,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1029,Water,Water,Shrubland,Water,Non_Wetland,Water
1030,Water,Water,Grassland,NULL,Non_Wetland,NULL
1031,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1032,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1033,Water,Water,Grassland,NULL,Non_Wetland,Water
1034,Water,Water,Grassland,NULL,Non_Wetland,Forest
1035,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1036,Water,Water,Grassland,Water,Non_Wetland,Bareland
1037,Water,Water,Grassland,Water,Non_Wetland,Water
1038,Water,Water,Cropland,NULL,Non_Wetland,NULL
1039,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1040,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1041,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1042,Water,Water,Cropland,NULL,Non_Wetland,Water
1043,Water,Water,Cropland,NULL,Non_Wetland,Forest
1044,Water,Water,Cropland,Water,Non_Wetland,Water
1045,Water,Water,Wetland,NULL,NULL,Bareland
1046,Water,Water,Wetland,NULL,NULL,Water
1047,Water,Water,Wetland,NULL,Wetland,NULL
1048,Water,Water,Wetland,NULL,Wetland,Grassland
1049,Water,Water,Wetland,NULL,Wetland,Cropland
1050,Water,Water,Wetland,NULL,Wetland,Wetland
1051,Water,Water,Wetland,NULL,Wetland,Bareland
1052,Water,Water,Wetland,NULL,Wetland,Built-up
1053,Water,Water,Wetland,NULL,Wetland,Water
1054,Water,Water,Wetland,Non_Water,NULL,Wetland
1055,Water,Water,Wetland,Non_Water,NULL,Water
1056,Water,Water,Wetland,Non_Water,Wetland,NULL
1057,Water,Water,Wetland,Non_Water,Wetland,Cropland
1058,Water,Water,Wetland,Non_Water,Wetland,Wetland
1059,Water,Water,Wetland,Non_Water,Wetland,Bareland
1060,Water,Water,Wetland,Non_Water,Wetland,Water
1061,Water,Water,Wetland,Water,NULL,Cropland
1062,Water,Water,Wetland,Water,NULL,Wetland
1063,Water,Water,Wetland,Water,NULL,Bareland
1064,Water,Water,Wetland,Water,NULL,Water
1065,Water,Water,Wetland,Water,Wetland,NULL
1066,Water,Water,Wetland,Water,Wetland,Grassland
1067,Water,Water,Wetland,Water,Wetland,Cropland
1068,Water,Water,Wetland,Water,Wetland,Wetland
1069,Water,Water,Wetland,Water,Wetland,Bareland
1070,Water,Water,Wetland,Water,Wetland,Water
1071,Water,Water,Wetland,Water,Wetland,Forest
1072,Water,Water,Bareland,NULL,Non_Wetland,NULL
1073,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1074,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1075,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1076,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1077,Water,Water,Bareland,NULL,Non_Wetland,Water
1078,Water,Water,Bareland,NULL,Non_Wetland,Forest
1079,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1080,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1081,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1082,Water,Water,Bareland,Water,Non_Wetland,NULL
1083,Water,Water,Bareland,Water,Non_Wetland,Grassland
1084,Water,Water,Bareland,Water,Non_Wetland,Cropland
1085,Water,Water,Bareland,Water,Non_Wetland,Wetland
1086,Water,Water,Bareland,Water,Non_Wetland,Bareland
1087,Water,Water,Bareland,Water,Non_Wetland,Built-up
1088,Water,Water,Bareland,Water,Non_Wetland,Water
1089,Water,Water,Bareland,Water,Non_Wetland,Forest
1090,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1091,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1092,Water,Water,Built-up,NULL,Non_Wetland,Water
1093,Water,Water,Built-up,NULL,Non_Wetland,Forest
1094,Water,Water,Built-up,Water,Non_Wetland,Wetland
1095,Water,Water,Built-up,Water,Non_Wetland,Bareland
1096,Water,Water,Built-up,Water,Non_Wetland,Water
1097,Water,Water,Water,NULL,NULL,Water
1098,Water,Water,Water,NULL,Water,Wetland
1099,Water,Water,Water,NULL,Water,Bareland
1100,Water,Water,Water,NULL,Water,Water
1101,Water,Water,Water,Non_Water,Water,Bareland
1102,Water,Water,Water,Non_Water,Water,Water
1103,Water,Water,Water,Water,NULL,Wetland
1104,Water,Water,Water,Water,NULL,Bareland
1105,Water,Water,Water,Water,NULL,Water
1106,Water,Water,Water,Water,Water,NULL
1107,Water,Water,Water,Water,Water,Wetland
1108,Water,Water,Water,Water,Water,Bareland
1109,Water,Water,Water,Water,Water,Water
1110,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1111,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1112,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1113,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1114,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1115,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1116,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1117,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1118,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1119,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1120,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1121,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1122,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1123,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1124,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1125,Forest,NULL,Wetland,NULL,Wetland,NULL
1126,Forest,NULL,Wetland,NULL,Wetland,Cropland
1127,Forest,NULL,Wetland,NULL,Wetland,Forest
1128,Forest,NULL,Wetland,Water,Wetland,NULL
1129,Forest,NULL,Wetland,Water,Wetland,Bareland
1130,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1131,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1132,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1133,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1134,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1135,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1136,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1137,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1138,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1139,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1140,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1141,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1142,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1143,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1144,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1145,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1146,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1147,Forest,Wetland,Wetland,Water,Wetland,NULL
1148,Forest,Wetland,Wetland,Water,Wetland,Cropland
1149,Forest,Wetland,Wetland,Water,Wetland,Bareland
1150,Forest,Wetland,Wetland,Water,Wetland,Forest
1151,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1152,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1153,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1154,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1155,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1156,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1157,Forest,Water,Wetland,NULL,Wetland,Wetland
1158,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1159,Forest,Water,Wetland,Water,Wetland,Cropland
1160,Forest,Water,Wetland,Water,Wetland,Wetland
1161,Forest,Water,Wetland,Water,Wetland,Water
1162,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1163,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1164,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1165,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1166,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1167,Forest,Forest,Wetland,NULL,Wetland,Forest
1168,Forest,Forest,Wetland,Water,Wetland,Wetland
1169,Forest,Forest,Wetland,Water,Wetland,Bareland
