Value,AFRICA_2024_DynamicWorld_2024_36PYV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYV_M_R,AFRICA_2024_GSW_Yearly_2021_36PYV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYV_M_R,AFRICA_2024_WorldCover_2021_36PYV_M_R
850,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
851,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
852,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
853,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
854,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
855,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
856,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
857,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
858,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
859,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
860,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
861,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
862,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
863,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
864,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
865,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
866,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
867,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
868,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
869,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
870,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
871,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
872,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
873,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
874,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
875,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
876,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
877,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
881,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
882,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
883,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
884,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
885,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
886,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
887,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
888,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
889,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
890,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
891,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
892,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
893,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
894,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
895,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
896,Cropland,Cropland,Wetland,NULL,Wetland,NULL
897,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
898,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
899,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
900,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
901,Cropland,Cropland,Wetland,NULL,Wetland,Forest
902,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
903,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
904,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
905,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
906,Cropland,Cropland,Wetland,Water,Wetland,Grassland
907,Cropland,Cropland,Wetland,Water,Wetland,Cropland
908,Cropland,Cropland,Wetland,Water,Wetland,Wetland
909,Cropland,Cropland,Wetland,Water,Wetland,Bareland
910,Cropland,Cropland,Wetland,Water,Wetland,Forest
911,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
912,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
913,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
914,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
915,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
916,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
917,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
918,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
919,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
920,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
921,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
922,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
923,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
924,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
925,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
926,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
927,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
928,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
929,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
930,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
931,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
932,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
933,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
934,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
935,Cropland,Cropland,Water,NULL,Water,Grassland
936,Cropland,Cropland,Water,NULL,Water,Cropland
937,Cropland,Cropland,Water,Non_Water,Water,Grassland
938,Cropland,Cropland,Water,Non_Water,Water,Wetland
939,Cropland,Cropland,Water,Water,Water,Grassland
940,Cropland,Cropland,Water,Water,Water,Cropland
941,Cropland,Cropland,Water,Water,Water,Wetland
942,Cropland,Cropland,Water,Water,Water,Water
943,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
944,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
945,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
946,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
947,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
948,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
949,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
950,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
951,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
952,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
953,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
954,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
955,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
956,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
957,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
958,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
959,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
960,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
961,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
962,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
963,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
964,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
965,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
966,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
967,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
968,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
969,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
970,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
971,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
972,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
973,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
974,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
975,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
976,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
977,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
978,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
979,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
980,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
981,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
982,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
983,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
984,Cropland,Wetland,Wetland,NULL,Wetland,Forest
985,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
986,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
987,Cropland,Wetland,Wetland,Water,Wetland,Cropland
988,Cropland,Wetland,Wetland,Water,Wetland,Wetland
989,Cropland,Wetland,Wetland,Water,Wetland,Water
990,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
991,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
992,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
993,Cropland,Wetland,Water,Non_Water,Water,Cropland
994,Cropland,Wetland,Water,Water,Water,Cropland
995,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
996,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
997,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
998,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
999,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1000,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1001,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1002,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1003,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1004,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1005,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1006,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1007,Cropland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1008,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1009,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1010,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1011,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1012,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1013,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
1014,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
1015,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
1016,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1017,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1018,Cropland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1019,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1020,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
1021,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1022,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1023,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1024,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1025,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
1026,Cropland,Bareland,Cropland,Water,Non_Wetland,Wetland
1027,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
1028,Cropland,Bareland,Wetland,Water,Wetland,Grassland
1029,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1030,Cropland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1031,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1032,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1033,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
1034,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
1035,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1036,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1037,Cropland,Bareland,Built-up,Water,Non_Wetland,Wetland
1038,Cropland,Bareland,Water,Non_Water,Water,Grassland
1039,Cropland,Bareland,Water,Water,Water,Grassland
1040,Cropland,Bareland,Water,Water,Water,Wetland
1041,Cropland,Bareland,Water,Water,Water,Bareland
1042,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
1043,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
1044,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
1045,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1046,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1051,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1052,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1053,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1054,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1055,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1056,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1057,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1058,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1059,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1060,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1061,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1062,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1063,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1064,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1065,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1066,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1067,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1068,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1069,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1070,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1071,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1072,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1073,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1074,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1075,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1076,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1077,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
1078,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1079,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1080,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1081,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1082,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1083,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1084,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
1085,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1086,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1087,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1088,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1089,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1090,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1091,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1092,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1093,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1094,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1095,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1096,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1097,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1098,Cropland,Water,Wetland,NULL,Wetland,Cropland
1099,Cropland,Water,Wetland,Water,Wetland,Water
1100,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1101,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1102,Cropland,Water,Bareland,NULL,Non_Wetland,Water
1103,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1104,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1105,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1106,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1107,Cropland,Water,Built-up,Water,Non_Wetland,Water
1108,Cropland,Water,Water,Water,Water,Wetland
1109,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1110,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1111,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1112,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1113,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1114,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1115,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1116,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1117,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1118,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1119,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1120,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1121,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1122,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1123,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1124,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1125,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1126,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1127,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1128,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1129,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1130,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1131,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1132,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1133,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1134,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1135,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1136,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1137,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1138,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1139,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1140,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1141,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1142,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1143,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1144,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1145,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1146,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1147,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1148,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1149,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1150,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1151,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1152,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1153,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1154,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1155,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1156,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1157,Wetland,NULL,NULL,Water,Non_Wetland,Forest
1158,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1159,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1160,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1161,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1162,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1163,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1164,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1165,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1166,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1167,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1168,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1169,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1170,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1171,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1172,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1173,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1174,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1175,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1176,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1177,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1178,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1179,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1180,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1181,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1182,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1183,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1184,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1185,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1186,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1187,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1188,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1189,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1190,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1191,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1192,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1193,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1194,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1195,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1196,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1197,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1198,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1199,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1200,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1201,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1202,Wetland,NULL,Wetland,NULL,Wetland,NULL
1203,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1204,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1205,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1206,Wetland,NULL,Wetland,NULL,Wetland,Forest
1207,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1208,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1209,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1210,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1211,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1212,Wetland,NULL,Wetland,Water,Wetland,Grassland
1213,Wetland,NULL,Wetland,Water,Wetland,Cropland
1214,Wetland,NULL,Wetland,Water,Wetland,Wetland
1215,Wetland,NULL,Wetland,Water,Wetland,Water
1216,Wetland,NULL,Wetland,Water,Wetland,Forest
1217,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1218,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1219,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1220,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1221,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1222,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1223,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1224,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1225,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1226,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1227,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1228,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1229,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1230,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1231,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1232,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1233,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1234,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1235,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1236,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1237,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1238,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1239,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1240,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1241,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
1242,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1243,Wetland,NULL,Water,NULL,Water,Cropland
1244,Wetland,NULL,Water,NULL,Water,Wetland
1245,Wetland,NULL,Water,Non_Water,Water,Grassland
1246,Wetland,NULL,Water,Non_Water,Water,Cropland
1247,Wetland,NULL,Water,Non_Water,Water,Wetland
1248,Wetland,NULL,Water,Water,Water,Grassland
1249,Wetland,NULL,Water,Water,Water,Cropland
1250,Wetland,NULL,Water,Water,Water,Wetland
1251,Wetland,NULL,Water,Water,Water,Bareland
1252,Wetland,NULL,Water,Water,Water,Water
1253,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1254,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1255,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1256,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1257,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1258,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1259,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1260,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1261,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1262,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1263,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
