Value,AFRICA_2024_DynamicWorld_2024_37PGL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGL_M_R,AFRICA_2024_GSW_Yearly_2021_37PGL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGL_M_R,AFRICA_2024_WorldCover_2021_37PGL_M_R
833,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
834,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
835,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
836,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
837,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
838,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
839,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
840,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
841,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
842,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
843,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
844,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
845,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
846,Bareland,Water,Forest,NULL,Non_Wetland,NULL
847,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
848,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
849,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
850,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
851,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
852,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
853,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
854,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
855,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
856,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
857,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
858,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
859,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
860,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
861,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
862,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
863,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
864,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
865,Water,NULL,NULL,NULL,Non_Wetland,NULL
866,Water,NULL,NULL,NULL,Non_Wetland,Grassland
867,Water,NULL,NULL,NULL,Non_Wetland,Wetland
868,Water,NULL,NULL,NULL,Non_Wetland,Bareland
869,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
870,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
871,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
872,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
873,Water,NULL,Grassland,NULL,Non_Wetland,NULL
874,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
875,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
876,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
877,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
878,Water,NULL,Grassland,NULL,Non_Wetland,Water
879,Water,NULL,Cropland,NULL,Non_Wetland,NULL
880,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
881,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
882,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
883,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
884,Water,NULL,Bareland,NULL,Non_Wetland,NULL
885,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
886,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
887,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
888,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
889,Water,NULL,Bareland,NULL,Non_Wetland,Water
890,Water,NULL,Built-up,NULL,Non_Wetland,NULL
891,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
892,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
893,Water,NULL,Water,NULL,Water,Bareland
894,Water,NULL,Forest,NULL,Non_Wetland,NULL
895,Water,NULL,Forest,NULL,Non_Wetland,Grassland
896,Water,NULL,Forest,NULL,Non_Wetland,Cropland
897,Water,NULL,Forest,NULL,Non_Wetland,Bareland
898,Water,NULL,Forest,NULL,Non_Wetland,Forest
899,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
900,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
901,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
902,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
903,Water,Cropland,NULL,Water,Non_Wetland,Wetland
904,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
905,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
906,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
907,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
908,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
909,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
910,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
911,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
912,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
913,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
914,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
915,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
916,Water,Cropland,Cropland,NULL,Non_Wetland,Water
917,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
918,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
919,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
920,Water,Cropland,Wetland,Water,Wetland,Cropland
921,Water,Cropland,Wetland,Water,Wetland,Wetland
922,Water,Cropland,Wetland,Water,Wetland,Water
923,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
924,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
925,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
926,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
927,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
928,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
929,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
930,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
931,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
932,Water,Cropland,Water,NULL,Water,Cropland
933,Water,Cropland,Water,NULL,Water,Wetland
934,Water,Cropland,Water,Water,Water,Cropland
935,Water,Cropland,Water,Water,Water,Wetland
936,Water,Cropland,Water,Water,Water,Water
937,Water,Cropland,Forest,NULL,Non_Wetland,NULL
938,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
939,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
940,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
941,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
942,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
943,Water,Cropland,Forest,Water,Non_Wetland,Cropland
944,Water,Cropland,Forest,Water,Non_Wetland,Wetland
945,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
946,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
947,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
948,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
949,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
950,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
951,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
952,Water,Bareland,Water,NULL,Water,Bareland
953,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
954,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
955,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
956,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
957,Water,Built-up,Wetland,Water,Wetland,Cropland
958,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
959,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
960,Water,Water,NULL,NULL,Non_Wetland,NULL
961,Water,Water,NULL,NULL,Non_Wetland,Grassland
962,Water,Water,NULL,NULL,Non_Wetland,Wetland
963,Water,Water,NULL,NULL,Non_Wetland,Bareland
964,Water,Water,NULL,Water,Non_Wetland,Cropland
965,Water,Water,NULL,Water,Non_Wetland,Wetland
966,Water,Water,NULL,Water,Non_Wetland,Water
967,Water,Water,Shrubland,NULL,Non_Wetland,NULL
968,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
969,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
970,Water,Water,Shrubland,Water,Non_Wetland,Cropland
971,Water,Water,Shrubland,Water,Non_Wetland,Wetland
972,Water,Water,Grassland,NULL,Non_Wetland,NULL
973,Water,Water,Grassland,NULL,Non_Wetland,Grassland
974,Water,Water,Grassland,NULL,Non_Wetland,Cropland
975,Water,Water,Grassland,NULL,Non_Wetland,Wetland
976,Water,Water,Grassland,NULL,Non_Wetland,Bareland
977,Water,Water,Grassland,Water,Non_Wetland,Grassland
978,Water,Water,Grassland,Water,Non_Wetland,Bareland
979,Water,Water,Cropland,NULL,Non_Wetland,NULL
980,Water,Water,Cropland,NULL,Non_Wetland,Grassland
981,Water,Water,Cropland,NULL,Non_Wetland,Cropland
982,Water,Water,Cropland,NULL,Non_Wetland,Wetland
983,Water,Water,Cropland,NULL,Non_Wetland,Bareland
984,Water,Water,Cropland,NULL,Non_Wetland,Water
985,Water,Water,Cropland,Water,Non_Wetland,Cropland
986,Water,Water,Cropland,Water,Non_Wetland,Wetland
987,Water,Water,Cropland,Water,Non_Wetland,Bareland
988,Water,Water,Cropland,Water,Non_Wetland,Water
989,Water,Water,Wetland,Water,Wetland,Cropland
990,Water,Water,Wetland,Water,Wetland,Wetland
991,Water,Water,Wetland,Water,Wetland,Water
992,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
993,Water,Water,Bareland,NULL,Non_Wetland,NULL
994,Water,Water,Bareland,NULL,Non_Wetland,Grassland
995,Water,Water,Bareland,NULL,Non_Wetland,Cropland
996,Water,Water,Bareland,NULL,Non_Wetland,Wetland
997,Water,Water,Bareland,NULL,Non_Wetland,Bareland
998,Water,Water,Bareland,NULL,Non_Wetland,Water
999,Water,Water,Bareland,Water,Non_Wetland,Grassland
1000,Water,Water,Bareland,Water,Non_Wetland,Cropland
1001,Water,Water,Bareland,Water,Non_Wetland,Wetland
1002,Water,Water,Bareland,Water,Non_Wetland,Bareland
1003,Water,Water,Bareland,Water,Non_Wetland,Water
1004,Water,Water,Built-up,Water,Non_Wetland,Cropland
1005,Water,Water,Built-up,Water,Non_Wetland,Wetland
1006,Water,Water,Water,NULL,Water,Cropland
1007,Water,Water,Water,NULL,Water,Wetland
1008,Water,Water,Water,NULL,Water,Bareland
1009,Water,Water,Water,NULL,Water,Water
1010,Water,Water,Water,Water,Water,Cropland
1011,Water,Water,Water,Water,Water,Wetland
1012,Water,Water,Water,Water,Water,Bareland
1013,Water,Water,Water,Water,Water,Water
1014,Water,Water,Forest,NULL,Non_Wetland,NULL
1015,Water,Water,Forest,NULL,Non_Wetland,Grassland
1016,Water,Water,Forest,NULL,Non_Wetland,Cropland
1017,Water,Water,Forest,NULL,Non_Wetland,Wetland
1018,Water,Water,Forest,NULL,Non_Wetland,Bareland
1019,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1020,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1021,Water,Water,Forest,Water,Non_Wetland,Cropland
1022,Water,Water,Forest,Water,Non_Wetland,Wetland
1023,Water,Water,Forest,Water,Non_Wetland,Water
1024,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1025,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1026,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1027,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1028,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1029,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1030,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1031,Water,Forest,Forest,NULL,Non_Wetland,NULL
1032,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1033,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1034,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1035,Water,Forest,Forest,NULL,Non_Wetland,Forest
1036,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1037,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1038,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1039,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1040,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1041,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1042,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1043,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1044,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1045,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1046,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1047,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1048,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1049,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1050,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1051,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1052,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1053,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1054,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1055,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1056,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1057,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1058,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1059,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1060,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1061,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1062,Forest,NULL,Wetland,NULL,Wetland,NULL
1063,Forest,NULL,Wetland,NULL,Wetland,Grassland
1064,Forest,NULL,Wetland,NULL,Wetland,Wetland
1065,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1066,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1067,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1068,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1069,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1070,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1071,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1072,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1073,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1074,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1075,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1076,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1077,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1078,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1079,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1080,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1081,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1082,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1083,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1084,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1085,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1086,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1087,Forest,NULL,Forest,Water,Non_Wetland,NULL
1088,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1089,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1090,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1091,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1092,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1093,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1094,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1095,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1096,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1097,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1098,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1102,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1103,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1104,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1105,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1106,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1107,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1108,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1109,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1110,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1111,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1112,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1113,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1114,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1115,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1116,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1117,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1118,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1119,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1120,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1121,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1122,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1123,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1124,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1125,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1126,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1127,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1128,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1129,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1130,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1131,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1132,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1133,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1134,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1135,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1136,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1137,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1138,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1139,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1140,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1141,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1142,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1143,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1144,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
1145,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1146,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1147,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1148,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
1149,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1150,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1151,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1152,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1153,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1154,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1155,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1156,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1157,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1158,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1159,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1160,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1165,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1166,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1167,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1168,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1169,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1170,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1171,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1172,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1173,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1174,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1175,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1176,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1177,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1178,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1179,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1180,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1181,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1182,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1183,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1184,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1185,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1186,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1187,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1188,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1189,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1190,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1191,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1192,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1193,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1194,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1195,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1196,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1197,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1198,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1199,Forest,Water,NULL,NULL,Non_Wetland,NULL
1200,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1201,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1202,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1203,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1204,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1205,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1206,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1207,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1208,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1209,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1210,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1211,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1212,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1213,Forest,Water,Forest,NULL,Non_Wetland,NULL
1214,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1215,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1216,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1217,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1218,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1219,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1220,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1221,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1222,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1223,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1224,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1225,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1228,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1229,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1230,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1233,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1234,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1235,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1236,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1237,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1238,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1239,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1240,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1241,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1242,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1243,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1244,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1245,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1246,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1247,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1248,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1249,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1250,Forest,Forest,Wetland,NULL,Wetland,NULL
1251,Forest,Forest,Wetland,NULL,Wetland,Grassland
1252,Forest,Forest,Wetland,NULL,Wetland,Wetland
1253,Forest,Forest,Wetland,NULL,Wetland,Forest
1254,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1255,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1256,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1257,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1258,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1259,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1260,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1261,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1262,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1263,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1264,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1265,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
