Value,AFRICA_2024_DynamicWorld_2024_36PVR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVR_M_R,AFRICA_2024_GSW_Yearly_2021_36PVR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVR_M_R,AFRICA_2024_WorldCover_2021_36PVR_M_R
868,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
869,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
870,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
871,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
872,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
873,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
874,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
875,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
876,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
877,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
878,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
879,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
880,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
881,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
882,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
883,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
884,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
885,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
886,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
887,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
888,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
889,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
890,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
891,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
892,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
893,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
894,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
895,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
896,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
897,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
898,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
899,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
900,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
901,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
902,Wetland,Wetland,Wetland,NULL,Wetland,NULL
903,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
904,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
905,Wetland,Wetland,Wetland,NULL,Wetland,Water
906,Wetland,Wetland,Wetland,NULL,Wetland,Forest
907,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
908,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
909,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
910,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
911,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
912,Wetland,Wetland,Wetland,Water,Wetland,Grassland
913,Wetland,Wetland,Wetland,Water,Wetland,Wetland
914,Wetland,Wetland,Wetland,Water,Wetland,Water
915,Wetland,Wetland,Wetland,Water,Wetland,Forest
916,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
917,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
918,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
919,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
920,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
921,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
922,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
923,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
924,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
925,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
926,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
927,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
928,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
929,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
930,Wetland,Wetland,Water,NULL,Water,Grassland
931,Wetland,Wetland,Water,NULL,Water,Wetland
932,Wetland,Wetland,Water,NULL,Water,Forest
933,Wetland,Wetland,Water,Non_Water,Water,Wetland
934,Wetland,Wetland,Water,Non_Water,Water,Water
935,Wetland,Wetland,Water,Non_Water,Water,Forest
936,Wetland,Wetland,Water,Water,Water,Grassland
937,Wetland,Wetland,Water,Water,Water,Wetland
938,Wetland,Wetland,Water,Water,Water,Water
939,Wetland,Wetland,Water,Water,Water,Forest
940,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
941,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
942,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
943,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
944,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
945,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
946,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
947,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
948,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
949,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
950,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
951,Wetland,Wetland,Forest,Water,Non_Wetland,Water
952,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
953,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
954,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
955,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
956,Wetland,Water,NULL,Water,Non_Wetland,Wetland
957,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
958,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
959,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
960,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
961,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
962,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
963,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
964,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
965,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
966,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
967,Wetland,Water,Wetland,NULL,Wetland,NULL
968,Wetland,Water,Wetland,NULL,Wetland,Grassland
969,Wetland,Water,Wetland,NULL,Wetland,Wetland
970,Wetland,Water,Wetland,NULL,Wetland,Water
971,Wetland,Water,Wetland,NULL,Wetland,Forest
972,Wetland,Water,Wetland,Non_Water,Wetland,NULL
973,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
974,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
975,Wetland,Water,Wetland,Non_Water,Wetland,Water
976,Wetland,Water,Wetland,Non_Water,Wetland,Forest
977,Wetland,Water,Wetland,Water,Wetland,Grassland
978,Wetland,Water,Wetland,Water,Wetland,Wetland
979,Wetland,Water,Wetland,Water,Wetland,Forest
980,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
981,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
982,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
983,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
984,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
985,Wetland,Water,Bareland,Water,Non_Wetland,Forest
986,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
987,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
988,Wetland,Water,Water,NULL,Water,Grassland
989,Wetland,Water,Water,NULL,Water,Wetland
990,Wetland,Water,Water,NULL,Water,Water
991,Wetland,Water,Water,NULL,Water,Forest
992,Wetland,Water,Water,Water,Water,Grassland
993,Wetland,Water,Water,Water,Water,Wetland
994,Wetland,Water,Water,Water,Water,Water
995,Wetland,Water,Forest,NULL,Non_Wetland,NULL
996,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
997,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
998,Wetland,Water,Forest,NULL,Non_Wetland,Water
999,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1000,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1001,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1002,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1003,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1004,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1005,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1006,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1007,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1008,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1009,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1010,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1011,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
1012,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1013,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1014,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1015,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1016,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1017,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1018,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1019,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1020,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1021,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1022,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
1023,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1024,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1025,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1026,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1027,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1028,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1029,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1030,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1031,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1032,Wetland,Forest,Wetland,NULL,Wetland,NULL
1033,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1034,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1035,Wetland,Forest,Wetland,NULL,Wetland,Water
1036,Wetland,Forest,Wetland,NULL,Wetland,Forest
1037,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1038,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1039,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1040,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1041,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1042,Wetland,Forest,Wetland,Water,Wetland,Grassland
1043,Wetland,Forest,Wetland,Water,Wetland,Wetland
1044,Wetland,Forest,Wetland,Water,Wetland,Water
1045,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1046,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1047,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1048,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1049,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1050,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1051,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
1052,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1053,Wetland,Forest,Water,NULL,Water,NULL
1054,Wetland,Forest,Water,NULL,Water,Grassland
1055,Wetland,Forest,Water,NULL,Water,Wetland
1056,Wetland,Forest,Water,NULL,Water,Water
1057,Wetland,Forest,Water,NULL,Water,Forest
1058,Wetland,Forest,Water,Non_Water,Water,Grassland
1059,Wetland,Forest,Water,Non_Water,Water,Wetland
1060,Wetland,Forest,Water,Water,Water,NULL
1061,Wetland,Forest,Water,Water,Water,Grassland
1062,Wetland,Forest,Water,Water,Water,Wetland
1063,Wetland,Forest,Water,Water,Water,Water
1064,Wetland,Forest,Water,Water,Water,Forest
1065,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1066,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1067,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1068,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1069,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1070,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
1071,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1072,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1073,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1074,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1075,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1076,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1077,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1078,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1079,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1080,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1081,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1082,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1083,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1084,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1085,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1086,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1087,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1088,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1089,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1090,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1091,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1092,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1093,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1094,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1095,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1096,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1097,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1098,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1099,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1100,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1101,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1102,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1103,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1104,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1105,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1106,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1107,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1108,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1109,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1110,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1111,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1112,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1113,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
1114,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1115,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1116,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1117,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1118,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1119,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1120,Bareland,Forest,Water,Water,Water,Grassland
1121,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1122,Water,NULL,NULL,NULL,Non_Wetland,NULL
1123,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1124,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1125,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1126,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1127,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1128,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1129,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1130,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1131,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1132,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1133,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1134,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1135,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1136,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1137,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1138,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1139,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1140,Water,NULL,Shrubland,Water,Non_Wetland,Water
1141,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1142,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1143,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1144,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1145,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1146,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1147,Water,NULL,Wetland,NULL,Wetland,NULL
1148,Water,NULL,Wetland,NULL,Wetland,Grassland
1149,Water,NULL,Wetland,NULL,Wetland,Wetland
1150,Water,NULL,Wetland,NULL,Wetland,Water
1151,Water,NULL,Wetland,NULL,Wetland,Forest
1152,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1153,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1154,Water,NULL,Wetland,Non_Water,Wetland,Forest
1155,Water,NULL,Wetland,Water,Wetland,Grassland
1156,Water,NULL,Wetland,Water,Wetland,Wetland
1157,Water,NULL,Wetland,Water,Wetland,Water
1158,Water,NULL,Wetland,Water,Wetland,Forest
1159,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1160,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1161,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1162,Water,NULL,Bareland,NULL,Non_Wetland,Water
1163,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1164,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1165,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1166,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1167,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1168,Water,NULL,Bareland,Water,Non_Wetland,Water
1169,Water,NULL,Bareland,Water,Non_Wetland,Forest
1170,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1171,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1172,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1173,Water,NULL,Water,NULL,Water,Grassland
1174,Water,NULL,Water,NULL,Water,Wetland
1175,Water,NULL,Water,NULL,Water,Water
1176,Water,NULL,Water,Non_Water,Water,Wetland
1177,Water,NULL,Water,Non_Water,Water,Water
1178,Water,NULL,Water,Water,Water,NULL
1179,Water,NULL,Water,Water,Water,Grassland
1180,Water,NULL,Water,Water,Water,Wetland
1181,Water,NULL,Water,Water,Water,Bareland
1182,Water,NULL,Water,Water,Water,Water
1183,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1184,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1185,Water,NULL,Forest,NULL,Non_Wetland,Water
1186,Water,NULL,Forest,NULL,Non_Wetland,Forest
1187,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1188,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1189,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1190,Water,NULL,Forest,Water,Non_Wetland,Grassland
1191,Water,NULL,Forest,Water,Non_Wetland,Wetland
1192,Water,NULL,Forest,Water,Non_Wetland,Water
1193,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1194,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1195,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1196,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1197,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1198,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1199,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1200,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1201,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1202,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1203,Water,Cropland,Wetland,NULL,Wetland,Grassland
1204,Water,Cropland,Wetland,NULL,Wetland,Wetland
1205,Water,Cropland,Wetland,NULL,Wetland,Water
1206,Water,Cropland,Wetland,NULL,Wetland,Forest
1207,Water,Cropland,Wetland,Water,Wetland,Grassland
1208,Water,Cropland,Wetland,Water,Wetland,Water
1209,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1210,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1211,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1212,Water,Cropland,Built-up,Water,Non_Wetland,Water
1213,Water,Cropland,Water,NULL,Water,Grassland
1214,Water,Cropland,Water,Non_Water,Water,Grassland
1215,Water,Cropland,Water,Water,Water,Grassland
1216,Water,Cropland,Water,Water,Water,Water
1217,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1218,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1219,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1220,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1221,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1222,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1223,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1224,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
1225,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1226,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1227,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1228,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1229,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1230,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1231,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1232,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1233,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1234,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1235,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1236,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1237,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1238,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1239,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1240,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1241,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1242,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1243,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1244,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1245,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1246,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1247,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1248,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1249,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1250,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1251,Water,Wetland,Wetland,NULL,Wetland,NULL
1252,Water,Wetland,Wetland,NULL,Wetland,Grassland
1253,Water,Wetland,Wetland,NULL,Wetland,Wetland
1254,Water,Wetland,Wetland,NULL,Wetland,Water
1255,Water,Wetland,Wetland,NULL,Wetland,Forest
1256,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1257,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1258,Water,Wetland,Wetland,Non_Water,Wetland,Water
1259,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1260,Water,Wetland,Wetland,Water,Wetland,Grassland
1261,Water,Wetland,Wetland,Water,Wetland,Wetland
1262,Water,Wetland,Wetland,Water,Wetland,Water
1263,Water,Wetland,Wetland,Water,Wetland,Forest
1264,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1265,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1266,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1267,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1268,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1269,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1270,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1271,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1272,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1273,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1274,Water,Wetland,Bareland,Water,Non_Wetland,Water
1275,Water,Wetland,Bareland,Water,Non_Wetland,Forest
1276,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1277,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1278,Water,Wetland,Water,NULL,Water,Grassland
1279,Water,Wetland,Water,NULL,Water,Wetland
1280,Water,Wetland,Water,NULL,Water,Water
1281,Water,Wetland,Water,NULL,Water,Forest
1282,Water,Wetland,Water,Non_Water,Water,Grassland
1283,Water,Wetland,Water,Non_Water,Water,Wetland
1284,Water,Wetland,Water,Non_Water,Water,Water
1285,Water,Wetland,Water,Non_Water,Water,Forest
1286,Water,Wetland,Water,Water,Water,Grassland
1287,Water,Wetland,Water,Water,Water,Wetland
1288,Water,Wetland,Water,Water,Water,Water
1289,Water,Wetland,Water,Water,Water,Forest
1290,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1291,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1292,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1293,Water,Wetland,Forest,NULL,Non_Wetland,Water
1294,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1295,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1296,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1297,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1298,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1299,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1300,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1301,Water,Wetland,Forest,Water,Non_Wetland,Water
1302,Water,Wetland,Forest,Water,Non_Wetland,Forest
1303,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1304,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1305,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
