Value,AFRICA_2024_DynamicWorld_2024_37PHN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHN_M_R,AFRICA_2024_GSW_Yearly_2021_37PHN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHN_M_R,AFRICA_2024_WorldCover_2021_37PHN_M_R
824,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
825,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
826,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
827,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
828,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
829,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
830,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
831,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
832,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
833,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
834,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
835,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
836,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
837,Bareland,Water,Wetland,Water,Wetland,Bareland
838,Bareland,Water,Wetland,Water,Wetland,Water
839,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
840,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
841,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
842,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
843,Bareland,Water,Bareland,NULL,Non_Wetland,Water
844,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
845,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
846,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
847,Bareland,Water,Bareland,Water,Non_Wetland,NULL
848,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
849,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
850,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
851,Bareland,Water,Bareland,Water,Non_Wetland,Water
852,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
853,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
854,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
855,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
856,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
857,Bareland,Water,Water,NULL,Water,Bareland
858,Bareland,Water,Water,Water,Water,Wetland
859,Bareland,Water,Water,Water,Water,Bareland
860,Bareland,Water,Water,Water,Water,Water
861,Bareland,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL
862,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
863,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
864,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
865,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
866,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
867,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
868,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
869,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
870,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
871,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
872,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
873,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
874,Bareland,Forest,Bareland,NULL,Non_Wetland,Built-up
875,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
876,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
877,Water,NULL,NULL,NULL,Non_Wetland,Bareland
878,Water,NULL,NULL,Water,Non_Wetland,NULL
879,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
880,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
881,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
882,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
883,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
884,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
885,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
886,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
887,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
888,Water,NULL,Shrubland,Water,Non_Wetland,NULL
889,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
890,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
891,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
892,Water,NULL,Grassland,NULL,Non_Wetland,NULL
893,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
894,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
895,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
896,Water,NULL,Grassland,NULL,Non_Wetland,Forest
897,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
898,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
899,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
900,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
901,Water,NULL,Grassland,Water,Non_Wetland,NULL
902,Water,NULL,Grassland,Water,Non_Wetland,Cropland
903,Water,NULL,Grassland,Water,Non_Wetland,Wetland
904,Water,NULL,Grassland,Water,Non_Wetland,Bareland
905,Water,NULL,Cropland,NULL,Non_Wetland,NULL
906,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
907,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
908,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
909,Water,NULL,Cropland,NULL,Non_Wetland,Forest
910,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
911,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
912,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
913,Water,NULL,Cropland,Water,Non_Wetland,NULL
914,Water,NULL,Cropland,Water,Non_Wetland,Cropland
915,Water,NULL,Cropland,Water,Non_Wetland,Wetland
916,Water,NULL,Wetland,NULL,Wetland,Bareland
917,Water,NULL,Wetland,NULL,Wetland,Water
918,Water,NULL,Wetland,Water,Wetland,Wetland
919,Water,NULL,Wetland,Water,Wetland,Bareland
920,Water,NULL,Wetland,Water,Wetland,Water
921,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
922,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
923,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
924,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
925,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
926,Water,NULL,Bareland,NULL,Non_Wetland,NULL
927,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
928,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
929,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
930,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
931,Water,NULL,Bareland,NULL,Non_Wetland,Water
932,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
933,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
934,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
935,Water,NULL,Bareland,Water,Non_Wetland,NULL
936,Water,NULL,Bareland,Water,Non_Wetland,Cropland
937,Water,NULL,Bareland,Water,Non_Wetland,Wetland
938,Water,NULL,Bareland,Water,Non_Wetland,Bareland
939,Water,NULL,Bareland,Water,Non_Wetland,Water
940,Water,NULL,Built-up,NULL,Non_Wetland,NULL
941,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
942,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
943,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
944,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL
945,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
946,Water,NULL,Built-up,Water,Non_Wetland,Bareland
947,Water,NULL,Water,NULL,NULL,Bareland
948,Water,NULL,Water,NULL,Water,Bareland
949,Water,NULL,Water,NULL,Water,Water
950,Water,NULL,Water,Water,NULL,Bareland
951,Water,NULL,Water,Water,NULL,Water
952,Water,NULL,Water,Water,Water,Bareland
953,Water,NULL,Water,Water,Water,Water
954,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
955,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
956,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
957,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
958,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
959,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
960,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
961,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
962,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
963,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
964,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
965,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
966,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
967,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
968,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
969,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
970,Water,Cropland,Water,Non_Water,Water,Cropland
971,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
972,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
973,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
974,Water,Wetland,Bareland,NULL,Non_Wetland,Water
975,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
976,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
977,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
978,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
979,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
980,Water,Wetland,Bareland,Water,Non_Wetland,Water
981,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
982,Water,Wetland,Water,NULL,Water,Bareland
983,Water,Wetland,Water,NULL,Water,Water
984,Water,Wetland,Water,Water,Water,Bareland
985,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
986,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
987,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
988,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
989,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
990,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
991,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
992,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
993,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
994,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
995,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
996,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
997,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
998,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
999,Water,Bareland,Wetland,NULL,Wetland,Wetland
1000,Water,Bareland,Wetland,NULL,Wetland,Bareland
1001,Water,Bareland,Wetland,NULL,Wetland,Water
1002,Water,Bareland,Wetland,Water,NULL,Bareland
1003,Water,Bareland,Wetland,Water,Wetland,Wetland
1004,Water,Bareland,Wetland,Water,Wetland,Bareland
1005,Water,Bareland,Wetland,Water,Wetland,Water
1006,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1007,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1008,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1009,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1010,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1011,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1012,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1013,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1014,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1015,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1016,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1017,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1018,Water,Bareland,Bareland,Water,Non_Wetland,NULL
1019,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1020,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1021,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1022,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1023,Water,Bareland,Bareland,Water,Non_Wetland,Water
1024,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1025,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1026,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1027,Water,Bareland,Built-up,Water,Non_Wetland,NULL
1028,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1029,Water,Bareland,Built-up,Water,Non_Wetland,Water
1030,Water,Bareland,Water,NULL,NULL,Bareland
1031,Water,Bareland,Water,NULL,Water,Wetland
1032,Water,Bareland,Water,NULL,Water,Bareland
1033,Water,Bareland,Water,NULL,Water,Water
1034,Water,Bareland,Water,Water,NULL,Bareland
1035,Water,Bareland,Water,Water,NULL,Water
1036,Water,Bareland,Water,Water,Water,Wetland
1037,Water,Bareland,Water,Water,Water,Bareland
1038,Water,Bareland,Water,Water,Water,Water
1039,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1040,Water,Built-up,Wetland,NULL,Wetland,Bareland
1041,Water,Built-up,Wetland,Water,NULL,Bareland
1042,Water,Built-up,Wetland,Water,Wetland,Bareland
1043,Water,Built-up,Wetland,Water,Wetland,Water
1044,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1045,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1046,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1047,Water,Built-up,Bareland,Water,Non_Wetland,Water
1048,Water,Built-up,Water,NULL,Water,Bareland
1049,Water,Built-up,Water,Water,NULL,Bareland
1050,Water,Built-up,Water,Water,Water,Bareland
1051,Water,Built-up,Water,Water,Water,Water
1052,Water,Water,NULL,NULL,Non_Wetland,Wetland
1053,Water,Water,NULL,NULL,Non_Wetland,Bareland
1054,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1055,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1056,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1057,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1058,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1059,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1060,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1061,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1062,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1063,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1064,Water,Water,Shrubland,Water,Non_Wetland,Water
1065,Water,Water,Grassland,NULL,Non_Wetland,NULL
1066,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1067,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1068,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1069,Water,Water,Grassland,NULL,Non_Wetland,Water
1070,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1071,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1072,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1073,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1074,Water,Water,Grassland,Water,Non_Wetland,Grassland
1075,Water,Water,Grassland,Water,Non_Wetland,Cropland
1076,Water,Water,Grassland,Water,Non_Wetland,Wetland
1077,Water,Water,Grassland,Water,Non_Wetland,Bareland
1078,Water,Water,Grassland,Water,Non_Wetland,Water
1079,Water,Water,Cropland,NULL,Non_Wetland,NULL
1080,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1081,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1082,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1083,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1084,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1085,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1086,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1087,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1088,Water,Water,Cropland,Water,Non_Wetland,NULL
1089,Water,Water,Cropland,Water,Non_Wetland,Cropland
1090,Water,Water,Cropland,Water,Non_Wetland,Wetland
1091,Water,Water,Cropland,Water,Non_Wetland,Bareland
1092,Water,Water,Cropland,Water,Non_Wetland,Water
1093,Water,Water,Wetland,NULL,Wetland,Wetland
1094,Water,Water,Wetland,NULL,Wetland,Bareland
1095,Water,Water,Wetland,NULL,Wetland,Water
1096,Water,Water,Wetland,Non_Water,Wetland,Wetland
1097,Water,Water,Wetland,Non_Water,Wetland,Bareland
1098,Water,Water,Wetland,Non_Water,Wetland,Water
1099,Water,Water,Wetland,Water,NULL,Bareland
1100,Water,Water,Wetland,Water,NULL,Water
1101,Water,Water,Wetland,Water,Wetland,Wetland
1102,Water,Water,Wetland,Water,Wetland,Bareland
1103,Water,Water,Wetland,Water,Wetland,Water
1104,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1105,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1106,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1107,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1108,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1109,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1110,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1111,Water,Water,Bareland,NULL,Non_Wetland,NULL
1112,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1113,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1114,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1115,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1116,Water,Water,Bareland,NULL,Non_Wetland,Water
1117,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1118,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1119,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1120,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1121,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1122,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1123,Water,Water,Bareland,Water,Non_Wetland,NULL
1124,Water,Water,Bareland,Water,Non_Wetland,Grassland
1125,Water,Water,Bareland,Water,Non_Wetland,Cropland
1126,Water,Water,Bareland,Water,Non_Wetland,Wetland
1127,Water,Water,Bareland,Water,Non_Wetland,Bareland
1128,Water,Water,Bareland,Water,Non_Wetland,Water
1129,Water,Water,Built-up,NULL,Non_Wetland,NULL
1130,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1131,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1132,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1133,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1134,Water,Water,Built-up,NULL,Non_Wetland,Water
1135,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1136,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1137,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1138,Water,Water,Built-up,Water,Non_Wetland,Cropland
1139,Water,Water,Built-up,Water,Non_Wetland,Wetland
1140,Water,Water,Built-up,Water,Non_Wetland,Bareland
1141,Water,Water,Built-up,Water,Non_Wetland,Water
1142,Water,Water,Water,NULL,NULL,Bareland
1143,Water,Water,Water,NULL,NULL,Water
1144,Water,Water,Water,NULL,Water,Wetland
1145,Water,Water,Water,NULL,Water,Bareland
1146,Water,Water,Water,NULL,Water,Water
1147,Water,Water,Water,Non_Water,Water,Wetland
1148,Water,Water,Water,Non_Water,Water,Bareland
1149,Water,Water,Water,Non_Water,Water,Water
1150,Water,Water,Water,Water,NULL,Wetland
1151,Water,Water,Water,Water,NULL,Bareland
1152,Water,Water,Water,Water,NULL,Water
1153,Water,Water,Water,Water,Water,NULL
1154,Water,Water,Water,Water,Water,Grassland
1155,Water,Water,Water,Water,Water,Wetland
1156,Water,Water,Water,Water,Water,Bareland
1157,Water,Water,Water,Water,Water,Water
1158,Water,Water,Water,Water,Water,Forest
1159,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1160,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1161,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland
1162,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1163,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
1164,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland
1165,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland
1166,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Wetland
1167,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland
1168,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
1169,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
1170,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1171,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland
1172,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1173,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1174,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Wetland
1175,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
1176,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
1177,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
1178,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland
1179,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
1180,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,Bareland
1181,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland
1182,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1183,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1184,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
1185,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
1186,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1187,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1188,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1189,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Wetland
1190,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
1191,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
1192,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland
1193,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
1194,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
1195,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1196,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1197,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1198,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1199,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1200,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1201,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1202,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1203,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1204,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1205,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1206,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1207,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1208,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1209,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1210,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1211,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1212,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1213,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1214,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1215,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1216,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1217,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1218,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1219,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1220,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1221,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1222,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1223,Forest,NULL,Wetland,NULL,Wetland,NULL
1224,Forest,NULL,Wetland,NULL,Wetland,Wetland
1225,Forest,NULL,Wetland,NULL,Wetland,Forest
1226,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1227,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1228,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1229,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1230,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1231,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1232,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1233,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1234,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1235,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1236,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1237,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1238,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1239,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1240,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1241,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1242,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1243,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1244,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1245,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1246,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1248,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1249,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1250,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1251,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1252,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1253,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1254,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1255,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1256,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1257,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1258,Forest,Cropland,Wetland,NULL,Wetland,NULL
