Value,AFRICA_2024_DynamicWorld_2024_36PZU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,AFRICA_2024_WorldCover_2021_36PZU_M_R
854,Water,Water,Grassland,Water,Non_Wetland,Bareland
855,Water,Water,Grassland,Water,Non_Wetland,Water
856,Water,Water,Grassland,Water,Non_Wetland,Forest
857,Water,Water,Cropland,NULL,Non_Wetland,NULL
858,Water,Water,Cropland,NULL,Non_Wetland,Grassland
859,Water,Water,Cropland,NULL,Non_Wetland,Cropland
860,Water,Water,Cropland,NULL,Non_Wetland,Bareland
861,Water,Water,Cropland,NULL,Non_Wetland,Water
862,Water,Water,Cropland,NULL,Non_Wetland,Forest
863,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
864,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
865,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
866,Water,Water,Cropland,Non_Water,Non_Wetland,Water
867,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
868,Water,Water,Cropland,Water,Non_Wetland,NULL
869,Water,Water,Cropland,Water,Non_Wetland,Grassland
870,Water,Water,Cropland,Water,Non_Wetland,Cropland
871,Water,Water,Cropland,Water,Non_Wetland,Bareland
872,Water,Water,Cropland,Water,Non_Wetland,Water
873,Water,Water,Cropland,Water,Non_Wetland,Forest
874,Water,Water,Wetland,NULL,Wetland,Grassland
875,Water,Water,Wetland,NULL,Wetland,Cropland
876,Water,Water,Wetland,NULL,Wetland,Wetland
877,Water,Water,Wetland,NULL,Wetland,Bareland
878,Water,Water,Wetland,NULL,Wetland,Water
879,Water,Water,Wetland,NULL,Wetland,Forest
880,Water,Water,Wetland,Non_Water,Wetland,Cropland
881,Water,Water,Wetland,Non_Water,Wetland,Wetland
882,Water,Water,Wetland,Non_Water,Wetland,Bareland
883,Water,Water,Wetland,Non_Water,Wetland,Water
884,Water,Water,Wetland,Non_Water,Wetland,Forest
885,Water,Water,Wetland,Water,Wetland,NULL
886,Water,Water,Wetland,Water,Wetland,Grassland
887,Water,Water,Wetland,Water,Wetland,Cropland
888,Water,Water,Wetland,Water,Wetland,Wetland
889,Water,Water,Wetland,Water,Wetland,Bareland
890,Water,Water,Wetland,Water,Wetland,Water
891,Water,Water,Wetland,Water,Wetland,Forest
892,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
893,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
894,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
895,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
896,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
897,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
898,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
899,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
900,Water,Water,Bareland,NULL,Non_Wetland,NULL
901,Water,Water,Bareland,NULL,Non_Wetland,Grassland
902,Water,Water,Bareland,NULL,Non_Wetland,Cropland
903,Water,Water,Bareland,NULL,Non_Wetland,Wetland
904,Water,Water,Bareland,NULL,Non_Wetland,Bareland
905,Water,Water,Bareland,NULL,Non_Wetland,Water
906,Water,Water,Bareland,NULL,Non_Wetland,Forest
907,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
908,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
909,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
910,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
911,Water,Water,Bareland,Non_Water,Non_Wetland,Water
912,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
913,Water,Water,Bareland,Water,Non_Wetland,NULL
914,Water,Water,Bareland,Water,Non_Wetland,Grassland
915,Water,Water,Bareland,Water,Non_Wetland,Cropland
916,Water,Water,Bareland,Water,Non_Wetland,Wetland
917,Water,Water,Bareland,Water,Non_Wetland,Bareland
918,Water,Water,Bareland,Water,Non_Wetland,Water
919,Water,Water,Bareland,Water,Non_Wetland,Forest
920,Water,Water,Built-up,NULL,Non_Wetland,NULL
921,Water,Water,Built-up,NULL,Non_Wetland,Grassland
922,Water,Water,Built-up,NULL,Non_Wetland,Cropland
923,Water,Water,Built-up,NULL,Non_Wetland,Bareland
924,Water,Water,Built-up,NULL,Non_Wetland,Water
925,Water,Water,Built-up,NULL,Non_Wetland,Forest
926,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
927,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
928,Water,Water,Built-up,Non_Water,Non_Wetland,Water
929,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
930,Water,Water,Built-up,Water,Non_Wetland,Grassland
931,Water,Water,Built-up,Water,Non_Wetland,Cropland
932,Water,Water,Built-up,Water,Non_Wetland,Bareland
933,Water,Water,Built-up,Water,Non_Wetland,Water
934,Water,Water,Built-up,Water,Non_Wetland,Forest
935,Water,Water,Water,NULL,Water,Grassland
936,Water,Water,Water,NULL,Water,Cropland
937,Water,Water,Water,NULL,Water,Bareland
938,Water,Water,Water,NULL,Water,Water
939,Water,Water,Water,NULL,Water,Forest
940,Water,Water,Water,Non_Water,Water,Grassland
941,Water,Water,Water,Non_Water,Water,Cropland
942,Water,Water,Water,Non_Water,Water,Wetland
943,Water,Water,Water,Non_Water,Water,Bareland
944,Water,Water,Water,Non_Water,Water,Water
945,Water,Water,Water,Non_Water,Water,Forest
946,Water,Water,Water,Water,Water,NULL
947,Water,Water,Water,Water,Water,Grassland
948,Water,Water,Water,Water,Water,Cropland
949,Water,Water,Water,Water,Water,Wetland
950,Water,Water,Water,Water,Water,Bareland
951,Water,Water,Water,Water,Water,Water
952,Water,Water,Water,Water,Water,Forest
953,Water,Water,Forest,NULL,Non_Wetland,NULL
954,Water,Water,Forest,NULL,Non_Wetland,Grassland
955,Water,Water,Forest,NULL,Non_Wetland,Cropland
956,Water,Water,Forest,NULL,Non_Wetland,Bareland
957,Water,Water,Forest,NULL,Non_Wetland,Water
958,Water,Water,Forest,NULL,Non_Wetland,Forest
959,Water,Water,Forest,Non_Water,Non_Wetland,NULL
960,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
961,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
962,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
963,Water,Water,Forest,Non_Water,Non_Wetland,Water
964,Water,Water,Forest,Non_Water,Non_Wetland,Forest
965,Water,Water,Forest,Water,Non_Wetland,NULL
966,Water,Water,Forest,Water,Non_Wetland,Grassland
967,Water,Water,Forest,Water,Non_Wetland,Cropland
968,Water,Water,Forest,Water,Non_Wetland,Bareland
969,Water,Water,Forest,Water,Non_Wetland,Water
970,Water,Water,Forest,Water,Non_Wetland,Forest
971,Water,Forest,NULL,NULL,Non_Wetland,Grassland
972,Water,Forest,NULL,NULL,Non_Wetland,Forest
973,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
974,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
975,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
976,Water,Forest,Cropland,NULL,Non_Wetland,Forest
977,Water,Forest,Bareland,NULL,Non_Wetland,Forest
978,Water,Forest,Water,NULL,Water,Forest
979,Water,Forest,Forest,NULL,Non_Wetland,Grassland
980,Water,Forest,Forest,NULL,Non_Wetland,Forest
981,Water,Forest,Forest,Water,Non_Wetland,Forest
982,Forest,NULL,NULL,NULL,Non_Wetland,NULL
983,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
984,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
985,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
986,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
987,Forest,NULL,NULL,NULL,Non_Wetland,Forest
988,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
989,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
990,Forest,NULL,NULL,Water,Non_Wetland,Grassland
991,Forest,NULL,NULL,Water,Non_Wetland,Forest
992,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
993,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
994,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
995,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
996,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
997,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
998,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1000,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1001,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1002,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1003,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1004,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1005,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1006,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1007,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1008,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1009,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1010,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1011,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1012,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1013,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1014,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1015,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1016,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1017,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1018,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1019,Forest,NULL,Wetland,NULL,Wetland,NULL
1020,Forest,NULL,Wetland,NULL,Wetland,Grassland
1021,Forest,NULL,Wetland,NULL,Wetland,Forest
1022,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1023,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1024,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1025,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1026,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1027,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1028,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1029,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1030,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1031,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1032,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1033,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1034,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1035,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1036,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1037,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1038,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1039,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1040,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1041,Forest,NULL,Water,NULL,Water,Grassland
1042,Forest,NULL,Water,NULL,Water,Forest
1043,Forest,NULL,Water,Water,Water,Grassland
1044,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1045,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1046,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1047,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1048,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1049,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1050,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1051,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1052,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1053,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1054,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1055,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1056,Forest,NULL,Forest,Water,Non_Wetland,Forest
1057,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1058,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1059,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1060,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1061,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1062,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1064,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1065,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1066,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1067,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1068,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1069,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1070,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1071,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1072,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1073,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1074,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1075,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1076,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1077,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1078,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1079,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1080,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1081,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1082,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1083,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1084,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1085,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1086,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1087,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1088,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1089,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1090,Forest,Cropland,Wetland,NULL,Wetland,Water
1091,Forest,Cropland,Wetland,NULL,Wetland,Forest
1092,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
1093,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1094,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland
1095,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1096,Forest,Cropland,Wetland,Water,Wetland,Cropland
1097,Forest,Cropland,Wetland,Water,Wetland,Water
1098,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1099,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1100,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1101,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1102,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1103,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1104,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1105,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1106,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1107,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1108,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1109,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1110,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1111,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1112,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1113,Forest,Cropland,Water,NULL,Water,Forest
1114,Forest,Cropland,Water,Water,Water,Forest
1115,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1116,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1117,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1118,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1119,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1120,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1121,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1122,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1123,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1124,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1125,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1126,Forest,Cropland,Forest,Water,Non_Wetland,NULL
1127,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1128,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1129,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1130,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1131,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1132,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1133,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1134,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1135,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1136,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1140,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1141,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1142,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1143,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1144,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1145,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1146,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1147,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1148,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1149,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1150,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1151,Forest,Water,NULL,NULL,Non_Wetland,Forest
1152,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1153,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1154,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1155,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1156,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1157,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1158,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1159,Forest,Water,Grassland,Water,Non_Wetland,Forest
1160,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1161,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1162,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1163,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1164,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1165,Forest,Water,Wetland,NULL,Wetland,Forest
1166,Forest,Water,Wetland,Non_Water,Wetland,Forest
1167,Forest,Water,Wetland,Water,Wetland,Water
1168,Forest,Water,Wetland,Water,Wetland,Forest
1169,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1170,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1171,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1172,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1173,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1174,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1175,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1176,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1177,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1178,Forest,Water,Bareland,Water,Non_Wetland,Water
1179,Forest,Water,Bareland,Water,Non_Wetland,Forest
1180,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1181,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1182,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1183,Forest,Water,Built-up,Water,Non_Wetland,Forest
1184,Forest,Water,Water,Water,Water,Water
1185,Forest,Water,Water,Water,Water,Forest
1186,Forest,Water,Forest,NULL,Non_Wetland,NULL
1187,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1188,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1189,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1190,Forest,Water,Forest,NULL,Non_Wetland,Water
1191,Forest,Water,Forest,NULL,Non_Wetland,Forest
1192,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1193,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1194,Forest,Water,Forest,Water,Non_Wetland,Forest
1195,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1196,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1197,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1198,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1199,Forest,Forest,NULL,Water,Non_Wetland,Forest
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1203,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1204,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1205,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1206,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1207,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1208,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1209,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1210,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1211,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1212,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1213,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1214,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1215,Forest,Forest,Wetland,NULL,Wetland,Forest
1216,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1217,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1218,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1219,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1220,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1221,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1222,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1223,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1224,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1225,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1226,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1227,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1228,Forest,Forest,Water,NULL,Water,Grassland
1229,Forest,Forest,Water,NULL,Water,Forest
1230,Forest,Forest,Water,Water,Water,Forest
1231,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1232,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1233,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1234,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1235,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1236,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1237,Forest,Forest,Forest,Water,Non_Wetland,NULL
1238,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1239,Forest,Forest,Forest,Water,Non_Wetland,Forest
