Value,AFRICA_2024_DynamicWorld_2024_37NGG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,AFRICA_2024_WorldCover_2021_37NGG_M_R
875,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
876,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
877,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
878,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
879,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
880,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
881,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
882,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
883,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
884,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
885,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
886,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
887,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
888,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
889,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
890,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
891,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
892,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
893,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
894,Forest,NULL,Grassland,Water,Non_Wetland,Forest
895,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
896,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
897,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
898,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
899,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
900,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
901,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
902,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
903,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
904,Forest,NULL,Cropland,Water,Non_Wetland,NULL
905,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
906,Forest,NULL,Cropland,Water,Non_Wetland,Forest
907,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
908,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
909,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
910,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
911,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
912,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
913,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
914,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
915,Forest,NULL,Bareland,Water,Non_Wetland,Forest
916,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
917,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
918,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
919,Forest,NULL,Built-up,Water,Non_Wetland,NULL
920,Forest,NULL,Built-up,Water,Non_Wetland,Forest
921,Forest,NULL,Water,NULL,Water,Forest
922,Forest,NULL,Forest,NULL,Non_Wetland,NULL
923,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
924,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
925,Forest,NULL,Forest,NULL,Non_Wetland,Forest
926,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
927,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
928,Forest,NULL,Forest,Water,Non_Wetland,NULL
929,Forest,NULL,Forest,Water,Non_Wetland,Forest
930,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
931,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
932,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
934,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
935,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
936,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
937,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
938,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
939,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
940,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
941,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
942,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
943,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
944,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
945,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
946,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
947,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
948,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
949,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
950,Forest,Water,NULL,NULL,Non_Wetland,Grassland
951,Forest,Water,NULL,NULL,Non_Wetland,Forest
952,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
953,Forest,Water,NULL,Water,Non_Wetland,Forest
954,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
955,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
956,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
957,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
958,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
959,Forest,Water,Shrubland,Water,Non_Wetland,Forest
960,Forest,Water,Grassland,NULL,Non_Wetland,NULL
961,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
962,Forest,Water,Grassland,NULL,Non_Wetland,Forest
963,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
964,Forest,Water,Grassland,Water,Non_Wetland,Forest
965,Forest,Water,Cropland,NULL,Non_Wetland,NULL
966,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
967,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
968,Forest,Water,Cropland,NULL,Non_Wetland,Forest
969,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
970,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
971,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
972,Forest,Water,Cropland,Water,Non_Wetland,Grassland
973,Forest,Water,Cropland,Water,Non_Wetland,Forest
974,Forest,Water,Bareland,NULL,Non_Wetland,NULL
975,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
976,Forest,Water,Bareland,NULL,Non_Wetland,Forest
977,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
978,Forest,Water,Bareland,Water,Non_Wetland,Forest
979,Forest,Water,Built-up,NULL,Non_Wetland,NULL
980,Forest,Water,Built-up,NULL,Non_Wetland,Forest
981,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
982,Forest,Water,Built-up,Water,Non_Wetland,NULL
983,Forest,Water,Built-up,Water,Non_Wetland,Forest
984,Forest,Water,Water,NULL,Water,Grassland
985,Forest,Water,Water,NULL,Water,Forest
986,Forest,Water,Water,Non_Water,Water,Forest
987,Forest,Water,Forest,NULL,Non_Wetland,NULL
988,Forest,Water,Forest,NULL,Non_Wetland,Grassland
989,Forest,Water,Forest,NULL,Non_Wetland,Forest
990,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
991,Forest,Water,Forest,Water,Non_Wetland,Grassland
992,Forest,Water,Forest,Water,Non_Wetland,Forest
993,Forest,Forest,NULL,NULL,Non_Wetland,NULL
994,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
995,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
996,Forest,Forest,NULL,NULL,Non_Wetland,Forest
997,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
998,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
999,Forest,Forest,NULL,Water,Non_Wetland,Forest
1000,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1001,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1002,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1003,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1004,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1005,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1006,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1007,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1008,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1009,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1010,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1011,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1012,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1013,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1014,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1015,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1016,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1017,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1018,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1019,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1020,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1021,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1022,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1023,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1024,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1025,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1026,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1027,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1028,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1029,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1030,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1031,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1032,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1033,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1034,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1035,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1036,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1037,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1038,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1039,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1040,Forest,Forest,Water,NULL,Water,Forest
1041,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1042,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1043,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1044,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1045,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1046,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1047,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1048,Forest,Forest,Forest,Water,Non_Wetland,Forest
