Value,AFRICA_2024_DynamicWorld_2024_36PVS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVS_M_R,AFRICA_2024_GSW_Yearly_2021_36PVS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVS_M_R,AFRICA_2024_WorldCover_2021_36PVS_M_R
883,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
884,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
885,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
886,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
887,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
888,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
889,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
890,Cropland,NULL,Grassland,Water,Non_Wetland,Water
891,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
892,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
893,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
894,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
895,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
896,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
897,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
898,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
899,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
900,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
901,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
902,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
903,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
904,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
905,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
906,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
907,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
908,Cropland,NULL,Cropland,Water,Non_Wetland,Water
909,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
910,Cropland,NULL,Wetland,NULL,Wetland,NULL
911,Cropland,NULL,Wetland,NULL,Wetland,Grassland
912,Cropland,NULL,Wetland,NULL,Wetland,Cropland
913,Cropland,NULL,Wetland,NULL,Wetland,Wetland
914,Cropland,NULL,Wetland,NULL,Wetland,Water
915,Cropland,NULL,Wetland,NULL,Wetland,Forest
916,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
917,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
918,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
919,Cropland,NULL,Wetland,Water,Wetland,Grassland
920,Cropland,NULL,Wetland,Water,Wetland,Wetland
921,Cropland,NULL,Wetland,Water,Wetland,Water
922,Cropland,NULL,Wetland,Water,Wetland,Forest
923,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
924,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
925,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
926,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
927,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
928,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
929,Cropland,NULL,Bareland,Water,Non_Wetland,Water
930,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
931,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
932,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
933,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
934,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
935,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
936,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
937,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
938,Cropland,NULL,Water,NULL,Water,NULL
939,Cropland,NULL,Water,NULL,Water,Grassland
940,Cropland,NULL,Water,NULL,Water,Cropland
941,Cropland,NULL,Water,NULL,Water,Wetland
942,Cropland,NULL,Water,NULL,Water,Bareland
943,Cropland,NULL,Water,NULL,Water,Water
944,Cropland,NULL,Water,NULL,Water,Forest
945,Cropland,NULL,Water,Non_Water,Water,NULL
946,Cropland,NULL,Water,Non_Water,Water,Grassland
947,Cropland,NULL,Water,Non_Water,Water,Wetland
948,Cropland,NULL,Water,Non_Water,Water,Water
949,Cropland,NULL,Water,Non_Water,Water,Forest
950,Cropland,NULL,Water,Water,Water,NULL
951,Cropland,NULL,Water,Water,Water,Grassland
952,Cropland,NULL,Water,Water,Water,Cropland
953,Cropland,NULL,Water,Water,Water,Wetland
954,Cropland,NULL,Water,Water,Water,Bareland
955,Cropland,NULL,Water,Water,Water,Water
956,Cropland,NULL,Water,Water,Water,Forest
957,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
958,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
959,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
960,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
961,Cropland,NULL,Forest,NULL,Non_Wetland,Water
962,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
963,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
964,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
965,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
966,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
967,Cropland,NULL,Forest,Water,Non_Wetland,NULL
968,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
969,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
970,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
971,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
972,Cropland,NULL,Forest,Water,Non_Wetland,Water
973,Cropland,NULL,Forest,Water,Non_Wetland,Forest
974,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
975,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
976,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
977,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
978,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
979,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
980,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
981,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
982,Cropland,Cropland,NULL,Water,Non_Wetland,Water
983,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
984,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
985,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
986,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
987,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
988,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
989,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
990,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
991,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
992,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
993,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
994,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
995,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
996,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
997,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
998,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
999,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1000,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1001,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
1002,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
1003,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1004,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1005,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1006,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1007,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1008,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1012,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1013,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1014,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1015,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1016,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1017,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1018,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1019,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1020,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1021,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1022,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1023,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1024,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1025,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1026,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1027,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1028,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1029,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1030,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1031,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1032,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1033,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1034,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
1035,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
1036,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1037,Cropland,Cropland,Water,NULL,Water,NULL
1038,Cropland,Cropland,Water,NULL,Water,Grassland
1039,Cropland,Cropland,Water,NULL,Water,Wetland
1040,Cropland,Cropland,Water,NULL,Water,Water
1041,Cropland,Cropland,Water,NULL,Water,Forest
1042,Cropland,Cropland,Water,Non_Water,Water,Grassland
1043,Cropland,Cropland,Water,Water,Water,NULL
1044,Cropland,Cropland,Water,Water,Water,Grassland
1045,Cropland,Cropland,Water,Water,Water,Cropland
1046,Cropland,Cropland,Water,Water,Water,Wetland
1047,Cropland,Cropland,Water,Water,Water,Bareland
1048,Cropland,Cropland,Water,Water,Water,Water
1049,Cropland,Cropland,Water,Water,Water,Forest
1050,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1051,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1052,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1053,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1054,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
1055,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1056,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1057,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1058,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1059,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1060,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1061,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
1062,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
1063,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
1064,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1065,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
1066,Cropland,Wetland,NULL,Water,Non_Wetland,Water
1067,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1068,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1069,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1070,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1071,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1072,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water
1073,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1074,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1075,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1076,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1077,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL
1078,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1079,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1080,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
1081,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
1082,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1083,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1084,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1085,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1086,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1087,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water
1088,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1089,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
1090,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1091,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1092,Cropland,Wetland,Wetland,NULL,Wetland,Water
1093,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1094,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
1095,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1096,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
1097,Cropland,Wetland,Wetland,Water,Wetland,Grassland
1098,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1099,Cropland,Wetland,Wetland,Water,Wetland,Water
1100,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1101,Cropland,Wetland,Water,NULL,Water,NULL
1102,Cropland,Wetland,Water,NULL,Water,Grassland
1103,Cropland,Wetland,Water,NULL,Water,Wetland
1104,Cropland,Wetland,Water,NULL,Water,Water
1105,Cropland,Wetland,Water,NULL,Water,Forest
1106,Cropland,Wetland,Water,Non_Water,Water,Wetland
1107,Cropland,Wetland,Water,Non_Water,Water,Water
1108,Cropland,Wetland,Water,Water,Water,NULL
1109,Cropland,Wetland,Water,Water,Water,Grassland
1110,Cropland,Wetland,Water,Water,Water,Cropland
1111,Cropland,Wetland,Water,Water,Water,Wetland
1112,Cropland,Wetland,Water,Water,Water,Bareland
1113,Cropland,Wetland,Water,Water,Water,Water
1114,Cropland,Wetland,Water,Water,Water,Forest
1115,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1116,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1117,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1118,Cropland,Wetland,Forest,NULL,Non_Wetland,Water
1119,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1120,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1121,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
1122,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1123,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1124,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1125,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1126,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1127,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1128,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1129,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1130,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1131,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1132,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1133,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1134,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1135,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1136,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1137,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1138,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1139,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1140,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1141,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1142,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1143,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1144,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1145,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1146,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1147,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1148,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1149,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1150,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1151,Cropland,Water,Wetland,NULL,Wetland,Grassland
1152,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1153,Cropland,Water,Water,NULL,Water,Cropland
1154,Cropland,Water,Water,NULL,Water,Wetland
1155,Cropland,Water,Water,NULL,Water,Water
1156,Cropland,Water,Water,Non_Water,Water,Water
1157,Cropland,Water,Water,Water,Water,Grassland
1158,Cropland,Water,Water,Water,Water,Wetland
1159,Cropland,Water,Water,Water,Water,Water
1160,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1161,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1162,Cropland,Water,Forest,Water,Non_Wetland,Water
1163,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1164,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1165,Cropland,Forest,NULL,NULL,Non_Wetland,Water
1166,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1167,Cropland,Forest,NULL,Non_Water,Non_Wetland,Water
1168,Cropland,Forest,NULL,Water,Non_Wetland,Grassland
1169,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1170,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1171,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1172,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
1173,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1174,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1175,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1176,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1177,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL
1178,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1179,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
1180,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
1181,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1182,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1183,Cropland,Forest,Grassland,NULL,Non_Wetland,Water
1184,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1185,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water
1186,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
1187,Cropland,Forest,Grassland,Water,Non_Wetland,Water
1188,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1189,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1190,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1191,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1192,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
1193,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1194,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1195,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
1196,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1197,Cropland,Forest,Wetland,NULL,Wetland,NULL
1198,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1199,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1200,Cropland,Forest,Wetland,NULL,Wetland,Water
1201,Cropland,Forest,Wetland,NULL,Wetland,Forest
1202,Cropland,Forest,Wetland,Water,Wetland,Grassland
1203,Cropland,Forest,Wetland,Water,Wetland,Water
1204,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1205,Cropland,Forest,Bareland,NULL,Non_Wetland,Water
1206,Cropland,Forest,Bareland,Water,Non_Wetland,Water
1207,Cropland,Forest,Water,NULL,Water,Grassland
1208,Cropland,Forest,Water,NULL,Water,Wetland
1209,Cropland,Forest,Water,NULL,Water,Water
1210,Cropland,Forest,Water,Water,Water,Grassland
1211,Cropland,Forest,Water,Water,Water,Wetland
1212,Cropland,Forest,Water,Water,Water,Water
1213,Cropland,Forest,Water,Water,Water,Forest
1214,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1215,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1216,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1217,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1218,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1219,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1220,Cropland,Forest,Forest,Water,Non_Wetland,Water
1221,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1222,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1223,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1224,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1225,Wetland,NULL,NULL,NULL,Non_Wetland,Water
1226,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1227,Wetland,NULL,NULL,Water,Non_Wetland,NULL
1228,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1229,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1230,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1231,Wetland,NULL,NULL,Water,Non_Wetland,Water
1232,Wetland,NULL,NULL,Water,Non_Wetland,Forest
1233,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1234,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1235,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1236,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1237,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1238,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1239,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1240,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1241,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1242,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1243,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1244,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1245,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1246,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1247,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1248,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1249,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1250,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1251,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1252,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1253,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1254,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1255,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1256,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1257,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1258,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1259,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1260,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1261,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1262,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1263,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1264,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1265,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1266,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1267,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1268,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1269,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1270,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1271,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1272,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1273,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1274,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1275,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1276,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1277,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1278,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1279,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1280,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1281,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1282,Wetland,NULL,Wetland,NULL,Wetland,NULL
1283,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1284,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1285,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1286,Wetland,NULL,Wetland,NULL,Wetland,Water
1287,Wetland,NULL,Wetland,NULL,Wetland,Forest
1288,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1289,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1290,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1291,Wetland,NULL,Wetland,Water,Wetland,Grassland
1292,Wetland,NULL,Wetland,Water,Wetland,Wetland
1293,Wetland,NULL,Wetland,Water,Wetland,Water
1294,Wetland,NULL,Wetland,Water,Wetland,Forest
1295,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1296,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1297,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1298,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1299,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1300,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1301,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1302,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1303,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1304,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1305,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1306,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1307,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1308,Wetland,NULL,Water,NULL,Water,NULL
1309,Wetland,NULL,Water,NULL,Water,Grassland
1310,Wetland,NULL,Water,NULL,Water,Cropland
1311,Wetland,NULL,Water,NULL,Water,Wetland
1312,Wetland,NULL,Water,NULL,Water,Water
1313,Wetland,NULL,Water,NULL,Water,Forest
