Value,AFRICA_2024_DynamicWorld_2024_36PTR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,AFRICA_2024_WorldCover_2021_36PTR_M_R
870,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
871,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
872,Wetland,Wetland,Wetland,NULL,Wetland,NULL
873,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
874,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
875,Wetland,Wetland,Wetland,NULL,Wetland,Water
876,Wetland,Wetland,Wetland,NULL,Wetland,Forest
877,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
878,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
879,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
880,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
881,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
882,Wetland,Wetland,Wetland,Water,Wetland,NULL
883,Wetland,Wetland,Wetland,Water,Wetland,Grassland
884,Wetland,Wetland,Wetland,Water,Wetland,Wetland
885,Wetland,Wetland,Wetland,Water,Wetland,Water
886,Wetland,Wetland,Wetland,Water,Wetland,Forest
887,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
888,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
889,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
890,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
891,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
892,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
893,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
894,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
895,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
896,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
897,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
898,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
899,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
900,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
901,Wetland,Wetland,Water,NULL,Water,NULL
902,Wetland,Wetland,Water,NULL,Water,Grassland
903,Wetland,Wetland,Water,NULL,Water,Wetland
904,Wetland,Wetland,Water,NULL,Water,Bareland
905,Wetland,Wetland,Water,NULL,Water,Water
906,Wetland,Wetland,Water,NULL,Water,Forest
907,Wetland,Wetland,Water,Non_Water,Water,NULL
908,Wetland,Wetland,Water,Non_Water,Water,Grassland
909,Wetland,Wetland,Water,Non_Water,Water,Wetland
910,Wetland,Wetland,Water,Non_Water,Water,Water
911,Wetland,Wetland,Water,Non_Water,Water,Forest
912,Wetland,Wetland,Water,Water,Water,NULL
913,Wetland,Wetland,Water,Water,Water,Grassland
914,Wetland,Wetland,Water,Water,Water,Wetland
915,Wetland,Wetland,Water,Water,Water,Bareland
916,Wetland,Wetland,Water,Water,Water,Water
917,Wetland,Wetland,Water,Water,Water,Forest
918,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
919,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
920,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
921,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
922,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
923,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
924,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
925,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
926,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
927,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
928,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
929,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
930,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
931,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
932,Wetland,Wetland,Forest,Water,Non_Wetland,Water
933,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
934,Wetland,Bareland,Wetland,NULL,Wetland,Grassland
935,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
936,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
937,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
938,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
939,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
940,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
941,Wetland,Built-up,Wetland,NULL,Wetland,NULL
942,Wetland,Built-up,Wetland,NULL,Wetland,Forest
943,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
944,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
945,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
946,Wetland,Water,NULL,NULL,Non_Wetland,NULL
947,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
948,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
949,Wetland,Water,NULL,NULL,Non_Wetland,Forest
950,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
951,Wetland,Water,NULL,Water,Non_Wetland,Forest
952,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
953,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
954,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
955,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
956,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
957,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
958,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
959,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
960,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
961,Wetland,Water,Shrubland,Water,Non_Wetland,Water
962,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
963,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
964,Wetland,Water,Wetland,NULL,Wetland,NULL
965,Wetland,Water,Wetland,NULL,Wetland,Grassland
966,Wetland,Water,Wetland,NULL,Wetland,Wetland
967,Wetland,Water,Wetland,NULL,Wetland,Water
968,Wetland,Water,Wetland,NULL,Wetland,Forest
969,Wetland,Water,Wetland,Non_Water,Wetland,NULL
970,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
971,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
972,Wetland,Water,Wetland,Non_Water,Wetland,Water
973,Wetland,Water,Wetland,Non_Water,Wetland,Forest
974,Wetland,Water,Wetland,Water,Wetland,Grassland
975,Wetland,Water,Wetland,Water,Wetland,Wetland
976,Wetland,Water,Wetland,Water,Wetland,Water
977,Wetland,Water,Wetland,Water,Wetland,Forest
978,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
979,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
980,Wetland,Water,Water,NULL,Water,Grassland
981,Wetland,Water,Water,NULL,Water,Wetland
982,Wetland,Water,Water,NULL,Water,Water
983,Wetland,Water,Water,NULL,Water,Forest
984,Wetland,Water,Water,Non_Water,Water,Wetland
985,Wetland,Water,Water,Non_Water,Water,Forest
986,Wetland,Water,Water,Water,Water,Grassland
987,Wetland,Water,Water,Water,Water,Wetland
988,Wetland,Water,Water,Water,Water,Water
989,Wetland,Water,Water,Water,Water,Forest
990,Wetland,Water,Forest,NULL,Non_Wetland,NULL
991,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
992,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
993,Wetland,Water,Forest,NULL,Non_Wetland,Water
994,Wetland,Water,Forest,NULL,Non_Wetland,Forest
995,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
996,Wetland,Water,Forest,Water,Non_Wetland,Grassland
997,Wetland,Water,Forest,Water,Non_Wetland,Wetland
998,Wetland,Water,Forest,Water,Non_Wetland,Forest
999,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1000,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1001,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1002,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1003,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1004,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
1005,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1006,Wetland,Forest,NULL,Water,Non_Wetland,Forest
1007,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1008,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1009,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1010,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1011,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1012,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1013,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1014,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1015,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1016,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
1017,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1018,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1019,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1020,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1021,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1022,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1023,Wetland,Forest,Wetland,NULL,Wetland,NULL
1024,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1025,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1026,Wetland,Forest,Wetland,NULL,Wetland,Water
1027,Wetland,Forest,Wetland,NULL,Wetland,Forest
1028,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1029,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1030,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1031,Wetland,Forest,Wetland,Water,Wetland,Grassland
1032,Wetland,Forest,Wetland,Water,Wetland,Wetland
1033,Wetland,Forest,Wetland,Water,Wetland,Water
1034,Wetland,Forest,Wetland,Water,Wetland,Forest
1035,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1036,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1037,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1038,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1039,Wetland,Forest,Water,NULL,Water,NULL
1040,Wetland,Forest,Water,NULL,Water,Grassland
1041,Wetland,Forest,Water,NULL,Water,Wetland
1042,Wetland,Forest,Water,NULL,Water,Forest
1043,Wetland,Forest,Water,Non_Water,Water,Grassland
1044,Wetland,Forest,Water,Water,Water,NULL
1045,Wetland,Forest,Water,Water,Water,Grassland
1046,Wetland,Forest,Water,Water,Water,Wetland
1047,Wetland,Forest,Water,Water,Water,Water
1048,Wetland,Forest,Water,Water,Water,Forest
1049,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1050,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1051,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1052,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1053,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
1054,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1055,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1056,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1057,Wetland,Forest,Forest,Water,Non_Wetland,NULL
1058,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1059,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1060,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1061,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1062,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1063,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1064,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1065,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1066,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1067,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1068,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1069,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1070,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1071,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1072,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1073,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1074,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1075,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1076,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1077,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1078,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1079,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1080,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1081,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1082,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1083,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1084,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1085,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1086,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1087,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1088,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1089,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1090,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1091,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1092,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1093,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1094,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1095,Bareland,NULL,Water,NULL,Water,Grassland
1096,Bareland,NULL,Water,Water,Water,Grassland
1097,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1098,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1099,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1100,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1101,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1102,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1103,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1104,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1105,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1106,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1107,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL
1108,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1109,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1110,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1111,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1112,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1113,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1114,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1115,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1116,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1117,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1118,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
1119,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1120,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1121,Bareland,Wetland,Water,NULL,Water,NULL
1122,Bareland,Wetland,Water,NULL,Water,Forest
1123,Bareland,Wetland,Water,Water,Water,Grassland
1124,Bareland,Wetland,Water,Water,Water,Wetland
1125,Bareland,Wetland,Water,Water,Water,Forest
1126,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
1127,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1128,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1129,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1130,Bareland,Wetland,Forest,Water,Non_Wetland,NULL
1131,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1132,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
1133,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1134,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1135,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1136,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1137,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1138,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1139,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1140,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1141,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1142,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1143,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1144,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1145,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1146,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1147,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1148,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1149,Bareland,Water,Wetland,NULL,Wetland,Wetland
1150,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1151,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1152,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1153,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1154,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1155,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1156,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1157,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1158,Water,NULL,NULL,NULL,Non_Wetland,NULL
1159,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1160,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1161,Water,NULL,NULL,NULL,Non_Wetland,Water
1162,Water,NULL,NULL,NULL,Non_Wetland,Forest
1163,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1164,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1165,Water,NULL,NULL,Water,Non_Wetland,Grassland
1166,Water,NULL,NULL,Water,Non_Wetland,Water
1167,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1168,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1169,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1170,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1171,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1172,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1173,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1174,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1175,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1176,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1177,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1178,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1179,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1180,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1181,Water,NULL,Shrubland,Water,Non_Wetland,Water
1182,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1183,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1184,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1185,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1186,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1187,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1188,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1189,Water,NULL,Wetland,NULL,Wetland,NULL
1190,Water,NULL,Wetland,NULL,Wetland,Grassland
1191,Water,NULL,Wetland,NULL,Wetland,Wetland
1192,Water,NULL,Wetland,NULL,Wetland,Water
1193,Water,NULL,Wetland,NULL,Wetland,Forest
1194,Water,NULL,Wetland,Non_Water,Wetland,NULL
1195,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1196,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1197,Water,NULL,Wetland,Non_Water,Wetland,Water
1198,Water,NULL,Wetland,Non_Water,Wetland,Forest
1199,Water,NULL,Wetland,Water,Wetland,NULL
1200,Water,NULL,Wetland,Water,Wetland,Grassland
1201,Water,NULL,Wetland,Water,Wetland,Wetland
1202,Water,NULL,Wetland,Water,Wetland,Water
1203,Water,NULL,Wetland,Water,Wetland,Forest
1204,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1205,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1206,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1207,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1208,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1209,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1210,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1211,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1212,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1213,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1214,Water,NULL,Water,NULL,Water,NULL
1215,Water,NULL,Water,NULL,Water,Grassland
1216,Water,NULL,Water,NULL,Water,Wetland
1217,Water,NULL,Water,NULL,Water,Bareland
1218,Water,NULL,Water,NULL,Water,Water
1219,Water,NULL,Water,NULL,Water,Forest
1220,Water,NULL,Water,Non_Water,Water,Wetland
1221,Water,NULL,Water,Non_Water,Water,Forest
1222,Water,NULL,Water,Water,Water,Grassland
1223,Water,NULL,Water,Water,Water,Wetland
1224,Water,NULL,Water,Water,Water,Water
1225,Water,NULL,Water,Water,Water,Forest
1226,Water,NULL,Forest,NULL,Non_Wetland,NULL
1227,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1228,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1229,Water,NULL,Forest,NULL,Non_Wetland,Water
1230,Water,NULL,Forest,NULL,Non_Wetland,Forest
1231,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1232,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1233,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1234,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1235,Water,NULL,Forest,Water,Non_Wetland,Grassland
1236,Water,NULL,Forest,Water,Non_Wetland,Wetland
1237,Water,NULL,Forest,Water,Non_Wetland,Water
1238,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1239,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1240,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1241,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1242,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1243,Water,Cropland,Wetland,NULL,Wetland,Grassland
1244,Water,Cropland,Wetland,NULL,Wetland,Wetland
1245,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1246,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1247,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1248,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1249,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1250,Water,Wetland,NULL,NULL,Non_Wetland,Water
1251,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1252,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1253,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1254,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1255,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1256,Water,Wetland,NULL,Water,Non_Wetland,Water
1257,Water,Wetland,NULL,Water,Non_Wetland,Forest
1258,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1259,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1260,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1261,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1262,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1263,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1264,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1265,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1266,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1267,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1268,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1269,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1270,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1271,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1272,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1273,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1274,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1275,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1276,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1277,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1278,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1279,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1280,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1281,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
1282,Water,Wetland,Wetland,NULL,Wetland,NULL
1283,Water,Wetland,Wetland,NULL,Wetland,Grassland
1284,Water,Wetland,Wetland,NULL,Wetland,Wetland
1285,Water,Wetland,Wetland,NULL,Wetland,Water
1286,Water,Wetland,Wetland,NULL,Wetland,Forest
1287,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1288,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1289,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1290,Water,Wetland,Wetland,Non_Water,Wetland,Water
1291,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1292,Water,Wetland,Wetland,Water,Wetland,NULL
1293,Water,Wetland,Wetland,Water,Wetland,Grassland
1294,Water,Wetland,Wetland,Water,Wetland,Wetland
1295,Water,Wetland,Wetland,Water,Wetland,Water
1296,Water,Wetland,Wetland,Water,Wetland,Forest
1297,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1298,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1299,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1300,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1301,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1302,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1303,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1304,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1305,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1306,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1307,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1308,Water,Wetland,Bareland,Water,Non_Wetland,Water
1309,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
