Value,AFRICA_2024_DynamicWorld_2024_37PGP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGP_M_R,AFRICA_2024_GSW_Yearly_2021_37PGP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGP_M_R,AFRICA_2024_WorldCover_2021_37PGP_M_R
821,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
822,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
823,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
824,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
825,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
826,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
827,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
828,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
829,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
830,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
831,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
832,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
833,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
835,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
836,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
837,Cropland,Water,NULL,NULL,Non_Wetland,NULL
838,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
839,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
840,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
841,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
842,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
843,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
844,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
845,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
846,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
847,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
848,Cropland,Water,Wetland,NULL,Wetland,Wetland
849,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
850,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
851,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
852,Cropland,Water,Bareland,Water,Non_Wetland,NULL
853,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
854,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
855,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
856,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
857,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
858,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
859,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
860,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
861,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
862,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
863,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
864,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
865,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
866,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
867,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
868,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
869,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
870,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
871,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
872,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
873,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
874,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
875,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
876,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
877,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
878,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
879,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
880,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
881,Cropland,Forest,Wetland,NULL,Wetland,NULL
882,Cropland,Forest,Wetland,NULL,Wetland,Wetland
883,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
884,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
885,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
886,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
887,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
888,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
889,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
890,Cropland,Forest,Bareland,NULL,Non_Wetland,Water
891,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
892,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
893,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
894,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
895,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
896,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
897,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
898,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
899,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
900,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
901,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
902,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
903,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
904,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
905,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
906,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
907,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
908,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
909,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
910,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
911,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
912,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
913,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
914,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
915,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
916,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
917,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
918,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
919,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
920,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
921,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
922,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
923,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
924,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
925,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
926,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
927,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
928,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
929,Wetland,NULL,Grassland,Water,Non_Wetland,Water
930,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
931,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
932,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
933,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
934,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
935,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
936,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
937,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
938,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
939,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
940,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
941,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
942,Wetland,NULL,Cropland,Water,Non_Wetland,Water
943,Wetland,NULL,Wetland,NULL,Wetland,NULL
944,Wetland,NULL,Wetland,NULL,Wetland,Cropland
945,Wetland,NULL,Wetland,NULL,Wetland,Wetland
946,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
947,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
948,Wetland,NULL,Wetland,Water,Wetland,Wetland
949,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
950,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
951,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
952,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
953,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
954,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
955,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
956,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
957,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
958,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
959,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
960,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
961,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
962,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
963,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
964,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
965,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
966,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
967,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
968,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
969,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
970,Wetland,NULL,Bareland,Water,Non_Wetland,Water
971,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
972,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
973,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
974,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
975,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
976,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
977,Wetland,NULL,Built-up,Water,Non_Wetland,NULL
978,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
979,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
980,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
981,Wetland,NULL,Built-up,Water,Non_Wetland,Water
982,Wetland,NULL,Water,Water,Water,Wetland
983,Wetland,NULL,Water,Water,Water,Water
984,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
985,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
986,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
987,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
988,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
989,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
990,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
991,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
992,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
993,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
994,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
995,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
996,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
997,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
998,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
999,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1000,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1001,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1002,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1003,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1004,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1005,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1006,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1007,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1008,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1009,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1010,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1011,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1012,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1013,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1014,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1015,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
1016,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1017,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1018,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1019,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1020,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1021,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1022,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1023,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1024,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1025,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1026,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1027,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1028,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1029,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1030,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1031,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1032,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1033,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1034,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1035,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1036,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1037,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1038,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1039,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1040,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1041,Wetland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
1042,Wetland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1043,Wetland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1044,Wetland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1045,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1046,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1047,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1048,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1049,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1050,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1051,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1052,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1053,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1054,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1055,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1056,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1057,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1058,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1059,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1060,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1061,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1062,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1063,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1064,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1065,Wetland,Cropland,Built-up,Water,Non_Wetland,Wetland
1066,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1067,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1068,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1069,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1070,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1071,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1072,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1073,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1074,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1075,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1076,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
1077,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1078,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1079,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1080,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1081,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1082,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1083,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1084,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1085,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1086,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1087,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1088,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1089,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1090,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1091,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1092,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1093,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1094,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1095,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1096,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1097,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1098,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1099,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1100,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1101,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1102,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1103,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1104,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL
1105,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1106,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1107,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
1108,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1109,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1110,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1111,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1112,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1113,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1114,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1115,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1116,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1117,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1118,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
1119,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1120,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1121,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1122,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1123,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1124,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1125,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1126,Wetland,Wetland,Wetland,Water,Wetland,NULL
1127,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1128,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1129,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1130,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1131,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1132,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1133,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1134,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1135,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1136,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1137,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1138,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1139,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1140,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1141,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1142,Wetland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1143,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1144,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1145,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1146,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1147,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1148,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1149,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
1150,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1151,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1152,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1153,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1154,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1155,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1156,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1157,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1158,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1159,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1160,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1161,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1162,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL
1163,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1164,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1165,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1166,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1167,Wetland,Wetland,Water,Water,Water,Wetland
1168,Wetland,Wetland,Water,Water,Water,Bareland
1169,Wetland,Wetland,Water,Water,Water,Water
1170,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1171,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1172,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1173,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1174,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1175,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL
1176,Wetland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1177,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1178,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL
1179,Wetland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1180,Wetland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1181,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL
1182,Wetland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1183,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1184,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1185,Wetland,Bareland,Bareland,Water,Non_Wetland,Cropland
1186,Wetland,Bareland,Built-up,NULL,Non_Wetland,NULL
1187,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1188,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1189,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1190,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1191,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1192,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1193,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1194,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1195,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1196,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1197,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1198,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1199,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1200,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1201,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1202,Wetland,Water,Grassland,Water,Non_Wetland,Water
1203,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1204,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1205,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1206,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1207,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1208,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1209,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1210,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1211,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1212,Wetland,Water,Cropland,Water,Non_Wetland,Water
1213,Wetland,Water,Wetland,NULL,Wetland,NULL
1214,Wetland,Water,Wetland,NULL,Wetland,Wetland
1215,Wetland,Water,Wetland,NULL,Wetland,Bareland
1216,Wetland,Water,Wetland,Water,Wetland,NULL
1217,Wetland,Water,Wetland,Water,Wetland,Wetland
1218,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1219,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1220,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1221,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1222,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1223,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1224,Wetland,Water,Bareland,Water,Non_Wetland,NULL
