Value,AFRICA_2024_DynamicWorld_2024_37NCH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCH_M_R,AFRICA_2024_GSW_Yearly_2021_37NCH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCH_M_R,AFRICA_2024_WorldCover_2021_37NCH_M_R
1942,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1943,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1944,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1945,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1946,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1947,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1948,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1949,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1950,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
1951,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1952,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
1953,Wetland,NULL,Built-up,Water,Non_Wetland,Water
1954,Wetland,NULL,Built-up,Water,Non_Wetland,Forest
1955,Wetland,NULL,Water,NULL,Water,Grassland
1956,Wetland,NULL,Water,NULL,Water,Cropland
1957,Wetland,NULL,Water,NULL,Water,Wetland
1958,Wetland,NULL,Water,NULL,Water,Bareland
1959,Wetland,NULL,Water,NULL,Water,Water
1960,Wetland,NULL,Water,NULL,Water,Forest
1961,Wetland,NULL,Water,Non_Water,Water,Cropland
1962,Wetland,NULL,Water,Non_Water,Water,Wetland
1963,Wetland,NULL,Water,Non_Water,Water,Water
1964,Wetland,NULL,Water,Water,Water,Grassland
1965,Wetland,NULL,Water,Water,Water,Cropland
1966,Wetland,NULL,Water,Water,Water,Wetland
1967,Wetland,NULL,Water,Water,Water,Bareland
1968,Wetland,NULL,Water,Water,Water,Water
1969,Wetland,NULL,Water,Water,Water,Forest
1970,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1971,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1972,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1973,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1974,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1975,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1976,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1977,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1978,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1979,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1980,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1981,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1982,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1983,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1984,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1985,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
1986,Wetland,NULL,Forest,Water,Non_Wetland,Water
1987,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1988,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1989,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1990,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1991,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1992,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1993,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1994,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1995,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1996,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1997,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1998,Wetland,Cropland,NULL,Water,Non_Wetland,NULL
1999,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
2000,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
2001,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
2002,Wetland,Cropland,NULL,Water,Non_Wetland,Bareland
2003,Wetland,Cropland,NULL,Water,Non_Wetland,Water
2004,Wetland,Cropland,NULL,Water,Non_Wetland,Forest
2005,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
2006,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2007,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2008,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2009,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2010,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
2011,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2012,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2013,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2014,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2015,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2016,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
2017,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
2018,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
2019,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
2020,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
2021,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
2022,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
2023,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
2024,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
2025,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2026,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2027,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2028,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2029,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2030,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
2031,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
2032,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
2033,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
2034,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
2035,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
2036,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
2037,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
2038,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
2039,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
2040,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
2041,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
2042,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
2043,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2044,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2045,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2046,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2047,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2048,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
2049,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
2050,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
2051,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
2052,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
2053,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
2054,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
2055,Wetland,Cropland,Wetland,NULL,Wetland,NULL
2056,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
2057,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
2058,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
2059,Wetland,Cropland,Wetland,NULL,Wetland,Forest
2060,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
2061,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
2062,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
2063,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
2064,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
2065,Wetland,Cropland,Wetland,Water,Wetland,NULL
2066,Wetland,Cropland,Wetland,Water,Wetland,Grassland
2067,Wetland,Cropland,Wetland,Water,Wetland,Cropland
2068,Wetland,Cropland,Wetland,Water,Wetland,Wetland
2069,Wetland,Cropland,Wetland,Water,Wetland,Bareland
2070,Wetland,Cropland,Wetland,Water,Wetland,Water
2071,Wetland,Cropland,Wetland,Water,Wetland,Forest
2072,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2073,Wetland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2074,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
2075,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
2076,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
2077,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
2078,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
2079,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
2080,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2081,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2082,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2083,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL
2084,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
2085,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
2086,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
2087,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
2088,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
2089,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
2090,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
2091,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Water
2092,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2093,Wetland,Cropland,Built-up,Water,Non_Wetland,NULL
2094,Wetland,Cropland,Water,NULL,Water,Wetland
2095,Wetland,Cropland,Water,NULL,Water,Bareland
2096,Wetland,Cropland,Water,NULL,Water,Forest
2097,Wetland,Cropland,Water,Water,Water,Grassland
2098,Wetland,Cropland,Water,Water,Water,Cropland
2099,Wetland,Cropland,Water,Water,Water,Wetland
2100,Wetland,Cropland,Water,Water,Water,Bareland
2101,Wetland,Cropland,Water,Water,Water,Water
2102,Wetland,Cropland,Water,Water,Water,Forest
2103,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
2104,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
2105,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
2106,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
2107,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
2108,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
2109,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2110,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2111,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2112,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
2113,Wetland,Cropland,Forest,Water,Non_Wetland,NULL
2114,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
2115,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
2116,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
2117,Wetland,Cropland,Forest,Water,Non_Wetland,Water
2118,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
2119,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
2120,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
2121,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
2122,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
2123,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
2124,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
2125,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
2126,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
2127,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2128,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2129,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
2130,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
2131,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
2132,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
2133,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
2134,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
2135,Wetland,Wetland,NULL,Water,Non_Wetland,Water
2136,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
2137,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
2138,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2139,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2140,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2141,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2142,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
2143,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
2144,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2145,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2146,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2147,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2148,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
2149,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2150,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2151,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
2152,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
2153,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
2154,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
2155,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
2156,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
2157,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
2158,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
2159,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
2160,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
2161,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
2162,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
2163,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
2164,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
2165,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
2166,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2167,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
2168,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2169,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
2170,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2171,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL
2172,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
2173,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
2174,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
2175,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
2176,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
2177,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
2178,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
2179,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
2180,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
2181,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
2182,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
2183,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
2184,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
2185,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
2186,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2187,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2188,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2189,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
2190,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
2191,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2192,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
2193,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
2194,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
2195,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
2196,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
2197,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
2198,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
2199,Wetland,Wetland,Wetland,NULL,Wetland,NULL
2200,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
2201,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
2202,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
2203,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
2204,Wetland,Wetland,Wetland,NULL,Wetland,Water
2205,Wetland,Wetland,Wetland,NULL,Wetland,Forest
2206,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
2207,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
2208,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
2209,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
2210,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
2211,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
2212,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
2213,Wetland,Wetland,Wetland,Water,Wetland,NULL
2214,Wetland,Wetland,Wetland,Water,Wetland,Grassland
2215,Wetland,Wetland,Wetland,Water,Wetland,Cropland
2216,Wetland,Wetland,Wetland,Water,Wetland,Wetland
2217,Wetland,Wetland,Wetland,Water,Wetland,Bareland
2218,Wetland,Wetland,Wetland,Water,Wetland,Water
2219,Wetland,Wetland,Wetland,Water,Wetland,Forest
2220,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2221,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
2222,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
2223,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
2224,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
2225,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
2226,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
2227,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
2228,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2229,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2230,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2231,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
2232,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2233,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
2234,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
2235,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
2236,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
2237,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
2238,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
2239,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
2240,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
2241,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
2242,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
2243,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
2244,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
2245,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
2246,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
2247,Wetland,Wetland,Built-up,Water,Non_Wetland,Forest
2248,Wetland,Wetland,Water,NULL,Water,NULL
2249,Wetland,Wetland,Water,NULL,Water,Grassland
2250,Wetland,Wetland,Water,NULL,Water,Cropland
2251,Wetland,Wetland,Water,NULL,Water,Wetland
2252,Wetland,Wetland,Water,NULL,Water,Bareland
2253,Wetland,Wetland,Water,NULL,Water,Water
2254,Wetland,Wetland,Water,NULL,Water,Forest
2255,Wetland,Wetland,Water,Non_Water,Water,Cropland
2256,Wetland,Wetland,Water,Non_Water,Water,Wetland
2257,Wetland,Wetland,Water,Non_Water,Water,Bareland
2258,Wetland,Wetland,Water,Non_Water,Water,Water
2259,Wetland,Wetland,Water,Water,Water,NULL
2260,Wetland,Wetland,Water,Water,Water,Grassland
2261,Wetland,Wetland,Water,Water,Water,Cropland
2262,Wetland,Wetland,Water,Water,Water,Wetland
2263,Wetland,Wetland,Water,Water,Water,Bareland
2264,Wetland,Wetland,Water,Water,Water,Water
2265,Wetland,Wetland,Water,Water,Water,Forest
2266,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
2267,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
2268,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
2269,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
2270,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
2271,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
2272,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
2273,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
2274,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2275,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2276,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2277,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
2278,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
2279,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
2280,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
2281,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
2282,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
2283,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
2284,Wetland,Wetland,Forest,Water,Non_Wetland,Water
2285,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
2286,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2287,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL
2288,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2289,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2290,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
2291,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2292,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL
2293,Wetland,Built-up,Grassland,Water,Non_Wetland,Grassland
2294,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2295,Wetland,Water,NULL,NULL,Non_Wetland,NULL
2296,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
2297,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
2298,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
2299,Wetland,Water,NULL,NULL,Non_Wetland,Water
2300,Wetland,Water,NULL,NULL,Non_Wetland,Forest
2301,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL
2302,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
2303,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
2304,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
2305,Wetland,Water,NULL,Water,Non_Wetland,Grassland
2306,Wetland,Water,NULL,Water,Non_Wetland,Wetland
2307,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
2308,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
2309,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
2310,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
2311,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
2312,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
2313,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
2314,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
2315,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2316,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2317,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2318,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
2319,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
2320,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
2321,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
2322,Wetland,Water,Shrubland,Water,Non_Wetland,Water
2323,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
2324,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
2325,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
2326,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
2327,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
2328,Wetland,Water,Grassland,NULL,Non_Wetland,Water
2329,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
2330,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL
2331,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
2332,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
2333,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
2334,Wetland,Water,Grassland,Water,Non_Wetland,NULL
2335,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
2336,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
2337,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
2338,Wetland,Water,Grassland,Water,Non_Wetland,Water
2339,Wetland,Water,Grassland,Water,Non_Wetland,Forest
2340,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
2341,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
2342,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
2343,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
2344,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
2345,Wetland,Water,Cropland,NULL,Non_Wetland,Water
2346,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
2347,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
2348,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
2349,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
2350,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
2351,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
2352,Wetland,Water,Cropland,Water,Non_Wetland,NULL
2353,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
2354,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
2355,Wetland,Water,Cropland,Water,Non_Wetland,Water
2356,Wetland,Water,Cropland,Water,Non_Wetland,Forest
2357,Wetland,Water,Wetland,NULL,Wetland,NULL
