Value,AFRICA_2024_DynamicWorld_2024_37PHQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PHQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHQ_M_R,AFRICA_2024_WorldCover_2021_37PHQ_M_R
863,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
864,Water,Water,Grassland,Water,Non_Wetland,NULL
865,Water,Water,Grassland,Water,Non_Wetland,Cropland
866,Water,Water,Grassland,Water,Non_Wetland,Bareland
867,Water,Water,Grassland,Water,Non_Wetland,Water
868,Water,Water,Cropland,NULL,Non_Wetland,NULL
869,Water,Water,Cropland,NULL,Non_Wetland,Bareland
870,Water,Water,Cropland,NULL,Non_Wetland,Water
871,Water,Water,Cropland,Water,Non_Wetland,Wetland
872,Water,Water,Cropland,Water,Non_Wetland,Bareland
873,Water,Water,Wetland,NULL,NULL,Wetland
874,Water,Water,Wetland,NULL,NULL,Bareland
875,Water,Water,Wetland,NULL,NULL,Water
876,Water,Water,Wetland,NULL,Wetland,NULL
877,Water,Water,Wetland,NULL,Wetland,Cropland
878,Water,Water,Wetland,NULL,Wetland,Wetland
879,Water,Water,Wetland,NULL,Wetland,Bareland
880,Water,Water,Wetland,NULL,Wetland,Water
881,Water,Water,Wetland,Non_Water,NULL,Cropland
882,Water,Water,Wetland,Non_Water,NULL,Bareland
883,Water,Water,Wetland,Non_Water,Wetland,NULL
884,Water,Water,Wetland,Non_Water,Wetland,Cropland
885,Water,Water,Wetland,Non_Water,Wetland,Wetland
886,Water,Water,Wetland,Non_Water,Wetland,Bareland
887,Water,Water,Wetland,Non_Water,Wetland,Water
888,Water,Water,Wetland,Water,NULL,NULL
889,Water,Water,Wetland,Water,NULL,Cropland
890,Water,Water,Wetland,Water,NULL,Wetland
891,Water,Water,Wetland,Water,NULL,Bareland
892,Water,Water,Wetland,Water,NULL,Water
893,Water,Water,Wetland,Water,Wetland,NULL
894,Water,Water,Wetland,Water,Wetland,Cropland
895,Water,Water,Wetland,Water,Wetland,Wetland
896,Water,Water,Wetland,Water,Wetland,Bareland
897,Water,Water,Wetland,Water,Wetland,Water
898,Water,Water,Bareland,NULL,Non_Wetland,NULL
899,Water,Water,Bareland,NULL,Non_Wetland,Wetland
900,Water,Water,Bareland,NULL,Non_Wetland,Bareland
901,Water,Water,Bareland,NULL,Non_Wetland,Water
902,Water,Water,Bareland,NULL,Non_Wetland,Forest
903,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
904,Water,Water,Bareland,Non_Water,Non_Wetland,Water
905,Water,Water,Bareland,Water,Non_Wetland,NULL
906,Water,Water,Bareland,Water,Non_Wetland,Cropland
907,Water,Water,Bareland,Water,Non_Wetland,Wetland
908,Water,Water,Bareland,Water,Non_Wetland,Bareland
909,Water,Water,Bareland,Water,Non_Wetland,Built-up
910,Water,Water,Bareland,Water,Non_Wetland,Water
911,Water,Water,Built-up,NULL,Non_Wetland,NULL
912,Water,Water,Built-up,NULL,Non_Wetland,Wetland
913,Water,Water,Built-up,NULL,Non_Wetland,Bareland
914,Water,Water,Built-up,Non_Water,Non_Wetland,Water
915,Water,Water,Built-up,Water,Non_Wetland,Grassland
916,Water,Water,Built-up,Water,Non_Wetland,Wetland
917,Water,Water,Built-up,Water,Non_Wetland,Bareland
918,Water,Water,Built-up,Water,Non_Wetland,Water
919,Water,Water,Water,NULL,NULL,Bareland
920,Water,Water,Water,NULL,NULL,Water
921,Water,Water,Water,NULL,Water,NULL
922,Water,Water,Water,NULL,Water,Bareland
923,Water,Water,Water,NULL,Water,Water
924,Water,Water,Water,Non_Water,NULL,Bareland
925,Water,Water,Water,Non_Water,NULL,Water
926,Water,Water,Water,Non_Water,Water,Bareland
927,Water,Water,Water,Water,NULL,NULL
928,Water,Water,Water,Water,NULL,Wetland
929,Water,Water,Water,Water,NULL,Bareland
930,Water,Water,Water,Water,NULL,Water
931,Water,Water,Water,Water,Water,NULL
932,Water,Water,Water,Water,Water,Wetland
933,Water,Water,Water,Water,Water,Bareland
934,Water,Water,Water,Water,Water,Water
935,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
936,Forest,NULL,NULL,NULL,Non_Wetland,NULL
937,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
938,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
939,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
940,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
941,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
942,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
943,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
944,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
945,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
946,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
947,Forest,NULL,Grassland,NULL,Non_Wetland,Water
948,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
949,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
950,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
951,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
952,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
953,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
954,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
955,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
956,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
957,Forest,NULL,Wetland,NULL,NULL,Wetland
958,Forest,NULL,Wetland,NULL,Wetland,NULL
959,Forest,NULL,Wetland,NULL,Wetland,Wetland
960,Forest,NULL,Wetland,NULL,Wetland,Forest
961,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
962,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
963,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
964,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
965,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
966,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
967,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
968,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
969,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
970,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
971,Forest,NULL,Bareland,Water,Non_Wetland,NULL
972,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
973,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
974,Forest,NULL,Water,Water,NULL,NULL
975,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
976,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
977,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
978,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
979,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
980,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
981,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
982,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
983,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
984,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
985,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
986,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
987,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
988,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
989,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
990,Forest,Cropland,Wetland,NULL,Wetland,Wetland
991,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
992,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
993,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
994,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
995,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
996,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
997,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
998,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
999,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1000,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1001,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1002,Forest,Wetland,Wetland,NULL,NULL,Wetland
1003,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1004,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1005,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1006,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1007,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1008,Forest,Water,Grassland,Water,Non_Wetland,Wetland
1009,Forest,Water,Wetland,NULL,Wetland,Wetland
1010,Forest,Water,Wetland,NULL,Wetland,Bareland
1011,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1012,Forest,Water,Wetland,Water,Wetland,Cropland
1013,Forest,Water,Wetland,Water,Wetland,Wetland
1014,Forest,Water,Wetland,Water,Wetland,Water
1015,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1016,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1017,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1018,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1019,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1020,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1021,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1022,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1023,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1024,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1025,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1026,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1027,Forest,Forest,Wetland,NULL,Wetland,NULL
1028,Forest,Forest,Wetland,NULL,Wetland,Cropland
1029,Forest,Forest,Wetland,NULL,Wetland,Wetland
1030,Forest,Forest,Wetland,NULL,Wetland,Bareland
1031,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1032,Forest,Forest,Wetland,Water,Wetland,Wetland
1033,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1034,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1035,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1036,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1037,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1038,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
