Value,AFRICA_2024_DynamicWorld_2024_37NFE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFE_M_R,AFRICA_2024_GSW_Yearly_2021_37NFE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFE_M_R,AFRICA_2024_WorldCover_2021_37NFE_M_R
876,Water,Water,Grassland,NULL,Non_Wetland,Forest
877,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
878,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
879,Water,Water,Grassland,Non_Water,Non_Wetland,Water
880,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
881,Water,Water,Grassland,Water,Non_Wetland,Grassland
882,Water,Water,Grassland,Water,Non_Wetland,Cropland
883,Water,Water,Grassland,Water,Non_Wetland,Wetland
884,Water,Water,Grassland,Water,Non_Wetland,Bareland
885,Water,Water,Grassland,Water,Non_Wetland,Water
886,Water,Water,Grassland,Water,Non_Wetland,Forest
887,Water,Water,Cropland,NULL,Non_Wetland,NULL
888,Water,Water,Cropland,NULL,Non_Wetland,Grassland
889,Water,Water,Cropland,NULL,Non_Wetland,Cropland
890,Water,Water,Cropland,NULL,Non_Wetland,Wetland
891,Water,Water,Cropland,NULL,Non_Wetland,Bareland
892,Water,Water,Cropland,NULL,Non_Wetland,Water
893,Water,Water,Cropland,NULL,Non_Wetland,Forest
894,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
895,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
896,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
897,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
898,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
899,Water,Water,Cropland,Non_Water,Non_Wetland,Water
900,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
901,Water,Water,Cropland,Water,Non_Wetland,NULL
902,Water,Water,Cropland,Water,Non_Wetland,Grassland
903,Water,Water,Cropland,Water,Non_Wetland,Cropland
904,Water,Water,Cropland,Water,Non_Wetland,Wetland
905,Water,Water,Cropland,Water,Non_Wetland,Bareland
906,Water,Water,Cropland,Water,Non_Wetland,Water
907,Water,Water,Cropland,Water,Non_Wetland,Forest
908,Water,Water,Wetland,NULL,Wetland,Grassland
909,Water,Water,Wetland,NULL,Wetland,Cropland
910,Water,Water,Wetland,NULL,Wetland,Wetland
911,Water,Water,Wetland,NULL,Wetland,Bareland
912,Water,Water,Wetland,NULL,Wetland,Water
913,Water,Water,Wetland,NULL,Wetland,Forest
914,Water,Water,Wetland,Non_Water,Wetland,NULL
915,Water,Water,Wetland,Non_Water,Wetland,Cropland
916,Water,Water,Wetland,Non_Water,Wetland,Bareland
917,Water,Water,Wetland,Non_Water,Wetland,Forest
918,Water,Water,Wetland,Water,Wetland,Grassland
919,Water,Water,Wetland,Water,Wetland,Cropland
920,Water,Water,Wetland,Water,Wetland,Bareland
921,Water,Water,Wetland,Water,Wetland,Water
922,Water,Water,Wetland,Water,Wetland,Forest
923,Water,Water,Bareland,NULL,Non_Wetland,NULL
924,Water,Water,Bareland,NULL,Non_Wetland,Grassland
925,Water,Water,Bareland,NULL,Non_Wetland,Cropland
926,Water,Water,Bareland,NULL,Non_Wetland,Bareland
927,Water,Water,Bareland,NULL,Non_Wetland,Water
928,Water,Water,Bareland,NULL,Non_Wetland,Forest
929,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
930,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
931,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
932,Water,Water,Bareland,Non_Water,Non_Wetland,Water
933,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
934,Water,Water,Bareland,Water,Non_Wetland,NULL
935,Water,Water,Bareland,Water,Non_Wetland,Grassland
936,Water,Water,Bareland,Water,Non_Wetland,Cropland
937,Water,Water,Bareland,Water,Non_Wetland,Bareland
938,Water,Water,Bareland,Water,Non_Wetland,Water
939,Water,Water,Bareland,Water,Non_Wetland,Forest
940,Water,Water,Built-up,NULL,Non_Wetland,NULL
941,Water,Water,Built-up,NULL,Non_Wetland,Grassland
942,Water,Water,Built-up,NULL,Non_Wetland,Cropland
943,Water,Water,Built-up,NULL,Non_Wetland,Bareland
944,Water,Water,Built-up,NULL,Non_Wetland,Water
945,Water,Water,Built-up,NULL,Non_Wetland,Forest
946,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
947,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
948,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
949,Water,Water,Built-up,Water,Non_Wetland,Bareland
950,Water,Water,Built-up,Water,Non_Wetland,Forest
951,Water,Water,Water,NULL,Water,NULL
952,Water,Water,Water,NULL,Water,Grassland
953,Water,Water,Water,NULL,Water,Cropland
954,Water,Water,Water,NULL,Water,Bareland
955,Water,Water,Water,NULL,Water,Water
956,Water,Water,Water,NULL,Water,Forest
957,Water,Water,Water,Non_Water,Water,NULL
958,Water,Water,Water,Non_Water,Water,Grassland
959,Water,Water,Water,Non_Water,Water,Cropland
960,Water,Water,Water,Non_Water,Water,Bareland
961,Water,Water,Water,Non_Water,Water,Water
962,Water,Water,Water,Non_Water,Water,Forest
963,Water,Water,Water,Water,Water,Grassland
964,Water,Water,Water,Water,Water,Cropland
965,Water,Water,Water,Water,Water,Wetland
966,Water,Water,Water,Water,Water,Bareland
967,Water,Water,Water,Water,Water,Water
968,Water,Water,Water,Water,Water,Forest
969,Water,Water,Forest,NULL,Non_Wetland,NULL
970,Water,Water,Forest,NULL,Non_Wetland,Grassland
971,Water,Water,Forest,NULL,Non_Wetland,Cropland
972,Water,Water,Forest,NULL,Non_Wetland,Wetland
973,Water,Water,Forest,NULL,Non_Wetland,Bareland
974,Water,Water,Forest,NULL,Non_Wetland,Water
975,Water,Water,Forest,NULL,Non_Wetland,Forest
976,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
977,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
978,Water,Water,Forest,Non_Water,Non_Wetland,Water
979,Water,Water,Forest,Non_Water,Non_Wetland,Forest
980,Water,Water,Forest,Water,Non_Wetland,NULL
981,Water,Water,Forest,Water,Non_Wetland,Grassland
982,Water,Water,Forest,Water,Non_Wetland,Cropland
983,Water,Water,Forest,Water,Non_Wetland,Bareland
984,Water,Water,Forest,Water,Non_Wetland,Water
985,Water,Water,Forest,Water,Non_Wetland,Forest
986,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
987,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
988,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
989,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
990,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
991,Water,Forest,Cropland,Water,Non_Wetland,Water
992,Water,Forest,Wetland,Water,Wetland,Bareland
993,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
994,Water,Forest,Water,NULL,Water,Grassland
995,Water,Forest,Water,Water,Water,Bareland
996,Water,Forest,Forest,NULL,Non_Wetland,Forest
997,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
998,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland
999,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1000,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1001,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL
1002,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1003,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1004,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1005,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1006,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1007,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1008,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1009,Forest,NULL,NULL,Water,Non_Wetland,Forest
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1012,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1013,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1014,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1015,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1016,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1017,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1018,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1019,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1020,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1021,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1022,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1023,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1024,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1025,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1026,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1027,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1028,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1029,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1030,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1031,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1032,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1033,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1034,Forest,NULL,Grassland,Water,Non_Wetland,Water
1035,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1036,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1037,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1038,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1039,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1040,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1041,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1042,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1043,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1044,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1045,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1046,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1047,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1048,Forest,NULL,Wetland,NULL,Wetland,Grassland
1049,Forest,NULL,Wetland,NULL,Wetland,Forest
1050,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1051,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1052,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1053,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1054,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1055,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1056,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1057,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1058,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1059,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1060,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1061,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1062,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1063,Forest,NULL,Water,NULL,Water,NULL
1064,Forest,NULL,Water,NULL,Water,Grassland
1065,Forest,NULL,Water,Non_Water,Water,Grassland
1066,Forest,NULL,Water,Non_Water,Water,Forest
1067,Forest,NULL,Water,Water,Water,Grassland
1068,Forest,NULL,Water,Water,Water,Cropland
1069,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1070,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1071,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1072,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1073,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1074,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1075,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1076,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1077,Forest,NULL,Forest,Water,Non_Wetland,Forest
1078,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1079,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1080,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1081,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1082,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1083,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1084,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1085,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1086,Forest,Water,NULL,NULL,Non_Wetland,NULL
1087,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1088,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1089,Forest,Water,NULL,NULL,Non_Wetland,Forest
1090,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1091,Forest,Water,NULL,Water,Non_Wetland,Forest
1092,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1093,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1094,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1095,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1096,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1097,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1098,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1099,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1100,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1101,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1102,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1103,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1104,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1105,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1106,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
1107,Forest,Water,Grassland,Water,Non_Wetland,NULL
1108,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1109,Forest,Water,Grassland,Water,Non_Wetland,Cropland
1110,Forest,Water,Grassland,Water,Non_Wetland,Wetland
1111,Forest,Water,Grassland,Water,Non_Wetland,Forest
1112,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1113,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1114,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1115,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1116,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1117,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1118,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1119,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1120,Forest,Water,Cropland,Water,Non_Wetland,NULL
1121,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1122,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1123,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1124,Forest,Water,Cropland,Water,Non_Wetland,Water
1125,Forest,Water,Cropland,Water,Non_Wetland,Forest
1126,Forest,Water,Wetland,NULL,Wetland,Forest
1127,Forest,Water,Wetland,Non_Water,Wetland,Forest
1128,Forest,Water,Wetland,Water,Wetland,NULL
1129,Forest,Water,Wetland,Water,Wetland,Grassland
1130,Forest,Water,Wetland,Water,Wetland,Cropland
1131,Forest,Water,Wetland,Water,Wetland,Forest
1132,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1133,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1134,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1135,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1136,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1137,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1138,Forest,Water,Bareland,Water,Non_Wetland,Forest
1139,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1140,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1141,Forest,Water,Built-up,Water,Non_Wetland,Forest
1142,Forest,Water,Water,NULL,Water,Cropland
1143,Forest,Water,Water,NULL,Water,Forest
1144,Forest,Water,Water,Water,Water,Forest
1145,Forest,Water,Forest,NULL,Non_Wetland,NULL
1146,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1147,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1148,Forest,Water,Forest,NULL,Non_Wetland,Forest
1149,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1150,Forest,Water,Forest,Water,Non_Wetland,NULL
1151,Forest,Water,Forest,Water,Non_Wetland,Cropland
1152,Forest,Water,Forest,Water,Non_Wetland,Forest
1153,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1154,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1155,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1156,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1157,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1158,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1159,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1160,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1161,Forest,Forest,NULL,Water,Non_Wetland,Forest
1162,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1163,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1164,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1165,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1166,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1167,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1168,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1169,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1173,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1174,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1175,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1176,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1177,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1178,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1179,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1180,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1181,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1182,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1183,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1184,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1185,Forest,Forest,Grassland,Water,Non_Wetland,NULL
1186,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1187,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1188,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1189,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1190,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1191,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1192,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1193,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1194,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1195,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1196,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1197,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1198,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1199,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1200,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1201,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1202,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1203,Forest,Forest,Wetland,NULL,Wetland,Forest
1204,Forest,Forest,Wetland,Water,Wetland,Cropland
1205,Forest,Forest,Wetland,Water,Wetland,Forest
1206,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1207,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1208,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1209,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1210,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1211,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1212,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1213,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1214,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1215,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1216,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1217,Forest,Forest,Water,NULL,Water,Grassland
1218,Forest,Forest,Water,NULL,Water,Bareland
1219,Forest,Forest,Water,NULL,Water,Forest
1220,Forest,Forest,Water,Non_Water,Water,Grassland
1221,Forest,Forest,Water,Non_Water,Water,Bareland
1222,Forest,Forest,Water,Non_Water,Water,Forest
1223,Forest,Forest,Water,Water,Water,Grassland
1224,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1225,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1226,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1227,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1228,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1229,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1230,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1231,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1232,Forest,Forest,Forest,Water,Non_Wetland,NULL
1233,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1234,Forest,Forest,Forest,Water,Non_Wetland,Forest
