Value,AFRICA_2024_DynamicWorld_2024_36NUN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,AFRICA_2024_WorldCover_2021_36NUN_M_R
876,Forest,NULL,Shrubland,Water,Non_Wetland,Water
877,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
878,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
879,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
880,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
881,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
882,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
883,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
884,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
885,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
886,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
887,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
888,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
889,Forest,NULL,Wetland,NULL,Wetland,Grassland
890,Forest,NULL,Wetland,NULL,Wetland,Wetland
891,Forest,NULL,Wetland,NULL,Wetland,Forest
892,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
893,Forest,NULL,Wetland,Water,Wetland,Wetland
894,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
895,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
896,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
897,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
898,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
899,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
900,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
901,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
902,Forest,NULL,Bareland,Water,Non_Wetland,Water
903,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
904,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
905,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
906,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
907,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
908,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
909,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
910,Forest,NULL,Water,NULL,Water,Grassland
911,Forest,NULL,Water,NULL,Water,Wetland
912,Forest,NULL,Water,NULL,Water,Water
913,Forest,NULL,Water,NULL,Water,Forest
914,Forest,NULL,Water,Non_Water,Water,Wetland
915,Forest,NULL,Water,Water,Water,Grassland
916,Forest,NULL,Water,Water,Water,Wetland
917,Forest,NULL,Water,Water,Water,Bareland
918,Forest,NULL,Water,Water,Water,Water
919,Forest,NULL,Water,Water,Water,Forest
920,Forest,NULL,Forest,NULL,Non_Wetland,NULL
921,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
922,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
923,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
924,Forest,NULL,Forest,NULL,Non_Wetland,Forest
925,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
926,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
927,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
928,Forest,NULL,Forest,Water,Non_Wetland,Grassland
929,Forest,NULL,Forest,Water,Non_Wetland,Wetland
930,Forest,NULL,Forest,Water,Non_Wetland,Water
931,Forest,NULL,Forest,Water,Non_Wetland,Forest
932,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
934,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
935,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
936,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
937,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
938,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
939,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
940,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
941,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
942,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
943,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
944,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
945,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
946,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
947,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
948,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
949,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
950,Forest,Wetland,NULL,Water,Non_Wetland,Water
951,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
952,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
953,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
954,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
955,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
956,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
957,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
958,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
959,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
960,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
961,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
962,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
963,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
964,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
965,Forest,Wetland,Shrubland,Water,Non_Wetland,Built-up
966,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
967,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
968,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
969,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
970,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
971,Forest,Wetland,Grassland,Water,Non_Wetland,Water
972,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
973,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
974,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
975,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
976,Forest,Wetland,Wetland,NULL,Wetland,Grassland
977,Forest,Wetland,Wetland,NULL,Wetland,Wetland
978,Forest,Wetland,Wetland,NULL,Wetland,Forest
979,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
980,Forest,Wetland,Wetland,Water,Wetland,Wetland
981,Forest,Wetland,Wetland,Water,Wetland,Water
982,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
983,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
984,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
985,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
986,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
987,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
988,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
989,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
990,Forest,Wetland,Water,NULL,Water,Wetland
991,Forest,Wetland,Water,NULL,Water,Water
992,Forest,Wetland,Water,NULL,Water,Forest
993,Forest,Wetland,Water,Non_Water,Water,Wetland
994,Forest,Wetland,Water,Water,Water,Grassland
995,Forest,Wetland,Water,Water,Water,Wetland
996,Forest,Wetland,Water,Water,Water,Bareland
997,Forest,Wetland,Water,Water,Water,Water
998,Forest,Wetland,Water,Water,Water,Forest
999,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1000,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1001,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1002,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1003,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1004,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1005,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1006,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1007,Forest,Bareland,Shrubland,Water,Non_Wetland,Wetland
1008,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1009,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1010,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1011,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1012,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland
1013,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1014,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1015,Forest,Built-up,Water,Water,Water,Wetland
1016,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1017,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1018,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1019,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1020,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1021,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1022,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1023,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1024,Forest,Water,Wetland,NULL,Wetland,Wetland
1025,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1026,Forest,Water,Wetland,Water,Wetland,Wetland
1027,Forest,Water,Water,NULL,Water,Wetland
1028,Forest,Water,Water,Non_Water,Water,Wetland
1029,Forest,Water,Water,Water,Water,Wetland
1030,Forest,Water,Water,Water,Water,Water
1031,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1032,Forest,Water,Forest,NULL,Non_Wetland,Forest
1033,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1034,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1035,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1036,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1037,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1038,Forest,Forest,NULL,NULL,Non_Wetland,Water
1039,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1040,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1041,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1042,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1043,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1044,Forest,Forest,NULL,Water,Non_Wetland,Water
1045,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1046,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1047,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1048,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1049,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1050,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1051,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1052,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1053,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1054,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1056,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1057,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1058,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1059,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1060,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1061,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1062,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1063,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1064,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1065,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1066,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1067,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1068,Forest,Forest,Wetland,NULL,Wetland,Grassland
1069,Forest,Forest,Wetland,NULL,Wetland,Wetland
1070,Forest,Forest,Wetland,NULL,Wetland,Forest
1071,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1072,Forest,Forest,Wetland,Water,Wetland,Wetland
1073,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1074,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1075,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1076,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1077,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1078,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1079,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1080,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1081,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1082,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1083,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1084,Forest,Forest,Built-up,Water,Non_Wetland,Wetland
1085,Forest,Forest,Built-up,Water,Non_Wetland,Water
1086,Forest,Forest,Water,NULL,Water,Grassland
1087,Forest,Forest,Water,NULL,Water,Wetland
1088,Forest,Forest,Water,NULL,Water,Water
1089,Forest,Forest,Water,NULL,Water,Forest
1090,Forest,Forest,Water,Non_Water,Water,Wetland
1091,Forest,Forest,Water,Water,Water,Grassland
1092,Forest,Forest,Water,Water,Water,Wetland
1093,Forest,Forest,Water,Water,Water,Bareland
1094,Forest,Forest,Water,Water,Water,Water
1095,Forest,Forest,Water,Water,Water,Forest
1096,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1097,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1098,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1099,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1100,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1101,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1102,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1103,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1104,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1105,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1106,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1107,Forest,Forest,Forest,Water,Non_Wetland,Water
1108,Forest,Forest,Forest,Water,Non_Wetland,Forest
