Value,AFRICA_2024_DynamicWorld_2024_36NUK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,AFRICA_2024_GSW_Yearly_2021_36NUK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,AFRICA_2024_WorldCover_2021_36NUK_M_R
866,Water,Wetland,Water,Non_Water,Water,Water
867,Water,Wetland,Water,Non_Water,Water,Forest
868,Water,Wetland,Water,Water,Water,Grassland
869,Water,Wetland,Water,Water,Water,Wetland
870,Water,Wetland,Water,Water,Water,Water
871,Water,Wetland,Water,Water,Water,Forest
872,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
873,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
874,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
875,Water,Wetland,Forest,NULL,Non_Wetland,Water
876,Water,Wetland,Forest,NULL,Non_Wetland,Forest
877,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
878,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
879,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
880,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
881,Water,Wetland,Forest,Water,Non_Wetland,Wetland
882,Water,Wetland,Forest,Water,Non_Wetland,Water
883,Water,Wetland,Forest,Water,Non_Wetland,Forest
884,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
885,Water,Built-up,Wetland,NULL,Wetland,Grassland
886,Water,Built-up,Wetland,NULL,Wetland,Water
887,Water,Water,NULL,NULL,Non_Wetland,Grassland
888,Water,Water,NULL,NULL,Non_Wetland,Wetland
889,Water,Water,NULL,NULL,Non_Wetland,Bareland
890,Water,Water,NULL,NULL,Non_Wetland,Water
891,Water,Water,NULL,NULL,Non_Wetland,Forest
892,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
893,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
894,Water,Water,NULL,Non_Water,Non_Wetland,Water
895,Water,Water,NULL,Non_Water,Non_Wetland,Forest
896,Water,Water,NULL,Water,Non_Wetland,Grassland
897,Water,Water,NULL,Water,Non_Wetland,Wetland
898,Water,Water,NULL,Water,Non_Wetland,Bareland
899,Water,Water,NULL,Water,Non_Wetland,Water
900,Water,Water,NULL,Water,Non_Wetland,Forest
901,Water,Water,Shrubland,NULL,Non_Wetland,NULL
902,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
903,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
904,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
905,Water,Water,Shrubland,NULL,Non_Wetland,Water
906,Water,Water,Shrubland,NULL,Non_Wetland,Forest
907,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
908,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
909,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
910,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
911,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
912,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
913,Water,Water,Shrubland,Water,Non_Wetland,NULL
914,Water,Water,Shrubland,Water,Non_Wetland,Grassland
915,Water,Water,Shrubland,Water,Non_Wetland,Wetland
916,Water,Water,Shrubland,Water,Non_Wetland,Bareland
917,Water,Water,Shrubland,Water,Non_Wetland,Water
918,Water,Water,Shrubland,Water,Non_Wetland,Forest
919,Water,Water,Grassland,NULL,Non_Wetland,Grassland
920,Water,Water,Grassland,NULL,Non_Wetland,Bareland
921,Water,Water,Grassland,NULL,Non_Wetland,Water
922,Water,Water,Grassland,NULL,Non_Wetland,Forest
923,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
924,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
925,Water,Water,Grassland,Water,Non_Wetland,Grassland
926,Water,Water,Grassland,Water,Non_Wetland,Bareland
927,Water,Water,Grassland,Water,Non_Wetland,Water
928,Water,Water,Cropland,NULL,Non_Wetland,Grassland
929,Water,Water,Cropland,NULL,Non_Wetland,Wetland
930,Water,Water,Cropland,NULL,Non_Wetland,Bareland
931,Water,Water,Cropland,NULL,Non_Wetland,Water
932,Water,Water,Cropland,NULL,Non_Wetland,Forest
933,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
934,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
935,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
936,Water,Water,Cropland,Water,Non_Wetland,Grassland
937,Water,Water,Cropland,Water,Non_Wetland,Wetland
938,Water,Water,Cropland,Water,Non_Wetland,Bareland
939,Water,Water,Cropland,Water,Non_Wetland,Water
940,Water,Water,Cropland,Water,Non_Wetland,Forest
941,Water,Water,Wetland,NULL,Wetland,NULL
942,Water,Water,Wetland,NULL,Wetland,Grassland
943,Water,Water,Wetland,NULL,Wetland,Wetland
944,Water,Water,Wetland,NULL,Wetland,Bareland
945,Water,Water,Wetland,NULL,Wetland,Water
946,Water,Water,Wetland,NULL,Wetland,Forest
947,Water,Water,Wetland,Non_Water,Wetland,Grassland
948,Water,Water,Wetland,Non_Water,Wetland,Wetland
949,Water,Water,Wetland,Non_Water,Wetland,Bareland
950,Water,Water,Wetland,Non_Water,Wetland,Water
951,Water,Water,Wetland,Non_Water,Wetland,Forest
952,Water,Water,Wetland,Water,Wetland,NULL
953,Water,Water,Wetland,Water,Wetland,Grassland
954,Water,Water,Wetland,Water,Wetland,Wetland
955,Water,Water,Wetland,Water,Wetland,Bareland
956,Water,Water,Wetland,Water,Wetland,Water
957,Water,Water,Wetland,Water,Wetland,Forest
958,Water,Water,Bareland,NULL,Non_Wetland,NULL
959,Water,Water,Bareland,NULL,Non_Wetland,Grassland
960,Water,Water,Bareland,NULL,Non_Wetland,Wetland
961,Water,Water,Bareland,NULL,Non_Wetland,Bareland
962,Water,Water,Bareland,NULL,Non_Wetland,Built-up
963,Water,Water,Bareland,NULL,Non_Wetland,Water
964,Water,Water,Bareland,NULL,Non_Wetland,Forest
965,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
966,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
967,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
968,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
969,Water,Water,Bareland,Non_Water,Non_Wetland,Water
970,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
971,Water,Water,Bareland,Water,Non_Wetland,NULL
972,Water,Water,Bareland,Water,Non_Wetland,Grassland
973,Water,Water,Bareland,Water,Non_Wetland,Wetland
974,Water,Water,Bareland,Water,Non_Wetland,Bareland
975,Water,Water,Bareland,Water,Non_Wetland,Water
976,Water,Water,Bareland,Water,Non_Wetland,Forest
977,Water,Water,Built-up,NULL,Non_Wetland,NULL
978,Water,Water,Built-up,NULL,Non_Wetland,Grassland
979,Water,Water,Built-up,NULL,Non_Wetland,Wetland
980,Water,Water,Built-up,NULL,Non_Wetland,Bareland
981,Water,Water,Built-up,NULL,Non_Wetland,Water
982,Water,Water,Built-up,NULL,Non_Wetland,Forest
983,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
984,Water,Water,Built-up,Non_Water,Non_Wetland,Water
985,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
986,Water,Water,Built-up,Water,Non_Wetland,Wetland
987,Water,Water,Built-up,Water,Non_Wetland,Bareland
988,Water,Water,Built-up,Water,Non_Wetland,Water
989,Water,Water,Built-up,Water,Non_Wetland,Forest
990,Water,Water,Water,NULL,Water,NULL
991,Water,Water,Water,NULL,Water,Grassland
992,Water,Water,Water,NULL,Water,Cropland
993,Water,Water,Water,NULL,Water,Wetland
994,Water,Water,Water,NULL,Water,Bareland
995,Water,Water,Water,NULL,Water,Water
996,Water,Water,Water,NULL,Water,Forest
997,Water,Water,Water,Non_Water,Water,Grassland
998,Water,Water,Water,Non_Water,Water,Wetland
999,Water,Water,Water,Non_Water,Water,Bareland
1000,Water,Water,Water,Non_Water,Water,Water
1001,Water,Water,Water,Non_Water,Water,Forest
1002,Water,Water,Water,Water,Water,NULL
1003,Water,Water,Water,Water,Water,Grassland
1004,Water,Water,Water,Water,Water,Cropland
1005,Water,Water,Water,Water,Water,Wetland
1006,Water,Water,Water,Water,Water,Bareland
1007,Water,Water,Water,Water,Water,Water
1008,Water,Water,Water,Water,Water,Forest
1009,Water,Water,Forest,NULL,Non_Wetland,NULL
1010,Water,Water,Forest,NULL,Non_Wetland,Grassland
1011,Water,Water,Forest,NULL,Non_Wetland,Cropland
1012,Water,Water,Forest,NULL,Non_Wetland,Wetland
1013,Water,Water,Forest,NULL,Non_Wetland,Bareland
1014,Water,Water,Forest,NULL,Non_Wetland,Water
1015,Water,Water,Forest,NULL,Non_Wetland,Forest
1016,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1017,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1018,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1019,Water,Water,Forest,Non_Water,Non_Wetland,Water
1020,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1021,Water,Water,Forest,Water,Non_Wetland,NULL
1022,Water,Water,Forest,Water,Non_Wetland,Grassland
1023,Water,Water,Forest,Water,Non_Wetland,Wetland
1024,Water,Water,Forest,Water,Non_Wetland,Bareland
1025,Water,Water,Forest,Water,Non_Wetland,Water
1026,Water,Water,Forest,Water,Non_Wetland,Forest
1027,Water,Forest,NULL,NULL,Non_Wetland,NULL
1028,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1029,Water,Forest,NULL,NULL,Non_Wetland,Water
1030,Water,Forest,NULL,NULL,Non_Wetland,Forest
1031,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1032,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1033,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1034,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1035,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1036,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1037,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1038,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1039,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1040,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1041,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1042,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1043,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1044,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1045,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1046,Water,Forest,Wetland,NULL,Wetland,NULL
1047,Water,Forest,Wetland,NULL,Wetland,Grassland
1048,Water,Forest,Wetland,NULL,Wetland,Wetland
1049,Water,Forest,Wetland,NULL,Wetland,Forest
1050,Water,Forest,Wetland,Non_Water,Wetland,Forest
1051,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1052,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1053,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1054,Water,Forest,Forest,NULL,Non_Wetland,NULL
1055,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1056,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1057,Water,Forest,Forest,NULL,Non_Wetland,Forest
1058,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
1059,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1060,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1061,Water,Forest,Forest,Water,Non_Wetland,Wetland
1062,Water,Forest,Forest,Water,Non_Wetland,Forest
1063,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1064,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1065,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1066,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1067,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1068,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1069,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1070,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1071,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1072,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1073,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1074,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1075,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1076,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1077,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1078,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1079,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1080,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1081,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1082,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1083,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1084,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1085,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1086,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1087,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1088,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1089,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1090,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1091,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1092,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1093,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1094,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1095,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1096,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1097,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1098,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1099,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1100,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1101,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1102,Forest,NULL,Wetland,NULL,Wetland,NULL
1103,Forest,NULL,Wetland,NULL,Wetland,Grassland
1104,Forest,NULL,Wetland,NULL,Wetland,Wetland
1105,Forest,NULL,Wetland,NULL,Wetland,Forest
1106,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1107,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1108,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1109,Forest,NULL,Wetland,Water,Wetland,NULL
1110,Forest,NULL,Wetland,Water,Wetland,Forest
1111,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1112,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1113,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1114,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1115,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1116,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1117,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1118,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1119,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1120,Forest,NULL,Water,NULL,Water,Wetland
1121,Forest,NULL,Water,Non_Water,Water,Forest
1122,Forest,NULL,Water,Water,Water,Forest
1123,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1124,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1125,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1126,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1127,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1128,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1129,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1130,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1131,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1132,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1133,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1134,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1135,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1136,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1137,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1138,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1139,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1140,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1141,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1142,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1143,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1144,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1145,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1146,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1147,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1148,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1149,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1150,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1151,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1152,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1153,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1154,Forest,Cropland,Wetland,NULL,Wetland,Forest
1155,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1156,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1157,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1158,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1159,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1160,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1161,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1162,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1163,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1164,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1165,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1166,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1167,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1168,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1169,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1170,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1171,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1172,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1173,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1174,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1175,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1176,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1177,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1178,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1179,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1180,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1181,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1182,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1183,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1184,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1185,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1186,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1187,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1188,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1189,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1190,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1191,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1192,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
1193,Forest,Wetland,Wetland,NULL,Wetland,NULL
1194,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1195,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1196,Forest,Wetland,Wetland,NULL,Wetland,Water
1197,Forest,Wetland,Wetland,NULL,Wetland,Forest
1198,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1199,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1200,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1201,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1202,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1203,Forest,Wetland,Wetland,Water,Wetland,Grassland
1204,Forest,Wetland,Wetland,Water,Wetland,Wetland
1205,Forest,Wetland,Wetland,Water,Wetland,Water
1206,Forest,Wetland,Wetland,Water,Wetland,Forest
1207,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1208,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1209,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1210,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1211,Forest,Wetland,Water,NULL,Water,Grassland
1212,Forest,Wetland,Water,NULL,Water,Wetland
1213,Forest,Wetland,Water,NULL,Water,Water
1214,Forest,Wetland,Water,NULL,Water,Forest
1215,Forest,Wetland,Water,Non_Water,Water,Wetland
1216,Forest,Wetland,Water,Non_Water,Water,Water
1217,Forest,Wetland,Water,Non_Water,Water,Forest
1218,Forest,Wetland,Water,Water,Water,Grassland
1219,Forest,Wetland,Water,Water,Water,Wetland
1220,Forest,Wetland,Water,Water,Water,Water
1221,Forest,Wetland,Water,Water,Water,Forest
1222,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1223,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1224,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1225,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1226,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1227,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1228,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1229,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1230,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1231,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1232,Forest,Wetland,Forest,Water,Non_Wetland,Water
1233,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1234,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1235,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1236,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1237,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1238,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1239,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1240,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1241,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1242,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1243,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1244,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1245,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1246,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1247,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1248,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1249,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1250,Forest,Built-up,Wetland,NULL,Wetland,Forest
1251,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1252,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1253,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1254,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1255,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1256,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1257,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1258,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1259,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1260,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1261,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1262,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1263,Forest,Water,NULL,NULL,Non_Wetland,Water
1264,Forest,Water,NULL,NULL,Non_Wetland,Forest
1265,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1266,Forest,Water,NULL,Water,Non_Wetland,Forest
1267,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1268,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1269,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1270,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1271,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1272,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1273,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1274,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1275,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1276,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1277,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1278,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1279,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1280,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1281,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1282,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1283,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1284,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1285,Forest,Water,Cropland,Water,Non_Wetland,Forest
1286,Forest,Water,Wetland,NULL,Wetland,NULL
1287,Forest,Water,Wetland,NULL,Wetland,Grassland
1288,Forest,Water,Wetland,NULL,Wetland,Wetland
1289,Forest,Water,Wetland,NULL,Wetland,Water
1290,Forest,Water,Wetland,NULL,Wetland,Forest
1291,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1292,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1293,Forest,Water,Wetland,Non_Water,Wetland,Water
1294,Forest,Water,Wetland,Non_Water,Wetland,Forest
1295,Forest,Water,Wetland,Water,Wetland,NULL
1296,Forest,Water,Wetland,Water,Wetland,Grassland
1297,Forest,Water,Wetland,Water,Wetland,Wetland
1298,Forest,Water,Wetland,Water,Wetland,Water
1299,Forest,Water,Wetland,Water,Wetland,Forest
1300,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1301,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1302,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1303,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1304,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1305,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1306,Forest,Water,Bareland,Water,Non_Wetland,NULL
1307,Forest,Water,Bareland,Water,Non_Wetland,Forest
1308,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1309,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1310,Forest,Water,Built-up,NULL,Non_Wetland,Water
1311,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1312,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1313,Forest,Water,Built-up,Water,Non_Wetland,Forest
1314,Forest,Water,Water,NULL,Water,NULL
1315,Forest,Water,Water,NULL,Water,Grassland
1316,Forest,Water,Water,NULL,Water,Wetland
