Value,AFRICA_2024_DynamicWorld_2024_35PRP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,AFRICA_2024_WorldCover_2021_35PRP_M_R
854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
857,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
858,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
859,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
860,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
861,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
862,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
863,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
864,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
865,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
866,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
867,Forest,Cropland,Wetland,NULL,Wetland,NULL
868,Forest,Cropland,Wetland,NULL,Wetland,Grassland
869,Forest,Cropland,Wetland,NULL,Wetland,Cropland
870,Forest,Cropland,Wetland,NULL,Wetland,Forest
871,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
872,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
873,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
874,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
875,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
876,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
877,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
878,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
879,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
880,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
881,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
882,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
883,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
884,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
885,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
886,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
887,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
888,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
889,Forest,Forest,NULL,NULL,Non_Wetland,NULL
890,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
891,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
892,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
893,Forest,Forest,NULL,NULL,Non_Wetland,Forest
894,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
895,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
896,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
897,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
898,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
899,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
900,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
901,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
902,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
903,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
904,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
905,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
906,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
907,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
908,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
909,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
910,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
911,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
912,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
913,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
914,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
915,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
916,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
917,Forest,Forest,Wetland,NULL,Wetland,NULL
918,Forest,Forest,Wetland,NULL,Wetland,Grassland
919,Forest,Forest,Wetland,NULL,Wetland,Forest
920,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
921,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
922,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
923,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
924,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
925,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
926,Forest,Forest,Forest,NULL,Non_Wetland,NULL
927,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
928,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
929,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
930,Forest,Forest,Forest,NULL,Non_Wetland,Forest
931,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
932,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
