Value,AFRICA_2024_DynamicWorld_2024_37NDH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDH_M_R,AFRICA_2024_GSW_Yearly_2021_37NDH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDH_M_R,AFRICA_2024_WorldCover_2021_37NDH_M_R
849,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
850,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
851,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
852,Grassland,Forest,Forest,NULL,Non_Wetland,Water
853,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
854,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
855,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
856,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
857,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
858,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
859,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
860,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
861,Grassland,Forest,Forest,Water,Non_Wetland,Water
862,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
863,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
864,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
865,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
866,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
867,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
868,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
869,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
870,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
871,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
872,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
873,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
874,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
879,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
880,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
881,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
882,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
883,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
884,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
885,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
886,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
887,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
888,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
889,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
890,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
891,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
892,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
893,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
894,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
895,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
896,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
897,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
898,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
899,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
900,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
901,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
902,Cropland,NULL,Cropland,Water,Non_Wetland,Water
903,Cropland,NULL,Wetland,NULL,Wetland,NULL
904,Cropland,NULL,Wetland,NULL,Wetland,Grassland
905,Cropland,NULL,Wetland,NULL,Wetland,Cropland
906,Cropland,NULL,Wetland,NULL,Wetland,Wetland
907,Cropland,NULL,Wetland,NULL,Wetland,Forest
908,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
909,Cropland,NULL,Wetland,Water,Wetland,Wetland
910,Cropland,NULL,Wetland,Water,Wetland,Water
911,Cropland,NULL,Wetland,Water,Wetland,Forest
912,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
913,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
914,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
915,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
916,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
917,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
918,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
919,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
920,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
921,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
922,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
923,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
924,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
925,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
926,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
927,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
928,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
929,Cropland,NULL,Bareland,Water,Non_Wetland,Water
930,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
931,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
932,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
933,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
934,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
935,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
936,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
937,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
938,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
939,Cropland,NULL,Water,Non_Water,Water,Forest
940,Cropland,NULL,Water,Water,Water,NULL
941,Cropland,NULL,Water,Water,Water,Water
942,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
943,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
944,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
945,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
946,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
947,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
948,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
949,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
950,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
951,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
952,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
953,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
954,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
955,Cropland,NULL,Forest,Water,Non_Wetland,Water
956,Cropland,NULL,Forest,Water,Non_Wetland,Forest
957,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
958,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
959,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
960,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
961,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
962,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
963,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
964,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
965,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
966,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
967,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
968,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
969,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
970,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
971,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
972,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
973,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
974,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
975,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
976,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
977,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
978,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
979,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
980,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
981,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
982,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
983,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
984,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
985,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
986,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
987,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
988,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
989,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
990,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
991,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
992,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
993,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
994,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
995,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
996,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
997,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
998,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
999,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1000,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1001,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1002,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1003,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1004,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1005,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1006,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1007,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1008,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1009,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1010,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1011,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1012,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1013,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1014,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1015,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1016,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1017,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1018,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1019,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1020,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1021,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1022,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1023,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1024,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1025,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1026,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1027,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1028,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1029,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1030,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1031,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1032,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1033,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1034,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1035,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1036,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1037,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1038,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1039,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1040,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1041,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1042,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1043,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1044,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1045,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1046,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1047,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1048,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
1049,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
1050,Cropland,Cropland,Water,NULL,Water,Grassland
1051,Cropland,Cropland,Water,NULL,Water,Cropland
1052,Cropland,Cropland,Water,NULL,Water,Bareland
1053,Cropland,Cropland,Water,Non_Water,Water,Bareland
1054,Cropland,Cropland,Water,Water,Water,Cropland
1055,Cropland,Cropland,Water,Water,Water,Bareland
1056,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1057,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1058,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1059,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1060,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1061,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1062,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1063,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1064,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1065,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1066,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1067,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1068,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1069,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1070,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1071,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
1072,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
1073,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
1074,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1075,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1076,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1077,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1078,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1079,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1080,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1081,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1082,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1083,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1084,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1085,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1086,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1087,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
1088,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1089,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1090,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
1091,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1092,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1093,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1094,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1095,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
1096,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1097,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
1098,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1099,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1100,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
1101,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1102,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
1103,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1104,Cropland,Wetland,Water,Water,Water,Water
1105,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1106,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1107,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1108,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1109,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1110,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1111,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1112,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1113,Cropland,Wetland,Forest,Water,Non_Wetland,Water
1114,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
1115,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1116,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1117,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1118,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1119,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1120,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1121,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1122,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1123,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1124,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1125,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1126,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1127,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
1128,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1129,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1130,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1131,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1132,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1133,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1134,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1135,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1136,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1137,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1138,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1139,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1140,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1141,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1142,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1143,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1144,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1145,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1146,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1147,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1148,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1149,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1150,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1151,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1152,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1153,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1154,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1155,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1156,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1157,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1158,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
1159,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
1160,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1161,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1162,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1163,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1164,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1165,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1166,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1167,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1168,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1169,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1170,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1171,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1172,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1173,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1174,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1175,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1176,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1177,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1178,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1179,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL
1180,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1181,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
1182,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1183,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1184,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1185,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1186,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1187,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1188,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1189,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1190,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1191,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1192,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1193,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1194,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1195,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1196,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1197,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1198,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1199,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1200,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1201,Cropland,Water,Wetland,NULL,Wetland,Cropland
1202,Cropland,Water,Wetland,NULL,Wetland,Forest
1203,Cropland,Water,Wetland,Water,Wetland,Water
1204,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1205,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1206,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1207,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1208,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1209,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
1210,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
1211,Cropland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1212,Cropland,Water,Built-up,Water,Non_Wetland,Bareland
1213,Cropland,Water,Water,NULL,Water,Water
1214,Cropland,Water,Water,Water,Water,Water
1215,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1216,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1217,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1218,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1219,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1220,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1221,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1222,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1223,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1224,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
1225,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1226,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1227,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1228,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
1229,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1230,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1231,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1232,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1233,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1234,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1235,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1236,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
1237,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1238,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1239,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1240,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1241,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1242,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1243,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1244,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1245,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1246,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1247,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1248,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1249,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1250,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1251,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1252,Cropland,Forest,Wetland,NULL,Wetland,Forest
1253,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1254,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1255,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1256,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1257,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1258,Cropland,Forest,Bareland,Water,Non_Wetland,Water
1259,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1260,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
