Value,AFRICA_2024_DynamicWorld_2024_37PCK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCK_M_R,AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,AFRICA_2024_WorldCover_2021_37PCK_M_R
837,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
838,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
839,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
840,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
841,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
842,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
843,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
844,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
845,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
846,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
847,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
848,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
849,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
850,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
851,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
852,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
853,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
854,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
855,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
856,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
857,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
858,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
859,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
860,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
861,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
862,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
863,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
864,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
865,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
866,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
867,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
868,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
869,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
870,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
871,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
872,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
873,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
874,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
875,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
876,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
877,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
878,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
879,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
880,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
881,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
882,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
883,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
884,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
885,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
886,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
887,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
888,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
889,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
891,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
892,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
893,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
894,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
895,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
896,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
897,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
898,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
899,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
900,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
901,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
902,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
903,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
904,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
905,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
906,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
907,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
908,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
909,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
910,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
911,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
912,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
913,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
914,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
915,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
916,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
917,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
918,Bareland,Water,Bareland,Water,Non_Wetland,Water
919,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
920,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
921,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
922,Bareland,Water,Forest,NULL,Non_Wetland,Forest
923,Bareland,Water,Forest,Water,Non_Wetland,Cropland
924,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
925,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
926,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
927,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
928,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
929,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
930,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
931,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
932,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
933,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
934,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
935,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
936,Water,NULL,NULL,NULL,Non_Wetland,Grassland
937,Water,NULL,NULL,NULL,Non_Wetland,Wetland
938,Water,NULL,NULL,NULL,Non_Wetland,Bareland
939,Water,NULL,NULL,NULL,Non_Wetland,Forest
940,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
941,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
942,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
943,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
944,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
945,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
946,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
947,Water,NULL,Cropland,NULL,Non_Wetland,NULL
948,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
949,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
950,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
951,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
952,Water,NULL,Cropland,NULL,Non_Wetland,Forest
953,Water,NULL,Wetland,NULL,Wetland,Grassland
954,Water,NULL,Wetland,NULL,Wetland,Cropland
955,Water,NULL,Wetland,NULL,Wetland,Forest
956,Water,NULL,Bareland,NULL,Non_Wetland,NULL
957,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
958,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
959,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
960,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
961,Water,NULL,Bareland,NULL,Non_Wetland,Water
962,Water,NULL,Bareland,NULL,Non_Wetland,Forest
963,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
964,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
965,Water,NULL,Bareland,Water,Non_Wetland,Bareland
966,Water,NULL,Bareland,Water,Non_Wetland,Forest
967,Water,NULL,Built-up,NULL,Non_Wetland,NULL
968,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
969,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
970,Water,NULL,Water,Water,Water,NULL
971,Water,NULL,Forest,NULL,Non_Wetland,NULL
972,Water,NULL,Forest,NULL,Non_Wetland,Grassland
973,Water,NULL,Forest,NULL,Non_Wetland,Cropland
974,Water,NULL,Forest,NULL,Non_Wetland,Wetland
975,Water,NULL,Forest,NULL,Non_Wetland,Bareland
976,Water,NULL,Forest,NULL,Non_Wetland,Water
977,Water,NULL,Forest,NULL,Non_Wetland,Forest
978,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
979,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
980,Water,NULL,Forest,Water,Non_Wetland,NULL
981,Water,Cropland,NULL,NULL,Non_Wetland,NULL
982,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
983,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
984,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
985,Water,Cropland,NULL,NULL,Non_Wetland,Forest
986,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
987,Water,Cropland,NULL,Water,Non_Wetland,Water
988,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
989,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
990,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
991,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
992,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
993,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
994,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
995,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
996,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
997,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
998,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
999,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1000,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1001,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1002,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1003,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1004,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1005,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1006,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1007,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1008,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1009,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1010,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1011,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1012,Water,Cropland,Cropland,Water,Non_Wetland,Water
1013,Water,Cropland,Wetland,NULL,Wetland,Cropland
1014,Water,Cropland,Wetland,NULL,Wetland,Wetland
1015,Water,Cropland,Wetland,NULL,Wetland,Forest
1016,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1017,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1018,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1019,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1020,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1021,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1022,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1023,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1024,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1025,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1026,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1027,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1028,Water,Cropland,Bareland,Water,Non_Wetland,Water
1029,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1030,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1031,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1032,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1033,Water,Cropland,Water,NULL,Water,Cropland
1034,Water,Cropland,Water,NULL,Water,Forest
1035,Water,Cropland,Water,Water,Water,Wetland
1036,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1037,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1038,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1039,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1040,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1041,Water,Cropland,Forest,NULL,Non_Wetland,Water
1042,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1043,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1044,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1045,Water,Cropland,Forest,Water,Non_Wetland,Water
1046,Water,Cropland,Forest,Water,Non_Wetland,Forest
1047,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1048,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1049,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1050,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1051,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1052,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1053,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1054,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1055,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
1056,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1057,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1058,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1059,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1060,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1061,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1062,Water,Built-up,Water,NULL,Water,Grassland
1063,Water,Built-up,Water,NULL,Water,Forest
1064,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1065,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1066,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1067,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1068,Water,Built-up,Forest,NULL,Non_Wetland,Water
1069,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1070,Water,Water,NULL,NULL,Non_Wetland,NULL
1071,Water,Water,NULL,NULL,Non_Wetland,Grassland
1072,Water,Water,NULL,NULL,Non_Wetland,Cropland
1073,Water,Water,NULL,NULL,Non_Wetland,Wetland
1074,Water,Water,NULL,NULL,Non_Wetland,Bareland
1075,Water,Water,NULL,NULL,Non_Wetland,Water
1076,Water,Water,NULL,NULL,Non_Wetland,Forest
1077,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1078,Water,Water,NULL,Non_Water,Non_Wetland,Water
1079,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1080,Water,Water,NULL,Water,Non_Wetland,NULL
1081,Water,Water,NULL,Water,Non_Wetland,Grassland
1082,Water,Water,NULL,Water,Non_Wetland,Cropland
1083,Water,Water,NULL,Water,Non_Wetland,Bareland
1084,Water,Water,NULL,Water,Non_Wetland,Water
1085,Water,Water,NULL,Water,Non_Wetland,Forest
1086,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1087,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1088,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1089,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1090,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1091,Water,Water,Shrubland,NULL,Non_Wetland,Water
1092,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1093,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1094,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1095,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1096,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1097,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1098,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1099,Water,Water,Shrubland,Water,Non_Wetland,NULL
1100,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1101,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1102,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1103,Water,Water,Shrubland,Water,Non_Wetland,Water
1104,Water,Water,Shrubland,Water,Non_Wetland,Forest
1105,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1106,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1107,Water,Water,Grassland,NULL,Non_Wetland,Water
1108,Water,Water,Grassland,NULL,Non_Wetland,Forest
1109,Water,Water,Grassland,Water,Non_Wetland,Cropland
1110,Water,Water,Cropland,NULL,Non_Wetland,NULL
1111,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1112,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1113,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1114,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1115,Water,Water,Cropland,NULL,Non_Wetland,Water
1116,Water,Water,Cropland,NULL,Non_Wetland,Forest
1117,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1118,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1119,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1120,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1121,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1122,Water,Water,Cropland,Water,Non_Wetland,Grassland
1123,Water,Water,Cropland,Water,Non_Wetland,Cropland
1124,Water,Water,Cropland,Water,Non_Wetland,Water
1125,Water,Water,Cropland,Water,Non_Wetland,Forest
1126,Water,Water,Wetland,NULL,Wetland,NULL
1127,Water,Water,Wetland,NULL,Wetland,Grassland
1128,Water,Water,Wetland,NULL,Wetland,Cropland
1129,Water,Water,Wetland,NULL,Wetland,Wetland
1130,Water,Water,Wetland,NULL,Wetland,Bareland
1131,Water,Water,Wetland,NULL,Wetland,Water
1132,Water,Water,Wetland,NULL,Wetland,Forest
1133,Water,Water,Wetland,Non_Water,Wetland,Grassland
1134,Water,Water,Wetland,Non_Water,Wetland,Cropland
1135,Water,Water,Wetland,Non_Water,Wetland,Wetland
1136,Water,Water,Wetland,Non_Water,Wetland,Bareland
1137,Water,Water,Wetland,Non_Water,Wetland,Water
1138,Water,Water,Wetland,Non_Water,Wetland,Forest
1139,Water,Water,Wetland,Water,Wetland,NULL
1140,Water,Water,Wetland,Water,Wetland,Grassland
1141,Water,Water,Wetland,Water,Wetland,Cropland
1142,Water,Water,Wetland,Water,Wetland,Bareland
1143,Water,Water,Wetland,Water,Wetland,Water
1144,Water,Water,Wetland,Water,Wetland,Forest
1145,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1146,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1147,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1148,Water,Water,Bareland,NULL,Non_Wetland,NULL
1149,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1150,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1151,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1152,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1153,Water,Water,Bareland,NULL,Non_Wetland,Water
1154,Water,Water,Bareland,NULL,Non_Wetland,Forest
1155,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1156,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1157,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1158,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1159,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1160,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1161,Water,Water,Bareland,Water,Non_Wetland,NULL
1162,Water,Water,Bareland,Water,Non_Wetland,Grassland
1163,Water,Water,Bareland,Water,Non_Wetland,Cropland
1164,Water,Water,Bareland,Water,Non_Wetland,Bareland
1165,Water,Water,Bareland,Water,Non_Wetland,Water
1166,Water,Water,Bareland,Water,Non_Wetland,Forest
1167,Water,Water,Built-up,NULL,Non_Wetland,NULL
1168,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1169,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1170,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1171,Water,Water,Built-up,NULL,Non_Wetland,Water
1172,Water,Water,Built-up,NULL,Non_Wetland,Forest
1173,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1174,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1175,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1176,Water,Water,Built-up,Water,Non_Wetland,NULL
1177,Water,Water,Built-up,Water,Non_Wetland,Cropland
1178,Water,Water,Built-up,Water,Non_Wetland,Bareland
1179,Water,Water,Built-up,Water,Non_Wetland,Water
1180,Water,Water,Built-up,Water,Non_Wetland,Forest
1181,Water,Water,Water,NULL,Water,NULL
1182,Water,Water,Water,NULL,Water,Grassland
1183,Water,Water,Water,NULL,Water,Cropland
1184,Water,Water,Water,NULL,Water,Wetland
1185,Water,Water,Water,NULL,Water,Bareland
1186,Water,Water,Water,NULL,Water,Water
1187,Water,Water,Water,NULL,Water,Forest
1188,Water,Water,Water,Non_Water,Water,NULL
1189,Water,Water,Water,Non_Water,Water,Wetland
1190,Water,Water,Water,Non_Water,Water,Bareland
1191,Water,Water,Water,Non_Water,Water,Water
1192,Water,Water,Water,Non_Water,Water,Forest
1193,Water,Water,Water,Water,Water,NULL
1194,Water,Water,Water,Water,Water,Grassland
1195,Water,Water,Water,Water,Water,Cropland
1196,Water,Water,Water,Water,Water,Wetland
1197,Water,Water,Water,Water,Water,Bareland
1198,Water,Water,Water,Water,Water,Water
1199,Water,Water,Water,Water,Water,Forest
1200,Water,Water,Forest,NULL,Non_Wetland,NULL
1201,Water,Water,Forest,NULL,Non_Wetland,Grassland
1202,Water,Water,Forest,NULL,Non_Wetland,Cropland
1203,Water,Water,Forest,NULL,Non_Wetland,Wetland
1204,Water,Water,Forest,NULL,Non_Wetland,Bareland
1205,Water,Water,Forest,NULL,Non_Wetland,Water
1206,Water,Water,Forest,NULL,Non_Wetland,Forest
1207,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1208,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1209,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1210,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1211,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1212,Water,Water,Forest,Non_Water,Non_Wetland,Water
1213,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1214,Water,Water,Forest,Water,Non_Wetland,NULL
1215,Water,Water,Forest,Water,Non_Wetland,Grassland
1216,Water,Water,Forest,Water,Non_Wetland,Cropland
1217,Water,Water,Forest,Water,Non_Wetland,Wetland
1218,Water,Water,Forest,Water,Non_Wetland,Bareland
1219,Water,Water,Forest,Water,Non_Wetland,Water
1220,Water,Water,Forest,Water,Non_Wetland,Forest
1221,Water,Forest,NULL,NULL,Non_Wetland,Forest
1222,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1223,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1224,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1225,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1226,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1227,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1228,Water,Forest,Wetland,NULL,Wetland,Forest
1229,Water,Forest,Wetland,Water,Wetland,NULL
1230,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1231,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1232,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1233,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1234,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1235,Water,Forest,Bareland,NULL,Non_Wetland,Water
1236,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1237,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1238,Water,Forest,Bareland,Water,Non_Wetland,Forest
1239,Water,Forest,Water,NULL,Water,Forest
1240,Water,Forest,Water,Water,Water,NULL
1241,Water,Forest,Forest,NULL,Non_Wetland,NULL
1242,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1243,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1244,Water,Forest,Forest,NULL,Non_Wetland,Forest
1245,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1246,Water,Forest,Forest,Water,Non_Wetland,Forest
1247,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1248,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1249,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1250,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1251,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1252,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
1253,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1254,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1255,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1256,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1257,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1258,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1259,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1260,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1261,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1262,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1263,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1264,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1265,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1266,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1267,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1268,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1269,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1270,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1271,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1272,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1273,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1274,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1275,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1276,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1277,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
