Value,AFRICA_2024_DynamicWorld_2024_37NEJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NEJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEJ_M_R,AFRICA_2024_WorldCover_2021_37NEJ_M_R
842,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
843,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
844,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
845,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
846,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
847,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
848,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
849,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
850,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
851,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
852,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
853,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
854,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
855,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
856,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
857,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
858,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
859,Cropland,Forest,Wetland,NULL,Wetland,NULL
860,Cropland,Forest,Wetland,NULL,Wetland,Cropland
861,Cropland,Forest,Wetland,NULL,Wetland,Wetland
862,Cropland,Forest,Wetland,NULL,Wetland,Bareland
863,Cropland,Forest,Wetland,NULL,Wetland,Forest
864,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
865,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
866,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
867,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
868,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
869,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
870,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
871,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
872,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
873,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
874,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
875,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
876,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
877,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
878,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
879,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
880,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
881,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
882,Cropland,Forest,Built-up,Water,Non_Wetland,Bareland
883,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
884,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
885,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
886,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
887,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
888,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
889,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
890,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
891,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
892,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
893,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
894,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
895,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
896,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
897,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
898,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
899,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
900,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
901,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
902,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
903,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
904,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
905,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
906,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
907,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
908,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
909,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
910,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
911,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
912,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
913,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
914,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
915,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
916,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
917,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
918,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
919,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
920,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
921,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
922,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
923,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
924,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
925,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
926,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
927,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
928,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
929,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
930,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
931,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
932,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
933,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
934,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
935,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
936,Wetland,Cropland,Wetland,Water,Wetland,Grassland
937,Wetland,Cropland,Wetland,Water,Wetland,Cropland
938,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
939,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
940,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
941,Wetland,Cropland,Water,Non_Water,Water,Grassland
942,Wetland,Cropland,Water,Water,Water,Cropland
943,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
944,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
945,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
946,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
947,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
948,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
949,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
950,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
951,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
952,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
953,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
954,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
955,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
956,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
957,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
958,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
959,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
960,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
961,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
962,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
963,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
964,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
965,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
966,Wetland,Wetland,Water,NULL,Water,Wetland
967,Wetland,Wetland,Water,Water,Water,NULL
968,Wetland,Wetland,Water,Water,Water,Cropland
969,Wetland,Wetland,Water,Water,Water,Wetland
970,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
971,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
972,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
973,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
974,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
975,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
976,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
977,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
978,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
979,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
980,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
981,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
982,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
983,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
984,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
985,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
986,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
987,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
988,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
989,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
990,Wetland,Water,Water,Water,Water,Wetland
991,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
992,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
993,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
994,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
995,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
996,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
997,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
998,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
999,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1000,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1001,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1002,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1003,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1004,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1005,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1006,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1007,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1008,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1009,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1010,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1011,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1012,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1013,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1014,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1015,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1016,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1017,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1018,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1019,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1020,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1021,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1022,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1023,Bareland,NULL,Wetland,NULL,Wetland,NULL
1024,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1025,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1026,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1027,Bareland,NULL,Wetland,NULL,Wetland,Forest
1028,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1029,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1030,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1031,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1032,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1033,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1034,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1035,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1036,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1037,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1038,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1039,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1040,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1041,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1042,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1043,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1044,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1045,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1046,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1047,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1048,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1049,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1050,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1051,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1052,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1053,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1054,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1055,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1056,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1057,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1058,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1059,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1060,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1061,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1062,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1063,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1064,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1065,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1066,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1067,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1068,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1069,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1070,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1071,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1072,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1073,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1074,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1075,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1076,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1077,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1078,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1079,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1080,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1081,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1082,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1083,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1084,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1085,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1086,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1087,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1088,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1089,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1090,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
1091,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1092,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1093,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1094,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1095,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1096,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1097,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1098,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1099,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1100,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1101,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1102,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1103,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1104,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1105,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1106,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1107,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1108,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1109,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1110,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1111,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1112,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1113,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1114,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1115,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1116,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1117,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1118,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1119,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1120,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1121,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1122,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1123,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1124,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1125,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1126,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1127,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1128,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1129,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1130,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1131,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1132,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1133,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1134,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1135,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1136,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1137,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1138,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1139,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1140,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1141,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1142,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1143,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1144,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1145,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1146,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1147,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1148,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1149,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1150,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1151,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1152,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1153,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1154,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1155,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1156,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1157,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1158,Bareland,Water,Wetland,NULL,Wetland,Bareland
1159,Bareland,Water,Wetland,Water,Wetland,Cropland
1160,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1161,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1162,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1163,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1164,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1165,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1166,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1167,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1168,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1169,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1170,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1171,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1172,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1173,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1174,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1175,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1176,Water,NULL,NULL,NULL,Non_Wetland,NULL
1177,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1178,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1179,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1180,Water,NULL,NULL,NULL,Non_Wetland,Forest
1181,Water,NULL,NULL,Water,Non_Wetland,NULL
1182,Water,NULL,NULL,Water,Non_Wetland,Cropland
1183,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1184,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1185,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1186,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1187,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1188,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1189,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1190,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1191,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1192,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1193,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1194,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1195,Water,NULL,Grassland,Water,Non_Wetland,NULL
1196,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1197,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1198,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1199,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1200,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1201,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1202,Water,NULL,Cropland,NULL,Non_Wetland,Water
1203,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1204,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1205,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1206,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1207,Water,NULL,Cropland,Water,Non_Wetland,NULL
1208,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1209,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1210,Water,NULL,Wetland,NULL,Wetland,NULL
1211,Water,NULL,Wetland,NULL,Wetland,Grassland
1212,Water,NULL,Wetland,NULL,Wetland,Cropland
1213,Water,NULL,Wetland,NULL,Wetland,Wetland
1214,Water,NULL,Wetland,NULL,Wetland,Bareland
1215,Water,NULL,Wetland,NULL,Wetland,Forest
1216,Water,NULL,Wetland,Water,Wetland,Grassland
1217,Water,NULL,Wetland,Water,Wetland,Cropland
1218,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1219,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1220,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1221,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1222,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1223,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1224,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1225,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1226,Water,NULL,Bareland,NULL,Non_Wetland,Water
1227,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1228,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1229,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1230,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1231,Water,NULL,Bareland,Water,Non_Wetland,NULL
1232,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1233,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1234,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1235,Water,NULL,Bareland,Water,Non_Wetland,Forest
1236,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1237,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1238,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1239,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1240,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1241,Water,NULL,Built-up,Water,Non_Wetland,NULL
1242,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1243,Water,NULL,Water,NULL,Water,NULL
1244,Water,NULL,Water,NULL,Water,Grassland
1245,Water,NULL,Water,NULL,Water,Cropland
1246,Water,NULL,Water,NULL,Water,Bareland
1247,Water,NULL,Water,NULL,Water,Forest
1248,Water,NULL,Water,Water,Water,Grassland
1249,Water,NULL,Water,Water,Water,Bareland
1250,Water,NULL,Water,Water,Water,Water
1251,Water,NULL,Water,Water,Water,Forest
1252,Water,NULL,Forest,NULL,Non_Wetland,NULL
1253,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1254,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1255,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1256,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1257,Water,NULL,Forest,NULL,Non_Wetland,Forest
1258,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1259,Water,NULL,Forest,Water,Non_Wetland,Grassland
1260,Water,NULL,Forest,Water,Non_Wetland,Bareland
1261,Water,NULL,Forest,Water,Non_Wetland,Water
