Value,AFRICA_2024_DynamicWorld_2024_36PXT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,AFRICA_2024_WorldCover_2021_36PXT_M_R
859,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
860,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
861,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
862,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
863,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
864,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
865,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
866,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
867,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
868,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
869,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
870,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
871,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
872,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
873,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
874,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
875,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
876,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
877,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
878,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
879,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
880,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
881,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
882,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
883,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
884,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
885,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
886,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
887,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
888,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
889,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
890,Cropland,Wetland,Wetland,Water,Wetland,Grassland
891,Cropland,Wetland,Wetland,Water,Wetland,Cropland
892,Cropland,Wetland,Wetland,Water,Wetland,Wetland
893,Cropland,Wetland,Wetland,Water,Wetland,Water
894,Cropland,Wetland,Wetland,Water,Wetland,Forest
895,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
896,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
897,Cropland,Wetland,Water,Water,Water,Wetland
898,Cropland,Wetland,Water,Water,Water,Water
899,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
900,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
901,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
902,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
903,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
904,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
905,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
906,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Water
907,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
908,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
909,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
910,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
911,Cropland,Wetland,Forest,Water,Non_Wetland,Water
912,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
913,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
914,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
915,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
916,Cropland,Bareland,Grassland,NULL,Non_Wetland,Wetland
917,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
918,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
919,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
920,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
921,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
922,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
923,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
924,Cropland,Bareland,Cropland,NULL,Non_Wetland,Wetland
925,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
926,Cropland,Bareland,Wetland,Water,Wetland,Wetland
927,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
928,Cropland,Bareland,Water,NULL,Water,Grassland
929,Cropland,Bareland,Water,NULL,Water,Wetland
930,Cropland,Bareland,Water,NULL,Water,Bareland
931,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
932,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
933,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
934,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
935,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
936,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
937,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
938,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
939,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
940,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
941,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
942,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
943,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
944,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
946,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
947,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
948,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
949,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
950,Cropland,Built-up,Wetland,Water,Wetland,Grassland
951,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
952,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
953,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
954,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
955,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
956,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
957,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
958,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
959,Cropland,Water,NULL,NULL,Non_Wetland,Forest
960,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
961,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
962,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
963,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
964,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
965,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
966,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
967,Cropland,Water,Shrubland,Water,Non_Wetland,Water
968,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
969,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
970,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
971,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
972,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
973,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
974,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
975,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
976,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
977,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
978,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
979,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
980,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
981,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
982,Cropland,Water,Cropland,NULL,Non_Wetland,Water
983,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
984,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
985,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
986,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
987,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
988,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
989,Cropland,Water,Cropland,Water,Non_Wetland,Water
990,Cropland,Water,Cropland,Water,Non_Wetland,Forest
991,Cropland,Water,Wetland,NULL,Wetland,Forest
992,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
993,Cropland,Water,Wetland,Non_Water,Wetland,Forest
994,Cropland,Water,Wetland,Water,Wetland,Grassland
995,Cropland,Water,Wetland,Water,Wetland,Cropland
996,Cropland,Water,Wetland,Water,Wetland,Wetland
997,Cropland,Water,Wetland,Water,Wetland,Water
998,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
999,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1000,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1001,Cropland,Water,Built-up,Water,Non_Wetland,Grassland
1002,Cropland,Water,Water,NULL,Water,Grassland
1003,Cropland,Water,Water,NULL,Water,Bareland
1004,Cropland,Water,Water,NULL,Water,Forest
1005,Cropland,Water,Water,Water,Water,Wetland
1006,Cropland,Water,Water,Water,Water,Water
1007,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1008,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1009,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1010,Cropland,Water,Forest,Water,Non_Wetland,Wetland
1011,Cropland,Water,Forest,Water,Non_Wetland,Water
1012,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1013,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1014,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1015,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1016,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1017,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1018,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1019,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1020,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1021,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1022,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1023,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1024,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1025,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1026,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1027,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1028,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1029,Cropland,Forest,Wetland,NULL,Wetland,Forest
1030,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1031,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1032,Cropland,Forest,Water,NULL,Water,Grassland
1033,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1034,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1035,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1036,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1037,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1038,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
1039,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1040,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1041,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1042,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1043,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1044,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1045,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1046,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1047,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1048,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1049,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1050,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1051,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1052,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1053,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1054,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1055,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1056,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1057,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1058,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1059,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1060,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1061,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1062,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1063,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1064,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1065,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1066,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1067,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1068,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1069,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1070,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1071,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1072,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1073,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1074,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1075,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1076,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1077,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1078,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1079,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1080,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1081,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1082,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
1083,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1084,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1085,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1086,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1087,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1088,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1089,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1090,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1091,Wetland,NULL,Wetland,NULL,Wetland,Water
1092,Wetland,NULL,Wetland,NULL,Wetland,Forest
1093,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1094,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1095,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1096,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1097,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1098,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1099,Wetland,NULL,Wetland,Water,Wetland,Grassland
1100,Wetland,NULL,Wetland,Water,Wetland,Cropland
1101,Wetland,NULL,Wetland,Water,Wetland,Wetland
1102,Wetland,NULL,Wetland,Water,Wetland,Water
1103,Wetland,NULL,Wetland,Water,Wetland,Forest
1104,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1105,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1106,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1107,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1108,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1109,Wetland,NULL,Water,Water,Water,Grassland
1110,Wetland,NULL,Water,Water,Water,Cropland
1111,Wetland,NULL,Water,Water,Water,Wetland
1112,Wetland,NULL,Water,Water,Water,Water
1113,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1114,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1115,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1116,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1117,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1118,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1119,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1120,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1121,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1122,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1123,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1124,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1125,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1126,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1127,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1128,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1129,Wetland,NULL,Forest,Water,Non_Wetland,Water
1130,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1131,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1132,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1133,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1134,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1135,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1136,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1137,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1138,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
1139,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1140,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1141,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1142,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1143,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1144,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1145,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1146,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1147,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1148,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1149,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1150,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1151,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1152,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1153,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1154,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1155,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1156,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1157,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1158,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1159,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1160,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1161,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1162,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1163,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1164,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1165,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1166,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1167,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1168,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1169,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1170,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1171,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1172,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1173,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1174,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1175,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1176,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1177,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1178,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1179,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1180,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1181,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1182,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1183,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1184,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1185,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1186,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1187,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1188,Wetland,Cropland,Wetland,Water,Wetland,Water
1189,Wetland,Cropland,Wetland,Water,Wetland,Forest
1190,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1191,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1192,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1193,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1194,Wetland,Cropland,Water,Non_Water,Water,Wetland
1195,Wetland,Cropland,Water,Water,Water,Grassland
1196,Wetland,Cropland,Water,Water,Water,Cropland
1197,Wetland,Cropland,Water,Water,Water,Wetland
1198,Wetland,Cropland,Water,Water,Water,Water
1199,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1200,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1201,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1202,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1203,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1204,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1205,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1206,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1207,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1208,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1209,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1210,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1211,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1212,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1213,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1214,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1215,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1216,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1217,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1218,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1219,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1220,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1221,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1222,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1223,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1224,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1225,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1226,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1227,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1228,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1229,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1230,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1231,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1232,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1233,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1234,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1235,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1236,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1237,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1238,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1239,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1240,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1241,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1242,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1243,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1244,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1245,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1246,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1247,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1248,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1249,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1250,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1251,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1252,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
1253,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1254,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1255,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1256,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1257,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1258,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1259,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1260,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1261,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1262,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1263,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1264,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1265,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1266,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1267,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1268,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1269,Wetland,Wetland,Wetland,NULL,Wetland,Water
1270,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1271,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1272,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1273,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1274,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1275,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1276,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
