Value,AFRICA_2024_DynamicWorld_2024_37PER_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PER_M_R,AFRICA_2024_GLC_FCS30D_2022_37PER_M_R,AFRICA_2024_GSW_Yearly_2021_37PER_M_R,AFRICA_2024_GWL_FCS30D_2022_37PER_M_R,AFRICA_2024_WorldCover_2021_37PER_M_R
841,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
842,Bareland,NULL,Grassland,Water,Non_Wetland,Water
843,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
844,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
845,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
846,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
847,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
848,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
849,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
850,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
851,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
852,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
853,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
854,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
855,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
856,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
857,Bareland,NULL,Cropland,Water,Non_Wetland,Water
858,Bareland,NULL,Wetland,NULL,Wetland,Grassland
859,Bareland,NULL,Wetland,NULL,Wetland,Cropland
860,Bareland,NULL,Wetland,NULL,Wetland,Bareland
861,Bareland,NULL,Wetland,NULL,Wetland,Water
862,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
863,Bareland,NULL,Wetland,Water,Wetland,Grassland
864,Bareland,NULL,Wetland,Water,Wetland,Cropland
865,Bareland,NULL,Wetland,Water,Wetland,Bareland
866,Bareland,NULL,Wetland,Water,Wetland,Water
867,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
868,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
869,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
870,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
871,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
872,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
873,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
874,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
875,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
876,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
877,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
878,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
879,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
880,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
881,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
882,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
883,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
884,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
885,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
886,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
887,Bareland,NULL,Bareland,Water,Non_Wetland,Water
888,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
889,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
890,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
891,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
892,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
893,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
894,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
895,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
896,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
897,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
898,Bareland,NULL,Built-up,Water,Non_Wetland,Water
899,Bareland,NULL,Water,NULL,Water,NULL
900,Bareland,NULL,Water,NULL,Water,Grassland
901,Bareland,NULL,Water,NULL,Water,Cropland
902,Bareland,NULL,Water,NULL,Water,Bareland
903,Bareland,NULL,Water,NULL,Water,Water
904,Bareland,NULL,Water,Non_Water,Water,Cropland
905,Bareland,NULL,Water,Water,Water,Grassland
906,Bareland,NULL,Water,Water,Water,Cropland
907,Bareland,NULL,Water,Water,Water,Bareland
908,Bareland,NULL,Water,Water,Water,Water
909,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
910,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
911,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
912,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
913,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
914,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
915,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
916,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
917,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
918,Bareland,NULL,Forest,Water,Non_Wetland,Water
919,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
920,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
921,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
922,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
923,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
924,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
925,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
926,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
927,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
928,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
929,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
930,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
931,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
932,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
933,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
934,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
935,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
936,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
937,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
938,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
939,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
940,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
941,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
942,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
943,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
944,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL
945,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
946,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
947,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
948,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
949,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
950,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
951,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
953,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
954,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
955,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
956,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
957,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
958,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
959,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
960,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
961,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
962,Bareland,Cropland,Wetland,Water,Wetland,Cropland
963,Bareland,Cropland,Wetland,Water,Wetland,Bareland
964,Bareland,Cropland,Wetland,Water,Wetland,Water
965,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
966,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
967,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
968,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
969,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
970,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
971,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
972,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
973,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
974,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
975,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
976,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
977,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
978,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
979,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
980,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
981,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
982,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
983,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
984,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
985,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
986,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
987,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
988,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
989,Bareland,Cropland,Water,NULL,Water,Cropland
990,Bareland,Cropland,Water,Water,Water,NULL
991,Bareland,Cropland,Water,Water,Water,Cropland
992,Bareland,Cropland,Water,Water,Water,Water
993,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
994,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
995,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
996,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
997,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
998,Bareland,Cropland,Forest,Water,Non_Wetland,Water
999,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1000,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1001,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1002,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1003,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1004,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1005,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1006,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1007,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1008,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1009,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1010,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1011,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1012,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1013,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1014,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1015,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1016,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1017,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1018,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1019,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1020,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1021,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1022,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1023,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1024,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1025,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1026,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1027,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1028,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1029,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1030,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1031,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1032,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1033,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1034,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1035,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1036,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1037,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1038,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1039,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1040,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1041,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1042,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1043,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1044,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1045,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1046,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1047,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1048,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1049,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1050,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1051,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1052,Bareland,Built-up,Grassland,Water,Non_Wetland,Cropland
1053,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1054,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1055,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1056,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1057,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1058,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1059,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1060,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1061,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1062,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1063,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1064,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1065,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1066,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1067,Bareland,Built-up,Bareland,Water,Non_Wetland,Cropland
1068,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1069,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1070,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1071,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1072,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1073,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1074,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1075,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
1076,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1077,Bareland,Water,NULL,Water,Non_Wetland,Cropland
1078,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1079,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1080,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1081,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1082,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1083,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1084,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1085,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1086,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1087,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1088,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1089,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1090,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1091,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1092,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1093,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1094,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1095,Bareland,Water,Grassland,Water,Non_Wetland,Water
1096,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1097,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1098,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1099,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1100,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1101,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1102,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1103,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1104,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1105,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1106,Bareland,Water,Cropland,Water,Non_Wetland,Water
1107,Bareland,Water,Wetland,NULL,Wetland,Cropland
1108,Bareland,Water,Wetland,NULL,Wetland,Bareland
1109,Bareland,Water,Wetland,NULL,Wetland,Water
1110,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1111,Bareland,Water,Wetland,Water,Wetland,Grassland
1112,Bareland,Water,Wetland,Water,Wetland,Cropland
1113,Bareland,Water,Wetland,Water,Wetland,Bareland
1114,Bareland,Water,Wetland,Water,Wetland,Water
1115,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1116,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1117,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1118,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1119,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1120,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1121,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1122,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1123,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1124,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1125,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1126,Bareland,Water,Bareland,Water,Non_Wetland,Water
1127,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1128,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1129,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1130,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1131,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
1132,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1133,Bareland,Water,Built-up,Water,Non_Wetland,Water
1134,Bareland,Water,Water,NULL,Water,Grassland
1135,Bareland,Water,Water,Non_Water,Water,Cropland
1136,Bareland,Water,Water,Water,Water,NULL
1137,Bareland,Water,Water,Water,Water,Cropland
1138,Bareland,Water,Water,Water,Water,Water
1139,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1140,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1141,Bareland,Water,Forest,Water,Non_Wetland,Water
1142,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1143,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1144,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1145,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1146,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1147,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1148,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1149,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1150,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1151,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1152,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1153,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1154,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1155,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1156,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1157,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1158,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1159,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1160,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1161,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
1162,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1163,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1164,Water,NULL,NULL,NULL,Non_Wetland,NULL
1165,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1166,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1167,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1168,Water,NULL,NULL,NULL,Non_Wetland,Water
1169,Water,NULL,NULL,NULL,Non_Wetland,Forest
1170,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1171,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1172,Water,NULL,NULL,Water,Non_Wetland,Grassland
1173,Water,NULL,NULL,Water,Non_Wetland,Cropland
1174,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1175,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1176,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1177,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1178,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1179,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1180,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1181,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1182,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1183,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1184,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1185,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1186,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1187,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1188,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1189,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1190,Water,NULL,Grassland,NULL,Non_Wetland,Water
1191,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1192,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1193,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1194,Water,NULL,Grassland,Water,Non_Wetland,NULL
1195,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1196,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1197,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1198,Water,NULL,Grassland,Water,Non_Wetland,Water
1199,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1200,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1201,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1202,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1203,Water,NULL,Cropland,NULL,Non_Wetland,Water
1204,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1205,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1206,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1207,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1208,Water,NULL,Cropland,Water,Non_Wetland,NULL
1209,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1210,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1211,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1212,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1213,Water,NULL,Cropland,Water,Non_Wetland,Water
1214,Water,NULL,Wetland,NULL,Wetland,Grassland
1215,Water,NULL,Wetland,NULL,Wetland,Cropland
1216,Water,NULL,Wetland,NULL,Wetland,Water
1217,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1218,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1219,Water,NULL,Wetland,Water,Wetland,NULL
1220,Water,NULL,Wetland,Water,Wetland,Grassland
1221,Water,NULL,Wetland,Water,Wetland,Cropland
1222,Water,NULL,Wetland,Water,Wetland,Wetland
1223,Water,NULL,Wetland,Water,Wetland,Bareland
1224,Water,NULL,Wetland,Water,Wetland,Water
1225,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1226,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1227,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1228,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1229,Water,NULL,Bareland,NULL,Non_Wetland,Water
1230,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1231,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1232,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1233,Water,NULL,Bareland,Water,Non_Wetland,NULL
1234,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1235,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1236,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1237,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1238,Water,NULL,Bareland,Water,Non_Wetland,Water
1239,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1240,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1241,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1242,Water,NULL,Built-up,NULL,Non_Wetland,Water
1243,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1244,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1245,Water,NULL,Built-up,Water,Non_Wetland,Water
1246,Water,NULL,Water,NULL,Water,NULL
1247,Water,NULL,Water,NULL,Water,Grassland
1248,Water,NULL,Water,NULL,Water,Cropland
1249,Water,NULL,Water,NULL,Water,Bareland
1250,Water,NULL,Water,NULL,Water,Water
1251,Water,NULL,Water,NULL,Water,Forest
1252,Water,NULL,Water,Water,Water,NULL
1253,Water,NULL,Water,Water,Water,Grassland
1254,Water,NULL,Water,Water,Water,Cropland
1255,Water,NULL,Water,Water,Water,Wetland
1256,Water,NULL,Water,Water,Water,Water
1257,Water,NULL,Forest,NULL,Non_Wetland,NULL
1258,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1259,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1260,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1261,Water,NULL,Forest,NULL,Non_Wetland,Forest
1262,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1263,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1264,Water,NULL,Forest,Water,Non_Wetland,NULL
1265,Water,NULL,Forest,Water,Non_Wetland,Grassland
1266,Water,NULL,Forest,Water,Non_Wetland,Cropland
1267,Water,NULL,Forest,Water,Non_Wetland,Wetland
1268,Water,NULL,Forest,Water,Non_Wetland,Bareland
1269,Water,NULL,Forest,Water,Non_Wetland,Water
