Value,AFRICA_2024_DynamicWorld_2024_37NEG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,AFRICA_2024_WorldCover_2021_37NEG_M_R
854,Wetland,Water,Forest,Water,Non_Wetland,Forest
855,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
856,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
857,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
858,Wetland,Forest,Wetland,NULL,Wetland,Forest
859,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
860,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
861,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
862,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
863,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
864,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
865,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
866,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
867,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
868,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
869,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
870,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
871,Bareland,NULL,NULL,Water,Non_Wetland,Water
872,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
879,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
880,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
881,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
882,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
883,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
884,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
885,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
886,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
887,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
888,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
889,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
890,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
891,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
892,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
893,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
894,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
895,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
896,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
897,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
898,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
899,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
900,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
901,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
902,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
903,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
904,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
905,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
906,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
907,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
908,Bareland,NULL,Wetland,NULL,Wetland,Grassland
909,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
910,Bareland,NULL,Wetland,Water,Wetland,Cropland
911,Bareland,NULL,Wetland,Water,Wetland,Bareland
912,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
913,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
914,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
915,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
916,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
917,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
918,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
919,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
920,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
921,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
922,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
923,Bareland,NULL,Bareland,Water,Non_Wetland,Water
924,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
925,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
926,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
927,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
928,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
929,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
930,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
931,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
932,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
933,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
934,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
935,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
936,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
937,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
938,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
939,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
940,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
941,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
942,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
943,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
944,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
945,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
946,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
947,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
948,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
949,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
950,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
951,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
953,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
954,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
955,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
956,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
957,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
958,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
959,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
960,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
961,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
962,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
963,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
964,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
965,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
966,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
967,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
968,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
969,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
970,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
971,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
972,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
973,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
974,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
975,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
976,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
977,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
978,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
979,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
980,Bareland,Bareland,Wetland,Water,Wetland,Bareland
981,Bareland,Bareland,Wetland,Water,Wetland,Water
982,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
983,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
984,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
985,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
986,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
987,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
988,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
989,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
990,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
991,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
992,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
993,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
994,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
995,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
996,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
997,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
998,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
999,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1000,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1001,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1002,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1003,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1004,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1005,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1006,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1007,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1008,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1009,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1010,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1011,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1012,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1013,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1014,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1015,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1016,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1017,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1018,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1019,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1020,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1021,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1022,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1023,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1024,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1025,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1026,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1027,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1028,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1029,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1030,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1031,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1032,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1033,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1034,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1035,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1036,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1037,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1038,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1039,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1040,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1041,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1042,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1043,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1044,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1045,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1046,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1047,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1048,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1049,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1050,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1051,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1052,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1053,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1054,Bareland,Water,Grassland,Water,Non_Wetland,Water
1055,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1056,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1057,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1058,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1059,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1060,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1061,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1062,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1063,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1064,Bareland,Water,Cropland,Water,Non_Wetland,Water
1065,Bareland,Water,Wetland,NULL,Wetland,Bareland
1066,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1067,Bareland,Water,Wetland,Non_Water,Wetland,Water
1068,Bareland,Water,Wetland,Water,Wetland,Cropland
1069,Bareland,Water,Wetland,Water,Wetland,Water
1070,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1071,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1072,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1073,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1074,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1075,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1076,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1077,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1078,Bareland,Water,Bareland,Water,Non_Wetland,Water
1079,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1080,Bareland,Water,Water,Water,Water,Bareland
1081,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1082,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1083,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1084,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1085,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1086,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1087,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1088,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1089,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1090,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1091,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1092,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1093,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1094,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1095,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1096,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1097,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1098,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1099,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1100,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1101,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1102,Water,NULL,NULL,NULL,Non_Wetland,NULL
1103,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1104,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1105,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1106,Water,NULL,NULL,NULL,Non_Wetland,Water
1107,Water,NULL,NULL,NULL,Non_Wetland,Forest
1108,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1109,Water,NULL,NULL,Water,Non_Wetland,Grassland
1110,Water,NULL,NULL,Water,Non_Wetland,Cropland
1111,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1112,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1113,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1114,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1115,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1116,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1117,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1118,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1119,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1120,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1121,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1122,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1123,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1124,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1125,Water,NULL,Shrubland,Water,Non_Wetland,Water
1126,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1127,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1128,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1129,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1130,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1131,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1132,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1133,Water,NULL,Grassland,Water,Non_Wetland,Water
1134,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1135,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1136,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1137,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1138,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1139,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1140,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1141,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1142,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1143,Water,NULL,Cropland,Water,Non_Wetland,Forest
1144,Water,NULL,Wetland,NULL,Wetland,Grassland
1145,Water,NULL,Wetland,NULL,Wetland,Cropland
1146,Water,NULL,Wetland,NULL,Wetland,Bareland
1147,Water,NULL,Wetland,NULL,Wetland,Forest
1148,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1149,Water,NULL,Wetland,Non_Water,Wetland,Forest
1150,Water,NULL,Wetland,Water,Wetland,Grassland
1151,Water,NULL,Wetland,Water,Wetland,Cropland
1152,Water,NULL,Wetland,Water,Wetland,Bareland
1153,Water,NULL,Wetland,Water,Wetland,Water
1154,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1155,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1156,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1157,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1158,Water,NULL,Bareland,NULL,Non_Wetland,Water
1159,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1160,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1161,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1162,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1163,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1164,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1165,Water,NULL,Bareland,Water,Non_Wetland,NULL
1166,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1167,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1168,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1169,Water,NULL,Bareland,Water,Non_Wetland,Water
1170,Water,NULL,Bareland,Water,Non_Wetland,Forest
1171,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1172,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1173,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1174,Water,NULL,Water,NULL,Water,Cropland
1175,Water,NULL,Water,Water,Water,Grassland
1176,Water,NULL,Water,Water,Water,Cropland
1177,Water,NULL,Water,Water,Water,Bareland
1178,Water,NULL,Forest,NULL,Non_Wetland,NULL
1179,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1180,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1181,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1182,Water,NULL,Forest,NULL,Non_Wetland,Water
1183,Water,NULL,Forest,NULL,Non_Wetland,Forest
1184,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1185,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1186,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1187,Water,NULL,Forest,Water,Non_Wetland,Grassland
1188,Water,NULL,Forest,Water,Non_Wetland,Cropland
1189,Water,NULL,Forest,Water,Non_Wetland,Bareland
1190,Water,NULL,Forest,Water,Non_Wetland,Forest
1191,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1192,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1193,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1194,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1195,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1196,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1197,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1198,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1199,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1200,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1201,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1202,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1203,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1204,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1205,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1206,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1207,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1208,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1209,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1210,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1211,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1212,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1213,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1214,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1215,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1216,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1217,Water,Cropland,Wetland,NULL,Wetland,Grassland
1218,Water,Cropland,Wetland,NULL,Wetland,Cropland
1219,Water,Cropland,Wetland,NULL,Wetland,Forest
1220,Water,Cropland,Wetland,Water,Wetland,Cropland
1221,Water,Cropland,Wetland,Water,Wetland,Bareland
1222,Water,Cropland,Wetland,Water,Wetland,Water
1223,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1224,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1225,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1226,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1227,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1228,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1229,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1230,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1231,Water,Cropland,Bareland,Water,Non_Wetland,Water
1232,Water,Cropland,Water,Non_Water,Water,Water
1233,Water,Cropland,Water,Water,Water,Grassland
1234,Water,Cropland,Water,Water,Water,Cropland
1235,Water,Cropland,Water,Water,Water,Water
1236,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1237,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1238,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1239,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1240,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1241,Water,Cropland,Forest,NULL,Non_Wetland,Water
1242,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1243,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1244,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1245,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1246,Water,Bareland,Grassland,Water,Non_Wetland,Water
1247,Water,Bareland,Wetland,Water,Wetland,Cropland
1248,Water,Bareland,Wetland,Water,Wetland,Water
1249,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1250,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1251,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1252,Water,Bareland,Bareland,Water,Non_Wetland,Water
1253,Water,Bareland,Water,Water,Water,Water
1254,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1255,Water,Water,NULL,NULL,Non_Wetland,NULL
1256,Water,Water,NULL,NULL,Non_Wetland,Grassland
1257,Water,Water,NULL,NULL,Non_Wetland,Cropland
1258,Water,Water,NULL,NULL,Non_Wetland,Bareland
1259,Water,Water,NULL,NULL,Non_Wetland,Water
1260,Water,Water,NULL,NULL,Non_Wetland,Forest
1261,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1262,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1263,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1264,Water,Water,NULL,Non_Water,Non_Wetland,Water
1265,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1266,Water,Water,NULL,Water,Non_Wetland,NULL
1267,Water,Water,NULL,Water,Non_Wetland,Grassland
1268,Water,Water,NULL,Water,Non_Wetland,Cropland
1269,Water,Water,NULL,Water,Non_Wetland,Bareland
1270,Water,Water,NULL,Water,Non_Wetland,Water
1271,Water,Water,NULL,Water,Non_Wetland,Forest
1272,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1273,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1274,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1275,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1276,Water,Water,Shrubland,NULL,Non_Wetland,Water
1277,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1278,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1279,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1280,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1281,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
