Value,AFRICA_2024_DynamicWorld_2024_37PBT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBT_M_R,AFRICA_2024_GSW_Yearly_2021_37PBT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBT_M_R,AFRICA_2024_WorldCover_2021_37PBT_M_R
839,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
840,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
841,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
842,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
843,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
844,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
845,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
846,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
847,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
848,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
849,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
850,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
851,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
852,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
853,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
854,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
855,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
856,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
857,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
858,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
859,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
860,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
861,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
862,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
863,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
864,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
865,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
866,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
867,Forest,NULL,Forest,NULL,Non_Wetland,NULL
868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
869,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
870,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
871,Forest,NULL,Forest,NULL,Non_Wetland,Forest
872,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
873,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
874,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
875,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
876,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
877,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
878,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
879,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
880,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
881,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
882,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
883,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
884,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
885,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
886,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
887,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
888,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
889,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
890,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
891,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
892,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
893,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
894,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
895,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
896,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
897,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
898,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
899,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
900,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
901,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
902,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
903,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
904,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
905,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
906,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
907,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
908,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
909,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
910,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
911,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
912,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
913,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
914,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
915,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
916,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
917,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
918,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
919,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
920,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
921,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
922,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
923,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
924,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
925,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
926,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
927,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
928,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
929,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
930,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
931,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
932,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
933,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
934,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
935,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
936,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
937,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
938,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
939,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
940,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
941,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
942,Forest,Water,Grassland,NULL,Non_Wetland,Forest
943,Forest,Water,Cropland,NULL,Non_Wetland,Forest
944,Forest,Forest,NULL,NULL,Non_Wetland,NULL
945,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
946,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
947,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
948,Forest,Forest,NULL,NULL,Non_Wetland,Forest
949,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
950,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
951,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
952,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
953,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
954,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
955,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
956,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
957,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
958,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
959,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
960,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
961,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
962,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
963,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
964,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
965,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
966,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
967,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
968,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
969,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
970,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
971,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
972,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
973,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
974,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
975,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
976,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
977,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
978,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
979,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
980,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
981,Forest,Forest,Forest,NULL,Non_Wetland,NULL
982,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
983,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
984,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
985,Forest,Forest,Forest,NULL,Non_Wetland,Forest
986,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
