Value,AFRICA_2024_DynamicWorld_2024_37PFP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,AFRICA_2024_WorldCover_2021_37PFP_M_R
839,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
840,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
841,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
842,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
843,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
844,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
845,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
846,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
847,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
848,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
849,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
850,Bareland,Cropland,Wetland,NULL,Wetland,Forest
851,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
852,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
853,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
854,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
855,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
856,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
857,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
858,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
859,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
860,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
861,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
862,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
863,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water
864,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
865,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
866,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
867,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
868,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
869,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
870,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
871,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
872,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
873,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
874,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
875,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
876,Bareland,Wetland,Bareland,NULL,Non_Wetland,Cropland
877,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
878,Bareland,Wetland,Bareland,Water,Non_Wetland,Cropland
879,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
880,Bareland,Wetland,Water,NULL,Water,Bareland
881,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
882,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
883,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
884,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
885,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
886,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
887,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
888,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
889,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
890,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
891,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
892,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
893,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
894,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
895,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
896,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
897,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
898,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
899,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
900,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
901,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
902,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
903,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
904,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
905,Bareland,Bareland,Wetland,NULL,Wetland,Water
906,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
907,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
908,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
909,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
910,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
911,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
912,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
913,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
914,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
915,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
916,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
917,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
918,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
919,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
920,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
921,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
922,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
923,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
924,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
925,Bareland,Bareland,Water,NULL,Water,Bareland
926,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
927,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
928,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
929,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
930,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
931,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
932,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
933,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
934,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
935,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
936,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
937,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
938,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
939,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
940,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
941,Bareland,Water,Wetland,NULL,Wetland,NULL
942,Bareland,Water,Wetland,NULL,Wetland,Wetland
943,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
944,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
945,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
946,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
947,Bareland,Water,Bareland,NULL,Non_Wetland,Water
948,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
949,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
950,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
951,Bareland,Water,Built-up,NULL,Non_Wetland,Water
952,Bareland,Water,Water,NULL,Water,Bareland
953,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
954,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
955,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
956,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
957,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
958,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
959,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
960,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
961,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
962,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
963,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
964,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
965,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
966,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
967,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
968,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
969,Bareland,Forest,Wetland,NULL,Wetland,Wetland
970,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
971,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
972,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
973,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
974,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
975,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
976,Water,NULL,NULL,NULL,Non_Wetland,NULL
977,Water,NULL,NULL,NULL,Non_Wetland,Grassland
978,Water,NULL,NULL,NULL,Non_Wetland,Cropland
979,Water,NULL,NULL,NULL,Non_Wetland,Wetland
980,Water,NULL,NULL,NULL,Non_Wetland,Bareland
981,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
982,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
983,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
984,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
985,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
986,Water,NULL,Shrubland,NULL,Non_Wetland,Water
987,Water,NULL,Shrubland,Water,Non_Wetland,NULL
988,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
989,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
990,Water,NULL,Grassland,NULL,Non_Wetland,NULL
991,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
992,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
993,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
994,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
995,Water,NULL,Grassland,NULL,Non_Wetland,Water
996,Water,NULL,Grassland,NULL,Non_Wetland,Forest
997,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
998,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
999,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1000,Water,NULL,Grassland,Water,Non_Wetland,NULL
1001,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1002,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1003,Water,NULL,Grassland,Water,Non_Wetland,Water
1004,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1005,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1006,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1007,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1008,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1009,Water,NULL,Cropland,NULL,Non_Wetland,Water
1010,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1011,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1012,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1013,Water,NULL,Cropland,Water,Non_Wetland,Water
1014,Water,NULL,Wetland,NULL,Wetland,NULL
1015,Water,NULL,Wetland,NULL,Wetland,Grassland
1016,Water,NULL,Wetland,NULL,Wetland,Cropland
1017,Water,NULL,Wetland,NULL,Wetland,Wetland
1018,Water,NULL,Wetland,NULL,Wetland,Bareland
1019,Water,NULL,Wetland,NULL,Wetland,Water
1020,Water,NULL,Wetland,NULL,Wetland,Forest
1021,Water,NULL,Wetland,Water,Wetland,Wetland
1022,Water,NULL,Wetland,Water,Wetland,Bareland
1023,Water,NULL,Wetland,Water,Wetland,Water
1024,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1025,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1026,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1027,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1028,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1029,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1030,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1031,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1032,Water,NULL,Bareland,NULL,Non_Wetland,Water
1033,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1034,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1035,Water,NULL,Bareland,Water,Non_Wetland,NULL
1036,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1037,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1038,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1039,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1040,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1041,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1042,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1043,Water,NULL,Built-up,NULL,Non_Wetland,Water
1044,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1045,Water,NULL,Water,NULL,Water,Wetland
1046,Water,NULL,Water,NULL,Water,Bareland
1047,Water,NULL,Water,Water,Water,Wetland
1048,Water,NULL,Water,Water,Water,Water
1049,Water,NULL,Forest,NULL,Non_Wetland,NULL
1050,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1051,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1052,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1053,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1054,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1055,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1056,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1057,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1058,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1059,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1060,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1061,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1062,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1063,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1064,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1065,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1066,Water,Cropland,Wetland,NULL,Wetland,NULL
1067,Water,Cropland,Wetland,NULL,Wetland,Grassland
1068,Water,Cropland,Wetland,NULL,Wetland,Wetland
1069,Water,Cropland,Wetland,NULL,Wetland,Bareland
1070,Water,Cropland,Wetland,NULL,Wetland,Water
1071,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1072,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1073,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1074,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1075,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1076,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1077,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1078,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1079,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1080,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1081,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1082,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1083,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1084,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1085,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1086,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1087,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1088,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1089,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1090,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1091,Water,Wetland,Grassland,Water,Non_Wetland,NULL
1092,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
1093,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1094,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1095,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1096,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1097,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1098,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1099,Water,Wetland,Wetland,NULL,Wetland,NULL
1100,Water,Wetland,Wetland,NULL,Wetland,Grassland
1101,Water,Wetland,Wetland,NULL,Wetland,Cropland
1102,Water,Wetland,Wetland,NULL,Wetland,Wetland
1103,Water,Wetland,Wetland,NULL,Wetland,Bareland
1104,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1105,Water,Wetland,Wetland,Water,Wetland,Wetland
1106,Water,Wetland,Wetland,Water,Wetland,Bareland
1107,Water,Wetland,Wetland,Water,Wetland,Water
1108,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1109,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1110,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1111,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1112,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1113,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1114,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1115,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1116,Water,Wetland,Bareland,Water,Non_Wetland,NULL
1117,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1118,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1119,Water,Wetland,Built-up,NULL,Non_Wetland,NULL
1120,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1121,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1122,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1123,Water,Wetland,Water,NULL,Water,Wetland
1124,Water,Wetland,Water,Non_Water,Water,Wetland
1125,Water,Wetland,Water,Water,Water,Wetland
1126,Water,Wetland,Water,Water,Water,Water
1127,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1128,Water,Bareland,NULL,NULL,Non_Wetland,NULL
1129,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1130,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1131,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1132,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1133,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1134,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1135,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
1136,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1137,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1138,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1139,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1140,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1141,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1142,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1143,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1144,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1145,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1146,Water,Bareland,Wetland,NULL,Wetland,Wetland
1147,Water,Bareland,Wetland,NULL,Wetland,Bareland
1148,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1149,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1150,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1151,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1152,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1153,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1154,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1155,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1156,Water,Bareland,Bareland,Water,Non_Wetland,Water
1157,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1158,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
1159,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1160,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1161,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
1162,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1163,Water,Bareland,Water,NULL,Water,Bareland
1164,Water,Bareland,Water,Water,Water,Wetland
1165,Water,Bareland,Water,Water,Water,Water
1166,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1167,Water,Water,NULL,NULL,Non_Wetland,NULL
1168,Water,Water,NULL,NULL,Non_Wetland,Wetland
1169,Water,Water,NULL,NULL,Non_Wetland,Water
1170,Water,Water,NULL,NULL,Non_Wetland,Forest
1171,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1172,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1173,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1174,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1175,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1176,Water,Water,Shrubland,NULL,Non_Wetland,Water
1177,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1178,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1179,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1180,Water,Water,Shrubland,Water,Non_Wetland,Water
1181,Water,Water,Grassland,NULL,Non_Wetland,NULL
1182,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1183,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1184,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1185,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1186,Water,Water,Grassland,NULL,Non_Wetland,Water
1187,Water,Water,Grassland,NULL,Non_Wetland,Forest
1188,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1189,Water,Water,Grassland,Water,Non_Wetland,NULL
1190,Water,Water,Grassland,Water,Non_Wetland,Cropland
1191,Water,Water,Grassland,Water,Non_Wetland,Wetland
1192,Water,Water,Grassland,Water,Non_Wetland,Bareland
1193,Water,Water,Grassland,Water,Non_Wetland,Water
1194,Water,Water,Cropland,NULL,Non_Wetland,NULL
1195,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1196,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1197,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1198,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1199,Water,Water,Cropland,NULL,Non_Wetland,Water
1200,Water,Water,Cropland,NULL,Non_Wetland,Forest
1201,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1202,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1203,Water,Water,Cropland,Water,Non_Wetland,Grassland
1204,Water,Water,Cropland,Water,Non_Wetland,Wetland
1205,Water,Water,Cropland,Water,Non_Wetland,Water
1206,Water,Water,Wetland,NULL,Wetland,NULL
1207,Water,Water,Wetland,NULL,Wetland,Grassland
1208,Water,Water,Wetland,NULL,Wetland,Cropland
1209,Water,Water,Wetland,NULL,Wetland,Wetland
1210,Water,Water,Wetland,NULL,Wetland,Bareland
1211,Water,Water,Wetland,NULL,Wetland,Water
1212,Water,Water,Wetland,NULL,Wetland,Forest
1213,Water,Water,Wetland,Non_Water,Wetland,Wetland
1214,Water,Water,Wetland,Non_Water,Wetland,Bareland
1215,Water,Water,Wetland,Water,Wetland,NULL
1216,Water,Water,Wetland,Water,Wetland,Grassland
1217,Water,Water,Wetland,Water,Wetland,Wetland
1218,Water,Water,Wetland,Water,Wetland,Bareland
1219,Water,Water,Wetland,Water,Wetland,Water
1220,Water,Water,Bareland,NULL,Non_Wetland,NULL
1221,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1222,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1223,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1224,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1225,Water,Water,Bareland,NULL,Non_Wetland,Water
1226,Water,Water,Bareland,NULL,Non_Wetland,Forest
1227,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1228,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1229,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1230,Water,Water,Bareland,Water,Non_Wetland,NULL
1231,Water,Water,Bareland,Water,Non_Wetland,Grassland
1232,Water,Water,Bareland,Water,Non_Wetland,Wetland
1233,Water,Water,Bareland,Water,Non_Wetland,Bareland
1234,Water,Water,Bareland,Water,Non_Wetland,Water
1235,Water,Water,Built-up,NULL,Non_Wetland,NULL
1236,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1237,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1238,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1239,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1240,Water,Water,Built-up,NULL,Non_Wetland,Water
1241,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1242,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1243,Water,Water,Built-up,Water,Non_Wetland,Wetland
1244,Water,Water,Water,NULL,Water,NULL
1245,Water,Water,Water,NULL,Water,Wetland
1246,Water,Water,Water,NULL,Water,Bareland
1247,Water,Water,Water,NULL,Water,Water
1248,Water,Water,Water,Non_Water,Water,NULL
1249,Water,Water,Water,Non_Water,Water,Wetland
1250,Water,Water,Water,Water,Water,NULL
1251,Water,Water,Water,Water,Water,Grassland
1252,Water,Water,Water,Water,Water,Wetland
1253,Water,Water,Water,Water,Water,Bareland
1254,Water,Water,Water,Water,Water,Water
1255,Water,Water,Forest,NULL,Non_Wetland,NULL
1256,Water,Water,Forest,NULL,Non_Wetland,Grassland
1257,Water,Water,Forest,NULL,Non_Wetland,Wetland
1258,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1259,Water,Water,Forest,Water,Non_Wetland,Wetland
1260,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1261,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1262,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1263,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1264,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1265,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1266,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1267,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1268,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1269,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1270,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1271,Water,Forest,Wetland,NULL,Wetland,NULL
1272,Water,Forest,Wetland,NULL,Wetland,Grassland
1273,Water,Forest,Wetland,NULL,Wetland,Wetland
1274,Water,Forest,Wetland,NULL,Wetland,Forest
1275,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1276,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1277,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1278,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
