Value,AFRICA_2024_DynamicWorld_2024_37NFH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFH_M_R,AFRICA_2024_GSW_Yearly_2021_37NFH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFH_M_R,AFRICA_2024_WorldCover_2021_37NFH_M_R
835,Water,NULL,Shrubland,NULL,Non_Wetland,Water
836,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
837,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
838,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
839,Water,NULL,Grassland,NULL,Non_Wetland,NULL
840,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
841,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
842,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
843,Water,NULL,Grassland,Water,Non_Wetland,Bareland
844,Water,NULL,Cropland,NULL,Non_Wetland,NULL
845,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
846,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
847,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
848,Water,NULL,Cropland,NULL,Non_Wetland,Forest
849,Water,NULL,Cropland,Water,Non_Wetland,Grassland
850,Water,NULL,Wetland,Water,Wetland,Cropland
851,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
852,Water,NULL,Bareland,NULL,Non_Wetland,NULL
853,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
854,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
855,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
856,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
857,Water,NULL,Bareland,NULL,Non_Wetland,Water
858,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
859,Water,NULL,Bareland,Water,Non_Wetland,Cropland
860,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
861,Water,NULL,Water,NULL,Water,Wetland
862,Water,NULL,Water,NULL,Water,Water
863,Water,NULL,Forest,NULL,Non_Wetland,NULL
864,Water,NULL,Forest,NULL,Non_Wetland,Grassland
865,Water,NULL,Forest,NULL,Non_Wetland,Cropland
866,Water,NULL,Forest,NULL,Non_Wetland,Wetland
867,Water,NULL,Forest,NULL,Non_Wetland,Bareland
868,Water,NULL,Forest,NULL,Non_Wetland,Forest
869,Water,NULL,Forest,Water,Non_Wetland,Wetland
870,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
871,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
872,Water,Cropland,NULL,NULL,Non_Wetland,Forest
873,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
874,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
875,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
876,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
877,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
878,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
879,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
880,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
881,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
882,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
883,Water,Cropland,Cropland,NULL,Non_Wetland,Water
884,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
885,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
886,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
887,Water,Cropland,Cropland,Water,Non_Wetland,Water
888,Water,Cropland,Wetland,NULL,Wetland,Cropland
889,Water,Cropland,Wetland,NULL,Wetland,Wetland
890,Water,Cropland,Wetland,NULL,Wetland,Water
891,Water,Cropland,Wetland,Water,Wetland,Cropland
892,Water,Cropland,Wetland,Water,Wetland,Water
893,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
894,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
895,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
896,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
897,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
898,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
899,Water,Cropland,Bareland,NULL,Non_Wetland,Water
900,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
901,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
902,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
903,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
904,Water,Cropland,Water,NULL,Water,Grassland
905,Water,Cropland,Water,NULL,Water,Water
906,Water,Cropland,Water,Water,Water,Grassland
907,Water,Cropland,Water,Water,Water,Cropland
908,Water,Cropland,Water,Water,Water,Water
909,Water,Cropland,Water,Water,Water,Forest
910,Water,Cropland,Forest,NULL,Non_Wetland,NULL
911,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
912,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
913,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
914,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
915,Water,Cropland,Forest,NULL,Non_Wetland,Forest
916,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
917,Water,Wetland,Wetland,NULL,Wetland,Wetland
918,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
919,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
920,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
921,Water,Wetland,Forest,Water,Non_Wetland,Wetland
922,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
923,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
924,Water,Built-up,Cropland,NULL,Non_Wetland,Water
925,Water,Built-up,Cropland,Water,Non_Wetland,Water
926,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
927,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
928,Water,Water,NULL,NULL,Non_Wetland,NULL
929,Water,Water,NULL,NULL,Non_Wetland,Grassland
930,Water,Water,NULL,NULL,Non_Wetland,Cropland
931,Water,Water,NULL,NULL,Non_Wetland,Wetland
932,Water,Water,NULL,NULL,Non_Wetland,Forest
933,Water,Water,Shrubland,NULL,Non_Wetland,NULL
934,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
935,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
936,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
937,Water,Water,Shrubland,NULL,Non_Wetland,Water
938,Water,Water,Shrubland,NULL,Non_Wetland,Forest
939,Water,Water,Shrubland,Water,Non_Wetland,Grassland
940,Water,Water,Shrubland,Water,Non_Wetland,Bareland
941,Water,Water,Shrubland,Water,Non_Wetland,Water
942,Water,Water,Grassland,NULL,Non_Wetland,Grassland
943,Water,Water,Grassland,NULL,Non_Wetland,Bareland
944,Water,Water,Grassland,NULL,Non_Wetland,Water
945,Water,Water,Grassland,Water,Non_Wetland,Water
946,Water,Water,Cropland,NULL,Non_Wetland,NULL
947,Water,Water,Cropland,NULL,Non_Wetland,Grassland
948,Water,Water,Cropland,NULL,Non_Wetland,Cropland
949,Water,Water,Cropland,NULL,Non_Wetland,Built-up
950,Water,Water,Cropland,NULL,Non_Wetland,Forest
951,Water,Water,Cropland,Water,Non_Wetland,Water
952,Water,Water,Wetland,Water,Wetland,Cropland
953,Water,Water,Wetland,Water,Wetland,Water
954,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
955,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
956,Water,Water,Bareland,NULL,Non_Wetland,Grassland
957,Water,Water,Bareland,NULL,Non_Wetland,Cropland
958,Water,Water,Bareland,NULL,Non_Wetland,Bareland
959,Water,Water,Bareland,NULL,Non_Wetland,Built-up
960,Water,Water,Bareland,NULL,Non_Wetland,Water
961,Water,Water,Bareland,Water,Non_Wetland,Water
962,Water,Water,Built-up,NULL,Non_Wetland,Grassland
963,Water,Water,Built-up,NULL,Non_Wetland,Cropland
964,Water,Water,Built-up,NULL,Non_Wetland,Built-up
965,Water,Water,Water,NULL,Water,Cropland
966,Water,Water,Water,NULL,Water,Wetland
967,Water,Water,Water,NULL,Water,Bareland
968,Water,Water,Water,NULL,Water,Water
969,Water,Water,Water,Water,Water,Cropland
970,Water,Water,Water,Water,Water,Water
971,Water,Water,Forest,NULL,Non_Wetland,NULL
972,Water,Water,Forest,NULL,Non_Wetland,Grassland
973,Water,Water,Forest,NULL,Non_Wetland,Cropland
974,Water,Water,Forest,NULL,Non_Wetland,Wetland
975,Water,Water,Forest,NULL,Non_Wetland,Forest
976,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
977,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
978,Water,Water,Forest,Water,Non_Wetland,Wetland
979,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
980,Water,Forest,Cropland,NULL,Non_Wetland,Forest
981,Water,Forest,Forest,NULL,Non_Wetland,NULL
982,Water,Forest,Forest,NULL,Non_Wetland,Grassland
983,Water,Forest,Forest,NULL,Non_Wetland,Forest
984,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
985,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
986,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
987,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
988,Forest,NULL,NULL,NULL,Non_Wetland,NULL
989,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
990,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
991,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
992,Forest,NULL,NULL,NULL,Non_Wetland,Forest
993,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
994,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
995,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
996,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
997,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
998,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
999,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1000,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1001,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1002,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1003,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1004,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1005,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1006,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1007,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1008,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1009,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1010,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1011,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1012,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1013,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1014,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1015,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1016,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1017,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1018,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1019,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1020,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1021,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1022,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1023,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1024,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1025,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1026,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1027,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1028,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1029,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1030,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1031,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1032,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1033,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1034,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1035,Forest,NULL,Forest,NULL,Non_Wetland,Water
1036,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1037,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1038,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1039,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1040,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1041,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1042,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1043,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1044,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1045,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1046,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1047,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1048,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1049,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1050,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1051,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1052,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1053,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1054,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1055,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1056,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1057,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1058,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1059,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1060,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1061,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1062,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1063,Forest,Cropland,Wetland,NULL,Wetland,Forest
1064,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1065,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1066,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1067,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1068,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1069,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1070,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1071,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1072,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1073,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1074,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1075,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1076,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1077,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1078,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1079,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1080,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1081,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1082,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1083,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1084,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1085,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1086,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1087,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1088,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1089,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1090,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1091,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1092,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1093,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1094,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1095,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1096,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1097,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1098,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1099,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1101,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1102,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1103,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1104,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1105,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1106,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1107,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1108,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1109,Forest,Built-up,Wetland,NULL,Wetland,Forest
1110,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1111,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1112,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1113,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1114,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1115,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1116,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1117,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1118,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1119,Forest,Water,NULL,NULL,Non_Wetland,NULL
1120,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1121,Forest,Water,NULL,NULL,Non_Wetland,Water
1122,Forest,Water,NULL,NULL,Non_Wetland,Forest
1123,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1124,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1125,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1126,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1127,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1128,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1129,Forest,Water,Bareland,NULL,Non_Wetland,Water
1130,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1131,Forest,Water,Forest,NULL,Non_Wetland,NULL
1132,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1133,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1134,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1135,Forest,Water,Forest,NULL,Non_Wetland,Water
1136,Forest,Water,Forest,NULL,Non_Wetland,Forest
1137,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1138,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1139,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1140,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1141,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1142,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1145,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1146,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1147,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1148,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1149,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1150,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1151,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1152,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1153,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1154,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1155,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1156,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1157,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1158,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1159,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1160,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1161,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1162,Forest,Forest,Wetland,NULL,Wetland,Forest
1163,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1164,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1165,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1166,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1167,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1168,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1169,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1170,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1171,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1172,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1173,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1174,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1175,Forest,Forest,Water,NULL,Water,Grassland
1176,Forest,Forest,Water,NULL,Water,Forest
1177,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1178,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1179,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1180,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1181,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1182,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1183,Forest,Forest,Forest,NULL,Non_Wetland,Water
1184,Forest,Forest,Forest,NULL,Non_Wetland,Forest
