Value,AFRICA_2024_DynamicWorld_2024_36PVV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R,AFRICA_2024_GSW_Yearly_2021_36PVV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R,AFRICA_2024_WorldCover_2021_36PVV_M_R
839,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
840,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
841,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
842,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
843,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
844,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
845,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
846,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
847,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
848,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
849,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
850,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
851,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
852,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
860,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
861,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
862,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
863,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
864,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
865,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
866,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
867,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
868,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
869,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
870,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
871,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
872,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
873,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
874,Cropland,Cropland,Wetland,NULL,Wetland,NULL
875,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
876,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
877,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
878,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
879,Cropland,Cropland,Wetland,NULL,Wetland,Forest
880,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
881,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
882,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
883,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
884,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
885,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
886,Cropland,Cropland,Wetland,Water,Wetland,Cropland
887,Cropland,Cropland,Wetland,Water,Wetland,Wetland
888,Cropland,Cropland,Wetland,Water,Wetland,Bareland
889,Cropland,Cropland,Wetland,Water,Wetland,Water
890,Cropland,Cropland,Wetland,Water,Wetland,Forest
891,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
892,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
893,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
894,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
895,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
896,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
897,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
898,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
899,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
900,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
901,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
902,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
903,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
904,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
905,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
906,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
907,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
908,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
909,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
910,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
911,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
912,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
913,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
914,Cropland,Cropland,Water,NULL,Water,Forest
915,Cropland,Cropland,Water,Non_Water,Water,Cropland
916,Cropland,Cropland,Water,Non_Water,Water,Forest
917,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
918,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
919,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
920,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
921,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
922,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
923,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
924,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
925,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
926,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
927,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
928,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
929,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
930,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
931,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
932,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
933,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
934,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
935,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
936,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
937,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
938,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
939,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
940,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
941,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
942,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
943,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
944,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
945,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
946,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
947,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
948,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
949,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
950,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
951,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
952,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
953,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
954,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
955,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
956,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
957,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
958,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
959,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
960,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
961,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up
962,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
963,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
964,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
965,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
966,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
967,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
968,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
969,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
970,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
971,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
972,Cropland,Wetland,Wetland,NULL,Wetland,NULL
973,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
974,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
975,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
976,Cropland,Wetland,Wetland,NULL,Wetland,Forest
977,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
978,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
979,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
980,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
981,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
982,Cropland,Wetland,Wetland,Water,Wetland,Cropland
983,Cropland,Wetland,Wetland,Water,Wetland,Wetland
984,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
985,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
986,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
987,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
988,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
989,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
990,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
991,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
992,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
993,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
994,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
995,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
996,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
997,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
998,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
999,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1000,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1001,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1002,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1003,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1004,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1005,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1006,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
1007,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
1008,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1009,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1010,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1011,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1012,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1013,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1014,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
1015,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
1016,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1017,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1018,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1019,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1020,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1021,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1022,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1029,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1030,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1031,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1032,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1033,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1034,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1035,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1036,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1037,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1038,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1039,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1040,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1041,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
1042,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1043,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1044,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1045,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1046,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1047,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1048,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1049,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1050,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1051,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1052,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1053,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1054,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1055,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1056,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1057,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1058,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1059,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1060,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1061,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1062,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1063,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1064,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1065,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1066,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1067,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1068,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1069,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1070,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1071,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1072,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1073,Cropland,Water,NULL,Non_Water,Non_Wetland,Wetland
1074,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1075,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1076,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1077,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1078,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1079,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1080,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1081,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1082,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1083,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1084,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1085,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1086,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1087,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1088,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1089,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1090,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1091,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1092,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1093,Cropland,Water,Wetland,NULL,Wetland,Forest
1094,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1095,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1096,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1097,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1098,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1099,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1100,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1101,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1102,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1103,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1104,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1105,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1106,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1107,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1108,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1109,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1110,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1111,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1112,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1113,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1114,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1115,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1116,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1117,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1118,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1119,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1120,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1121,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1122,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1123,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1124,Cropland,Forest,Wetland,NULL,Wetland,NULL
1125,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1126,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1127,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1128,Cropland,Forest,Wetland,NULL,Wetland,Forest
1129,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
1130,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1131,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1132,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1133,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1134,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1135,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1136,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1137,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1138,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1139,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1140,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1141,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1142,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1143,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1144,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1145,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1146,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1147,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1148,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1149,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1150,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1151,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1152,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1153,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1154,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1155,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1156,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1157,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1158,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1159,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1160,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1161,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1162,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1163,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1164,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1165,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1166,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1167,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1168,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1169,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1170,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1171,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1172,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1173,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1174,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1175,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1176,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1177,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1178,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1179,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1180,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1181,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1182,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1183,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1184,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1185,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1186,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1187,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1188,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
1189,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1190,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1191,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1192,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1193,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1194,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1195,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1196,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1197,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1198,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1199,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1200,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1201,Wetland,NULL,Wetland,NULL,Wetland,NULL
1202,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1203,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1204,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1205,Wetland,NULL,Wetland,NULL,Wetland,Forest
1206,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1207,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1208,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1209,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1210,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1211,Wetland,NULL,Wetland,Water,Wetland,Grassland
1212,Wetland,NULL,Wetland,Water,Wetland,Cropland
1213,Wetland,NULL,Wetland,Water,Wetland,Wetland
1214,Wetland,NULL,Wetland,Water,Wetland,Water
1215,Wetland,NULL,Wetland,Water,Wetland,Forest
1216,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1217,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1218,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1219,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1220,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1221,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1222,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1223,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1224,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1225,Wetland,NULL,Water,Water,Water,Wetland
1226,Wetland,NULL,Water,Water,Water,Water
1227,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1228,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1229,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1230,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1231,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1232,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1233,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1234,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1235,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1236,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1237,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1238,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1239,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1240,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1241,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1242,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1243,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1244,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1245,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1246,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1247,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
