Value,AFRICA_2024_DynamicWorld_2024_35PQM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQM_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQM_M_R,AFRICA_2024_GSW_Yearly_2021_35PQM_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQM_M_R,AFRICA_2024_WorldCover_2021_35PQM_M_R
846,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
847,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
848,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
849,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
850,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
851,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
852,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
853,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
854,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
855,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
856,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
857,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
858,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
859,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
860,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
861,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
862,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
863,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
864,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
865,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
866,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
867,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
868,Wetland,NULL,Wetland,NULL,Wetland,NULL
869,Wetland,NULL,Wetland,NULL,Wetland,Grassland
870,Wetland,NULL,Wetland,NULL,Wetland,Cropland
871,Wetland,NULL,Wetland,NULL,Wetland,Wetland
872,Wetland,NULL,Wetland,NULL,Wetland,Bareland
873,Wetland,NULL,Wetland,NULL,Wetland,Forest
874,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
875,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
876,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
877,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
878,Wetland,NULL,Wetland,Water,Wetland,Grassland
879,Wetland,NULL,Wetland,Water,Wetland,Cropland
880,Wetland,NULL,Wetland,Water,Wetland,Wetland
881,Wetland,NULL,Wetland,Water,Wetland,Bareland
882,Wetland,NULL,Wetland,Water,Wetland,Water
883,Wetland,NULL,Wetland,Water,Wetland,Forest
884,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
885,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
886,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
887,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
888,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
889,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
890,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
891,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
892,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
893,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
894,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
895,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
896,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
897,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
898,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
899,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
900,Wetland,NULL,Water,NULL,Water,Grassland
901,Wetland,NULL,Water,NULL,Water,Cropland
902,Wetland,NULL,Water,NULL,Water,Wetland
903,Wetland,NULL,Water,Non_Water,Water,Cropland
904,Wetland,NULL,Water,Non_Water,Water,Wetland
905,Wetland,NULL,Water,Water,Water,Grassland
906,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
907,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
908,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
909,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
910,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
911,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
912,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
913,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
914,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
915,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
916,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
917,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
918,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
919,Wetland,NULL,Forest,Water,Non_Wetland,Forest
920,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
921,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
922,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
923,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
924,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
925,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
926,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
927,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
928,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
929,Wetland,Cropland,NULL,Water,Non_Wetland,Water
930,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
931,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
932,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
933,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
934,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
935,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
936,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
937,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
938,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
939,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
940,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
941,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
942,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
943,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
944,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
945,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
946,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
947,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
948,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
949,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
950,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
951,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
952,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
953,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
954,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
955,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
956,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
957,Wetland,Cropland,Wetland,NULL,Wetland,Forest
958,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
959,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
960,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
961,Wetland,Cropland,Wetland,Water,Wetland,Wetland
962,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
963,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
964,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
965,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
966,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
967,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
968,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
969,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
970,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
971,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
972,Wetland,Cropland,Built-up,Water,Non_Wetland,Grassland
973,Wetland,Cropland,Water,NULL,Water,Wetland
974,Wetland,Cropland,Water,Water,Water,Grassland
975,Wetland,Cropland,Water,Water,Water,Wetland
976,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
977,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
978,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
979,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
980,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
981,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
982,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
983,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
984,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
985,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
986,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
987,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
988,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
989,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
990,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
991,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
992,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
993,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
994,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
995,Wetland,Wetland,NULL,Water,Non_Wetland,Water
996,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
997,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
998,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
999,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1000,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1001,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1002,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1003,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1004,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1005,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1006,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1007,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1008,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1009,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1010,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1011,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1012,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1013,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1014,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1015,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1016,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1017,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1018,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1019,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1020,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1021,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1022,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1023,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1024,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1025,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1026,Wetland,Wetland,Wetland,Water,Wetland,Forest
1027,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1028,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1029,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1030,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1031,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1032,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1033,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1034,Wetland,Wetland,Water,NULL,Water,Wetland
1035,Wetland,Wetland,Water,Non_Water,Water,Wetland
1036,Wetland,Wetland,Water,Non_Water,Water,Water
1037,Wetland,Wetland,Water,Non_Water,Water,Forest
1038,Wetland,Wetland,Water,Water,Water,Wetland
1039,Wetland,Wetland,Water,Water,Water,Water
1040,Wetland,Wetland,Water,Water,Water,Forest
1041,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1042,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1043,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1044,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1045,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1046,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1047,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1048,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1049,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1050,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1051,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1052,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1053,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1054,Wetland,Bareland,Water,NULL,Water,Bareland
1055,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1056,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1057,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1058,Wetland,Built-up,Wetland,Non_Water,Wetland,Forest
1059,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1060,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1061,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1062,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1063,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1064,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1065,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1066,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1067,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1068,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1069,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1070,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1071,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1072,Wetland,Water,Wetland,NULL,Wetland,Wetland
1073,Wetland,Water,Wetland,NULL,Wetland,Forest
1074,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1075,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1076,Wetland,Water,Wetland,Water,Wetland,Grassland
1077,Wetland,Water,Wetland,Water,Wetland,Wetland
1078,Wetland,Water,Wetland,Water,Wetland,Forest
1079,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1080,Wetland,Water,Water,Water,Water,Wetland
1081,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1082,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1083,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1084,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1085,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1086,Wetland,Water,Forest,Water,Non_Wetland,Forest
1087,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1088,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1089,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1090,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1091,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1092,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1093,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1094,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1095,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1096,Wetland,Forest,Wetland,NULL,Wetland,NULL
1097,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1098,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1099,Wetland,Forest,Wetland,NULL,Wetland,Forest
1100,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1101,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1102,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1103,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1104,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1105,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1106,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1107,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1108,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1109,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1110,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1111,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1112,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1113,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1114,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1115,Bareland,NULL,NULL,Water,Non_Wetland,Water
1116,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1117,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1118,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1119,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1120,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1121,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1122,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1123,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1124,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1125,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1126,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1127,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1128,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1129,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1130,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1131,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1132,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1133,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1134,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1135,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1136,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1137,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1138,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1139,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1140,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1141,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1142,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1143,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1144,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1145,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1146,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1147,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1148,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1149,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1150,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1151,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1152,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1153,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1154,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1155,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1156,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1157,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1158,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1159,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1160,Bareland,NULL,Wetland,NULL,Wetland,Water
1161,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1162,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1163,Bareland,NULL,Wetland,Water,Wetland,Grassland
1164,Bareland,NULL,Wetland,Water,Wetland,Cropland
1165,Bareland,NULL,Wetland,Water,Wetland,Wetland
1166,Bareland,NULL,Wetland,Water,Wetland,Bareland
1167,Bareland,NULL,Wetland,Water,Wetland,Water
1168,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1169,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1170,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1171,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1172,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1173,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1174,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1175,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1176,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1177,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1178,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1179,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1180,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1181,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1182,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1183,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1184,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1185,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1186,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1187,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1188,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1189,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1190,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1191,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1192,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1193,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1194,Bareland,NULL,Water,NULL,Water,Grassland
1195,Bareland,NULL,Water,NULL,Water,Wetland
1196,Bareland,NULL,Water,NULL,Water,Bareland
1197,Bareland,NULL,Water,NULL,Water,Water
1198,Bareland,NULL,Water,Non_Water,Water,Wetland
1199,Bareland,NULL,Water,Water,Water,Cropland
1200,Bareland,NULL,Water,Water,Water,Bareland
1201,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1202,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1203,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1204,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1205,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1206,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1207,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1208,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1209,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1210,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1211,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1212,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1213,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1214,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1215,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
1216,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1217,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
1218,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1219,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1220,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1221,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1222,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1223,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1224,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1225,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1226,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1227,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1228,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1229,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1230,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1231,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1232,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1233,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1234,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1235,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1236,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1237,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1238,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1239,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1240,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1241,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1242,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1243,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1244,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1245,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1246,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1247,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
1248,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
1249,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1250,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1251,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1252,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1253,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1254,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1255,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1256,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1257,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1258,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1259,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1260,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1261,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
