Value,AFRICA_2024_DynamicWorld_2024_36PWA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWA_M_R,AFRICA_2024_GSW_Yearly_2021_36PWA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWA_M_R,AFRICA_2024_WorldCover_2021_36PWA_M_R
841,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
842,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
843,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
844,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
845,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
846,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
847,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
848,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
849,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
850,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
851,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
852,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
853,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
854,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
855,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
856,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
857,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
858,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
859,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
860,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
861,Cropland,Cropland,Water,NULL,Water,Cropland
862,Cropland,Cropland,Water,NULL,Water,Bareland
863,Cropland,Cropland,Water,NULL,Water,Water
864,Cropland,Cropland,Water,NULL,Water,Forest
865,Cropland,Cropland,Water,Non_Water,Water,Grassland
866,Cropland,Cropland,Water,Non_Water,Water,Cropland
867,Cropland,Cropland,Water,Non_Water,Water,Wetland
868,Cropland,Cropland,Water,Non_Water,Water,Water
869,Cropland,Cropland,Water,Non_Water,Water,Forest
870,Cropland,Cropland,Water,Water,Water,Cropland
871,Cropland,Cropland,Water,Water,Water,Wetland
872,Cropland,Cropland,Water,Water,Water,Bareland
873,Cropland,Cropland,Water,Water,Water,Water
874,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
875,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
876,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
877,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
878,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
879,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
880,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
881,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
882,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
883,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
884,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
885,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
886,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
887,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
888,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
889,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
890,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
891,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
892,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
893,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
894,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
895,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
896,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
897,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
898,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
899,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
900,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
901,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
902,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
903,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
904,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
905,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
906,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
907,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
908,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
909,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
910,Cropland,Wetland,Wetland,NULL,Wetland,NULL
911,Cropland,Wetland,Wetland,NULL,Wetland,Forest
912,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
913,Cropland,Wetland,Wetland,Water,Wetland,Cropland
914,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
915,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
916,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
917,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
918,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
919,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
920,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
921,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
922,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
923,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
924,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
925,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
926,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
927,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
928,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
929,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
930,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
931,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
932,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
933,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
934,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
935,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
936,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
937,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
938,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
939,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
940,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
941,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
942,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
943,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
944,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
945,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
946,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
947,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
948,Cropland,Bareland,Wetland,Water,Wetland,Water
949,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
950,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
951,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
952,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
953,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
954,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
955,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
956,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
957,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
958,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
959,Cropland,Bareland,Water,Water,Water,Water
960,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
961,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
962,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
963,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
964,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
965,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
966,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
967,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
968,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
969,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
970,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
971,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
972,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
973,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
974,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
975,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
976,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
977,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
978,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
979,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
980,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
981,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
982,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
983,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
984,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
985,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
986,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
987,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
988,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
989,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
990,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
991,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
992,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
993,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
994,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
995,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
996,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
997,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
998,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
999,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1000,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1001,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1002,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1003,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
1004,Cropland,Built-up,Wetland,Non_Water,Wetland,Bareland
1005,Cropland,Built-up,Wetland,Water,Wetland,Grassland
1006,Cropland,Built-up,Wetland,Water,Wetland,Cropland
1007,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1008,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1009,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1010,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1011,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
1012,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
1013,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1014,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1015,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1016,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1017,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1018,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1019,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1020,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1021,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1022,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1023,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1024,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1025,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1026,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1027,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1028,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1029,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1030,Cropland,Water,NULL,Water,Non_Wetland,Grassland
1031,Cropland,Water,NULL,Water,Non_Wetland,Cropland
1032,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1033,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1034,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1035,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1036,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1037,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
1038,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1039,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1040,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1041,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1042,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1043,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1044,Cropland,Water,Grassland,NULL,Non_Wetland,Water
1045,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1046,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1047,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1048,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1049,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1050,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1051,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1052,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
1053,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1054,Cropland,Water,Grassland,Water,Non_Wetland,Forest
1055,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1056,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1057,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1058,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1059,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1060,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1061,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1062,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1063,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
1064,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1065,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1066,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1067,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1068,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1069,Cropland,Water,Cropland,Water,Non_Wetland,Water
1070,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1071,Cropland,Water,Wetland,NULL,Wetland,Cropland
1072,Cropland,Water,Wetland,NULL,Wetland,Forest
1073,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1074,Cropland,Water,Wetland,Non_Water,Wetland,Water
1075,Cropland,Water,Wetland,Water,Wetland,Cropland
1076,Cropland,Water,Wetland,Water,Wetland,Wetland
1077,Cropland,Water,Wetland,Water,Wetland,Bareland
1078,Cropland,Water,Wetland,Water,Wetland,Water
1079,Cropland,Water,Wetland,Water,Wetland,Forest
1080,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1081,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1082,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1083,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1084,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1085,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1086,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1087,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1088,Cropland,Water,Water,NULL,Water,Forest
1089,Cropland,Water,Water,Water,Water,Cropland
1090,Cropland,Water,Water,Water,Water,Bareland
1091,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1092,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1093,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1094,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1095,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1096,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1097,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1098,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1099,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1100,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1101,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1102,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1103,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1104,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1105,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1106,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1107,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1108,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
1109,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1110,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1111,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1112,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1113,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1114,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1115,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1116,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1117,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1118,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1119,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1120,Cropland,Forest,Wetland,NULL,Wetland,Forest
1121,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1122,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1123,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1124,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1125,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1126,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1127,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1128,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1129,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1130,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1131,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1132,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1133,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1134,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1135,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1136,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1137,Wetland,NULL,NULL,Water,Non_Wetland,Forest
1138,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1139,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1140,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1141,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1142,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1143,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1144,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1145,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1146,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1147,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1148,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1149,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1150,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1151,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1152,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1153,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1154,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1155,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1156,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1157,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1158,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1159,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1160,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1161,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1162,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1163,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1164,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1165,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1166,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1167,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1168,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1169,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1170,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1171,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1172,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1173,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1174,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1175,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1176,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1177,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1178,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1179,Wetland,NULL,Wetland,NULL,Wetland,NULL
1180,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1181,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1182,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1183,Wetland,NULL,Wetland,NULL,Wetland,Forest
1184,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1185,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1186,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1187,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1188,Wetland,NULL,Wetland,Water,Wetland,NULL
1189,Wetland,NULL,Wetland,Water,Wetland,Grassland
1190,Wetland,NULL,Wetland,Water,Wetland,Cropland
1191,Wetland,NULL,Wetland,Water,Wetland,Wetland
1192,Wetland,NULL,Wetland,Water,Wetland,Bareland
1193,Wetland,NULL,Wetland,Water,Wetland,Forest
1194,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1195,Wetland,NULL,Water,Non_Water,Water,Wetland
1196,Wetland,NULL,Water,Water,Water,Cropland
1197,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1198,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1199,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1200,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1201,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1202,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1203,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1204,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1205,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1206,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1207,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1208,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1209,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1210,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1211,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1212,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1213,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1214,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1215,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1216,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1217,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1218,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1219,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1220,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1221,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1222,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1223,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL
1224,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1225,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1226,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1227,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1228,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1229,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1230,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1231,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1232,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1233,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1234,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1235,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1236,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1237,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1238,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1239,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1240,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1241,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1242,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1243,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1244,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1245,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1246,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1247,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1248,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1249,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1250,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1251,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1252,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1253,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1254,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
