Value,AFRICA_2024_DynamicWorld_2024_35PQL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQL_M_R,AFRICA_2024_GSW_Yearly_2021_35PQL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQL_M_R,AFRICA_2024_WorldCover_2021_35PQL_M_R
852,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
853,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
854,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
855,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
856,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
857,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
858,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland
859,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
860,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
861,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
862,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
863,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
864,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
865,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
866,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
867,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
868,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
869,Cropland,Wetland,Wetland,NULL,Wetland,NULL
870,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
871,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
872,Cropland,Wetland,Wetland,NULL,Wetland,Forest
873,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
874,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
875,Cropland,Wetland,Wetland,Water,Wetland,Grassland
876,Cropland,Wetland,Wetland,Water,Wetland,Wetland
877,Cropland,Wetland,Wetland,Water,Wetland,Water
878,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
879,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
880,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
881,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
882,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
883,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
884,Cropland,Wetland,Water,Non_Water,Water,Wetland
885,Cropland,Wetland,Water,Water,Water,Wetland
886,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
887,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
888,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
889,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
890,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
891,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
892,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
893,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
894,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
895,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
896,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
897,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
898,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
899,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
900,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Forest
901,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
902,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
903,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
904,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
905,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
906,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
907,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
908,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
909,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
910,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
911,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
912,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
913,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
914,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
915,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
916,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
917,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
918,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
919,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
920,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
921,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
922,Cropland,Water,Wetland,NULL,Wetland,NULL
923,Cropland,Water,Wetland,NULL,Wetland,Grassland
924,Cropland,Water,Wetland,NULL,Wetland,Wetland
925,Cropland,Water,Wetland,NULL,Wetland,Forest
926,Cropland,Water,Water,NULL,Water,Grassland
927,Cropland,Water,Forest,NULL,Non_Wetland,NULL
928,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
929,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
930,Cropland,Water,Forest,NULL,Non_Wetland,Forest
931,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
932,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
933,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
934,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
935,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
936,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
937,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
938,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
939,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
940,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
941,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
942,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
943,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
944,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
945,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
946,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
947,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
948,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
949,Cropland,Forest,Wetland,NULL,Wetland,Grassland
950,Cropland,Forest,Wetland,NULL,Wetland,Wetland
951,Cropland,Forest,Wetland,NULL,Wetland,Forest
952,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
953,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
954,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
955,Cropland,Forest,Wetland,Water,Wetland,Wetland
956,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
957,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
958,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
959,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
960,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
961,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
962,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
963,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
964,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
965,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
966,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
967,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
968,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
969,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
970,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
971,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up
972,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
973,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
974,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
975,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
976,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
977,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
978,Wetland,NULL,NULL,Water,Non_Wetland,Water
979,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
980,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
981,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
982,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
983,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
984,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
985,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
986,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
987,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
988,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
989,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
990,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
991,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
992,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
993,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
994,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
995,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
996,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
997,Wetland,NULL,Shrubland,Water,Non_Wetland,Built-up
998,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
999,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1000,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1001,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1002,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1003,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1004,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1005,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1006,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1007,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1008,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1009,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1010,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1011,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1012,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1013,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1014,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1015,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1016,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1017,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1018,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1019,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1020,Wetland,NULL,Wetland,NULL,Wetland,NULL
1021,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1022,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1023,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1024,Wetland,NULL,Wetland,NULL,Wetland,Built-up
1025,Wetland,NULL,Wetland,NULL,Wetland,Water
1026,Wetland,NULL,Wetland,NULL,Wetland,Forest
1027,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1028,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1029,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1030,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1031,Wetland,NULL,Wetland,Water,Wetland,NULL
1032,Wetland,NULL,Wetland,Water,Wetland,Grassland
1033,Wetland,NULL,Wetland,Water,Wetland,Wetland
1034,Wetland,NULL,Wetland,Water,Wetland,Bareland
1035,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1036,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1037,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1038,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1039,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1040,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1041,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1042,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1043,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1044,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1045,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1046,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1047,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1048,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1049,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1050,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1051,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1052,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1053,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1054,Wetland,NULL,Water,NULL,Water,Grassland
1055,Wetland,NULL,Water,NULL,Water,Wetland
1056,Wetland,NULL,Water,Non_Water,Water,Grassland
1057,Wetland,NULL,Water,Non_Water,Water,Cropland
1058,Wetland,NULL,Water,Non_Water,Water,Wetland
1059,Wetland,NULL,Water,Water,Water,Grassland
1060,Wetland,NULL,Water,Water,Water,Wetland
1061,Wetland,NULL,Water,Water,Water,Bareland
1062,Wetland,NULL,Water,Water,Water,Water
1063,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1064,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1065,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1066,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1067,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1068,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1069,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1070,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1071,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1072,Wetland,NULL,Forest,Water,Non_Wetland,Water
1073,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1074,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1075,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1076,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1077,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
1078,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1079,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1080,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1081,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water
1082,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1083,Wetland,Cropland,NULL,Water,Non_Wetland,Water
1084,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1085,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1086,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1087,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1088,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1089,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1090,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
1091,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1092,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1093,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1094,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1095,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1096,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
1097,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1098,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1099,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1100,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1101,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1102,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1103,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1104,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1105,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1106,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1107,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1108,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1109,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1110,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1111,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1112,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1113,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1114,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1115,Wetland,Cropland,Wetland,NULL,Wetland,Built-up
1116,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1117,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1118,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1119,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1120,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1121,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1122,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1123,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1124,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1125,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1126,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1127,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
1128,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1129,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1130,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1131,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1132,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1133,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1134,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1135,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1136,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1137,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1138,Wetland,Cropland,Built-up,Water,Non_Wetland,Grassland
1139,Wetland,Cropland,Water,NULL,Water,Wetland
1140,Wetland,Cropland,Water,Non_Water,Water,Water
1141,Wetland,Cropland,Water,Non_Water,Water,Forest
1142,Wetland,Cropland,Water,Water,Water,Grassland
1143,Wetland,Cropland,Water,Water,Water,Wetland
1144,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1145,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1146,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1147,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1148,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1149,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1150,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1151,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1152,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1153,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1154,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
1155,Wetland,Wetland,NULL,NULL,Non_Wetland,Built-up
1156,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1157,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1158,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1159,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1160,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1161,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1162,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1163,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
1164,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1165,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1166,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1167,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1168,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1169,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1170,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1171,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1172,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1173,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1174,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1175,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1176,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1177,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1178,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1179,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1180,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1181,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1182,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1183,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1184,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1185,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1186,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1187,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1188,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1189,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1190,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1191,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1192,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1193,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1194,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1195,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1196,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1197,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1198,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1199,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1200,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1201,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1202,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1203,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1204,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1205,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1206,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1207,Wetland,Wetland,Wetland,NULL,Wetland,Built-up
1208,Wetland,Wetland,Wetland,NULL,Wetland,Water
1209,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1210,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1211,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1212,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1213,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1214,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1215,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1216,Wetland,Wetland,Wetland,Water,Wetland,NULL
1217,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1218,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1219,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1220,Wetland,Wetland,Wetland,Water,Wetland,Built-up
1221,Wetland,Wetland,Wetland,Water,Wetland,Water
1222,Wetland,Wetland,Wetland,Water,Wetland,Forest
1223,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1224,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1225,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1226,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1227,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1228,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1229,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1230,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1231,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1232,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1233,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1234,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1235,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1236,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1237,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1238,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1239,Wetland,Wetland,Water,NULL,Water,NULL
1240,Wetland,Wetland,Water,NULL,Water,Grassland
1241,Wetland,Wetland,Water,NULL,Water,Wetland
1242,Wetland,Wetland,Water,NULL,Water,Bareland
1243,Wetland,Wetland,Water,NULL,Water,Water
1244,Wetland,Wetland,Water,NULL,Water,Forest
1245,Wetland,Wetland,Water,Non_Water,Water,Grassland
1246,Wetland,Wetland,Water,Non_Water,Water,Wetland
1247,Wetland,Wetland,Water,Non_Water,Water,Water
1248,Wetland,Wetland,Water,Non_Water,Water,Forest
1249,Wetland,Wetland,Water,Water,Water,Grassland
1250,Wetland,Wetland,Water,Water,Water,Wetland
1251,Wetland,Wetland,Water,Water,Water,Bareland
1252,Wetland,Wetland,Water,Water,Water,Water
1253,Wetland,Wetland,Water,Water,Water,Forest
1254,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1255,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1256,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1257,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1258,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1259,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1260,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1261,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1262,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1263,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1264,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1265,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1266,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1267,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1268,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
