Value,AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,AFRICA_2024_WorldCover_2021_36PXQ_M_R
854,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
855,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
856,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
857,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
858,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
859,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
860,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
861,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
862,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
863,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
864,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
865,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
866,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
867,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
868,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
869,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
870,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
871,Wetland,NULL,Wetland,NULL,Wetland,Grassland
872,Wetland,NULL,Wetland,NULL,Wetland,Cropland
873,Wetland,NULL,Wetland,NULL,Wetland,Wetland
874,Wetland,NULL,Wetland,NULL,Wetland,Forest
875,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
876,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
877,Wetland,NULL,Wetland,Water,Wetland,Wetland
878,Wetland,NULL,Wetland,Water,Wetland,Water
879,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
880,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
881,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
882,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
883,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
884,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
885,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
886,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
887,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
888,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
889,Wetland,NULL,Bareland,Water,Non_Wetland,Water
890,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
891,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
892,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
893,Wetland,NULL,Water,NULL,Water,Wetland
894,Wetland,NULL,Water,NULL,Water,Forest
895,Wetland,NULL,Water,Non_Water,Water,Grassland
896,Wetland,NULL,Water,Non_Water,Water,Wetland
897,Wetland,NULL,Water,Non_Water,Water,Water
898,Wetland,NULL,Water,Water,Water,Grassland
899,Wetland,NULL,Water,Water,Water,Wetland
900,Wetland,NULL,Water,Water,Water,Water
901,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
902,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
903,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
904,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
905,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
906,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
907,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
908,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
909,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
910,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
911,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
912,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
913,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
914,Wetland,NULL,Forest,Water,Non_Wetland,Forest
915,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
916,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
917,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
918,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
919,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
920,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
921,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
922,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
923,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
924,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
925,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
926,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
927,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
928,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
929,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
930,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
931,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
932,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
933,Wetland,Cropland,Wetland,NULL,Wetland,Forest
934,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
935,Wetland,Cropland,Wetland,Water,Wetland,Wetland
936,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
937,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
938,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
939,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
940,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
941,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
942,Wetland,Cropland,Water,Non_Water,Water,Grassland
943,Wetland,Cropland,Water,Non_Water,Water,Wetland
944,Wetland,Cropland,Water,Water,Water,Grassland
945,Wetland,Cropland,Water,Water,Water,Wetland
946,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
947,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
948,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
949,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
950,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
951,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
952,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
953,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
954,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
955,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
956,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
957,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
958,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
959,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
960,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
961,Wetland,Wetland,NULL,Water,Non_Wetland,Water
962,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
963,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
964,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
965,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
966,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
967,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
968,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
969,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
970,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
971,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
972,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
973,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
974,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
975,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
976,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
977,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
978,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
979,Wetland,Wetland,Wetland,NULL,Wetland,NULL
980,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
981,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
982,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
983,Wetland,Wetland,Wetland,NULL,Wetland,Water
984,Wetland,Wetland,Wetland,NULL,Wetland,Forest
985,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
986,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
987,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
988,Wetland,Wetland,Wetland,Water,Wetland,Grassland
989,Wetland,Wetland,Wetland,Water,Wetland,Cropland
990,Wetland,Wetland,Wetland,Water,Wetland,Wetland
991,Wetland,Wetland,Wetland,Water,Wetland,Water
992,Wetland,Wetland,Wetland,Water,Wetland,Forest
993,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
994,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
995,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
996,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
997,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
998,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
999,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1000,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1001,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1002,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1003,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1004,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1005,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1006,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1007,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1008,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1009,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1010,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1011,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1012,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1013,Wetland,Wetland,Water,NULL,Water,Cropland
1014,Wetland,Wetland,Water,NULL,Water,Wetland
1015,Wetland,Wetland,Water,NULL,Water,Water
1016,Wetland,Wetland,Water,NULL,Water,Forest
1017,Wetland,Wetland,Water,Non_Water,Water,Wetland
1018,Wetland,Wetland,Water,Non_Water,Water,Water
1019,Wetland,Wetland,Water,Non_Water,Water,Forest
1020,Wetland,Wetland,Water,Water,Water,Grassland
1021,Wetland,Wetland,Water,Water,Water,Cropland
1022,Wetland,Wetland,Water,Water,Water,Wetland
1023,Wetland,Wetland,Water,Water,Water,Water
1024,Wetland,Wetland,Water,Water,Water,Forest
1025,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1026,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1027,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1028,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1029,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1030,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1031,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1032,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1033,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1034,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1035,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1036,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1037,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1038,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1039,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1040,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1041,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1042,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1043,Wetland,Water,NULL,NULL,Non_Wetland,Water
1044,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1045,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1046,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1047,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1048,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1049,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1050,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1051,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1052,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1053,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1054,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1055,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1056,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1057,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1058,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1059,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1060,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1061,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1062,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1063,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1064,Wetland,Water,Wetland,NULL,Wetland,Grassland
1065,Wetland,Water,Wetland,NULL,Wetland,Cropland
1066,Wetland,Water,Wetland,NULL,Wetland,Wetland
1067,Wetland,Water,Wetland,NULL,Wetland,Water
1068,Wetland,Water,Wetland,NULL,Wetland,Forest
1069,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1070,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1071,Wetland,Water,Wetland,Non_Water,Wetland,Water
1072,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1073,Wetland,Water,Wetland,Water,Wetland,Cropland
1074,Wetland,Water,Wetland,Water,Wetland,Wetland
1075,Wetland,Water,Wetland,Water,Wetland,Water
1076,Wetland,Water,Wetland,Water,Wetland,Forest
1077,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1078,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1079,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1080,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1081,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1082,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1083,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1084,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1085,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1086,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1087,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1088,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1089,Wetland,Water,Bareland,Water,Non_Wetland,Water
1090,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1091,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1092,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1093,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1094,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1095,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1096,Wetland,Water,Built-up,Water,Non_Wetland,Water
1097,Wetland,Water,Water,NULL,Water,Grassland
1098,Wetland,Water,Water,NULL,Water,Wetland
1099,Wetland,Water,Water,NULL,Water,Water
1100,Wetland,Water,Water,NULL,Water,Forest
1101,Wetland,Water,Water,Non_Water,Water,Water
1102,Wetland,Water,Water,Non_Water,Water,Forest
1103,Wetland,Water,Water,Water,Water,Cropland
1104,Wetland,Water,Water,Water,Water,Wetland
1105,Wetland,Water,Water,Water,Water,Water
1106,Wetland,Water,Water,Water,Water,Forest
1107,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1108,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1109,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1110,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1111,Wetland,Water,Forest,NULL,Non_Wetland,Water
1112,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1113,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1114,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1115,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1116,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1117,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1118,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1119,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1120,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1121,Wetland,Water,Forest,Water,Non_Wetland,Water
1122,Wetland,Water,Forest,Water,Non_Wetland,Forest
1123,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1124,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1125,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1126,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1127,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1128,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1129,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1130,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1131,Wetland,Forest,Shrubland,Water,Non_Wetland,Cropland
1132,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1133,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1134,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1135,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1136,Wetland,Forest,Wetland,NULL,Wetland,Water
1137,Wetland,Forest,Wetland,NULL,Wetland,Forest
1138,Wetland,Forest,Wetland,Water,Wetland,Wetland
1139,Wetland,Forest,Wetland,Water,Wetland,Forest
1140,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
1141,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1142,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1143,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1144,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1145,Wetland,Forest,Water,NULL,Water,Wetland
1146,Wetland,Forest,Water,Water,Water,Wetland
1147,Wetland,Forest,Water,Water,Water,Water
1148,Wetland,Forest,Water,Water,Water,Forest
1149,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1150,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1151,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1152,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1153,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1154,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1155,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1156,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1157,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1158,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1161,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1162,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1163,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1164,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1165,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1166,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1167,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1168,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1169,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1170,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1171,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1172,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1173,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1174,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1175,Bareland,NULL,Water,Water,Water,Grassland
1176,Bareland,NULL,Water,Water,Water,Water
1177,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1178,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1179,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1180,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1183,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1184,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1185,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1186,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1187,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1188,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1189,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
1190,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland
1191,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1192,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1193,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1194,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1195,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1196,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1197,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1198,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1199,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1200,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1201,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1202,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1203,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1204,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1205,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1206,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1207,Bareland,Bareland,Water,NULL,Water,Water
1208,Bareland,Bareland,Water,Non_Water,Water,Grassland
1209,Bareland,Bareland,Water,Non_Water,Water,Water
1210,Bareland,Bareland,Water,Water,Water,Grassland
1211,Bareland,Bareland,Water,Water,Water,Bareland
1212,Bareland,Bareland,Water,Water,Water,Water
1213,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1214,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1215,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1216,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1217,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1218,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1219,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1220,Bareland,Water,Bareland,Water,Non_Wetland,Water
1221,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1222,Bareland,Water,Water,Water,Water,Grassland
1223,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1224,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1225,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1226,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1227,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1228,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1229,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1230,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1231,Water,NULL,NULL,NULL,Non_Wetland,Forest
1232,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1233,Water,NULL,NULL,Water,Non_Wetland,Grassland
1234,Water,NULL,NULL,Water,Non_Wetland,Wetland
1235,Water,NULL,NULL,Water,Non_Wetland,Bareland
1236,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1237,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1238,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1239,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1240,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1241,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1242,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1243,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1244,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1245,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1246,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1247,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1248,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1249,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1250,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1251,Water,NULL,Shrubland,Water,Non_Wetland,Water
1252,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1253,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1254,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1255,Water,NULL,Grassland,NULL,Non_Wetland,Water
1256,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1257,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1258,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1259,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1260,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1261,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1262,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1263,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1264,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1265,Water,NULL,Wetland,NULL,Wetland,Grassland
1266,Water,NULL,Wetland,NULL,Wetland,Wetland
1267,Water,NULL,Wetland,NULL,Wetland,Water
1268,Water,NULL,Wetland,NULL,Wetland,Forest
1269,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1270,Water,NULL,Wetland,Water,Wetland,Grassland
1271,Water,NULL,Wetland,Water,Wetland,Cropland
1272,Water,NULL,Wetland,Water,Wetland,Wetland
1273,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1274,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1275,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1276,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1277,Water,NULL,Bareland,NULL,Non_Wetland,Water
1278,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1279,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1280,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1281,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1282,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1283,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1284,Water,NULL,Bareland,Water,Non_Wetland,Wetland
