Value,AFRICA_2024_DynamicWorld_2024_37PDK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDK_M_R,AFRICA_2024_GSW_Yearly_2021_37PDK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,AFRICA_2024_WorldCover_2021_37PDK_M_R
1703,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1704,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1705,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1706,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1707,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1708,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
1709,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1710,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1711,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1712,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1713,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1714,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1715,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1716,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1717,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1718,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1719,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1720,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1721,Wetland,Wetland,Wetland,Water,Wetland,Water
1722,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1723,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1724,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1725,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1726,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1727,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1728,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1729,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1730,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1731,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1732,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1733,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1734,Wetland,Wetland,Water,Non_Water,Water,Cropland
1735,Wetland,Wetland,Water,Non_Water,Water,Wetland
1736,Wetland,Wetland,Water,Water,Water,Wetland
1737,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1738,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1739,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1740,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1741,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1742,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1743,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1744,Wetland,Bareland,Grassland,Water,Non_Wetland,Wetland
1745,Wetland,Bareland,Cropland,Water,Non_Wetland,Wetland
1746,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1747,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
1748,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1749,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1750,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1751,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1752,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1753,Wetland,Built-up,Wetland,NULL,Wetland,NULL
1754,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1755,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1756,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1757,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1758,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1759,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1760,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1761,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1762,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1763,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1764,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1765,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1766,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1767,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1768,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1769,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1770,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1771,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1772,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1773,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1774,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1775,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1776,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1777,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1778,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1779,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1780,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1781,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1782,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1783,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1784,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1785,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1786,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1787,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1788,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1789,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1790,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1791,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1792,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1793,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1794,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1795,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1796,Wetland,Water,Wetland,NULL,Wetland,NULL
1797,Wetland,Water,Wetland,NULL,Wetland,Grassland
1798,Wetland,Water,Wetland,NULL,Wetland,Cropland
1799,Wetland,Water,Wetland,NULL,Wetland,Wetland
1800,Wetland,Water,Wetland,NULL,Wetland,Bareland
1801,Wetland,Water,Wetland,NULL,Wetland,Forest
1802,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1803,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1804,Wetland,Water,Wetland,Water,Wetland,NULL
1805,Wetland,Water,Wetland,Water,Wetland,Cropland
1806,Wetland,Water,Wetland,Water,Wetland,Wetland
1807,Wetland,Water,Wetland,Water,Wetland,Water
1808,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1809,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1810,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1811,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1812,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1813,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1814,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1815,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1816,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1817,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1818,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1819,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1820,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1821,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1822,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1823,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1824,Wetland,Water,Bareland,Water,Non_Wetland,Water
1825,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1826,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1827,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1828,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1829,Wetland,Water,Water,Non_Water,Water,Wetland
1830,Wetland,Water,Water,Water,Water,Wetland
1831,Wetland,Water,Water,Water,Water,Bareland
1832,Wetland,Water,Water,Water,Water,Water
1833,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1834,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1835,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1836,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1837,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1838,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1839,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1840,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1841,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1842,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1843,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1844,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1845,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1846,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1847,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1848,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1849,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
1850,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1851,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1852,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1853,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1854,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1855,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1856,Wetland,Forest,Cropland,Water,Non_Wetland,NULL
1857,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1858,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1859,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1860,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
1861,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1862,Wetland,Forest,Wetland,Water,Wetland,Wetland
1863,Wetland,Forest,Wetland,Water,Wetland,Water
1864,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1865,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
1866,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1867,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1868,Wetland,Forest,Water,Water,Water,Wetland
1869,Wetland,Forest,Water,Water,Water,Water
1870,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1871,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1872,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1873,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1874,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1875,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1876,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1877,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1882,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1883,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1884,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1885,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1886,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1887,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1888,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1889,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1890,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1891,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1892,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1893,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1894,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1895,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1896,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1897,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1898,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1899,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1900,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1901,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1902,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1903,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1904,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1905,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1906,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1907,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1908,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1909,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1910,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1911,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1912,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1913,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1914,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1915,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1916,Bareland,NULL,Wetland,NULL,Wetland,NULL
1917,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1918,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1919,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1920,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1921,Bareland,NULL,Wetland,Water,Wetland,NULL
1922,Bareland,NULL,Wetland,Water,Wetland,Grassland
1923,Bareland,NULL,Wetland,Water,Wetland,Cropland
1924,Bareland,NULL,Wetland,Water,Wetland,Wetland
1925,Bareland,NULL,Wetland,Water,Wetland,Bareland
1926,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1927,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1928,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1929,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1930,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1931,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1932,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1933,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1934,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1935,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1936,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1937,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1938,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1939,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1940,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1941,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1942,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1943,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1944,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1945,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1946,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1947,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1948,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1949,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1950,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1951,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1952,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1953,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1954,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1955,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1956,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1957,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1958,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1959,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1960,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1961,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1962,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1963,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1964,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1965,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1966,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1967,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1968,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1969,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1970,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1971,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1972,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1973,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1974,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1975,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1976,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1977,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1978,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1979,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1980,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1981,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1982,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL
1983,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1984,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1985,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1986,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1987,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1988,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1989,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1990,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1991,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1992,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1993,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1994,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1995,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1996,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1997,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1998,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1999,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
2000,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
2001,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
2002,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
2003,Bareland,Cropland,Wetland,Water,Wetland,NULL
2004,Bareland,Cropland,Wetland,Water,Wetland,Cropland
2005,Bareland,Cropland,Wetland,Water,Wetland,Bareland
2006,Bareland,Cropland,Wetland,Water,Wetland,Water
2007,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2008,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2009,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2010,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2011,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2012,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2013,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2014,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
2015,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
2016,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
2017,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
2018,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
2019,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
2020,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
2021,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2022,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2023,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2024,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2025,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL
2026,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
2027,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
2028,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
2029,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
2030,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
2031,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
2032,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
2033,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
2034,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2035,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
2036,Bareland,Cropland,Built-up,Water,Non_Wetland,Wetland
2037,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
2038,Bareland,Cropland,Water,NULL,Water,Cropland
2039,Bareland,Cropland,Water,Non_Water,Water,Cropland
2040,Bareland,Cropland,Water,Water,Water,NULL
2041,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
2042,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
2043,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
2044,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
2045,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
2046,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
2047,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2048,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland
2049,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
2050,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
2051,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
2052,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2053,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2054,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
2055,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
2056,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
2057,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
2058,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
2059,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
2060,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
2061,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2062,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2063,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland
2064,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
2065,Bareland,Wetland,Cropland,Water,Non_Wetland,Wetland
2066,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
2067,Bareland,Wetland,Wetland,Water,Wetland,Wetland
2068,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
2069,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
2070,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
2071,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
2072,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
2073,Bareland,Bareland,NULL,Water,Non_Wetland,NULL
2074,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
2075,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
2076,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2077,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2078,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
2079,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2080,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2081,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
2082,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
2083,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
2084,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2085,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
2086,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
2087,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
2088,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2089,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
2090,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
2091,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
2092,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
2093,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
2094,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
2095,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
2096,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
2097,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
2098,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
2099,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2100,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
2101,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
2102,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
2103,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
2104,Bareland,Bareland,Wetland,Water,Wetland,NULL
2105,Bareland,Bareland,Wetland,Water,Wetland,Cropland
2106,Bareland,Bareland,Wetland,Water,Wetland,Wetland
2107,Bareland,Bareland,Wetland,Water,Wetland,Bareland
2108,Bareland,Bareland,Wetland,Water,Wetland,Water
2109,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2110,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
2111,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
