Value,AFRICA_2024_DynamicWorld_2024_36PUR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUR_M_R,AFRICA_2024_GSW_Yearly_2021_36PUR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUR_M_R,AFRICA_2024_WorldCover_2021_36PUR_M_R
861,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
862,Wetland,NULL,Wetland,Non_Water,Wetland,Water
863,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
864,Wetland,NULL,Wetland,Water,Wetland,Grassland
865,Wetland,NULL,Wetland,Water,Wetland,Wetland
866,Wetland,NULL,Wetland,Water,Wetland,Forest
867,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
868,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
869,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
870,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
871,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
872,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
873,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
874,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
875,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
876,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
877,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
878,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
879,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
880,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
881,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
882,Wetland,NULL,Water,NULL,Water,NULL
883,Wetland,NULL,Water,NULL,Water,Grassland
884,Wetland,NULL,Water,NULL,Water,Wetland
885,Wetland,NULL,Water,NULL,Water,Forest
886,Wetland,NULL,Water,Non_Water,Water,Wetland
887,Wetland,NULL,Water,Water,Water,NULL
888,Wetland,NULL,Water,Water,Water,Grassland
889,Wetland,NULL,Water,Water,Water,Wetland
890,Wetland,NULL,Water,Water,Water,Water
891,Wetland,NULL,Water,Water,Water,Forest
892,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
893,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
894,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
895,Wetland,NULL,Forest,NULL,Non_Wetland,Water
896,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
897,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
898,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
899,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
900,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
901,Wetland,NULL,Forest,Water,Non_Wetland,NULL
902,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
903,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
904,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
905,Wetland,NULL,Forest,Water,Non_Wetland,Water
906,Wetland,NULL,Forest,Water,Non_Wetland,Forest
907,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
908,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
909,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
910,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
911,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
912,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
913,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
914,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
915,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
916,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
917,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
918,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
919,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
920,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
921,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
922,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
923,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
924,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
925,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
926,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
927,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
928,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
929,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
930,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
931,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
932,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
933,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
934,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
935,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
936,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
937,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
938,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
939,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
940,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
941,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
942,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
943,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
944,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
945,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
946,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
947,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
948,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
949,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
950,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
951,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
952,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
953,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
954,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
955,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
956,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
957,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
958,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
959,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
960,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
961,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
962,Wetland,Wetland,Wetland,NULL,Wetland,NULL
963,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
964,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
965,Wetland,Wetland,Wetland,NULL,Wetland,Water
966,Wetland,Wetland,Wetland,NULL,Wetland,Forest
967,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
968,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
969,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
970,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
971,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
972,Wetland,Wetland,Wetland,Water,Wetland,NULL
973,Wetland,Wetland,Wetland,Water,Wetland,Grassland
974,Wetland,Wetland,Wetland,Water,Wetland,Wetland
975,Wetland,Wetland,Wetland,Water,Wetland,Water
976,Wetland,Wetland,Wetland,Water,Wetland,Forest
977,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
978,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
979,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
980,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
981,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
982,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
983,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
984,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
985,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
986,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
987,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
988,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
989,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
990,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
991,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
992,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
993,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
994,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
995,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
996,Wetland,Wetland,Water,NULL,Water,NULL
997,Wetland,Wetland,Water,NULL,Water,Grassland
998,Wetland,Wetland,Water,NULL,Water,Wetland
999,Wetland,Wetland,Water,NULL,Water,Water
1000,Wetland,Wetland,Water,NULL,Water,Forest
1001,Wetland,Wetland,Water,Non_Water,Water,Wetland
1002,Wetland,Wetland,Water,Non_Water,Water,Water
1003,Wetland,Wetland,Water,Non_Water,Water,Forest
1004,Wetland,Wetland,Water,Water,Water,NULL
1005,Wetland,Wetland,Water,Water,Water,Grassland
1006,Wetland,Wetland,Water,Water,Water,Wetland
1007,Wetland,Wetland,Water,Water,Water,Bareland
1008,Wetland,Wetland,Water,Water,Water,Water
1009,Wetland,Wetland,Water,Water,Water,Forest
1010,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1011,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1012,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1013,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1014,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1015,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1016,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1017,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1018,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1019,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1020,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1021,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1022,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1023,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1024,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Forest
1025,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1026,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1027,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1028,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1029,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1030,Wetland,Built-up,Wetland,Non_Water,Wetland,Forest
1031,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1032,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1033,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1034,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1035,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1036,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1037,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1038,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1039,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1040,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1041,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1042,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1043,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1044,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1045,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1046,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1047,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
1048,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1049,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1050,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1051,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1052,Wetland,Water,Wetland,NULL,Wetland,Grassland
1053,Wetland,Water,Wetland,NULL,Wetland,Wetland
1054,Wetland,Water,Wetland,NULL,Wetland,Water
1055,Wetland,Water,Wetland,NULL,Wetland,Forest
1056,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1057,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1058,Wetland,Water,Wetland,Non_Water,Wetland,Water
1059,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1060,Wetland,Water,Wetland,Water,Wetland,Grassland
1061,Wetland,Water,Wetland,Water,Wetland,Wetland
1062,Wetland,Water,Wetland,Water,Wetland,Water
1063,Wetland,Water,Wetland,Water,Wetland,Forest
1064,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1065,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1066,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1067,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1068,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1069,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1070,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1071,Wetland,Water,Water,NULL,Water,NULL
1072,Wetland,Water,Water,NULL,Water,Grassland
1073,Wetland,Water,Water,NULL,Water,Wetland
1074,Wetland,Water,Water,NULL,Water,Water
1075,Wetland,Water,Water,NULL,Water,Forest
1076,Wetland,Water,Water,Non_Water,Water,Wetland
1077,Wetland,Water,Water,Non_Water,Water,Forest
1078,Wetland,Water,Water,Water,Water,Grassland
1079,Wetland,Water,Water,Water,Water,Wetland
1080,Wetland,Water,Water,Water,Water,Water
1081,Wetland,Water,Water,Water,Water,Forest
1082,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1083,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1084,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1085,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1086,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1087,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1088,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1089,Wetland,Water,Forest,Water,Non_Wetland,NULL
1090,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1091,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1092,Wetland,Water,Forest,Water,Non_Wetland,Forest
1093,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1094,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1095,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1096,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1097,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1098,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1099,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
1100,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1101,Wetland,Forest,NULL,Water,Non_Wetland,Forest
1102,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1103,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1104,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1105,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1106,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1107,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1108,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1109,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1110,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
1111,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1112,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1113,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1114,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1115,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1116,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1117,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1118,Wetland,Forest,Wetland,NULL,Wetland,NULL
1119,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1120,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1121,Wetland,Forest,Wetland,NULL,Wetland,Water
1122,Wetland,Forest,Wetland,NULL,Wetland,Forest
1123,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1124,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1125,Wetland,Forest,Wetland,Water,Wetland,Wetland
1126,Wetland,Forest,Wetland,Water,Wetland,Water
1127,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1128,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1129,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1130,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1131,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1132,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1133,Wetland,Forest,Water,NULL,Water,Grassland
1134,Wetland,Forest,Water,NULL,Water,Wetland
1135,Wetland,Forest,Water,NULL,Water,Forest
1136,Wetland,Forest,Water,Non_Water,Water,Forest
1137,Wetland,Forest,Water,Water,Water,Grassland
1138,Wetland,Forest,Water,Water,Water,Wetland
1139,Wetland,Forest,Water,Water,Water,Bareland
1140,Wetland,Forest,Water,Water,Water,Water
1141,Wetland,Forest,Water,Water,Water,Forest
1142,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1143,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1144,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1145,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1146,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1147,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1148,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1149,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1150,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1151,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1152,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1153,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1154,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
1155,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1157,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1158,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1161,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1162,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1163,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1164,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1165,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1166,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1167,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1168,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1169,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1170,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1171,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1172,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1173,Bareland,NULL,Wetland,NULL,Wetland,Forest
1174,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1175,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1176,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1177,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1178,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1179,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1180,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1181,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1182,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1183,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1184,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
1185,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1186,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1187,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1188,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1189,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1190,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1192,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1193,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1194,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1195,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1196,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1197,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1198,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1199,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1200,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1201,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1202,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1203,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1204,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1205,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1206,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1207,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1208,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1209,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1210,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1211,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1212,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1213,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1214,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1215,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1216,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1217,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1218,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1219,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1220,Water,NULL,NULL,NULL,Non_Wetland,NULL
1221,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1222,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1223,Water,NULL,NULL,NULL,Non_Wetland,Forest
1224,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1225,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1226,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1227,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1228,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1229,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1230,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1231,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1232,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1233,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1234,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1235,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1236,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1237,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1238,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1239,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1240,Water,NULL,Shrubland,Water,Non_Wetland,Water
1241,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1242,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1243,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1244,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1245,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1246,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1247,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1248,Water,NULL,Grassland,Water,Non_Wetland,Water
1249,Water,NULL,Grassland,Water,Non_Wetland,Forest
1250,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1251,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1252,Water,NULL,Cropland,NULL,Non_Wetland,Water
1253,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1254,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1255,Water,NULL,Cropland,Water,Non_Wetland,Water
1256,Water,NULL,Wetland,NULL,Wetland,NULL
1257,Water,NULL,Wetland,NULL,Wetland,Grassland
1258,Water,NULL,Wetland,NULL,Wetland,Wetland
1259,Water,NULL,Wetland,NULL,Wetland,Water
1260,Water,NULL,Wetland,NULL,Wetland,Forest
1261,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1262,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1263,Water,NULL,Wetland,Non_Water,Wetland,Forest
1264,Water,NULL,Wetland,Water,Wetland,Grassland
1265,Water,NULL,Wetland,Water,Wetland,Wetland
1266,Water,NULL,Wetland,Water,Wetland,Water
1267,Water,NULL,Wetland,Water,Wetland,Forest
1268,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1269,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1270,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1271,Water,NULL,Bareland,NULL,Non_Wetland,Water
1272,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1273,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1274,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1275,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1276,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1277,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1278,Water,NULL,Bareland,Water,Non_Wetland,Water
1279,Water,NULL,Bareland,Water,Non_Wetland,Forest
1280,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1281,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1282,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1283,Water,NULL,Built-up,NULL,Non_Wetland,Water
1284,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1285,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1286,Water,NULL,Water,NULL,Water,Grassland
1287,Water,NULL,Water,NULL,Water,Wetland
1288,Water,NULL,Water,Non_Water,Water,Wetland
1289,Water,NULL,Water,Water,Water,Grassland
1290,Water,NULL,Water,Water,Water,Wetland
1291,Water,NULL,Water,Water,Water,Water
1292,Water,NULL,Water,Water,Water,Forest
