Value,AFRICA_2024_DynamicWorld_2024_37NDJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NDJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDJ_M_R,AFRICA_2024_WorldCover_2021_37NDJ_M_R
1872,Wetland,Wetland,Water,NULL,Water,Wetland
1873,Wetland,Wetland,Water,Non_Water,Water,Wetland
1874,Wetland,Wetland,Water,Water,Water,NULL
1875,Wetland,Wetland,Water,Water,Water,Cropland
1876,Wetland,Wetland,Water,Water,Water,Wetland
1877,Wetland,Wetland,Water,Water,Water,Bareland
1878,Wetland,Wetland,Water,Water,Water,Water
1879,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1880,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1881,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1882,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1883,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1884,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1885,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1886,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1887,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1888,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1889,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1890,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1891,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1892,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1893,Wetland,Bareland,Grassland,Water,Non_Wetland,Wetland
1894,Wetland,Bareland,Cropland,Water,Non_Wetland,Wetland
1895,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
1896,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1897,Wetland,Bareland,Wetland,Water,Wetland,Cropland
1898,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1899,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1900,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
1901,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1902,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL
1903,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland
1904,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1905,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1906,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1907,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL
1908,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1909,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1910,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1911,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1912,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1913,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1914,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1915,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1916,Wetland,Built-up,Wetland,NULL,Wetland,NULL
1917,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1918,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1919,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL
1920,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1921,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1922,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1923,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1924,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1925,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1926,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1927,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
1928,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1929,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1930,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1931,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1932,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1933,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1934,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1935,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1936,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1937,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1938,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1939,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1940,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1941,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1942,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1943,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1944,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1945,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1946,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1947,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1948,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1949,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1950,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1951,Wetland,Water,Grassland,Water,Non_Wetland,NULL
1952,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1953,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1954,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1955,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1956,Wetland,Water,Grassland,Water,Non_Wetland,Water
1957,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1958,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1959,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1960,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1961,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1962,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1963,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1964,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1965,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1966,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1967,Wetland,Water,Cropland,Water,Non_Wetland,NULL
1968,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1969,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1970,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1971,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1972,Wetland,Water,Cropland,Water,Non_Wetland,Water
1973,Wetland,Water,Wetland,NULL,Wetland,NULL
1974,Wetland,Water,Wetland,NULL,Wetland,Cropland
1975,Wetland,Water,Wetland,NULL,Wetland,Wetland
1976,Wetland,Water,Wetland,NULL,Wetland,Forest
1977,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1978,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1979,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1980,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1981,Wetland,Water,Wetland,Water,Wetland,NULL
1982,Wetland,Water,Wetland,Water,Wetland,Grassland
1983,Wetland,Water,Wetland,Water,Wetland,Cropland
1984,Wetland,Water,Wetland,Water,Wetland,Wetland
1985,Wetland,Water,Wetland,Water,Wetland,Bareland
1986,Wetland,Water,Wetland,Water,Wetland,Water
1987,Wetland,Water,Wetland,Water,Wetland,Forest
1988,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1989,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1990,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1991,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1992,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1993,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1994,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL
1995,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1996,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1997,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1998,Wetland,Water,Bareland,Water,Non_Wetland,NULL
1999,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
2000,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
2001,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
2002,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
2003,Wetland,Water,Bareland,Water,Non_Wetland,Water
2004,Wetland,Water,Bareland,Water,Non_Wetland,Forest
2005,Wetland,Water,Built-up,NULL,Non_Wetland,NULL
2006,Wetland,Water,Built-up,Non_Water,Non_Wetland,Cropland
2007,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
2008,Wetland,Water,Built-up,Water,Non_Wetland,Water
2009,Wetland,Water,Built-up,Water,Non_Wetland,Forest
2010,Wetland,Water,Water,NULL,Water,NULL
2011,Wetland,Water,Water,NULL,Water,Wetland
2012,Wetland,Water,Water,Non_Water,Water,Cropland
2013,Wetland,Water,Water,Non_Water,Water,Wetland
2014,Wetland,Water,Water,Water,Water,NULL
2015,Wetland,Water,Water,Water,Water,Grassland
2016,Wetland,Water,Water,Water,Water,Cropland
2017,Wetland,Water,Water,Water,Water,Wetland
2018,Wetland,Water,Water,Water,Water,Bareland
2019,Wetland,Water,Water,Water,Water,Water
2020,Wetland,Water,Water,Water,Water,Forest
2021,Wetland,Water,Forest,NULL,Non_Wetland,NULL
2022,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
2023,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
2024,Wetland,Water,Forest,NULL,Non_Wetland,Forest
2025,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
2026,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
2027,Wetland,Water,Forest,Water,Non_Wetland,Wetland
2028,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
2029,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
2030,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
2031,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL
2032,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
2033,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
2034,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
2035,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2036,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
2037,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2038,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2039,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2040,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2041,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
2042,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
2043,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
2044,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
2045,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
2046,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
2047,Wetland,Forest,Grassland,Water,Non_Wetland,Cropland
2048,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
2049,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
2050,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
2051,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
2052,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
2053,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
2054,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
2055,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2056,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2057,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
2058,Wetland,Forest,Wetland,NULL,Wetland,NULL
2059,Wetland,Forest,Wetland,NULL,Wetland,Wetland
2060,Wetland,Forest,Wetland,NULL,Wetland,Forest
2061,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
2062,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
2063,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
2064,Wetland,Forest,Wetland,Water,Wetland,Wetland
2065,Wetland,Forest,Wetland,Water,Wetland,Water
2066,Wetland,Forest,Wetland,Water,Wetland,Forest
2067,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
2068,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
2069,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL
2070,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
2071,Wetland,Forest,Bareland,Water,Non_Wetland,Water
2072,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland
2073,Wetland,Forest,Water,Non_Water,Water,Wetland
2074,Wetland,Forest,Water,Water,Water,Wetland
2075,Wetland,Forest,Water,Water,Water,Water
2076,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
2077,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
2078,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
2079,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
2080,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
2081,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
2082,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
2083,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
2084,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
2085,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
2086,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
2087,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
2088,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
2089,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
2090,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
2091,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
2092,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2093,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2094,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2095,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2096,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
2097,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
2098,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
2099,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
2100,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
2101,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
2102,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
2103,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
2104,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
2105,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
2106,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2107,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2108,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2109,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2110,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
2111,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
2112,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
2113,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
2114,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
2115,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
2116,Bareland,NULL,Grassland,Water,Non_Wetland,Water
2117,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
2118,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
2119,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
2120,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
2121,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
2122,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
2123,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
2124,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
2125,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2126,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2127,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2128,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2129,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
2130,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
2131,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
2132,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
2133,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
2134,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
2135,Bareland,NULL,Cropland,Water,Non_Wetland,Water
2136,Bareland,NULL,Wetland,NULL,Wetland,NULL
2137,Bareland,NULL,Wetland,NULL,Wetland,Grassland
2138,Bareland,NULL,Wetland,NULL,Wetland,Cropland
2139,Bareland,NULL,Wetland,NULL,Wetland,Bareland
2140,Bareland,NULL,Wetland,NULL,Wetland,Built-up
2141,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
2142,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
2143,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
2144,Bareland,NULL,Wetland,Non_Water,Wetland,Water
2145,Bareland,NULL,Wetland,Water,Wetland,NULL
2146,Bareland,NULL,Wetland,Water,Wetland,Grassland
2147,Bareland,NULL,Wetland,Water,Wetland,Cropland
2148,Bareland,NULL,Wetland,Water,Wetland,Wetland
2149,Bareland,NULL,Wetland,Water,Wetland,Bareland
2150,Bareland,NULL,Wetland,Water,Wetland,Water
2151,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2152,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2153,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2154,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2155,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2156,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
2157,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
2158,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
2159,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
2160,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
2161,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
2162,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
2163,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
2164,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2165,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2166,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2167,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2168,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
2169,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
2170,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
2171,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
2172,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
2173,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
2174,Bareland,NULL,Bareland,Water,Non_Wetland,Water
2175,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
2176,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
2177,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
2178,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
2179,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
2180,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
2181,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2182,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
2183,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2184,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2185,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
2186,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
2187,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
2188,Bareland,NULL,Built-up,Water,Non_Wetland,Water
2189,Bareland,NULL,Water,NULL,Water,Wetland
2190,Bareland,NULL,Water,Non_Water,Water,Grassland
2191,Bareland,NULL,Water,Non_Water,Water,Wetland
2192,Bareland,NULL,Water,Non_Water,Water,Bareland
2193,Bareland,NULL,Water,Non_Water,Water,Water
2194,Bareland,NULL,Water,Water,Water,Grassland
2195,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
2196,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
2197,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
2198,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
2199,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
2200,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
2201,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
2202,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2203,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2204,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
2205,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2206,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2207,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2208,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2209,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2210,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2211,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2212,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
2213,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
2214,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
2215,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
2216,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
2217,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
2218,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
2219,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
2220,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2221,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2222,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2223,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2224,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
2225,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL
2226,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
2227,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
2228,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
2229,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
2230,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
2231,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
2232,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
2233,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
2234,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
2235,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
2236,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
2237,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2238,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2239,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2240,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2241,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water
2242,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL
2243,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
2244,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
2245,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
2246,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
2247,Bareland,Cropland,Wetland,NULL,Wetland,NULL
2248,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
2249,Bareland,Cropland,Wetland,NULL,Wetland,Built-up
2250,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
2251,Bareland,Cropland,Wetland,Water,Wetland,NULL
2252,Bareland,Cropland,Wetland,Water,Wetland,Grassland
2253,Bareland,Cropland,Wetland,Water,Wetland,Cropland
2254,Bareland,Cropland,Wetland,Water,Wetland,Wetland
2255,Bareland,Cropland,Wetland,Water,Wetland,Bareland
2256,Bareland,Cropland,Wetland,Water,Wetland,Water
2257,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2258,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2259,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2260,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2261,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
2262,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
2263,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
2264,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
2265,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
2266,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2267,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2268,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2269,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water
2270,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL
2271,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
2272,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
2273,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
2274,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
2275,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
2276,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
2277,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
2278,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
2279,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
2280,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2281,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
2282,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
2283,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
2284,Bareland,Cropland,Water,NULL,Water,Cropland
2285,Bareland,Cropland,Water,Non_Water,Water,Cropland
2286,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
