Value,AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,AFRICA_2024_WorldCover_2021_36PWQ_M_R
860,Wetland,NULL,Water,NULL,Water,Water
861,Wetland,NULL,Water,NULL,Water,Forest
862,Wetland,NULL,Water,Non_Water,Water,Grassland
863,Wetland,NULL,Water,Non_Water,Water,Wetland
864,Wetland,NULL,Water,Water,Water,Grassland
865,Wetland,NULL,Water,Water,Water,Wetland
866,Wetland,NULL,Water,Water,Water,Water
867,Wetland,NULL,Water,Water,Water,Forest
868,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
869,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
870,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
871,Wetland,NULL,Forest,NULL,Non_Wetland,Built-up
872,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
873,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
874,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
875,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
876,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
877,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
878,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
879,Wetland,NULL,Forest,Water,Non_Wetland,Water
880,Wetland,NULL,Forest,Water,Non_Wetland,Forest
881,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
882,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
883,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
884,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
885,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
886,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
887,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
888,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
889,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
890,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
891,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
892,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
893,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
894,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
895,Wetland,Cropland,Wetland,NULL,Wetland,Forest
896,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
897,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
898,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
899,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
900,Wetland,Cropland,Water,Non_Water,Water,Forest
901,Wetland,Cropland,Water,Water,Water,Wetland
902,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
903,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
904,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
905,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
906,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
907,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
908,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
909,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
910,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
911,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
912,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
913,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
914,Wetland,Wetland,NULL,Water,Non_Wetland,Water
915,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
916,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
917,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
918,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
919,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
920,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
921,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
922,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
923,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
924,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
925,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
926,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
927,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
928,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
929,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
930,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
931,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
932,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
933,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
934,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
935,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
936,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
937,Wetland,Wetland,Wetland,NULL,Wetland,NULL
938,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
939,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
940,Wetland,Wetland,Wetland,NULL,Wetland,Water
941,Wetland,Wetland,Wetland,NULL,Wetland,Forest
942,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
943,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
944,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
945,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
946,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
947,Wetland,Wetland,Wetland,Water,Wetland,Grassland
948,Wetland,Wetland,Wetland,Water,Wetland,Wetland
949,Wetland,Wetland,Wetland,Water,Wetland,Water
950,Wetland,Wetland,Wetland,Water,Wetland,Forest
951,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
952,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
953,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
954,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
955,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
956,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
957,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
958,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
959,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
960,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
961,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
962,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
963,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
964,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
965,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
966,Wetland,Wetland,Water,NULL,Water,Grassland
967,Wetland,Wetland,Water,NULL,Water,Wetland
968,Wetland,Wetland,Water,NULL,Water,Water
969,Wetland,Wetland,Water,NULL,Water,Forest
970,Wetland,Wetland,Water,Non_Water,Water,Grassland
971,Wetland,Wetland,Water,Non_Water,Water,Wetland
972,Wetland,Wetland,Water,Non_Water,Water,Water
973,Wetland,Wetland,Water,Non_Water,Water,Forest
974,Wetland,Wetland,Water,Water,Water,Grassland
975,Wetland,Wetland,Water,Water,Water,Wetland
976,Wetland,Wetland,Water,Water,Water,Water
977,Wetland,Wetland,Water,Water,Water,Forest
978,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
979,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
980,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
981,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
982,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
983,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
984,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
985,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
986,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
987,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
988,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
989,Wetland,Wetland,Forest,Water,Non_Wetland,Water
990,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
991,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
992,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
993,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
994,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
995,Wetland,Water,NULL,NULL,Non_Wetland,Forest
996,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
997,Wetland,Water,NULL,Water,Non_Wetland,Grassland
998,Wetland,Water,NULL,Water,Non_Wetland,Wetland
999,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1000,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1001,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1002,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1003,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1004,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1005,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1006,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1007,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1008,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1009,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1010,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1011,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1012,Wetland,Water,Wetland,NULL,Wetland,NULL
1013,Wetland,Water,Wetland,NULL,Wetland,Grassland
1014,Wetland,Water,Wetland,NULL,Wetland,Wetland
1015,Wetland,Water,Wetland,NULL,Wetland,Water
1016,Wetland,Water,Wetland,NULL,Wetland,Forest
1017,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1018,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1019,Wetland,Water,Wetland,Non_Water,Wetland,Water
1020,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1021,Wetland,Water,Wetland,Water,Wetland,Grassland
1022,Wetland,Water,Wetland,Water,Wetland,Wetland
1023,Wetland,Water,Wetland,Water,Wetland,Water
1024,Wetland,Water,Wetland,Water,Wetland,Forest
1025,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1026,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1027,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1028,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1029,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1030,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1031,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1032,Wetland,Water,Water,NULL,Water,Grassland
1033,Wetland,Water,Water,NULL,Water,Wetland
1034,Wetland,Water,Water,NULL,Water,Water
1035,Wetland,Water,Water,NULL,Water,Forest
1036,Wetland,Water,Water,Non_Water,Water,Wetland
1037,Wetland,Water,Water,Non_Water,Water,Forest
1038,Wetland,Water,Water,Water,Water,Grassland
1039,Wetland,Water,Water,Water,Water,Wetland
1040,Wetland,Water,Water,Water,Water,Water
1041,Wetland,Water,Water,Water,Water,Forest
1042,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1043,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1044,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1045,Wetland,Water,Forest,NULL,Non_Wetland,Water
1046,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1047,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1048,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1049,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1050,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1051,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1052,Wetland,Water,Forest,Water,Non_Wetland,Forest
1053,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1054,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1055,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1056,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1057,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL
1058,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1059,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1060,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1061,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1062,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1063,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1064,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1065,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1066,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1067,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1068,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1069,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1070,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1071,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1072,Wetland,Forest,Wetland,NULL,Wetland,NULL
1073,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1074,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1075,Wetland,Forest,Wetland,NULL,Wetland,Water
1076,Wetland,Forest,Wetland,NULL,Wetland,Forest
1077,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1078,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1079,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1080,Wetland,Forest,Wetland,Water,Wetland,Grassland
1081,Wetland,Forest,Wetland,Water,Wetland,Wetland
1082,Wetland,Forest,Wetland,Water,Wetland,Forest
1083,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1084,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1085,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1086,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1087,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1088,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
1089,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1090,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1091,Wetland,Forest,Water,NULL,Water,Grassland
1092,Wetland,Forest,Water,Non_Water,Water,Wetland
1093,Wetland,Forest,Water,Water,Water,Wetland
1094,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1095,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1096,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1097,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1098,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
1099,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1100,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1101,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1102,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1103,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1104,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1105,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1106,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1107,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1108,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1109,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1110,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1111,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1112,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1113,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1114,Bareland,NULL,Water,Water,Water,Bareland
1115,Bareland,NULL,Water,Water,Water,Water
1116,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1117,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1118,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1119,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1120,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1121,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1122,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1123,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1124,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1125,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1126,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1127,Bareland,Bareland,Wetland,Water,Wetland,Water
1128,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1129,Bareland,Bareland,Water,Non_Water,Water,Bareland
1130,Bareland,Bareland,Water,Water,Water,Grassland
1131,Bareland,Bareland,Water,Water,Water,Bareland
1132,Bareland,Bareland,Water,Water,Water,Water
1133,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1134,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1135,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1136,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1137,Bareland,Water,Bareland,Water,Non_Wetland,Water
1138,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1139,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1140,Water,NULL,NULL,NULL,Non_Wetland,Forest
1141,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1142,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1143,Water,NULL,NULL,Water,Non_Wetland,Grassland
1144,Water,NULL,NULL,Water,Non_Wetland,Wetland
1145,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1146,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1147,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1148,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1149,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1150,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1151,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1152,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1153,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1154,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1155,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1156,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1157,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1158,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1159,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1160,Water,NULL,Shrubland,Water,Non_Wetland,Water
1161,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1162,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1163,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1164,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1165,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1166,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1167,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1168,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1169,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1170,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1171,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1172,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1173,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1174,Water,NULL,Wetland,NULL,Wetland,NULL
1175,Water,NULL,Wetland,NULL,Wetland,Grassland
1176,Water,NULL,Wetland,NULL,Wetland,Wetland
1177,Water,NULL,Wetland,NULL,Wetland,Water
1178,Water,NULL,Wetland,NULL,Wetland,Forest
1179,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1180,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1181,Water,NULL,Wetland,Non_Water,Wetland,Water
1182,Water,NULL,Wetland,Non_Water,Wetland,Forest
1183,Water,NULL,Wetland,Water,Wetland,Grassland
1184,Water,NULL,Wetland,Water,Wetland,Wetland
1185,Water,NULL,Wetland,Water,Wetland,Water
1186,Water,NULL,Wetland,Water,Wetland,Forest
1187,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1188,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1189,Water,NULL,Bareland,NULL,Non_Wetland,Water
1190,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1191,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1192,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1193,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1194,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1195,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1196,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1197,Water,NULL,Bareland,Water,Non_Wetland,Water
1198,Water,NULL,Bareland,Water,Non_Wetland,Forest
1199,Water,NULL,Water,NULL,Water,Grassland
1200,Water,NULL,Water,NULL,Water,Wetland
1201,Water,NULL,Water,Non_Water,Water,Grassland
1202,Water,NULL,Water,Non_Water,Water,Wetland
1203,Water,NULL,Water,Non_Water,Water,Water
1204,Water,NULL,Water,Non_Water,Water,Forest
1205,Water,NULL,Water,Water,Water,Grassland
1206,Water,NULL,Water,Water,Water,Wetland
1207,Water,NULL,Water,Water,Water,Bareland
1208,Water,NULL,Water,Water,Water,Water
1209,Water,NULL,Water,Water,Water,Forest
1210,Water,NULL,Forest,NULL,Non_Wetland,NULL
1211,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1212,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1213,Water,NULL,Forest,NULL,Non_Wetland,Water
1214,Water,NULL,Forest,NULL,Non_Wetland,Forest
1215,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1216,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1217,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1218,Water,NULL,Forest,Water,Non_Wetland,Grassland
1219,Water,NULL,Forest,Water,Non_Wetland,Wetland
1220,Water,NULL,Forest,Water,Non_Wetland,Water
1221,Water,NULL,Forest,Water,Non_Wetland,Forest
1222,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1223,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1224,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1225,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1226,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1227,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1228,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1229,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1230,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1231,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1232,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1233,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1234,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1235,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1236,Water,Cropland,Wetland,NULL,Wetland,Wetland
1237,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1238,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1239,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1240,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1241,Water,Cropland,Water,Water,Water,Grassland
1242,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1243,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1244,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1245,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1246,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1247,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1248,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1249,Water,Wetland,NULL,NULL,Non_Wetland,Water
1250,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1251,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1252,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1253,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
1254,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1255,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1256,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1257,Water,Wetland,NULL,Water,Non_Wetland,Water
1258,Water,Wetland,NULL,Water,Non_Wetland,Forest
1259,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1260,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1261,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1262,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1263,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1264,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1265,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1266,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1267,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1268,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1269,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1270,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1271,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1272,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1273,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1274,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1275,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1276,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1277,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1278,Water,Wetland,Cropland,Water,Non_Wetland,Water
1279,Water,Wetland,Wetland,NULL,Wetland,NULL
1280,Water,Wetland,Wetland,NULL,Wetland,Grassland
1281,Water,Wetland,Wetland,NULL,Wetland,Wetland
1282,Water,Wetland,Wetland,NULL,Wetland,Water
1283,Water,Wetland,Wetland,NULL,Wetland,Forest
1284,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1285,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1286,Water,Wetland,Wetland,Non_Water,Wetland,Water
1287,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1288,Water,Wetland,Wetland,Water,Wetland,Grassland
1289,Water,Wetland,Wetland,Water,Wetland,Wetland
1290,Water,Wetland,Wetland,Water,Wetland,Water
1291,Water,Wetland,Wetland,Water,Wetland,Forest
1292,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1293,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1294,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1295,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
