Value,AFRICA_2024_DynamicWorld_2024_36PTS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,AFRICA_2024_WorldCover_2021_36PTS_M_R
844,Bareland,Water,Water,Water,Water,Wetland
845,Bareland,Water,Water,Water,Water,Bareland
846,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
847,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
848,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
849,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
850,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
851,Water,NULL,NULL,NULL,Non_Wetland,Grassland
852,Water,NULL,NULL,Water,Non_Wetland,Wetland
853,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
854,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
855,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
856,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
857,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
858,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
859,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
860,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
861,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
862,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
863,Water,NULL,Shrubland,Water,Non_Wetland,Water
864,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
865,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
866,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
867,Water,NULL,Grassland,NULL,Non_Wetland,Water
868,Water,NULL,Grassland,Water,Non_Wetland,Grassland
869,Water,NULL,Grassland,Water,Non_Wetland,Bareland
870,Water,NULL,Cropland,NULL,Non_Wetland,NULL
871,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
872,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
873,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
874,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
875,Water,NULL,Cropland,NULL,Non_Wetland,Water
876,Water,NULL,Cropland,NULL,Non_Wetland,Forest
877,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
878,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
879,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
880,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
881,Water,NULL,Cropland,Water,Non_Wetland,Grassland
882,Water,NULL,Cropland,Water,Non_Wetland,Cropland
883,Water,NULL,Cropland,Water,Non_Wetland,Wetland
884,Water,NULL,Cropland,Water,Non_Wetland,Bareland
885,Water,NULL,Cropland,Water,Non_Wetland,Water
886,Water,NULL,Wetland,Water,Wetland,Grassland
887,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
888,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
889,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
890,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
891,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
892,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
893,Water,NULL,Bareland,Water,Non_Wetland,Cropland
894,Water,NULL,Bareland,Water,Non_Wetland,Wetland
895,Water,NULL,Bareland,Water,Non_Wetland,Bareland
896,Water,NULL,Bareland,Water,Non_Wetland,Water
897,Water,NULL,Water,NULL,Water,Grassland
898,Water,NULL,Water,Water,Water,Wetland
899,Water,NULL,Water,Water,Water,Bareland
900,Water,NULL,Forest,NULL,Non_Wetland,Grassland
901,Water,NULL,Forest,NULL,Non_Wetland,Forest
902,Water,Cropland,NULL,Water,Non_Wetland,Wetland
903,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
904,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
905,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
906,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
907,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
908,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
909,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
910,Water,Cropland,Shrubland,Water,Non_Wetland,Water
911,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
912,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
913,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
914,Water,Cropland,Grassland,NULL,Non_Wetland,Water
915,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
916,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
917,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
918,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
919,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
920,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
921,Water,Cropland,Cropland,NULL,Non_Wetland,Water
922,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
923,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
924,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
925,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
926,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
927,Water,Cropland,Cropland,Water,Non_Wetland,Water
928,Water,Cropland,Wetland,NULL,Wetland,Cropland
929,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
930,Water,Cropland,Wetland,Water,Wetland,Grassland
931,Water,Cropland,Wetland,Water,Wetland,Cropland
932,Water,Cropland,Wetland,Water,Wetland,Wetland
933,Water,Cropland,Wetland,Water,Wetland,Bareland
934,Water,Cropland,Wetland,Water,Wetland,Water
935,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
936,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
937,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
938,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
939,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
940,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
941,Water,Cropland,Bareland,Water,Non_Wetland,Water
942,Water,Cropland,Water,NULL,Water,Bareland
943,Water,Cropland,Water,NULL,Water,Water
944,Water,Cropland,Water,Water,Water,Wetland
945,Water,Cropland,Water,Water,Water,Water
946,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
947,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
948,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
949,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
950,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
951,Water,Bareland,Cropland,Water,Non_Wetland,Water
952,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
953,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
954,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
955,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
956,Water,Water,NULL,NULL,Non_Wetland,Wetland
957,Water,Water,NULL,Water,Non_Wetland,Wetland
958,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
959,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
960,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
961,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
962,Water,Water,Shrubland,NULL,Non_Wetland,Water
963,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
964,Water,Water,Shrubland,Water,Non_Wetland,Grassland
965,Water,Water,Shrubland,Water,Non_Wetland,Cropland
966,Water,Water,Shrubland,Water,Non_Wetland,Wetland
967,Water,Water,Shrubland,Water,Non_Wetland,Bareland
968,Water,Water,Shrubland,Water,Non_Wetland,Water
969,Water,Water,Grassland,NULL,Non_Wetland,Bareland
970,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
971,Water,Water,Grassland,Water,Non_Wetland,Grassland
972,Water,Water,Grassland,Water,Non_Wetland,Wetland
973,Water,Water,Grassland,Water,Non_Wetland,Bareland
974,Water,Water,Grassland,Water,Non_Wetland,Water
975,Water,Water,Cropland,NULL,Non_Wetland,NULL
976,Water,Water,Cropland,NULL,Non_Wetland,Grassland
977,Water,Water,Cropland,NULL,Non_Wetland,Cropland
978,Water,Water,Cropland,NULL,Non_Wetland,Wetland
979,Water,Water,Cropland,NULL,Non_Wetland,Bareland
980,Water,Water,Cropland,NULL,Non_Wetland,Water
981,Water,Water,Cropland,NULL,Non_Wetland,Forest
982,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
983,Water,Water,Cropland,Water,Non_Wetland,Grassland
984,Water,Water,Cropland,Water,Non_Wetland,Cropland
985,Water,Water,Cropland,Water,Non_Wetland,Wetland
986,Water,Water,Cropland,Water,Non_Wetland,Bareland
987,Water,Water,Cropland,Water,Non_Wetland,Water
988,Water,Water,Wetland,NULL,Wetland,Grassland
989,Water,Water,Wetland,NULL,Wetland,Bareland
990,Water,Water,Wetland,Water,Wetland,Grassland
991,Water,Water,Wetland,Water,Wetland,Cropland
992,Water,Water,Wetland,Water,Wetland,Wetland
993,Water,Water,Wetland,Water,Wetland,Bareland
994,Water,Water,Wetland,Water,Wetland,Water
995,Water,Water,Bareland,NULL,Non_Wetland,Grassland
996,Water,Water,Bareland,NULL,Non_Wetland,Cropland
997,Water,Water,Bareland,NULL,Non_Wetland,Bareland
998,Water,Water,Bareland,NULL,Non_Wetland,Water
999,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1000,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1001,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1002,Water,Water,Bareland,Water,Non_Wetland,Grassland
1003,Water,Water,Bareland,Water,Non_Wetland,Cropland
1004,Water,Water,Bareland,Water,Non_Wetland,Wetland
1005,Water,Water,Bareland,Water,Non_Wetland,Bareland
1006,Water,Water,Bareland,Water,Non_Wetland,Water
1007,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1008,Water,Water,Water,NULL,Water,Bareland
1009,Water,Water,Water,Water,Water,Cropland
1010,Water,Water,Water,Water,Water,Wetland
1011,Water,Water,Water,Water,Water,Bareland
1012,Water,Water,Water,Water,Water,Water
1013,Water,Water,Forest,NULL,Non_Wetland,Grassland
1014,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1015,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1016,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1017,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1018,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1019,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1020,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1021,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1022,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1026,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1029,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1030,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1031,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1032,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1033,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1034,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1035,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1036,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1037,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1038,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1039,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1040,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1041,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1042,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1043,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1044,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1045,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1046,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1047,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1048,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1049,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1050,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1051,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1052,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1053,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1054,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1055,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1056,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1057,Forest,NULL,Cropland,Water,Non_Wetland,Water
1058,Forest,NULL,Wetland,NULL,Wetland,NULL
1059,Forest,NULL,Wetland,NULL,Wetland,Grassland
1060,Forest,NULL,Wetland,NULL,Wetland,Wetland
1061,Forest,NULL,Wetland,NULL,Wetland,Forest
1062,Forest,NULL,Wetland,Water,Wetland,Water
1063,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1064,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1065,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1066,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1067,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1068,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1069,Forest,NULL,Water,NULL,Water,Grassland
1070,Forest,NULL,Water,NULL,Water,Forest
1071,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1072,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1073,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1074,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1075,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1076,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1077,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1078,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1079,Forest,NULL,Forest,Water,Non_Wetland,NULL
1080,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1081,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1082,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1083,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1084,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1085,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1086,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1088,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1090,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1091,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1092,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1093,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1094,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1095,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1096,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1097,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1098,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1099,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1100,Forest,Cropland,Wetland,Water,Wetland,Water
1101,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1102,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1103,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1104,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1105,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1106,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1107,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1108,Forest,Bareland,Cropland,Water,Non_Wetland,Wetland
1109,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1110,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1111,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1112,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1117,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1118,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1119,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1120,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1121,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1122,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1123,Forest,Built-up,Wetland,NULL,Wetland,Forest
1124,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1125,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1126,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1127,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1128,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1129,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1130,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1131,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1132,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1134,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1135,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1136,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1137,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1138,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1139,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1140,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1141,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1142,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1143,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1144,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1145,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1146,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1147,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1148,Forest,Forest,Wetland,NULL,Wetland,NULL
1149,Forest,Forest,Wetland,NULL,Wetland,Grassland
1150,Forest,Forest,Wetland,NULL,Wetland,Forest
1151,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1152,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1153,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1154,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1155,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1156,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1157,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1158,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1159,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1160,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1161,Forest,Forest,Forest,Water,Non_Wetland,Forest
