Value,AFRICA_2024_DynamicWorld_2024_36PWV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,AFRICA_2024_WorldCover_2021_36PWV_M_R
847,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
848,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
849,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
850,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
851,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
852,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
853,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
854,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
855,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
856,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
857,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
858,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
859,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
860,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
861,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
862,Cropland,Cropland,Wetland,NULL,Wetland,NULL
863,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
864,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
865,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
866,Cropland,Cropland,Wetland,NULL,Wetland,Forest
867,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
868,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
869,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
870,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
871,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
872,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
873,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
874,Cropland,Cropland,Wetland,Water,Wetland,NULL
875,Cropland,Cropland,Wetland,Water,Wetland,Grassland
876,Cropland,Cropland,Wetland,Water,Wetland,Cropland
877,Cropland,Cropland,Wetland,Water,Wetland,Wetland
878,Cropland,Cropland,Wetland,Water,Wetland,Bareland
879,Cropland,Cropland,Wetland,Water,Wetland,Water
880,Cropland,Cropland,Wetland,Water,Wetland,Forest
881,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
882,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
883,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
884,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
885,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
886,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
887,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
888,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
889,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
890,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
891,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
892,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
893,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
894,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
895,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
896,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
897,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
898,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
899,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
900,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
901,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
902,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
903,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
904,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
905,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
906,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
907,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
908,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
909,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
910,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
911,Cropland,Cropland,Water,NULL,Water,Grassland
912,Cropland,Cropland,Water,NULL,Water,Cropland
913,Cropland,Cropland,Water,NULL,Water,Forest
914,Cropland,Cropland,Water,Non_Water,Water,Grassland
915,Cropland,Cropland,Water,Non_Water,Water,Cropland
916,Cropland,Cropland,Water,Non_Water,Water,Wetland
917,Cropland,Cropland,Water,Non_Water,Water,Water
918,Cropland,Cropland,Water,Non_Water,Water,Forest
919,Cropland,Cropland,Water,Water,Water,Grassland
920,Cropland,Cropland,Water,Water,Water,Cropland
921,Cropland,Cropland,Water,Water,Water,Wetland
922,Cropland,Cropland,Water,Water,Water,Bareland
923,Cropland,Cropland,Water,Water,Water,Water
924,Cropland,Cropland,Water,Water,Water,Forest
925,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
926,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
927,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
928,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
929,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
930,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
931,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
932,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
933,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
934,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
935,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
936,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
937,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
938,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
939,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
940,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
941,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
942,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
943,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
944,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
945,Cropland,Wetland,NULL,Water,Non_Wetland,Grassland
946,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
947,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
948,Cropland,Wetland,NULL,Water,Non_Wetland,Forest
949,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
950,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
951,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
952,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
953,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
954,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
955,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
956,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
957,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
958,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
959,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
960,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
961,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
962,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
963,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
964,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
965,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
966,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
967,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
968,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
969,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
970,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
971,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
972,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
973,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
974,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
975,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
976,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
977,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
978,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
979,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
980,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
981,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water
982,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
983,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL
984,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
985,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
986,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
987,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
988,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
989,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
990,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
991,Cropland,Wetland,Wetland,NULL,Wetland,Forest
992,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
993,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
994,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
995,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
996,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
997,Cropland,Wetland,Wetland,Water,Wetland,Grassland
998,Cropland,Wetland,Wetland,Water,Wetland,Cropland
999,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1000,Cropland,Wetland,Wetland,Water,Wetland,Bareland
1001,Cropland,Wetland,Wetland,Water,Wetland,Forest
1002,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1003,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1004,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1005,Cropland,Wetland,Water,Non_Water,Water,Cropland
1006,Cropland,Wetland,Water,Non_Water,Water,Wetland
1007,Cropland,Wetland,Water,Non_Water,Water,Forest
1008,Cropland,Wetland,Water,Water,Water,Grassland
1009,Cropland,Wetland,Water,Water,Water,Cropland
1010,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1011,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1012,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1013,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1014,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1015,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1016,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1017,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1018,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1019,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
1020,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1021,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1022,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
1023,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1024,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1025,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
1026,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1027,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1028,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1029,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1030,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
1031,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
1032,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1033,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1034,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1035,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1036,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
1037,Cropland,Bareland,Cropland,Water,Non_Wetland,Wetland
1038,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
1039,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
1040,Cropland,Bareland,Wetland,Water,Wetland,Wetland
1041,Cropland,Bareland,Wetland,Water,Wetland,Bareland
1042,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1043,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1044,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1045,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
1046,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
1047,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1048,Cropland,Bareland,Water,Water,Water,Water
1049,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1050,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1051,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1052,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1053,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1060,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1061,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1062,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1063,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1064,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1065,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1066,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1067,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1068,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1069,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1070,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1071,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1072,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1073,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
1074,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1075,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
1076,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1077,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1078,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1079,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1080,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1081,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1082,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1083,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1084,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1085,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
1086,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1087,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1088,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1089,Cropland,Built-up,Cropland,Water,Non_Wetland,Wetland
1090,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1091,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1092,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1093,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
1094,Cropland,Built-up,Wetland,Water,Wetland,Grassland
1095,Cropland,Built-up,Wetland,Water,Wetland,Cropland
1096,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1097,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1098,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1099,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
1100,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1101,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1102,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1103,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1104,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1105,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1106,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1107,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1108,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1109,Cropland,Built-up,Water,NULL,Water,Cropland
1110,Cropland,Built-up,Water,Water,Water,Bareland
1111,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1112,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1113,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1114,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1115,Cropland,Water,NULL,Non_Water,Non_Wetland,Wetland
1116,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1117,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1118,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1119,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1120,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1121,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1122,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1123,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1124,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1125,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1126,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1127,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1128,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1129,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1130,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1131,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1132,Cropland,Water,Grassland,Water,Non_Wetland,Forest
1133,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1134,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1135,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1136,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1137,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1138,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1139,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1140,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1141,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1142,Cropland,Water,Cropland,Non_Water,Non_Wetland,Built-up
1143,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
1144,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1145,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1146,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1147,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1148,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1149,Cropland,Water,Cropland,Water,Non_Wetland,Water
1150,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1151,Cropland,Water,Wetland,NULL,Wetland,Water
1152,Cropland,Water,Wetland,NULL,Wetland,Forest
1153,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1154,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1155,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1156,Cropland,Water,Wetland,Water,Wetland,Cropland
1157,Cropland,Water,Wetland,Water,Wetland,Wetland
1158,Cropland,Water,Wetland,Water,Wetland,Bareland
1159,Cropland,Water,Wetland,Water,Wetland,Water
1160,Cropland,Water,Wetland,Water,Wetland,Forest
1161,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1162,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1163,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1164,Cropland,Water,Water,NULL,Water,Water
1165,Cropland,Water,Water,NULL,Water,Forest
1166,Cropland,Water,Water,Non_Water,Water,Grassland
1167,Cropland,Water,Water,Water,Water,Cropland
1168,Cropland,Water,Water,Water,Water,Wetland
1169,Cropland,Water,Water,Water,Water,Bareland
1170,Cropland,Water,Water,Water,Water,Water
1171,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1172,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1173,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
1174,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1175,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1176,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1177,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1178,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1179,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1180,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1181,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1182,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1183,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1184,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1185,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1186,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1187,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1188,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1189,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1190,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1191,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1192,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1193,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1194,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1195,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1196,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1197,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1198,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1199,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1200,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1201,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1202,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1203,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1204,Cropland,Forest,Wetland,NULL,Wetland,Forest
1205,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
1206,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1207,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1208,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1209,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1210,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1211,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1212,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1213,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1214,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1215,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1216,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1217,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1218,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1219,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1220,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1221,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1222,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1223,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1224,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1225,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1226,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1227,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1228,Wetland,NULL,NULL,Water,Non_Wetland,Forest
1229,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1230,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1231,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1232,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1233,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1234,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1235,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1236,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1237,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1238,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1239,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1240,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1241,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1242,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1243,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1244,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1245,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1246,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1247,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1248,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1249,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1250,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1251,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1252,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1253,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1254,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1255,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1256,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1257,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1258,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1259,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1260,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1261,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1262,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
