Value,AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,AFRICA_2024_WorldCover_2021_38NKJ_M_R
879,Water,Water,Built-up,NULL,Non_Wetland,Grassland
880,Water,Water,Built-up,NULL,Non_Wetland,Forest
881,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
882,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
883,Water,Water,Built-up,Water,Non_Wetland,Bareland
884,Water,Water,Built-up,Water,Non_Wetland,Forest
885,Water,Water,Water,NULL,Water,NULL
886,Water,Water,Water,NULL,Water,Grassland
887,Water,Water,Water,NULL,Water,Cropland
888,Water,Water,Water,NULL,Water,Bareland
889,Water,Water,Water,NULL,Water,Water
890,Water,Water,Water,NULL,Water,Forest
891,Water,Water,Water,Non_Water,Water,Wetland
892,Water,Water,Water,Non_Water,Water,Bareland
893,Water,Water,Water,Non_Water,Water,Forest
894,Water,Water,Water,Water,Water,NULL
895,Water,Water,Water,Water,Water,Grassland
896,Water,Water,Water,Water,Water,Cropland
897,Water,Water,Water,Water,Water,Wetland
898,Water,Water,Water,Water,Water,Bareland
899,Water,Water,Water,Water,Water,Water
900,Water,Water,Water,Water,Water,Forest
901,Water,Water,Forest,NULL,Non_Wetland,Bareland
902,Water,Water,Forest,NULL,Non_Wetland,Forest
903,Water,Water,Forest,Non_Water,Non_Wetland,Forest
904,Water,Water,Forest,Water,Non_Wetland,Bareland
905,Water,Water,Forest,Water,Non_Wetland,Forest
906,Water,Forest,NULL,NULL,Non_Wetland,NULL
907,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
908,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
909,Water,Forest,Grassland,NULL,Non_Wetland,NULL
910,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
911,Water,Forest,Cropland,NULL,Non_Wetland,NULL
912,Water,Forest,Wetland,NULL,Wetland,Forest
913,Water,Forest,Bareland,NULL,Non_Wetland,NULL
914,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
915,Water,Forest,Built-up,NULL,Non_Wetland,NULL
916,Water,Forest,Forest,NULL,Non_Wetland,NULL
917,Forest,NULL,NULL,NULL,Non_Wetland,NULL
918,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
919,Forest,NULL,NULL,NULL,Non_Wetland,Forest
920,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
921,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
922,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
923,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
924,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
925,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
926,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
927,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
928,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
929,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
930,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
931,Forest,NULL,Wetland,NULL,Wetland,Forest
932,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
933,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
934,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
935,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
936,Forest,NULL,Forest,NULL,Non_Wetland,NULL
937,Forest,NULL,Forest,NULL,Non_Wetland,Forest
938,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
939,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
940,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
941,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
942,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
943,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
944,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
945,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
946,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
947,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
948,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
949,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
950,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
951,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
952,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
953,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
954,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
955,Forest,Water,NULL,NULL,Non_Wetland,Forest
956,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
957,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
958,Forest,Water,Cropland,NULL,Non_Wetland,NULL
959,Forest,Water,Cropland,NULL,Non_Wetland,Forest
960,Forest,Water,Wetland,NULL,Wetland,Forest
961,Forest,Water,Bareland,NULL,Non_Wetland,Forest
962,Forest,Water,Water,NULL,Water,Forest
963,Forest,Water,Forest,NULL,Non_Wetland,Forest
964,Forest,Forest,NULL,NULL,Non_Wetland,NULL
965,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
966,Forest,Forest,NULL,NULL,Non_Wetland,Forest
967,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
968,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
969,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
970,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
971,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
972,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
973,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
974,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
975,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
976,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
977,Forest,Forest,Wetland,NULL,Wetland,Forest
978,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
979,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
980,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
981,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
982,Forest,Forest,Forest,NULL,Non_Wetland,NULL
983,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
984,Forest,Forest,Forest,NULL,Non_Wetland,Forest
