Value,AFRICA_2024_DynamicWorld_2024_36NTP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTP_M_R,AFRICA_2024_GSW_Yearly_2021_36NTP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTP_M_R,AFRICA_2024_WorldCover_2021_36NTP_M_R
873,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
874,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
875,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
876,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
877,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
878,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
879,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
880,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
881,Wetland,Wetland,Forest,Water,Non_Wetland,Water
882,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
883,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
884,Wetland,Bareland,Wetland,Water,Wetland,Wetland
885,Wetland,Bareland,Wetland,Water,Wetland,Water
886,Wetland,Bareland,Water,Water,Water,Wetland
887,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
888,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
889,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
890,Wetland,Water,NULL,NULL,Non_Wetland,Forest
891,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
892,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
893,Wetland,Water,NULL,Water,Non_Wetland,Wetland
894,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
895,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
896,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
897,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
898,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
899,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
900,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
901,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
902,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
903,Wetland,Water,Wetland,NULL,Wetland,NULL
904,Wetland,Water,Wetland,NULL,Wetland,Grassland
905,Wetland,Water,Wetland,NULL,Wetland,Wetland
906,Wetland,Water,Wetland,NULL,Wetland,Water
907,Wetland,Water,Wetland,NULL,Wetland,Forest
908,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
909,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
910,Wetland,Water,Wetland,Non_Water,Wetland,Water
911,Wetland,Water,Wetland,Water,Wetland,NULL
912,Wetland,Water,Wetland,Water,Wetland,Grassland
913,Wetland,Water,Wetland,Water,Wetland,Wetland
914,Wetland,Water,Wetland,Water,Wetland,Water
915,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
916,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
917,Wetland,Water,Water,NULL,Water,Wetland
918,Wetland,Water,Water,NULL,Water,Water
919,Wetland,Water,Water,Non_Water,Water,Wetland
920,Wetland,Water,Water,Non_Water,Water,Water
921,Wetland,Water,Water,Water,Water,Wetland
922,Wetland,Water,Water,Water,Water,Water
923,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
924,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
925,Wetland,Water,Forest,NULL,Non_Wetland,Forest
926,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
927,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
928,Wetland,Water,Forest,Water,Non_Wetland,Wetland
929,Wetland,Water,Forest,Water,Non_Wetland,Forest
930,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
931,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
932,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
933,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
934,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
935,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
936,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
937,Wetland,Forest,NULL,Water,Non_Wetland,NULL
938,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
939,Wetland,Forest,NULL,Water,Non_Wetland,Forest
940,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
941,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
942,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
943,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
944,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
945,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
946,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
947,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
948,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
949,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
950,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
951,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
952,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland
953,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
954,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
955,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
956,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
957,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
958,Wetland,Forest,Wetland,NULL,Wetland,NULL
959,Wetland,Forest,Wetland,NULL,Wetland,Grassland
960,Wetland,Forest,Wetland,NULL,Wetland,Wetland
961,Wetland,Forest,Wetland,NULL,Wetland,Water
962,Wetland,Forest,Wetland,NULL,Wetland,Forest
963,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
964,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
965,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
966,Wetland,Forest,Wetland,Water,Wetland,Grassland
967,Wetland,Forest,Wetland,Water,Wetland,Wetland
968,Wetland,Forest,Wetland,Water,Wetland,Water
969,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
970,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
971,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
972,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
973,Wetland,Forest,Water,NULL,Water,NULL
974,Wetland,Forest,Water,NULL,Water,Grassland
975,Wetland,Forest,Water,NULL,Water,Wetland
976,Wetland,Forest,Water,NULL,Water,Bareland
977,Wetland,Forest,Water,NULL,Water,Water
978,Wetland,Forest,Water,NULL,Water,Forest
979,Wetland,Forest,Water,Non_Water,Water,Wetland
980,Wetland,Forest,Water,Water,Water,NULL
981,Wetland,Forest,Water,Water,Water,Grassland
982,Wetland,Forest,Water,Water,Water,Wetland
983,Wetland,Forest,Water,Water,Water,Bareland
984,Wetland,Forest,Water,Water,Water,Water
985,Wetland,Forest,Water,Water,Water,Forest
986,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
987,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
988,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
989,Wetland,Forest,Forest,NULL,Non_Wetland,Water
990,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
991,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
992,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
993,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
994,Wetland,Forest,Forest,Water,Non_Wetland,NULL
995,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
996,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
997,Wetland,Forest,Forest,Water,Non_Wetland,Bareland
998,Wetland,Forest,Forest,Water,Non_Wetland,Water
999,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1000,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1001,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1002,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1003,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1004,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1005,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1006,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1007,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1008,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1009,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1010,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1011,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1012,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1013,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1014,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1015,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1016,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1017,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1018,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1019,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1020,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1021,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1022,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1023,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1024,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1025,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1026,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1027,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1028,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1029,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1030,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1031,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1032,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1033,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1034,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1035,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1036,Bareland,NULL,Water,Water,Water,Wetland
1037,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1038,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1039,Bareland,NULL,Forest,Water,Non_Wetland,Water
1040,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1041,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1042,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1043,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1044,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1045,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1046,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1047,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1048,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1049,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1050,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1051,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1052,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1053,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1054,Water,NULL,NULL,NULL,Non_Wetland,Forest
1055,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1056,Water,NULL,NULL,Water,Non_Wetland,Wetland
1057,Water,NULL,NULL,Water,Non_Wetland,Water
1058,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1059,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1060,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1061,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1062,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1063,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1064,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1065,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1066,Water,NULL,Shrubland,Water,Non_Wetland,Water
1067,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1068,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1069,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1070,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1071,Water,NULL,Cropland,Water,Non_Wetland,Water
1072,Water,NULL,Wetland,NULL,Wetland,NULL
1073,Water,NULL,Wetland,NULL,Wetland,Grassland
1074,Water,NULL,Wetland,NULL,Wetland,Wetland
1075,Water,NULL,Wetland,NULL,Wetland,Forest
1076,Water,NULL,Wetland,Non_Water,Wetland,NULL
1077,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1078,Water,NULL,Wetland,Non_Water,Wetland,Water
1079,Water,NULL,Wetland,Water,Wetland,Grassland
1080,Water,NULL,Wetland,Water,Wetland,Wetland
1081,Water,NULL,Wetland,Water,Wetland,Water
1082,Water,NULL,Wetland,Water,Wetland,Forest
1083,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1084,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1085,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1086,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1087,Water,NULL,Bareland,Water,Non_Wetland,Forest
1088,Water,NULL,Water,NULL,Water,Wetland
1089,Water,NULL,Water,NULL,Water,Forest
1090,Water,NULL,Water,Non_Water,Water,Wetland
1091,Water,NULL,Water,Water,Water,Grassland
1092,Water,NULL,Water,Water,Water,Wetland
1093,Water,NULL,Water,Water,Water,Water
1094,Water,NULL,Water,Water,Water,Forest
1095,Water,NULL,Forest,NULL,Non_Wetland,NULL
1096,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1097,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1098,Water,NULL,Forest,NULL,Non_Wetland,Forest
1099,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1100,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1101,Water,NULL,Forest,Water,Non_Wetland,Grassland
1102,Water,NULL,Forest,Water,Non_Wetland,Wetland
1103,Water,NULL,Forest,Water,Non_Wetland,Water
1104,Water,NULL,Forest,Water,Non_Wetland,Forest
1105,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1106,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1107,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1108,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1109,Water,Cropland,Wetland,NULL,Wetland,Grassland
1110,Water,Cropland,Wetland,NULL,Wetland,Wetland
1111,Water,Cropland,Wetland,Water,Wetland,Wetland
1112,Water,Cropland,Water,NULL,Water,Wetland
1113,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1114,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1115,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1116,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1117,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1118,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1119,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1120,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1121,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1122,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1123,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1124,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1125,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1126,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1127,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1128,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1129,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1130,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1131,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1132,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1133,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1134,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1135,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1136,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1137,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1138,Water,Wetland,Cropland,Water,Non_Wetland,Water
1139,Water,Wetland,Wetland,NULL,Wetland,NULL
1140,Water,Wetland,Wetland,NULL,Wetland,Grassland
1141,Water,Wetland,Wetland,NULL,Wetland,Wetland
1142,Water,Wetland,Wetland,NULL,Wetland,Water
1143,Water,Wetland,Wetland,NULL,Wetland,Forest
1144,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1145,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1146,Water,Wetland,Wetland,Non_Water,Wetland,Water
1147,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1148,Water,Wetland,Wetland,Water,Wetland,NULL
1149,Water,Wetland,Wetland,Water,Wetland,Grassland
1150,Water,Wetland,Wetland,Water,Wetland,Wetland
1151,Water,Wetland,Wetland,Water,Wetland,Water
1152,Water,Wetland,Wetland,Water,Wetland,Forest
1153,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1154,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1155,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1156,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1157,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1158,Water,Wetland,Bareland,Water,Non_Wetland,Water
1159,Water,Wetland,Bareland,Water,Non_Wetland,Forest
1160,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1161,Water,Wetland,Water,NULL,Water,Grassland
1162,Water,Wetland,Water,NULL,Water,Wetland
1163,Water,Wetland,Water,NULL,Water,Water
1164,Water,Wetland,Water,NULL,Water,Forest
1165,Water,Wetland,Water,Non_Water,Water,Grassland
1166,Water,Wetland,Water,Non_Water,Water,Wetland
1167,Water,Wetland,Water,Non_Water,Water,Water
1168,Water,Wetland,Water,Non_Water,Water,Forest
1169,Water,Wetland,Water,Water,Water,Grassland
1170,Water,Wetland,Water,Water,Water,Wetland
1171,Water,Wetland,Water,Water,Water,Water
1172,Water,Wetland,Water,Water,Water,Forest
1173,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1174,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1175,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1176,Water,Wetland,Forest,NULL,Non_Wetland,Water
1177,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1178,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1179,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1180,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1181,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1182,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1183,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1184,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1185,Water,Wetland,Forest,Water,Non_Wetland,Water
1186,Water,Wetland,Forest,Water,Non_Wetland,Forest
1187,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1188,Water,Bareland,Wetland,NULL,Wetland,Wetland
1189,Water,Bareland,Wetland,NULL,Wetland,Built-up
1190,Water,Bareland,Wetland,NULL,Wetland,Water
1191,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1192,Water,Bareland,Wetland,Non_Water,Wetland,Water
1193,Water,Bareland,Wetland,Water,Wetland,Grassland
1194,Water,Bareland,Wetland,Water,Wetland,Wetland
1195,Water,Bareland,Wetland,Water,Wetland,Water
1196,Water,Bareland,Wetland,Water,Wetland,Forest
1197,Water,Bareland,Water,NULL,Water,Wetland
1198,Water,Bareland,Water,NULL,Water,Water
1199,Water,Bareland,Water,Non_Water,Water,Wetland
1200,Water,Bareland,Water,Water,Water,Wetland
1201,Water,Bareland,Water,Water,Water,Water
1202,Water,Water,NULL,NULL,Non_Wetland,NULL
1203,Water,Water,NULL,NULL,Non_Wetland,Grassland
1204,Water,Water,NULL,NULL,Non_Wetland,Wetland
1205,Water,Water,NULL,NULL,Non_Wetland,Forest
1206,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1207,Water,Water,NULL,Water,Non_Wetland,Grassland
1208,Water,Water,NULL,Water,Non_Wetland,Wetland
1209,Water,Water,NULL,Water,Non_Wetland,Water
1210,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1211,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1212,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1213,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1214,Water,Water,Shrubland,NULL,Non_Wetland,Water
1215,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1216,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1217,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1218,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1219,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1220,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1221,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1222,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1223,Water,Water,Shrubland,Water,Non_Wetland,Water
1224,Water,Water,Shrubland,Water,Non_Wetland,Forest
1225,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1226,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1227,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1228,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1229,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1230,Water,Water,Cropland,Water,Non_Wetland,Wetland
1231,Water,Water,Cropland,Water,Non_Wetland,Water
1232,Water,Water,Wetland,NULL,Wetland,NULL
1233,Water,Water,Wetland,NULL,Wetland,Grassland
1234,Water,Water,Wetland,NULL,Wetland,Wetland
1235,Water,Water,Wetland,NULL,Wetland,Water
1236,Water,Water,Wetland,NULL,Wetland,Forest
1237,Water,Water,Wetland,Non_Water,Wetland,Grassland
1238,Water,Water,Wetland,Non_Water,Wetland,Wetland
1239,Water,Water,Wetland,Non_Water,Wetland,Water
1240,Water,Water,Wetland,Non_Water,Wetland,Forest
1241,Water,Water,Wetland,Water,Wetland,NULL
1242,Water,Water,Wetland,Water,Wetland,Grassland
1243,Water,Water,Wetland,Water,Wetland,Wetland
1244,Water,Water,Wetland,Water,Wetland,Water
1245,Water,Water,Wetland,Water,Wetland,Forest
1246,Water,Water,Bareland,NULL,Non_Wetland,NULL
1247,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1248,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1249,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1250,Water,Water,Bareland,NULL,Non_Wetland,Water
1251,Water,Water,Bareland,NULL,Non_Wetland,Forest
1252,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1253,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1254,Water,Water,Bareland,Water,Non_Wetland,Grassland
1255,Water,Water,Bareland,Water,Non_Wetland,Wetland
1256,Water,Water,Bareland,Water,Non_Wetland,Water
1257,Water,Water,Bareland,Water,Non_Wetland,Forest
1258,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1259,Water,Water,Water,NULL,Water,Grassland
1260,Water,Water,Water,NULL,Water,Wetland
1261,Water,Water,Water,NULL,Water,Water
1262,Water,Water,Water,NULL,Water,Forest
1263,Water,Water,Water,Non_Water,Water,Grassland
1264,Water,Water,Water,Non_Water,Water,Wetland
1265,Water,Water,Water,Non_Water,Water,Water
1266,Water,Water,Water,Non_Water,Water,Forest
1267,Water,Water,Water,Water,Water,Grassland
1268,Water,Water,Water,Water,Water,Wetland
1269,Water,Water,Water,Water,Water,Water
1270,Water,Water,Water,Water,Water,Forest
1271,Water,Water,Forest,NULL,Non_Wetland,NULL
1272,Water,Water,Forest,NULL,Non_Wetland,Grassland
1273,Water,Water,Forest,NULL,Non_Wetland,Wetland
1274,Water,Water,Forest,NULL,Non_Wetland,Built-up
1275,Water,Water,Forest,NULL,Non_Wetland,Water
1276,Water,Water,Forest,NULL,Non_Wetland,Forest
1277,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1278,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1279,Water,Water,Forest,Non_Water,Non_Wetland,Water
1280,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1281,Water,Water,Forest,Water,Non_Wetland,Grassland
1282,Water,Water,Forest,Water,Non_Wetland,Wetland
1283,Water,Water,Forest,Water,Non_Wetland,Water
1284,Water,Water,Forest,Water,Non_Wetland,Forest
1285,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1286,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1287,Water,Forest,NULL,NULL,Non_Wetland,Forest
1288,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1289,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1290,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1291,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1292,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1293,Water,Forest,Wetland,NULL,Wetland,NULL
1294,Water,Forest,Wetland,NULL,Wetland,Grassland
1295,Water,Forest,Wetland,NULL,Wetland,Wetland
1296,Water,Forest,Wetland,NULL,Wetland,Forest
1297,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1298,Water,Forest,Wetland,Water,Wetland,Wetland
1299,Water,Forest,Wetland,Water,Wetland,Forest
1300,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1301,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1302,Water,Forest,Water,NULL,Water,Wetland
1303,Water,Forest,Water,Non_Water,Water,Wetland
1304,Water,Forest,Water,Water,Water,Wetland
1305,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1306,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1307,Water,Forest,Forest,NULL,Non_Wetland,Forest
1308,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1309,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1310,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1311,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1312,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1313,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1314,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1315,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1317,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1318,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1319,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1320,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1321,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1324,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
