Value,AFRICA_2024_DynamicWorld_2024_35PNK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNK_M_R,AFRICA_2024_GSW_Yearly_2021_35PNK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNK_M_R,AFRICA_2024_WorldCover_2021_35PNK_M_R
851,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
852,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
853,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
854,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
855,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
856,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
857,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
858,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
859,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
860,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
861,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
862,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
863,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
864,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
865,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
866,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
867,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
868,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
869,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
870,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
871,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
872,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
873,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
874,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
875,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
876,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
877,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
878,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
879,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
880,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
881,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
882,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
883,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
884,Wetland,Wetland,Wetland,NULL,Wetland,NULL
885,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
886,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
887,Wetland,Wetland,Wetland,NULL,Wetland,Forest
888,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
889,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
890,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
891,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
892,Wetland,Wetland,Wetland,Water,Wetland,Grassland
893,Wetland,Wetland,Wetland,Water,Wetland,Wetland
894,Wetland,Wetland,Wetland,Water,Wetland,Forest
895,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
896,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
897,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
898,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
899,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
900,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
901,Wetland,Wetland,Water,NULL,Water,Grassland
902,Wetland,Wetland,Water,NULL,Water,Wetland
903,Wetland,Wetland,Water,Water,Water,Grassland
904,Wetland,Wetland,Water,Water,Water,Wetland
905,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
906,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
907,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
908,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
909,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
910,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
911,Wetland,Bareland,NULL,NULL,Non_Wetland,Wetland
912,Wetland,Bareland,NULL,Non_Water,Non_Wetland,Wetland
913,Wetland,Bareland,NULL,Water,Non_Wetland,Wetland
914,Wetland,Bareland,NULL,Water,Non_Wetland,Bareland
915,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
916,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
917,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
918,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
919,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
920,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
921,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
922,Wetland,Bareland,Shrubland,Water,Non_Wetland,Bareland
923,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
924,Wetland,Bareland,Cropland,NULL,Non_Wetland,Wetland
925,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
926,Wetland,Bareland,Cropland,Water,Non_Wetland,Wetland
927,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
928,Wetland,Bareland,Wetland,Water,Wetland,Wetland
929,Wetland,Bareland,Wetland,Water,Wetland,Bareland
930,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
931,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
932,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
933,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
934,Wetland,Bareland,Water,Non_Water,Water,Wetland
935,Wetland,Bareland,Water,Water,Water,Wetland
936,Wetland,Bareland,Water,Water,Water,Water
937,Wetland,Bareland,Forest,Water,Non_Wetland,Wetland
938,Wetland,Built-up,NULL,Water,Non_Wetland,Grassland
939,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
940,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
941,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
942,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
943,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
944,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
945,Wetland,Built-up,Wetland,NULL,Wetland,Forest
946,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
947,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
948,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
949,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
950,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
951,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
952,Wetland,Water,NULL,Water,Non_Wetland,Grassland
953,Wetland,Water,NULL,Water,Non_Wetland,Wetland
954,Wetland,Water,NULL,Water,Non_Wetland,Bareland
955,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
956,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
957,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
958,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
959,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
960,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
961,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
962,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
963,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
964,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
965,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
966,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
967,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
968,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
969,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
970,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
971,Wetland,Water,Cropland,NULL,Non_Wetland,Water
972,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
973,Wetland,Water,Cropland,Water,Non_Wetland,Water
974,Wetland,Water,Wetland,NULL,Wetland,Grassland
975,Wetland,Water,Wetland,NULL,Wetland,Wetland
976,Wetland,Water,Wetland,NULL,Wetland,Forest
977,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
978,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
979,Wetland,Water,Wetland,Non_Water,Wetland,Forest
980,Wetland,Water,Wetland,Water,Wetland,Grassland
981,Wetland,Water,Wetland,Water,Wetland,Wetland
982,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
983,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
984,Wetland,Water,Bareland,NULL,Non_Wetland,Water
985,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
986,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
987,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
988,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
989,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
990,Wetland,Water,Bareland,Water,Non_Wetland,Forest
991,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
992,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
993,Wetland,Water,Built-up,Water,Non_Wetland,Water
994,Wetland,Water,Water,NULL,Water,Wetland
995,Wetland,Water,Water,NULL,Water,Water
996,Wetland,Water,Water,NULL,Water,Forest
997,Wetland,Water,Water,Non_Water,Water,Wetland
998,Wetland,Water,Water,Non_Water,Water,Forest
999,Wetland,Water,Water,Water,Water,Grassland
1000,Wetland,Water,Water,Water,Water,Wetland
1001,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1002,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1003,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1004,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1005,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1006,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1007,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1008,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1009,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1010,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1011,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1012,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1013,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1014,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1015,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1016,Wetland,Forest,Wetland,NULL,Wetland,NULL
1017,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1018,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1019,Wetland,Forest,Wetland,NULL,Wetland,Forest
1020,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1021,Wetland,Forest,Wetland,Water,Wetland,Wetland
1022,Wetland,Forest,Wetland,Water,Wetland,Water
1023,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1024,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1025,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1026,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1027,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1028,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1029,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1030,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1031,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1032,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1033,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1034,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1035,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1036,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1037,Bareland,NULL,NULL,Water,Non_Wetland,Water
1038,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1041,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1042,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1043,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1044,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1045,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1046,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1047,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1048,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1049,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1050,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1051,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1052,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1053,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1054,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1055,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1056,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1057,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1058,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1059,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1060,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1061,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1062,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1063,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1064,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1065,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1066,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1067,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1068,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1069,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1070,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1071,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1072,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1073,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1074,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1075,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1076,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1077,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1078,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1079,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1080,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1081,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1082,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1083,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1084,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1085,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1086,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1087,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1088,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1089,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1090,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1091,Bareland,NULL,Wetland,Water,Wetland,Grassland
1092,Bareland,NULL,Wetland,Water,Wetland,Wetland
1093,Bareland,NULL,Wetland,Water,Wetland,Bareland
1094,Bareland,NULL,Wetland,Water,Wetland,Water
1095,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1096,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1097,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1098,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1099,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1100,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1101,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1102,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1103,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1104,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1105,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1106,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1107,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1108,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1109,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1110,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1111,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1112,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1113,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1114,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1115,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1116,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1117,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1118,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1119,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1120,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1121,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1122,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1123,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1124,Bareland,NULL,Water,NULL,Water,Wetland
1125,Bareland,NULL,Water,NULL,Water,Bareland
1126,Bareland,NULL,Water,NULL,Water,Water
1127,Bareland,NULL,Water,Water,Water,Grassland
1128,Bareland,NULL,Water,Water,Water,Wetland
1129,Bareland,NULL,Water,Water,Water,Bareland
1130,Bareland,NULL,Water,Water,Water,Water
1131,Bareland,NULL,Water,Water,Water,Forest
1132,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1133,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1134,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1135,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1136,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1137,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1138,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1139,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1140,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1141,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1142,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1143,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1144,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1145,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1146,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1147,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1148,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1149,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1150,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1151,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1152,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1153,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1154,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1155,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1156,Bareland,Cropland,Water,NULL,Water,Bareland
1157,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1158,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1159,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland
1160,Bareland,Wetland,NULL,Water,Non_Wetland,Grassland
1161,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland
1162,Bareland,Wetland,NULL,Water,Non_Wetland,Water
1163,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1164,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1165,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1166,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1167,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1168,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1169,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1170,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1171,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1172,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1173,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1174,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1175,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1176,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1177,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1178,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water
1179,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
1180,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1181,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1182,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1183,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1184,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1185,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1186,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1187,Bareland,Wetland,Water,NULL,Water,Wetland
1188,Bareland,Wetland,Water,Water,Water,Wetland
1189,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1190,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1191,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1192,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1193,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1194,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1195,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1196,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1197,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1198,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1199,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1200,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1201,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1202,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1203,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1204,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1205,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1206,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1207,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1208,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1209,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1210,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1211,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1212,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1213,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1214,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1215,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1216,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1217,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1218,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1219,Bareland,Bareland,Wetland,Water,Wetland,Water
1220,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1221,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1222,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1223,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1224,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1225,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1226,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1227,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1228,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1229,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1230,Bareland,Bareland,Water,NULL,Water,Bareland
1231,Bareland,Bareland,Water,Water,Water,Wetland
1232,Bareland,Bareland,Water,Water,Water,Bareland
1233,Bareland,Bareland,Water,Water,Water,Water
1234,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1235,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1236,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland
1237,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1238,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1239,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1240,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1241,Bareland,Built-up,Shrubland,Water,Non_Wetland,Wetland
1242,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1243,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1244,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1245,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1246,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1247,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1248,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1249,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1250,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1251,Bareland,Water,NULL,Water,Non_Wetland,Wetland
1252,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1253,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1254,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1255,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1256,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1257,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1258,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1259,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1260,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1261,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1262,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1263,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1264,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1265,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1266,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1267,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
