Value,AFRICA_2024_DynamicWorld_2024_36PXS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXS_M_R,AFRICA_2024_GSW_Yearly_2021_36PXS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXS_M_R,AFRICA_2024_WorldCover_2021_36PXS_M_R
854,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
855,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
856,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
857,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
858,Water,NULL,Grassland,NULL,Non_Wetland,Forest
859,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
860,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
861,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
862,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
863,Water,NULL,Cropland,NULL,Non_Wetland,Forest
864,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
865,Water,NULL,Cropland,Water,Non_Wetland,Grassland
866,Water,NULL,Cropland,Water,Non_Wetland,Cropland
867,Water,NULL,Cropland,Water,Non_Wetland,Wetland
868,Water,NULL,Cropland,Water,Non_Wetland,Bareland
869,Water,NULL,Cropland,Water,Non_Wetland,Forest
870,Water,NULL,Wetland,NULL,Wetland,Cropland
871,Water,NULL,Wetland,NULL,Wetland,Forest
872,Water,NULL,Wetland,Water,Wetland,Grassland
873,Water,NULL,Bareland,NULL,Non_Wetland,NULL
874,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
875,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
876,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
877,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
878,Water,NULL,Bareland,NULL,Non_Wetland,Forest
879,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
880,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
881,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
882,Water,NULL,Built-up,NULL,Non_Wetland,Forest
883,Water,NULL,Water,NULL,Water,Grassland
884,Water,NULL,Water,NULL,Water,Cropland
885,Water,NULL,Water,NULL,Water,Forest
886,Water,NULL,Water,Water,Water,Grassland
887,Water,NULL,Forest,NULL,Non_Wetland,NULL
888,Water,NULL,Forest,NULL,Non_Wetland,Grassland
889,Water,NULL,Forest,NULL,Non_Wetland,Cropland
890,Water,NULL,Forest,NULL,Non_Wetland,Wetland
891,Water,NULL,Forest,NULL,Non_Wetland,Bareland
892,Water,NULL,Forest,NULL,Non_Wetland,Forest
893,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
894,Water,NULL,Forest,Water,Non_Wetland,Forest
895,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
896,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
897,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
898,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
899,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
900,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
901,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
902,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
903,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
904,Water,Cropland,Cropland,Water,Non_Wetland,Water
905,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
906,Water,Cropland,Bareland,NULL,Non_Wetland,Water
907,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
908,Water,Cropland,Forest,NULL,Non_Wetland,Forest
909,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
910,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
911,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
912,Water,Wetland,Shrubland,Water,Non_Wetland,Water
913,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
914,Water,Wetland,Grassland,Water,Non_Wetland,Water
915,Water,Wetland,Water,Water,Water,Water
916,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
917,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
918,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
919,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
920,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
921,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
922,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
923,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
924,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
925,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
926,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
927,Water,Bareland,Forest,NULL,Non_Wetland,Forest
928,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
929,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
930,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
931,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
932,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
933,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
934,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
935,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
936,Water,Built-up,Forest,NULL,Non_Wetland,Forest
937,Water,Water,NULL,NULL,Non_Wetland,Grassland
938,Water,Water,NULL,NULL,Non_Wetland,Cropland
939,Water,Water,NULL,NULL,Non_Wetland,Wetland
940,Water,Water,NULL,NULL,Non_Wetland,Bareland
941,Water,Water,NULL,NULL,Non_Wetland,Water
942,Water,Water,NULL,NULL,Non_Wetland,Forest
943,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
944,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
945,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
946,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
947,Water,Water,NULL,Non_Water,Non_Wetland,Water
948,Water,Water,NULL,Non_Water,Non_Wetland,Forest
949,Water,Water,NULL,Water,Non_Wetland,Cropland
950,Water,Water,NULL,Water,Non_Wetland,Bareland
951,Water,Water,NULL,Water,Non_Wetland,Water
952,Water,Water,NULL,Water,Non_Wetland,Forest
953,Water,Water,Shrubland,NULL,Non_Wetland,NULL
954,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
955,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
956,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
957,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
958,Water,Water,Shrubland,NULL,Non_Wetland,Water
959,Water,Water,Shrubland,NULL,Non_Wetland,Forest
960,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
961,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
962,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
963,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
964,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
965,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
966,Water,Water,Shrubland,Water,Non_Wetland,NULL
967,Water,Water,Shrubland,Water,Non_Wetland,Grassland
968,Water,Water,Shrubland,Water,Non_Wetland,Cropland
969,Water,Water,Shrubland,Water,Non_Wetland,Wetland
970,Water,Water,Shrubland,Water,Non_Wetland,Bareland
971,Water,Water,Shrubland,Water,Non_Wetland,Water
972,Water,Water,Shrubland,Water,Non_Wetland,Forest
973,Water,Water,Grassland,NULL,Non_Wetland,Grassland
974,Water,Water,Grassland,NULL,Non_Wetland,Cropland
975,Water,Water,Grassland,NULL,Non_Wetland,Wetland
976,Water,Water,Grassland,NULL,Non_Wetland,Bareland
977,Water,Water,Grassland,NULL,Non_Wetland,Water
978,Water,Water,Grassland,NULL,Non_Wetland,Forest
979,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
980,Water,Water,Grassland,Non_Water,Non_Wetland,Water
981,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
982,Water,Water,Grassland,Water,Non_Wetland,Grassland
983,Water,Water,Grassland,Water,Non_Wetland,Cropland
984,Water,Water,Grassland,Water,Non_Wetland,Wetland
985,Water,Water,Grassland,Water,Non_Wetland,Bareland
986,Water,Water,Grassland,Water,Non_Wetland,Water
987,Water,Water,Grassland,Water,Non_Wetland,Forest
988,Water,Water,Cropland,NULL,Non_Wetland,NULL
989,Water,Water,Cropland,NULL,Non_Wetland,Grassland
990,Water,Water,Cropland,NULL,Non_Wetland,Cropland
991,Water,Water,Cropland,NULL,Non_Wetland,Wetland
992,Water,Water,Cropland,NULL,Non_Wetland,Bareland
993,Water,Water,Cropland,NULL,Non_Wetland,Water
994,Water,Water,Cropland,NULL,Non_Wetland,Forest
995,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
996,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
997,Water,Water,Cropland,Non_Water,Non_Wetland,Water
998,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
999,Water,Water,Cropland,Water,Non_Wetland,Grassland
1000,Water,Water,Cropland,Water,Non_Wetland,Cropland
1001,Water,Water,Cropland,Water,Non_Wetland,Wetland
1002,Water,Water,Cropland,Water,Non_Wetland,Bareland
1003,Water,Water,Cropland,Water,Non_Wetland,Water
1004,Water,Water,Cropland,Water,Non_Wetland,Forest
1005,Water,Water,Wetland,NULL,Wetland,NULL
1006,Water,Water,Wetland,NULL,Wetland,Grassland
1007,Water,Water,Wetland,NULL,Wetland,Cropland
1008,Water,Water,Wetland,NULL,Wetland,Wetland
1009,Water,Water,Wetland,NULL,Wetland,Bareland
1010,Water,Water,Wetland,NULL,Wetland,Water
1011,Water,Water,Wetland,NULL,Wetland,Forest
1012,Water,Water,Wetland,Non_Water,Wetland,Wetland
1013,Water,Water,Wetland,Non_Water,Wetland,Bareland
1014,Water,Water,Wetland,Non_Water,Wetland,Water
1015,Water,Water,Wetland,Non_Water,Wetland,Forest
1016,Water,Water,Wetland,Water,Wetland,Grassland
1017,Water,Water,Wetland,Water,Wetland,Cropland
1018,Water,Water,Wetland,Water,Wetland,Wetland
1019,Water,Water,Wetland,Water,Wetland,Bareland
1020,Water,Water,Wetland,Water,Wetland,Water
1021,Water,Water,Wetland,Water,Wetland,Forest
1022,Water,Water,Bareland,NULL,Non_Wetland,NULL
1023,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1024,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1025,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1026,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1027,Water,Water,Bareland,NULL,Non_Wetland,Water
1028,Water,Water,Bareland,NULL,Non_Wetland,Forest
1029,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1030,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1031,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1032,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1033,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1034,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1035,Water,Water,Bareland,Water,Non_Wetland,NULL
1036,Water,Water,Bareland,Water,Non_Wetland,Grassland
1037,Water,Water,Bareland,Water,Non_Wetland,Cropland
1038,Water,Water,Bareland,Water,Non_Wetland,Wetland
1039,Water,Water,Bareland,Water,Non_Wetland,Bareland
1040,Water,Water,Bareland,Water,Non_Wetland,Water
1041,Water,Water,Bareland,Water,Non_Wetland,Forest
1042,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1043,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1044,Water,Water,Built-up,NULL,Non_Wetland,Water
1045,Water,Water,Built-up,NULL,Non_Wetland,Forest
1046,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1047,Water,Water,Built-up,Water,Non_Wetland,Cropland
1048,Water,Water,Built-up,Water,Non_Wetland,Water
1049,Water,Water,Built-up,Water,Non_Wetland,Forest
1050,Water,Water,Water,NULL,Water,NULL
1051,Water,Water,Water,NULL,Water,Grassland
1052,Water,Water,Water,NULL,Water,Cropland
1053,Water,Water,Water,NULL,Water,Bareland
1054,Water,Water,Water,NULL,Water,Water
1055,Water,Water,Water,NULL,Water,Forest
1056,Water,Water,Water,Non_Water,Water,NULL
1057,Water,Water,Water,Non_Water,Water,Grassland
1058,Water,Water,Water,Non_Water,Water,Cropland
1059,Water,Water,Water,Non_Water,Water,Wetland
1060,Water,Water,Water,Non_Water,Water,Water
1061,Water,Water,Water,Non_Water,Water,Forest
1062,Water,Water,Water,Water,Water,NULL
1063,Water,Water,Water,Water,Water,Grassland
1064,Water,Water,Water,Water,Water,Cropland
1065,Water,Water,Water,Water,Water,Wetland
1066,Water,Water,Water,Water,Water,Bareland
1067,Water,Water,Water,Water,Water,Water
1068,Water,Water,Water,Water,Water,Forest
1069,Water,Water,Forest,NULL,Non_Wetland,NULL
1070,Water,Water,Forest,NULL,Non_Wetland,Grassland
1071,Water,Water,Forest,NULL,Non_Wetland,Cropland
1072,Water,Water,Forest,NULL,Non_Wetland,Wetland
1073,Water,Water,Forest,NULL,Non_Wetland,Bareland
1074,Water,Water,Forest,NULL,Non_Wetland,Water
1075,Water,Water,Forest,NULL,Non_Wetland,Forest
1076,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1077,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1078,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1079,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1080,Water,Water,Forest,Non_Water,Non_Wetland,Water
1081,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1082,Water,Water,Forest,Water,Non_Wetland,NULL
1083,Water,Water,Forest,Water,Non_Wetland,Grassland
1084,Water,Water,Forest,Water,Non_Wetland,Cropland
1085,Water,Water,Forest,Water,Non_Wetland,Bareland
1086,Water,Water,Forest,Water,Non_Wetland,Water
1087,Water,Water,Forest,Water,Non_Wetland,Forest
1088,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1089,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1090,Water,Forest,NULL,NULL,Non_Wetland,Forest
1091,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1092,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1093,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1094,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1095,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1096,Water,Forest,Wetland,NULL,Wetland,Forest
1097,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1098,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1099,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1100,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1101,Water,Forest,Forest,NULL,Non_Wetland,Forest
1102,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1103,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1104,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1105,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1106,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1107,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1108,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1109,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1110,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1111,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1112,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1113,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1114,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1115,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1116,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1117,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1118,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1119,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1120,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1121,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1122,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1123,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1124,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1125,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1126,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1127,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1128,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1129,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1130,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1131,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1132,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1133,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1134,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1135,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1136,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1137,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1138,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1139,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1140,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1141,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1142,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1143,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1144,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1145,Forest,NULL,Wetland,NULL,Wetland,NULL
1146,Forest,NULL,Wetland,NULL,Wetland,Grassland
1147,Forest,NULL,Wetland,NULL,Wetland,Cropland
1148,Forest,NULL,Wetland,NULL,Wetland,Wetland
1149,Forest,NULL,Wetland,NULL,Wetland,Built-up
1150,Forest,NULL,Wetland,NULL,Wetland,Forest
1151,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1152,Forest,NULL,Wetland,Water,Wetland,Forest
1153,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1154,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1155,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1156,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1157,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1158,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1159,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1160,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1161,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1162,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1163,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1164,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1165,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1166,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1167,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1168,Forest,NULL,Water,NULL,Water,Grassland
1169,Forest,NULL,Water,NULL,Water,Forest
1170,Forest,NULL,Water,Water,Water,Wetland
1171,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1172,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1173,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1174,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1175,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1176,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1177,Forest,NULL,Forest,NULL,Non_Wetland,Water
1178,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1179,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1180,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1181,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1182,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1183,Forest,NULL,Forest,Water,Non_Wetland,Forest
1184,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1185,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1186,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1187,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1188,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1189,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1190,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1191,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1192,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1193,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1194,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1195,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1196,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1197,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1198,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1199,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1200,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1201,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1202,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1203,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1204,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1205,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1206,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1207,Forest,Cropland,Wetland,NULL,Wetland,Forest
1208,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1209,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1210,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1211,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1212,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1213,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1214,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1215,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1216,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1217,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1218,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1219,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1220,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
1221,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1222,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1223,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1224,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1225,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1226,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1227,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1228,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1229,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1230,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1231,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1232,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1233,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1234,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1235,Forest,Wetland,Wetland,NULL,Wetland,Forest
1236,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1237,Forest,Wetland,Water,Water,Water,Wetland
1238,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1239,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1240,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1241,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1242,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1243,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1244,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1245,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1246,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1247,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1248,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1249,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1250,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1251,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1252,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1253,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1254,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1255,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1256,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1257,Forest,Built-up,Wetland,NULL,Wetland,Forest
1258,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1259,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1260,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1261,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1262,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1263,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1264,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1265,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1266,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1267,Forest,Water,NULL,NULL,Non_Wetland,Forest
1268,Forest,Water,NULL,Water,Non_Wetland,Forest
1269,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1270,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1271,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1272,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1273,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1274,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1275,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1276,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1277,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1278,Forest,Water,Grassland,Water,Non_Wetland,Forest
1279,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1280,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1281,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1282,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1283,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1284,Forest,Water,Cropland,Water,Non_Wetland,Forest
1285,Forest,Water,Wetland,NULL,Wetland,NULL
1286,Forest,Water,Wetland,NULL,Wetland,Grassland
1287,Forest,Water,Wetland,NULL,Wetland,Forest
1288,Forest,Water,Wetland,Non_Water,Wetland,Forest
1289,Forest,Water,Wetland,Water,Wetland,Forest
1290,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1291,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1292,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1293,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1294,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1295,Forest,Water,Bareland,Water,Non_Wetland,Forest
1296,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1297,Forest,Water,Built-up,NULL,Non_Wetland,Water
1298,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1299,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1300,Forest,Water,Built-up,Water,Non_Wetland,Forest
1301,Forest,Water,Water,NULL,Water,NULL
