Value,AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,AFRICA_2024_WorldCover_2021_35PRQ_M_R
829,Wetland,Water,Bareland,Water,Non_Wetland,Water
830,Wetland,Water,Water,Water,Water,Water
831,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
832,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
833,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
834,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
835,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
836,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
837,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
838,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
839,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
840,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
841,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
842,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
843,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
844,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
845,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
846,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
847,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
850,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
851,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
854,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
855,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
856,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
857,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
858,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
859,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
860,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
861,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
862,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
863,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
864,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
865,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
866,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
867,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
868,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
869,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
870,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
871,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
872,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
873,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
874,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
875,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
876,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
877,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
878,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
879,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
880,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
881,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
882,Bareland,NULL,Grassland,Water,Non_Wetland,Water
883,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
884,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
885,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
886,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
887,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
888,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
889,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
890,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
891,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
892,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
893,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
894,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
895,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
896,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
897,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
898,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
899,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
900,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
901,Bareland,NULL,Wetland,NULL,Wetland,Grassland
902,Bareland,NULL,Wetland,NULL,Wetland,Bareland
903,Bareland,NULL,Wetland,NULL,Wetland,Water
904,Bareland,NULL,Wetland,Water,Wetland,Grassland
905,Bareland,NULL,Wetland,Water,Wetland,Bareland
906,Bareland,NULL,Wetland,Water,Wetland,Water
907,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
908,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
909,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
910,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
911,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
912,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
913,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
914,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
915,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
916,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
917,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
918,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
919,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
920,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
921,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
922,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
923,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
924,Bareland,NULL,Bareland,Water,Non_Wetland,Water
925,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
926,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
927,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
928,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
929,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
930,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
931,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
932,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
933,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
934,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
935,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
936,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
937,Bareland,NULL,Built-up,Water,Non_Wetland,Water
938,Bareland,NULL,Water,NULL,Water,Grassland
939,Bareland,NULL,Water,NULL,Water,Bareland
940,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
941,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
942,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
943,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
944,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
945,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
946,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
947,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
948,Bareland,NULL,Forest,Water,Non_Wetland,Water
949,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
950,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
951,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
952,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
953,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
954,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
955,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
956,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
957,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
958,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
959,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
960,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
961,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
962,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
963,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
964,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
965,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
966,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
967,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
968,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
969,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
970,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
971,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
972,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
973,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
974,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
975,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
976,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
977,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
978,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
979,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
980,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
981,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
982,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
983,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
984,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
985,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
986,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
987,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
988,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
989,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
990,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
991,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
992,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
993,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
994,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
995,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
996,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
997,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
998,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
999,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1000,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1001,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1002,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1003,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1004,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1005,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1006,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1007,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1008,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1009,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1010,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1011,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1012,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1013,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1014,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1015,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1016,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1017,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1018,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1019,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1020,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1021,Bareland,Built-up,Grassland,Water,Non_Wetland,Water
1022,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1023,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1024,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1025,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
1026,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1027,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1028,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1029,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1030,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1031,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1032,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1033,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1034,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1035,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1036,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1037,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1038,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1039,Bareland,Built-up,Built-up,Water,Non_Wetland,Cropland
1040,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1041,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1042,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1043,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1044,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1045,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1046,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1047,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1048,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1049,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1050,Bareland,Water,Grassland,Water,Non_Wetland,Water
1051,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1052,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1053,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1054,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1055,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1056,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1057,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1058,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1059,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1060,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1061,Bareland,Water,Bareland,Water,Non_Wetland,Water
1062,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1063,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1064,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1065,Water,NULL,NULL,NULL,Non_Wetland,Forest
1066,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1067,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1068,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1069,Water,NULL,NULL,Water,Non_Wetland,Grassland
1070,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1071,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1072,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1073,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1074,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1075,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1076,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1077,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1078,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1079,Water,NULL,Shrubland,Water,Non_Wetland,Water
1080,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1081,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1082,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1083,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1084,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1085,Water,NULL,Grassland,NULL,Non_Wetland,Water
1086,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1087,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1088,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1089,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1090,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1091,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1092,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1093,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1094,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1095,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1096,Water,NULL,Grassland,Water,Non_Wetland,Water
1097,Water,NULL,Grassland,Water,Non_Wetland,Forest
1098,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1099,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1100,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1101,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1102,Water,NULL,Cropland,NULL,Non_Wetland,Water
1103,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1104,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1105,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1106,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1107,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1108,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1109,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1110,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1111,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1112,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1113,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1114,Water,NULL,Cropland,Water,Non_Wetland,Water
1115,Water,NULL,Cropland,Water,Non_Wetland,Forest
1116,Water,NULL,Wetland,NULL,Wetland,Grassland
1117,Water,NULL,Wetland,NULL,Wetland,Bareland
1118,Water,NULL,Wetland,NULL,Wetland,Water
1119,Water,NULL,Wetland,NULL,Wetland,Forest
1120,Water,NULL,Wetland,Non_Water,Wetland,NULL
1121,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1122,Water,NULL,Wetland,Non_Water,Wetland,Forest
1123,Water,NULL,Wetland,Water,Wetland,Grassland
1124,Water,NULL,Wetland,Water,Wetland,Cropland
1125,Water,NULL,Wetland,Water,Wetland,Bareland
1126,Water,NULL,Wetland,Water,Wetland,Water
1127,Water,NULL,Wetland,Water,Wetland,Forest
1128,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1129,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1130,Water,NULL,Bareland,NULL,Non_Wetland,Water
1131,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1132,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1133,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1134,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1135,Water,NULL,Bareland,Water,Non_Wetland,Water
1136,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1137,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1138,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1139,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1140,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1141,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1142,Water,NULL,Built-up,Water,Non_Wetland,Water
1143,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1144,Water,NULL,Forest,NULL,Non_Wetland,Forest
1145,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1146,Water,NULL,Forest,Water,Non_Wetland,Water
1147,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1148,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1149,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1150,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1151,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1152,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1153,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1154,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1155,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1156,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1157,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water
1158,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1159,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1160,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1161,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1162,Water,Cropland,Grassland,Water,Non_Wetland,Water
1163,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1164,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1165,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1166,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1167,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1168,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1169,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1170,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1171,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1172,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1173,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1174,Water,Cropland,Cropland,Water,Non_Wetland,Water
1175,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1176,Water,Cropland,Wetland,NULL,Wetland,Grassland
1177,Water,Cropland,Wetland,NULL,Wetland,Forest
1178,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1179,Water,Cropland,Wetland,Water,Wetland,Bareland
1180,Water,Cropland,Wetland,Water,Wetland,Water
1181,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1182,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1183,Water,Cropland,Bareland,Water,Non_Wetland,Water
1184,Water,Cropland,Water,Water,Water,Water
1185,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1186,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1187,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1188,Water,Wetland,Cropland,Water,Non_Wetland,Water
1189,Water,Wetland,Wetland,Non_Water,Wetland,Water
1190,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1191,Water,Wetland,Wetland,Water,Wetland,Water
1192,Water,Wetland,Bareland,Water,Non_Wetland,Water
1193,Water,Wetland,Water,Water,Water,Water
1194,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1195,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1196,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1197,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1198,Water,Bareland,Grassland,Water,Non_Wetland,Water
1199,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1200,Water,Bareland,Cropland,Water,Non_Wetland,Water
1201,Water,Bareland,Wetland,NULL,Wetland,Bareland
1202,Water,Bareland,Wetland,Water,Wetland,Wetland
1203,Water,Bareland,Wetland,Water,Wetland,Bareland
1204,Water,Bareland,Wetland,Water,Wetland,Water
1205,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1206,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1207,Water,Bareland,Bareland,Water,Non_Wetland,Water
1208,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1209,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1210,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1211,Water,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1212,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1213,Water,Built-up,Grassland,Water,Non_Wetland,Water
1214,Water,Built-up,Grassland,Water,Non_Wetland,Forest
1215,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1216,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1217,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1218,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1219,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
1220,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1221,Water,Built-up,Cropland,Water,Non_Wetland,Water
1222,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1223,Water,Built-up,Wetland,NULL,Wetland,Forest
1224,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1225,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1226,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
1227,Water,Built-up,Water,Water,Water,Water
1228,Water,Water,NULL,NULL,Non_Wetland,Grassland
1229,Water,Water,NULL,NULL,Non_Wetland,Forest
1230,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1231,Water,Water,NULL,Water,Non_Wetland,Grassland
1232,Water,Water,NULL,Water,Non_Wetland,Water
1233,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1234,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1235,Water,Water,Shrubland,NULL,Non_Wetland,Water
1236,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1237,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1238,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1239,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1240,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1241,Water,Water,Shrubland,Water,Non_Wetland,Water
1242,Water,Water,Shrubland,Water,Non_Wetland,Forest
1243,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1244,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1245,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1246,Water,Water,Grassland,NULL,Non_Wetland,Water
1247,Water,Water,Grassland,NULL,Non_Wetland,Forest
1248,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1249,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1250,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1251,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1252,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1253,Water,Water,Grassland,Water,Non_Wetland,Grassland
1254,Water,Water,Grassland,Water,Non_Wetland,Cropland
