Value,AFRICA_2024_DynamicWorld_2024_37NGJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NGJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGJ_M_R,AFRICA_2024_WorldCover_2021_37NGJ_M_R
863,Water,Water,Wetland,Non_Water,Wetland,Bareland
864,Water,Water,Wetland,Non_Water,Wetland,Water
865,Water,Water,Wetland,Water,Wetland,Grassland
866,Water,Water,Wetland,Water,Wetland,Cropland
867,Water,Water,Wetland,Water,Wetland,Bareland
868,Water,Water,Wetland,Water,Wetland,Water
869,Water,Water,Wetland,Water,Wetland,Forest
870,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
871,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
872,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
873,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
874,Water,Water,Bareland,NULL,Non_Wetland,NULL
875,Water,Water,Bareland,NULL,Non_Wetland,Grassland
876,Water,Water,Bareland,NULL,Non_Wetland,Cropland
877,Water,Water,Bareland,NULL,Non_Wetland,Wetland
878,Water,Water,Bareland,NULL,Non_Wetland,Bareland
879,Water,Water,Bareland,NULL,Non_Wetland,Water
880,Water,Water,Bareland,NULL,Non_Wetland,Forest
881,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
882,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
883,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
884,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
885,Water,Water,Bareland,Non_Water,Non_Wetland,Water
886,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
887,Water,Water,Bareland,Water,Non_Wetland,NULL
888,Water,Water,Bareland,Water,Non_Wetland,Grassland
889,Water,Water,Bareland,Water,Non_Wetland,Cropland
890,Water,Water,Bareland,Water,Non_Wetland,Bareland
891,Water,Water,Bareland,Water,Non_Wetland,Water
892,Water,Water,Bareland,Water,Non_Wetland,Forest
893,Water,Water,Built-up,NULL,Non_Wetland,NULL
894,Water,Water,Built-up,NULL,Non_Wetland,Grassland
895,Water,Water,Built-up,NULL,Non_Wetland,Bareland
896,Water,Water,Built-up,NULL,Non_Wetland,Water
897,Water,Water,Built-up,NULL,Non_Wetland,Forest
898,Water,Water,Built-up,Non_Water,Non_Wetland,Water
899,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
900,Water,Water,Built-up,Water,Non_Wetland,NULL
901,Water,Water,Built-up,Water,Non_Wetland,Grassland
902,Water,Water,Built-up,Water,Non_Wetland,Cropland
903,Water,Water,Built-up,Water,Non_Wetland,Bareland
904,Water,Water,Built-up,Water,Non_Wetland,Water
905,Water,Water,Built-up,Water,Non_Wetland,Forest
906,Water,Water,Water,NULL,Water,NULL
907,Water,Water,Water,NULL,Water,Grassland
908,Water,Water,Water,NULL,Water,Cropland
909,Water,Water,Water,NULL,Water,Wetland
910,Water,Water,Water,NULL,Water,Bareland
911,Water,Water,Water,NULL,Water,Water
912,Water,Water,Water,NULL,Water,Forest
913,Water,Water,Water,Non_Water,Water,NULL
914,Water,Water,Water,Non_Water,Water,Grassland
915,Water,Water,Water,Non_Water,Water,Bareland
916,Water,Water,Water,Non_Water,Water,Water
917,Water,Water,Water,Non_Water,Water,Forest
918,Water,Water,Water,Water,Water,NULL
919,Water,Water,Water,Water,Water,Grassland
920,Water,Water,Water,Water,Water,Cropland
921,Water,Water,Water,Water,Water,Bareland
922,Water,Water,Water,Water,Water,Water
923,Water,Water,Water,Water,Water,Forest
924,Water,Water,Forest,NULL,Non_Wetland,NULL
925,Water,Water,Forest,NULL,Non_Wetland,Grassland
926,Water,Water,Forest,NULL,Non_Wetland,Cropland
927,Water,Water,Forest,NULL,Non_Wetland,Wetland
928,Water,Water,Forest,NULL,Non_Wetland,Bareland
929,Water,Water,Forest,NULL,Non_Wetland,Water
930,Water,Water,Forest,NULL,Non_Wetland,Forest
931,Water,Water,Forest,Non_Water,Non_Wetland,NULL
932,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
933,Water,Water,Forest,Non_Water,Non_Wetland,Water
934,Water,Water,Forest,Non_Water,Non_Wetland,Forest
935,Water,Water,Forest,Water,Non_Wetland,NULL
936,Water,Water,Forest,Water,Non_Wetland,Grassland
937,Water,Water,Forest,Water,Non_Wetland,Wetland
938,Water,Water,Forest,Water,Non_Wetland,Bareland
939,Water,Water,Forest,Water,Non_Wetland,Water
940,Water,Water,Forest,Water,Non_Wetland,Forest
941,Water,Forest,NULL,NULL,Non_Wetland,NULL
942,Water,Forest,NULL,NULL,Non_Wetland,Forest
943,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
944,Water,Forest,Grassland,NULL,Non_Wetland,Forest
945,Water,Forest,Cropland,NULL,Non_Wetland,NULL
946,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
947,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
948,Water,Forest,Cropland,NULL,Non_Wetland,Forest
949,Water,Forest,Wetland,NULL,Wetland,Forest
950,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
951,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
952,Water,Forest,Water,NULL,Water,Forest
953,Water,Forest,Forest,NULL,Non_Wetland,NULL
954,Water,Forest,Forest,NULL,Non_Wetland,Grassland
955,Water,Forest,Forest,NULL,Non_Wetland,Water
956,Water,Forest,Forest,NULL,Non_Wetland,Forest
957,Water,Forest,Forest,Water,Non_Wetland,Forest
958,Forest,NULL,NULL,NULL,Non_Wetland,NULL
959,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
960,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
961,Forest,NULL,NULL,NULL,Non_Wetland,Forest
962,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
963,Forest,NULL,NULL,Water,Non_Wetland,Forest
964,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
965,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
966,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
967,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
968,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
969,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
970,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
971,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
972,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
973,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
974,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
975,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
976,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
977,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
978,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
979,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
980,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
981,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
982,Forest,NULL,Grassland,Water,Non_Wetland,Forest
983,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
984,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
985,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
986,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
987,Forest,NULL,Cropland,NULL,Non_Wetland,Water
988,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
989,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
990,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
991,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
992,Forest,NULL,Cropland,Water,Non_Wetland,NULL
993,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
994,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
995,Forest,NULL,Cropland,Water,Non_Wetland,Forest
996,Forest,NULL,Wetland,NULL,Wetland,NULL
997,Forest,NULL,Wetland,NULL,Wetland,Forest
998,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
999,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1000,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1001,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL
1002,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1003,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1004,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1005,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1006,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1007,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1008,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1009,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1010,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1011,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1012,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1013,Forest,NULL,Water,NULL,Water,NULL
1014,Forest,NULL,Water,NULL,Water,Grassland
1015,Forest,NULL,Water,NULL,Water,Forest
1016,Forest,NULL,Water,Non_Water,Water,Grassland
1017,Forest,NULL,Water,Water,Water,Grassland
1018,Forest,NULL,Water,Water,Water,Bareland
1019,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1020,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1021,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1022,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1023,Forest,NULL,Forest,NULL,Non_Wetland,Water
1024,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1025,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1026,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1027,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1028,Forest,NULL,Forest,Water,Non_Wetland,NULL
1029,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1030,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1031,Forest,NULL,Forest,Water,Non_Wetland,Forest
1032,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1033,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1034,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1035,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1036,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1037,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1038,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1039,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1040,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1041,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1042,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1043,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1044,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1045,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1046,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1047,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1048,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1049,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1050,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1051,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1052,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1053,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1054,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1055,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1056,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1057,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1058,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1059,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1060,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1061,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1062,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1063,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1064,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1065,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1066,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1067,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1068,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1069,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1070,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1071,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1072,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1073,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1074,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1075,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1076,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1077,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1078,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1079,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1080,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1081,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1082,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1083,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1084,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1085,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1086,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1087,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1088,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1089,Forest,Water,NULL,NULL,Non_Wetland,NULL
1090,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1091,Forest,Water,NULL,NULL,Non_Wetland,Water
1092,Forest,Water,NULL,NULL,Non_Wetland,Forest
1093,Forest,Water,NULL,Water,Non_Wetland,NULL
1094,Forest,Water,NULL,Water,Non_Wetland,Grassland
1095,Forest,Water,NULL,Water,Non_Wetland,Water
1096,Forest,Water,NULL,Water,Non_Wetland,Forest
1097,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1098,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1099,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1100,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1101,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1102,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1103,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1104,Forest,Water,Grassland,NULL,Non_Wetland,Water
1105,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1106,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1107,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1108,Forest,Water,Grassland,Water,Non_Wetland,NULL
1109,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1110,Forest,Water,Grassland,Water,Non_Wetland,Water
1111,Forest,Water,Grassland,Water,Non_Wetland,Forest
1112,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1113,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1114,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1115,Forest,Water,Cropland,NULL,Non_Wetland,Water
1116,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1117,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1118,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1119,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1120,Forest,Water,Cropland,Water,Non_Wetland,NULL
1121,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1122,Forest,Water,Cropland,Water,Non_Wetland,Water
1123,Forest,Water,Cropland,Water,Non_Wetland,Forest
1124,Forest,Water,Wetland,NULL,Wetland,Forest
1125,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1126,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1127,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1128,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1129,Forest,Water,Bareland,NULL,Non_Wetland,Water
1130,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1131,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1132,Forest,Water,Bareland,Water,Non_Wetland,NULL
1133,Forest,Water,Bareland,Water,Non_Wetland,Water
1134,Forest,Water,Bareland,Water,Non_Wetland,Forest
1135,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1136,Forest,Water,Built-up,NULL,Non_Wetland,Water
1137,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1138,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1139,Forest,Water,Built-up,Water,Non_Wetland,NULL
1140,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1141,Forest,Water,Built-up,Water,Non_Wetland,Water
1142,Forest,Water,Built-up,Water,Non_Wetland,Forest
1143,Forest,Water,Water,NULL,Water,NULL
1144,Forest,Water,Water,NULL,Water,Water
1145,Forest,Water,Water,NULL,Water,Forest
1146,Forest,Water,Forest,NULL,Non_Wetland,NULL
1147,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1148,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1149,Forest,Water,Forest,NULL,Non_Wetland,Water
1150,Forest,Water,Forest,NULL,Non_Wetland,Forest
1151,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1152,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1153,Forest,Water,Forest,Water,Non_Wetland,NULL
1154,Forest,Water,Forest,Water,Non_Wetland,Grassland
1155,Forest,Water,Forest,Water,Non_Wetland,Water
1156,Forest,Water,Forest,Water,Non_Wetland,Forest
1157,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1158,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1159,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1160,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1161,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1162,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1163,Forest,Forest,NULL,Water,Non_Wetland,Forest
1164,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1165,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1166,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1167,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1168,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1169,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1170,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1171,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1172,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1173,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1174,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1175,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1176,Forest,Forest,Grassland,Water,Non_Wetland,NULL
1177,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1178,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1179,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1180,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1181,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1182,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1183,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1184,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1185,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1186,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1187,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1188,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1189,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1190,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1191,Forest,Forest,Wetland,NULL,Wetland,Forest
1192,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1193,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1194,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1195,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1196,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1197,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1198,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1199,Forest,Forest,Bareland,Water,Non_Wetland,Water
1200,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1201,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1202,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1203,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1204,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1205,Forest,Forest,Water,NULL,Water,Grassland
1206,Forest,Forest,Water,NULL,Water,Bareland
1207,Forest,Forest,Water,NULL,Water,Forest
1208,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1209,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1210,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1211,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1212,Forest,Forest,Forest,NULL,Non_Wetland,Water
1213,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1214,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1215,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1216,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1217,Forest,Forest,Forest,Water,Non_Wetland,NULL
1218,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1219,Forest,Forest,Forest,Water,Non_Wetland,Forest
