Value,AFRICA_2024_DynamicWorld_2024_36PTV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,AFRICA_2024_WorldCover_2021_36PTV_M_R
828,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
829,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
830,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
831,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
832,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
833,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
834,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
835,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
836,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
837,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
838,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
839,Wetland,Wetland,Wetland,NULL,Wetland,Forest
840,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
841,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
842,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
843,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
844,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
845,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
846,Wetland,Wetland,Wetland,Water,Wetland,Grassland
847,Wetland,Wetland,Wetland,Water,Wetland,Cropland
848,Wetland,Wetland,Wetland,Water,Wetland,Wetland
849,Wetland,Wetland,Wetland,Water,Wetland,Water
850,Wetland,Wetland,Wetland,Water,Wetland,Forest
851,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
852,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
853,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
854,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
855,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
856,Wetland,Wetland,Water,Water,Water,Water
857,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
858,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
859,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
860,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
861,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
862,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
863,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
864,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
865,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
866,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
867,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
868,Wetland,Water,Shrubland,Water,Non_Wetland,Water
869,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
870,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
871,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
872,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
873,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
874,Wetland,Water,Grassland,Water,Non_Wetland,Water
875,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
876,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
877,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
878,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water
879,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
880,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
881,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
882,Wetland,Water,Cropland,Water,Non_Wetland,Water
883,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
884,Wetland,Water,Wetland,Non_Water,Wetland,Water
885,Wetland,Water,Wetland,Water,Wetland,Cropland
886,Wetland,Water,Wetland,Water,Wetland,Wetland
887,Wetland,Water,Wetland,Water,Wetland,Water
888,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
889,Wetland,Water,Bareland,Water,Non_Wetland,Water
890,Wetland,Water,Water,Water,Water,Water
891,Wetland,Water,Forest,NULL,Non_Wetland,Forest
892,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
893,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
894,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
895,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
896,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
897,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
898,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
899,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
900,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
901,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
902,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
903,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
904,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
905,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
906,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
907,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
912,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
913,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
914,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
915,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
916,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
917,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
918,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
919,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
920,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
921,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
922,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
923,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
924,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
925,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
926,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
927,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
928,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
929,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
930,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
931,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
932,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
933,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
934,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
935,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
936,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
937,Bareland,NULL,Grassland,Water,Non_Wetland,Water
938,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
939,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
940,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
941,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
942,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
943,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
944,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
945,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
946,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
947,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
948,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
949,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
950,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
951,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
952,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
953,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
954,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
955,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
956,Bareland,NULL,Cropland,Water,Non_Wetland,Water
957,Bareland,NULL,Wetland,NULL,Wetland,Bareland
958,Bareland,NULL,Wetland,NULL,Wetland,Water
959,Bareland,NULL,Wetland,Non_Water,Wetland,Water
960,Bareland,NULL,Wetland,Water,Wetland,Bareland
961,Bareland,NULL,Wetland,Water,Wetland,Water
962,Bareland,NULL,Wetland,Water,Wetland,Forest
963,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
964,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
965,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
966,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
967,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
968,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
969,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
970,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
971,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
972,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
973,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
974,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
975,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
976,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
977,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
978,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
979,Bareland,NULL,Bareland,Water,Non_Wetland,Water
980,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
981,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
982,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
983,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
984,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
985,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
986,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
987,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
988,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
989,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
990,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
991,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
992,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
993,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
994,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
995,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
996,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
997,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
998,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
999,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1000,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1001,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1002,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1003,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1004,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1005,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1006,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1007,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1008,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1009,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1010,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1011,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1012,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1013,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1014,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1015,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1016,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1017,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1018,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1019,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1020,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1021,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1022,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1024,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1025,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1026,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1027,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1028,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1029,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1030,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1031,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1032,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1033,Bareland,Cropland,Wetland,NULL,Wetland,Water
1034,Bareland,Cropland,Wetland,Water,Wetland,Water
1035,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1036,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1037,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1038,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1039,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1040,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1041,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1042,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
1043,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1044,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1045,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
1046,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1047,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1048,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1049,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1050,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1051,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1052,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1053,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1054,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1055,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1056,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1057,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1058,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1059,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1060,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1061,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1062,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1063,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1064,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1065,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1066,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1067,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1068,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1069,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1070,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1071,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1072,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1073,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1074,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1075,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1076,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1077,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1078,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1079,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1080,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1081,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL
1082,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1083,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1084,Bareland,Built-up,Grassland,Water,Non_Wetland,Water
1085,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1086,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1087,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1088,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1089,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1090,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
1091,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1092,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1093,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1094,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1095,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1096,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1097,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1098,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1099,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1100,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1101,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1102,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1103,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1104,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1105,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1106,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1107,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1108,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1109,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1110,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1111,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1112,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1113,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1114,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1115,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1116,Bareland,Water,Grassland,Water,Non_Wetland,Water
1117,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1118,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1119,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1120,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1121,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1122,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1123,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1124,Bareland,Water,Cropland,Water,Non_Wetland,Water
1125,Bareland,Water,Wetland,Water,Wetland,Water
1126,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1127,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1128,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1129,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1130,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1131,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1132,Bareland,Water,Bareland,Water,Non_Wetland,Water
1133,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1134,Bareland,Water,Built-up,Water,Non_Wetland,Water
1135,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
1136,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1137,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1138,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1139,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1140,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1141,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1142,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1143,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1144,Water,NULL,NULL,NULL,Non_Wetland,NULL
1145,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1146,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1147,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1148,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1149,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1150,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1151,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1152,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1153,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1154,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1155,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1156,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1157,Water,NULL,Shrubland,Water,Non_Wetland,Water
1158,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1159,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1160,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1161,Water,NULL,Grassland,NULL,Non_Wetland,Water
1162,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1163,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1164,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1165,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1166,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1167,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1168,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1169,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1170,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1171,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1172,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1173,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1174,Water,NULL,Grassland,Water,Non_Wetland,Water
1175,Water,NULL,Grassland,Water,Non_Wetland,Forest
1176,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1177,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1178,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1179,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1180,Water,NULL,Cropland,NULL,Non_Wetland,Water
1181,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1182,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1183,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1184,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1185,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1186,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1187,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1188,Water,NULL,Cropland,Water,Non_Wetland,NULL
1189,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1190,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1191,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1192,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1193,Water,NULL,Cropland,Water,Non_Wetland,Water
1194,Water,NULL,Cropland,Water,Non_Wetland,Forest
1195,Water,NULL,Wetland,NULL,Wetland,Grassland
1196,Water,NULL,Wetland,NULL,Wetland,Bareland
1197,Water,NULL,Wetland,NULL,Wetland,Water
1198,Water,NULL,Wetland,NULL,Wetland,Forest
1199,Water,NULL,Wetland,Non_Water,Wetland,NULL
1200,Water,NULL,Wetland,Non_Water,Wetland,Forest
1201,Water,NULL,Wetland,Water,Wetland,Grassland
1202,Water,NULL,Wetland,Water,Wetland,Wetland
1203,Water,NULL,Wetland,Water,Wetland,Bareland
1204,Water,NULL,Wetland,Water,Wetland,Water
1205,Water,NULL,Wetland,Water,Wetland,Forest
1206,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1207,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1208,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1209,Water,NULL,Bareland,NULL,Non_Wetland,Water
1210,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1211,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1212,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1213,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1214,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1215,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1216,Water,NULL,Bareland,Water,Non_Wetland,Water
1217,Water,NULL,Bareland,Water,Non_Wetland,Forest
1218,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1219,Water,NULL,Water,NULL,Water,Forest
1220,Water,NULL,Forest,NULL,Non_Wetland,Forest
1221,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1222,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1223,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1224,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1225,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1226,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1227,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1228,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1229,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1230,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1231,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1232,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1233,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1234,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1235,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1236,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1237,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1238,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1239,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1240,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1241,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1242,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1243,Water,Cropland,Grassland,Water,Non_Wetland,Water
1244,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1245,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1246,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1247,Water,Cropland,Cropland,NULL,Non_Wetland,Water
