Value,AFRICA_2024_DynamicWorld_2024_36PYU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,AFRICA_2024_WorldCover_2021_36PYU_M_R
846,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
847,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
848,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
849,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
850,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
851,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
852,Wetland,NULL,Wetland,NULL,Wetland,Grassland
853,Wetland,NULL,Wetland,NULL,Wetland,Wetland
854,Wetland,NULL,Wetland,NULL,Wetland,Forest
855,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
856,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
857,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
858,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
859,Wetland,NULL,Wetland,Water,Wetland,NULL
860,Wetland,NULL,Wetland,Water,Wetland,Grassland
861,Wetland,NULL,Wetland,Water,Wetland,Wetland
862,Wetland,NULL,Wetland,Water,Wetland,Forest
863,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
864,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
865,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
866,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
867,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
868,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
869,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
870,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
871,Wetland,NULL,Bareland,Water,Non_Wetland,Water
872,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
873,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
874,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
875,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
876,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
877,Wetland,NULL,Water,NULL,Water,Wetland
878,Wetland,NULL,Water,Non_Water,Water,Wetland
879,Wetland,NULL,Water,Water,Water,Grassland
880,Wetland,NULL,Water,Water,Water,Wetland
881,Wetland,NULL,Water,Water,Water,Forest
882,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
883,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
884,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
885,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
886,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
887,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
888,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
889,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
890,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
891,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
892,Wetland,NULL,Forest,Water,Non_Wetland,NULL
893,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
894,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
895,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
896,Wetland,NULL,Forest,Water,Non_Wetland,Forest
897,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
898,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
899,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
900,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
901,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
902,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
903,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
904,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
905,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
906,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
907,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
908,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
909,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
910,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
911,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
912,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
913,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
914,Wetland,Cropland,Wetland,Water,Wetland,Wetland
915,Wetland,Cropland,Wetland,Water,Wetland,Water
916,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
917,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
918,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
919,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
920,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
921,Wetland,Cropland,Water,Non_Water,Water,Wetland
922,Wetland,Cropland,Water,Water,Water,Wetland
923,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
924,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
925,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
926,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
927,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
928,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
929,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
930,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
931,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
932,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
933,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
934,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
935,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
936,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
937,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
938,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
939,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
940,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
941,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
942,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
943,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
944,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
945,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
946,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
947,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
948,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
949,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
950,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
951,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
952,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
953,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
954,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
955,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
956,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
957,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
958,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
959,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
960,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
961,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
962,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
963,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
964,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
965,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
966,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
967,Wetland,Wetland,Wetland,NULL,Wetland,NULL
968,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
969,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
970,Wetland,Wetland,Wetland,NULL,Wetland,Forest
971,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
972,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
973,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
974,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
975,Wetland,Wetland,Wetland,Water,Wetland,NULL
976,Wetland,Wetland,Wetland,Water,Wetland,Grassland
977,Wetland,Wetland,Wetland,Water,Wetland,Cropland
978,Wetland,Wetland,Wetland,Water,Wetland,Wetland
979,Wetland,Wetland,Wetland,Water,Wetland,Forest
980,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
981,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
982,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
983,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
984,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
985,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
986,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
987,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
988,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
989,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
990,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
991,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
992,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
993,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
994,Wetland,Wetland,Water,NULL,Water,Wetland
995,Wetland,Wetland,Water,Non_Water,Water,Cropland
996,Wetland,Wetland,Water,Non_Water,Water,Wetland
997,Wetland,Wetland,Water,Non_Water,Water,Forest
998,Wetland,Wetland,Water,Water,Water,Wetland
999,Wetland,Wetland,Water,Water,Water,Water
1000,Wetland,Wetland,Water,Water,Water,Forest
1001,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1002,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1003,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1004,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1005,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1006,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1007,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1008,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1009,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1010,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1011,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1012,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1013,Wetland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1014,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1015,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1016,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1017,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1018,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1019,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1020,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1021,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1022,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1023,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1024,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1025,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1026,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1027,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1028,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1029,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1030,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1031,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1032,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1033,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1034,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1035,Wetland,Water,Wetland,NULL,Wetland,Grassland
1036,Wetland,Water,Wetland,NULL,Wetland,Wetland
1037,Wetland,Water,Wetland,NULL,Wetland,Forest
1038,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1039,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1040,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1041,Wetland,Water,Wetland,Water,Wetland,Grassland
1042,Wetland,Water,Wetland,Water,Wetland,Wetland
1043,Wetland,Water,Wetland,Water,Wetland,Forest
1044,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1045,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1046,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1047,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1048,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1049,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1050,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1051,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1052,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1053,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1054,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
1055,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1056,Wetland,Water,Water,Non_Water,Water,Wetland
1057,Wetland,Water,Water,Non_Water,Water,Forest
1058,Wetland,Water,Water,Water,Water,Wetland
1059,Wetland,Water,Water,Water,Water,Water
1060,Wetland,Water,Water,Water,Water,Forest
1061,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1062,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1063,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1064,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1065,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1066,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1067,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1068,Wetland,Water,Forest,Water,Non_Wetland,Forest
1069,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1070,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1071,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1072,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
1073,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1074,Wetland,Forest,NULL,Water,Non_Wetland,Forest
1075,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1076,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1077,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1078,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1079,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1080,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1081,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1082,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1083,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1084,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1085,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1086,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1087,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1088,Wetland,Forest,Wetland,NULL,Wetland,Forest
1089,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1090,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1091,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1092,Wetland,Forest,Wetland,Water,Wetland,Grassland
1093,Wetland,Forest,Wetland,Water,Wetland,Wetland
1094,Wetland,Forest,Wetland,Water,Wetland,Water
1095,Wetland,Forest,Wetland,Water,Wetland,Forest
1096,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1097,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1098,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1099,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1100,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1101,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1102,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1103,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
1104,Wetland,Forest,Water,Water,Water,Wetland
1105,Wetland,Forest,Water,Water,Water,Forest
1106,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1107,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1108,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1109,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1110,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1111,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1112,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1113,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1114,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1115,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1116,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1117,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1118,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1119,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1120,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1121,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1122,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1123,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1124,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1125,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1126,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1127,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1128,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1129,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1130,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1131,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1132,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1133,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1134,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1135,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1136,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1137,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1138,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1139,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1140,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1141,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1142,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1143,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1144,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1145,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1146,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1147,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1148,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1149,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1150,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1151,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1152,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1153,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1154,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1155,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1156,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1157,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1158,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1159,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1160,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1161,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1162,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1163,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1164,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1165,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1166,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1167,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1168,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1169,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
1170,Bareland,NULL,Water,NULL,Water,Grassland
1171,Bareland,NULL,Water,Non_Water,Water,Grassland
1172,Bareland,NULL,Water,Non_Water,Water,Bareland
1173,Bareland,NULL,Water,Water,Water,Bareland
1174,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1175,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1176,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1177,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1178,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1179,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1180,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1181,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1182,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1184,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1185,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1186,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1187,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1188,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1189,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1190,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1191,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1192,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1193,Bareland,Bareland,NULL,Water,Non_Wetland,Cropland
1194,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1195,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1196,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1197,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1198,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1199,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1200,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1201,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1202,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1203,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1204,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1205,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1206,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1207,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1208,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1209,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1210,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1211,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1212,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1213,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1214,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1215,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1216,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1217,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1218,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1219,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1220,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1221,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1222,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1223,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1224,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1225,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1226,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1227,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1228,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1229,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1230,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1231,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1232,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1233,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1234,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1235,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1236,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1237,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1238,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1239,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1240,Bareland,Bareland,Wetland,Water,Wetland,Water
1241,Bareland,Bareland,Wetland,Water,Wetland,Forest
1242,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1243,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1244,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1245,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1246,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1247,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1248,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1249,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1250,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1251,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1252,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1253,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1254,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1255,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1256,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1257,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1258,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1259,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1260,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1261,Bareland,Bareland,Water,NULL,Water,Grassland
1262,Bareland,Bareland,Water,NULL,Water,Bareland
1263,Bareland,Bareland,Water,Non_Water,Water,Grassland
