Value,AFRICA_2024_DynamicWorld_2024_37PEK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,AFRICA_2024_WorldCover_2021_37PEK_M_R
845,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
846,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
847,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
848,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
849,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
850,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
851,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
852,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
853,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
854,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
855,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
856,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
857,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
858,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
859,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
860,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
861,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
862,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
863,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
864,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
865,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
866,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
867,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
868,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
869,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
870,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
871,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
872,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
873,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
874,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
875,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
876,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
877,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
878,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
879,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
880,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
881,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
882,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
883,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
884,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
885,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
886,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
887,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
888,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
889,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
890,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
891,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
892,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
893,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
894,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
895,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
896,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
897,Cropland,NULL,Wetland,NULL,Wetland,NULL
898,Cropland,NULL,Wetland,NULL,Wetland,Grassland
899,Cropland,NULL,Wetland,NULL,Wetland,Cropland
900,Cropland,NULL,Wetland,NULL,Wetland,Wetland
901,Cropland,NULL,Wetland,NULL,Wetland,Bareland
902,Cropland,NULL,Wetland,NULL,Wetland,Water
903,Cropland,NULL,Wetland,NULL,Wetland,Forest
904,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
905,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
906,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
907,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
908,Cropland,NULL,Wetland,Water,Wetland,NULL
909,Cropland,NULL,Wetland,Water,Wetland,Grassland
910,Cropland,NULL,Wetland,Water,Wetland,Cropland
911,Cropland,NULL,Wetland,Water,Wetland,Wetland
912,Cropland,NULL,Wetland,Water,Wetland,Bareland
913,Cropland,NULL,Wetland,Water,Wetland,Water
914,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
915,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
916,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
917,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
918,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
919,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
920,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
921,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
922,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
923,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
924,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
925,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
926,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
927,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
928,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
929,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
930,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
931,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
932,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
933,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
934,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
935,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
936,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
937,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
938,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
939,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
940,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
941,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
942,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
943,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
944,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
945,Cropland,NULL,Water,NULL,Water,NULL
946,Cropland,NULL,Water,NULL,Water,Wetland
947,Cropland,NULL,Water,Non_Water,Water,Cropland
948,Cropland,NULL,Water,Non_Water,Water,Wetland
949,Cropland,NULL,Water,Water,Water,Cropland
950,Cropland,NULL,Water,Water,Water,Wetland
951,Cropland,NULL,Water,Water,Water,Water
952,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
953,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
954,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
955,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
956,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
957,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
958,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
959,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
960,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
961,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
962,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
963,Cropland,NULL,Forest,Water,Non_Wetland,NULL
964,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
965,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
966,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
967,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
968,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
969,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
970,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
971,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
972,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
973,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
974,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
975,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
976,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
977,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
978,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
979,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
980,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
981,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
982,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
983,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
984,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
985,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
986,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
987,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
988,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
989,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
990,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
991,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
992,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
993,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
994,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
995,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
996,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
997,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
998,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
999,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1000,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1001,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1002,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1003,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1004,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
1005,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1006,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1007,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1008,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1009,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1010,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1011,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1012,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1013,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
1014,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1015,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1016,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1017,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
1018,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1019,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1020,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1021,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1022,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1023,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1024,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1025,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1026,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1027,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1028,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1029,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1030,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1031,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1032,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1033,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1034,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1035,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1036,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1037,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1038,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
1039,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1040,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1041,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1042,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1043,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1044,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1045,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
1046,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1047,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1048,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1049,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
1050,Cropland,Cropland,Wetland,Non_Water,Wetland,Built-up
1051,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
1052,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1053,Cropland,Cropland,Wetland,Water,Wetland,NULL
1054,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1055,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1056,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1057,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1058,Cropland,Cropland,Wetland,Water,Wetland,Built-up
1059,Cropland,Cropland,Wetland,Water,Wetland,Water
1060,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1061,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1062,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1063,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1064,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1065,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1066,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1067,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1068,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1069,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1070,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1071,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1072,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1073,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1074,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1075,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1076,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1077,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1078,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1079,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1080,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1081,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1082,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Built-up
1083,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1084,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
1085,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1086,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1087,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1088,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1089,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1090,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
1091,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1092,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1093,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1094,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1095,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1096,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1097,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1098,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1099,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1100,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1101,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1102,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
1103,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
1104,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
1105,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1106,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
1107,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
1108,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
1109,Cropland,Cropland,Built-up,Water,Non_Wetland,Forest
1110,Cropland,Cropland,Water,NULL,Water,NULL
1111,Cropland,Cropland,Water,NULL,Water,Grassland
1112,Cropland,Cropland,Water,NULL,Water,Cropland
1113,Cropland,Cropland,Water,NULL,Water,Wetland
1114,Cropland,Cropland,Water,NULL,Water,Forest
1115,Cropland,Cropland,Water,Non_Water,Water,Cropland
1116,Cropland,Cropland,Water,Non_Water,Water,Wetland
1117,Cropland,Cropland,Water,Water,Water,Grassland
1118,Cropland,Cropland,Water,Water,Water,Cropland
1119,Cropland,Cropland,Water,Water,Water,Wetland
1120,Cropland,Cropland,Water,Water,Water,Bareland
1121,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1122,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1123,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1124,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1125,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1126,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1127,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1128,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1129,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1130,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1131,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1132,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1133,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1134,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1135,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
1136,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1137,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1138,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1139,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1140,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
1141,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1142,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1143,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1144,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
1145,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1146,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1147,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1148,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1149,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1150,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1151,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1152,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1153,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1154,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1155,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1156,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1157,Cropland,Wetland,Wetland,Water,Wetland,NULL
1158,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1159,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1160,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
1161,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1162,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1163,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1164,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
1165,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1166,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1167,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
1168,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1169,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1170,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1171,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1172,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1173,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1174,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
1175,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1176,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1177,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1178,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1179,Cropland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1180,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
1181,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1182,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1183,Cropland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1184,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1185,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
1186,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
1187,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
1188,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1189,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1190,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1191,Cropland,Bareland,Wetland,Water,Wetland,Grassland
1192,Cropland,Bareland,Wetland,Water,Wetland,Cropland
1193,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1194,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1195,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
1196,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
1197,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1198,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1199,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1200,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1201,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
1202,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1203,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1204,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1205,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1206,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1207,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1208,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1209,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1210,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1211,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1212,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1213,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1214,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1215,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1216,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1217,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1218,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1219,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1220,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1221,Cropland,Built-up,Grassland,Water,Non_Wetland,Wetland
1222,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1223,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1224,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1225,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1226,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1227,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1228,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1229,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1230,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL
1231,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1232,Cropland,Built-up,Cropland,Water,Non_Wetland,Wetland
1233,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1234,Cropland,Built-up,Wetland,NULL,Wetland,NULL
1235,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
1236,Cropland,Built-up,Wetland,NULL,Wetland,Built-up
1237,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1238,Cropland,Built-up,Wetland,Non_Water,Wetland,Forest
1239,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1240,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1241,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1242,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1243,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1244,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1245,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1246,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1247,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1248,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1249,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1250,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1251,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1252,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1253,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
