Value,AFRICA_2024_DynamicWorld_2024_37NEF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,AFRICA_2024_WorldCover_2021_37NEF_M_R
854,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
855,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
856,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
857,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
858,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
859,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
860,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
861,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
862,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
863,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
864,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
865,Bareland,Forest,Built-up,NULL,Non_Wetland,Cropland
866,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
867,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
868,Water,NULL,NULL,NULL,Non_Wetland,NULL
869,Water,NULL,NULL,NULL,Non_Wetland,Grassland
870,Water,NULL,NULL,NULL,Non_Wetland,Cropland
871,Water,NULL,NULL,NULL,Non_Wetland,Bareland
872,Water,NULL,NULL,NULL,Non_Wetland,Forest
873,Water,NULL,NULL,Water,Non_Wetland,Cropland
874,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
875,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
876,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
877,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
878,Water,NULL,Shrubland,NULL,Non_Wetland,Water
879,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
880,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
881,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
882,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
883,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
884,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
885,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
886,Water,NULL,Shrubland,Water,Non_Wetland,Water
887,Water,NULL,Shrubland,Water,Non_Wetland,Forest
888,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
889,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
890,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
891,Water,NULL,Grassland,NULL,Non_Wetland,Water
892,Water,NULL,Grassland,NULL,Non_Wetland,Forest
893,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
894,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
895,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
896,Water,NULL,Grassland,Water,Non_Wetland,Grassland
897,Water,NULL,Grassland,Water,Non_Wetland,Cropland
898,Water,NULL,Grassland,Water,Non_Wetland,Bareland
899,Water,NULL,Grassland,Water,Non_Wetland,Water
900,Water,NULL,Grassland,Water,Non_Wetland,Forest
901,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
902,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
903,Water,NULL,Cropland,NULL,Non_Wetland,Forest
904,Water,NULL,Cropland,Water,Non_Wetland,Grassland
905,Water,NULL,Cropland,Water,Non_Wetland,Cropland
906,Water,NULL,Cropland,Water,Non_Wetland,Bareland
907,Water,NULL,Wetland,NULL,Wetland,Grassland
908,Water,NULL,Wetland,NULL,Wetland,Cropland
909,Water,NULL,Wetland,NULL,Wetland,Bareland
910,Water,NULL,Wetland,Non_Water,Wetland,Grassland
911,Water,NULL,Wetland,Water,Wetland,Grassland
912,Water,NULL,Wetland,Water,Wetland,Cropland
913,Water,NULL,Wetland,Water,Wetland,Water
914,Water,NULL,Wetland,Water,Wetland,Forest
915,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
916,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
917,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
918,Water,NULL,Bareland,NULL,Non_Wetland,Water
919,Water,NULL,Bareland,NULL,Non_Wetland,Forest
920,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
921,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
922,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
923,Water,NULL,Bareland,Water,Non_Wetland,Grassland
924,Water,NULL,Bareland,Water,Non_Wetland,Cropland
925,Water,NULL,Bareland,Water,Non_Wetland,Bareland
926,Water,NULL,Bareland,Water,Non_Wetland,Water
927,Water,NULL,Bareland,Water,Non_Wetland,Forest
928,Water,NULL,Built-up,NULL,Non_Wetland,NULL
929,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
930,Water,NULL,Built-up,NULL,Non_Wetland,Forest
931,Water,NULL,Built-up,Water,Non_Wetland,Grassland
932,Water,NULL,Water,Water,Water,Forest
933,Water,NULL,Forest,NULL,Non_Wetland,NULL
934,Water,NULL,Forest,NULL,Non_Wetland,Grassland
935,Water,NULL,Forest,NULL,Non_Wetland,Cropland
936,Water,NULL,Forest,NULL,Non_Wetland,Bareland
937,Water,NULL,Forest,NULL,Non_Wetland,Forest
938,Water,NULL,Forest,Water,Non_Wetland,Cropland
939,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
940,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
941,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
942,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
943,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
944,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
945,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
946,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
947,Water,Cropland,Shrubland,Water,Non_Wetland,Water
948,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
949,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
950,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
951,Water,Cropland,Wetland,Water,Wetland,Cropland
952,Water,Cropland,Wetland,Water,Wetland,Bareland
953,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
954,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
955,Water,Cropland,Water,Non_Water,Water,Water
956,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
957,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
958,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
959,Water,Bareland,Shrubland,Water,Non_Wetland,NULL
960,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
961,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
962,Water,Bareland,Shrubland,Water,Non_Wetland,Water
963,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
964,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
965,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
966,Water,Bareland,Grassland,Water,Non_Wetland,Water
967,Water,Bareland,Wetland,NULL,Wetland,Bareland
968,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
969,Water,Bareland,Wetland,Water,Wetland,Grassland
970,Water,Bareland,Wetland,Water,Wetland,Cropland
971,Water,Bareland,Wetland,Water,Wetland,Bareland
972,Water,Bareland,Wetland,Water,Wetland,Water
973,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
974,Water,Bareland,Bareland,NULL,Non_Wetland,Water
975,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
976,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
977,Water,Bareland,Bareland,Water,Non_Wetland,Water
978,Water,Bareland,Water,Water,Water,Bareland
979,Water,Bareland,Water,Water,Water,Water
980,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
981,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
982,Water,Built-up,Wetland,NULL,Wetland,Cropland
983,Water,Water,NULL,NULL,Non_Wetland,NULL
984,Water,Water,NULL,NULL,Non_Wetland,Grassland
985,Water,Water,NULL,NULL,Non_Wetland,Cropland
986,Water,Water,NULL,NULL,Non_Wetland,Bareland
987,Water,Water,NULL,NULL,Non_Wetland,Water
988,Water,Water,NULL,NULL,Non_Wetland,Forest
989,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
990,Water,Water,NULL,Water,Non_Wetland,Grassland
991,Water,Water,NULL,Water,Non_Wetland,Cropland
992,Water,Water,NULL,Water,Non_Wetland,Bareland
993,Water,Water,NULL,Water,Non_Wetland,Water
994,Water,Water,NULL,Water,Non_Wetland,Forest
995,Water,Water,Shrubland,NULL,Non_Wetland,NULL
996,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
997,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
998,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
999,Water,Water,Shrubland,NULL,Non_Wetland,Water
1000,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1001,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1002,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1003,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1004,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1005,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1006,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1007,Water,Water,Shrubland,Water,Non_Wetland,NULL
1008,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1009,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1010,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1011,Water,Water,Shrubland,Water,Non_Wetland,Water
1012,Water,Water,Shrubland,Water,Non_Wetland,Forest
1013,Water,Water,Grassland,NULL,Non_Wetland,NULL
1014,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1015,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1016,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1017,Water,Water,Grassland,NULL,Non_Wetland,Water
1018,Water,Water,Grassland,NULL,Non_Wetland,Forest
1019,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1020,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1021,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1022,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1023,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1024,Water,Water,Grassland,Water,Non_Wetland,NULL
1025,Water,Water,Grassland,Water,Non_Wetland,Grassland
1026,Water,Water,Grassland,Water,Non_Wetland,Cropland
1027,Water,Water,Grassland,Water,Non_Wetland,Bareland
1028,Water,Water,Grassland,Water,Non_Wetland,Water
1029,Water,Water,Grassland,Water,Non_Wetland,Forest
1030,Water,Water,Cropland,NULL,Non_Wetland,NULL
1031,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1032,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1033,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1034,Water,Water,Cropland,NULL,Non_Wetland,Water
1035,Water,Water,Cropland,NULL,Non_Wetland,Forest
1036,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1037,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1038,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1039,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1040,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1041,Water,Water,Cropland,Water,Non_Wetland,Grassland
1042,Water,Water,Cropland,Water,Non_Wetland,Cropland
1043,Water,Water,Cropland,Water,Non_Wetland,Bareland
1044,Water,Water,Cropland,Water,Non_Wetland,Water
1045,Water,Water,Cropland,Water,Non_Wetland,Forest
1046,Water,Water,Wetland,NULL,Wetland,NULL
1047,Water,Water,Wetland,NULL,Wetland,Grassland
1048,Water,Water,Wetland,NULL,Wetland,Cropland
1049,Water,Water,Wetland,NULL,Wetland,Bareland
1050,Water,Water,Wetland,NULL,Wetland,Water
1051,Water,Water,Wetland,NULL,Wetland,Forest
1052,Water,Water,Wetland,Non_Water,Wetland,Grassland
1053,Water,Water,Wetland,Non_Water,Wetland,Cropland
1054,Water,Water,Wetland,Non_Water,Wetland,Bareland
1055,Water,Water,Wetland,Non_Water,Wetland,Water
1056,Water,Water,Wetland,Non_Water,Wetland,Forest
1057,Water,Water,Wetland,Water,Wetland,NULL
1058,Water,Water,Wetland,Water,Wetland,Grassland
1059,Water,Water,Wetland,Water,Wetland,Cropland
1060,Water,Water,Wetland,Water,Wetland,Bareland
1061,Water,Water,Wetland,Water,Wetland,Water
1062,Water,Water,Wetland,Water,Wetland,Forest
1063,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1064,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1065,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1066,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1067,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1068,Water,Water,Bareland,NULL,Non_Wetland,NULL
1069,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1070,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1071,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1072,Water,Water,Bareland,NULL,Non_Wetland,Water
1073,Water,Water,Bareland,NULL,Non_Wetland,Forest
1074,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1075,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1076,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1077,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1078,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1079,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1080,Water,Water,Bareland,Water,Non_Wetland,NULL
1081,Water,Water,Bareland,Water,Non_Wetland,Grassland
1082,Water,Water,Bareland,Water,Non_Wetland,Cropland
1083,Water,Water,Bareland,Water,Non_Wetland,Bareland
1084,Water,Water,Bareland,Water,Non_Wetland,Water
1085,Water,Water,Bareland,Water,Non_Wetland,Forest
1086,Water,Water,Built-up,NULL,Non_Wetland,NULL
1087,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1088,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1089,Water,Water,Built-up,NULL,Non_Wetland,Water
1090,Water,Water,Built-up,NULL,Non_Wetland,Forest
1091,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1092,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1093,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1094,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1095,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1096,Water,Water,Built-up,Water,Non_Wetland,NULL
1097,Water,Water,Built-up,Water,Non_Wetland,Grassland
1098,Water,Water,Built-up,Water,Non_Wetland,Bareland
1099,Water,Water,Built-up,Water,Non_Wetland,Water
1100,Water,Water,Built-up,Water,Non_Wetland,Forest
1101,Water,Water,Water,NULL,Water,Grassland
1102,Water,Water,Water,NULL,Water,Bareland
1103,Water,Water,Water,NULL,Water,Water
1104,Water,Water,Water,NULL,Water,Forest
1105,Water,Water,Water,Non_Water,Water,Bareland
1106,Water,Water,Water,Water,Water,Grassland
1107,Water,Water,Water,Water,Water,Bareland
1108,Water,Water,Water,Water,Water,Water
1109,Water,Water,Water,Water,Water,Forest
1110,Water,Water,Forest,NULL,Non_Wetland,NULL
1111,Water,Water,Forest,NULL,Non_Wetland,Grassland
1112,Water,Water,Forest,NULL,Non_Wetland,Cropland
1113,Water,Water,Forest,NULL,Non_Wetland,Bareland
1114,Water,Water,Forest,NULL,Non_Wetland,Water
1115,Water,Water,Forest,NULL,Non_Wetland,Forest
1116,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1117,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1118,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1119,Water,Water,Forest,Non_Water,Non_Wetland,Water
1120,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1121,Water,Water,Forest,Water,Non_Wetland,NULL
1122,Water,Water,Forest,Water,Non_Wetland,Grassland
1123,Water,Water,Forest,Water,Non_Wetland,Cropland
1124,Water,Water,Forest,Water,Non_Wetland,Bareland
1125,Water,Water,Forest,Water,Non_Wetland,Water
1126,Water,Water,Forest,Water,Non_Wetland,Forest
1127,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1128,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1129,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1130,Water,Forest,Wetland,NULL,Wetland,Forest
1131,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1132,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1133,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1134,Water,Forest,Forest,NULL,Non_Wetland,Forest
1135,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1136,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1137,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1138,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1139,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1140,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1141,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1142,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1143,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1144,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1145,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1146,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1147,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1148,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1149,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1150,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1151,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1152,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1153,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1154,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1155,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1156,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1157,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1158,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1159,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1160,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1161,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1162,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1163,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1164,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1165,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1166,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1167,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1168,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1169,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1170,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1171,Forest,NULL,Wetland,NULL,Wetland,Grassland
1172,Forest,NULL,Wetland,NULL,Wetland,Bareland
1173,Forest,NULL,Wetland,NULL,Wetland,Forest
1174,Forest,NULL,Wetland,Water,Wetland,NULL
1175,Forest,NULL,Wetland,Water,Wetland,Grassland
1176,Forest,NULL,Wetland,Water,Wetland,Forest
1177,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1178,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1179,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1180,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1181,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1182,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1183,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1184,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1185,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1186,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1187,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1188,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1189,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1190,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1191,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1192,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1193,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1194,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1195,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1196,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1197,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1198,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1199,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1200,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1201,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1202,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1203,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1204,Forest,NULL,Forest,Water,Non_Wetland,Forest
1205,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1206,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1207,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1208,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1209,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1210,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1211,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1212,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1213,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1215,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1216,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1217,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1218,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1219,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1220,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1221,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1222,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1223,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1224,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1225,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1226,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1227,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1228,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1229,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1230,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1231,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1232,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1233,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1234,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1235,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1236,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1237,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1238,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1240,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1241,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1242,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1243,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1244,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1245,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1246,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1247,Forest,Water,NULL,NULL,Non_Wetland,NULL
1248,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1249,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1250,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1251,Forest,Water,NULL,NULL,Non_Wetland,Water
1252,Forest,Water,NULL,NULL,Non_Wetland,Forest
1253,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1254,Forest,Water,NULL,Water,Non_Wetland,Bareland
1255,Forest,Water,NULL,Water,Non_Wetland,Forest
1256,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1257,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1258,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1259,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1260,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1261,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1262,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1263,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1264,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1265,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1266,Forest,Water,Shrubland,Water,Non_Wetland,Water
1267,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1268,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1269,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1270,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1271,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1272,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1273,Forest,Water,Grassland,Water,Non_Wetland,Water
1274,Forest,Water,Grassland,Water,Non_Wetland,Forest
1275,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1276,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1277,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1278,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1279,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1280,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1281,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1282,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1283,Forest,Water,Cropland,Water,Non_Wetland,Forest
1284,Forest,Water,Wetland,NULL,Wetland,Water
1285,Forest,Water,Wetland,NULL,Wetland,Forest
1286,Forest,Water,Wetland,Non_Water,Wetland,Forest
1287,Forest,Water,Wetland,Water,Wetland,Grassland
1288,Forest,Water,Wetland,Water,Wetland,Forest
1289,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1290,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1291,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1292,Forest,Water,Bareland,NULL,Non_Wetland,Water
1293,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1294,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1295,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1296,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1297,Forest,Water,Bareland,Water,Non_Wetland,NULL
1298,Forest,Water,Bareland,Water,Non_Wetland,Grassland
