Value,AFRICA_2024_DynamicWorld_2024_35NQD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,AFRICA_2024_WorldCover_2021_35NQD_M_R
902,Forest,Water,Wetland,Non_Water,Wetland,Forest
903,Forest,Water,Wetland,Water,Wetland,Water
904,Forest,Water,Wetland,Water,Wetland,Forest
905,Forest,Water,Bareland,NULL,Non_Wetland,Forest
906,Forest,Water,Bareland,Water,Non_Wetland,Water
907,Forest,Water,Built-up,NULL,Non_Wetland,Water
908,Forest,Water,Water,NULL,Water,Water
909,Forest,Water,Water,NULL,Water,Forest
910,Forest,Water,Water,Non_Water,Water,Water
911,Forest,Water,Water,Non_Water,Water,Forest
912,Forest,Water,Water,Water,Water,Water
913,Forest,Water,Water,Water,Water,Forest
914,Forest,Water,Forest,NULL,Non_Wetland,NULL
915,Forest,Water,Forest,NULL,Non_Wetland,Grassland
916,Forest,Water,Forest,NULL,Non_Wetland,Water
917,Forest,Water,Forest,NULL,Non_Wetland,Forest
918,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
919,Forest,Water,Forest,Non_Water,Non_Wetland,Water
920,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
921,Forest,Water,Forest,Water,Non_Wetland,Grassland
922,Forest,Water,Forest,Water,Non_Wetland,Water
923,Forest,Water,Forest,Water,Non_Wetland,Forest
924,Forest,Forest,NULL,NULL,Non_Wetland,NULL
925,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
926,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
927,Forest,Forest,NULL,NULL,Non_Wetland,Forest
928,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
929,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
930,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
931,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
933,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
934,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
935,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
936,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
937,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
938,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
939,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
940,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
941,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
942,Forest,Forest,Wetland,NULL,Wetland,NULL
943,Forest,Forest,Wetland,NULL,Wetland,Grassland
944,Forest,Forest,Wetland,NULL,Wetland,Water
945,Forest,Forest,Wetland,NULL,Wetland,Forest
946,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
947,Forest,Forest,Wetland,Non_Water,Wetland,Forest
948,Forest,Forest,Wetland,Water,Wetland,NULL
949,Forest,Forest,Wetland,Water,Wetland,Grassland
950,Forest,Forest,Wetland,Water,Wetland,Forest
951,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
952,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
953,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
954,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
955,Forest,Forest,Bareland,Water,Non_Wetland,Forest
956,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
957,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
958,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
959,Forest,Forest,Water,NULL,Water,Water
960,Forest,Forest,Water,NULL,Water,Forest
961,Forest,Forest,Water,Non_Water,Water,Forest
962,Forest,Forest,Water,Water,Water,Forest
963,Forest,Forest,Forest,NULL,Non_Wetland,NULL
964,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
965,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
966,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
967,Forest,Forest,Forest,NULL,Non_Wetland,Water
968,Forest,Forest,Forest,NULL,Non_Wetland,Forest
969,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
970,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
971,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
972,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
973,Forest,Forest,Forest,Water,Non_Wetland,NULL
974,Forest,Forest,Forest,Water,Non_Wetland,Grassland
975,Forest,Forest,Forest,Water,Non_Wetland,Wetland
976,Forest,Forest,Forest,Water,Non_Wetland,Water
977,Forest,Forest,Forest,Water,Non_Wetland,Forest
