Value,AFRICA_2024_DynamicWorld_2024_36NUP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUP_M_R,AFRICA_2024_GSW_Yearly_2021_36NUP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUP_M_R,AFRICA_2024_WorldCover_2021_36NUP_M_R
869,Water,Built-up,Wetland,NULL,Wetland,Wetland
870,Water,Built-up,Wetland,Water,Wetland,Wetland
871,Water,Built-up,Wetland,Water,Wetland,Bareland
872,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
873,Water,Built-up,Water,NULL,Water,Wetland
874,Water,Built-up,Water,Water,Water,Bareland
875,Water,Water,NULL,NULL,Non_Wetland,Grassland
876,Water,Water,NULL,NULL,Non_Wetland,Wetland
877,Water,Water,NULL,NULL,Non_Wetland,Bareland
878,Water,Water,NULL,NULL,Non_Wetland,Forest
879,Water,Water,NULL,Water,Non_Wetland,Wetland
880,Water,Water,NULL,Water,Non_Wetland,Forest
881,Water,Water,Shrubland,NULL,Non_Wetland,NULL
882,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
883,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
884,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
885,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
886,Water,Water,Shrubland,NULL,Non_Wetland,Water
887,Water,Water,Shrubland,NULL,Non_Wetland,Forest
888,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
889,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
890,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
891,Water,Water,Shrubland,Water,Non_Wetland,Grassland
892,Water,Water,Shrubland,Water,Non_Wetland,Wetland
893,Water,Water,Shrubland,Water,Non_Wetland,Bareland
894,Water,Water,Shrubland,Water,Non_Wetland,Water
895,Water,Water,Shrubland,Water,Non_Wetland,Forest
896,Water,Water,Grassland,NULL,Non_Wetland,Grassland
897,Water,Water,Grassland,NULL,Non_Wetland,Wetland
898,Water,Water,Grassland,NULL,Non_Wetland,Bareland
899,Water,Water,Grassland,Water,Non_Wetland,Bareland
900,Water,Water,Grassland,Water,Non_Wetland,Water
901,Water,Water,Cropland,NULL,Non_Wetland,Grassland
902,Water,Water,Cropland,NULL,Non_Wetland,Water
903,Water,Water,Cropland,NULL,Non_Wetland,Forest
904,Water,Water,Cropland,Water,Non_Wetland,Wetland
905,Water,Water,Cropland,Water,Non_Wetland,Bareland
906,Water,Water,Cropland,Water,Non_Wetland,Water
907,Water,Water,Wetland,NULL,Wetland,Grassland
908,Water,Water,Wetland,NULL,Wetland,Wetland
909,Water,Water,Wetland,NULL,Wetland,Water
910,Water,Water,Wetland,NULL,Wetland,Forest
911,Water,Water,Wetland,Non_Water,Wetland,Wetland
912,Water,Water,Wetland,Non_Water,Wetland,Water
913,Water,Water,Wetland,Water,Wetland,Grassland
914,Water,Water,Wetland,Water,Wetland,Wetland
915,Water,Water,Wetland,Water,Wetland,Bareland
916,Water,Water,Wetland,Water,Wetland,Water
917,Water,Water,Bareland,NULL,Non_Wetland,Grassland
918,Water,Water,Bareland,NULL,Non_Wetland,Wetland
919,Water,Water,Bareland,NULL,Non_Wetland,Bareland
920,Water,Water,Bareland,NULL,Non_Wetland,Water
921,Water,Water,Bareland,NULL,Non_Wetland,Forest
922,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
923,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
924,Water,Water,Bareland,Non_Water,Non_Wetland,Water
925,Water,Water,Bareland,Water,Non_Wetland,Grassland
926,Water,Water,Bareland,Water,Non_Wetland,Wetland
927,Water,Water,Bareland,Water,Non_Wetland,Bareland
928,Water,Water,Bareland,Water,Non_Wetland,Water
929,Water,Water,Bareland,Water,Non_Wetland,Forest
930,Water,Water,Built-up,NULL,Non_Wetland,Grassland
931,Water,Water,Built-up,NULL,Non_Wetland,Wetland
932,Water,Water,Built-up,NULL,Non_Wetland,Water
933,Water,Water,Built-up,NULL,Non_Wetland,Forest
934,Water,Water,Built-up,Water,Non_Wetland,Grassland
935,Water,Water,Built-up,Water,Non_Wetland,Wetland
936,Water,Water,Built-up,Water,Non_Wetland,Bareland
937,Water,Water,Built-up,Water,Non_Wetland,Water
938,Water,Water,Water,NULL,Water,Grassland
939,Water,Water,Water,NULL,Water,Wetland
940,Water,Water,Water,NULL,Water,Water
941,Water,Water,Water,NULL,Water,Forest
942,Water,Water,Water,Non_Water,Water,Wetland
943,Water,Water,Water,Water,Water,Grassland
944,Water,Water,Water,Water,Water,Wetland
945,Water,Water,Water,Water,Water,Bareland
946,Water,Water,Water,Water,Water,Water
947,Water,Water,Water,Water,Water,Forest
948,Water,Water,Forest,NULL,Non_Wetland,Grassland
949,Water,Water,Forest,NULL,Non_Wetland,Wetland
950,Water,Water,Forest,NULL,Non_Wetland,Bareland
951,Water,Water,Forest,NULL,Non_Wetland,Water
952,Water,Water,Forest,NULL,Non_Wetland,Forest
953,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
954,Water,Water,Forest,Non_Water,Non_Wetland,Forest
955,Water,Water,Forest,Water,Non_Wetland,Wetland
956,Water,Water,Forest,Water,Non_Wetland,Bareland
957,Water,Water,Forest,Water,Non_Wetland,Water
958,Water,Water,Forest,Water,Non_Wetland,Forest
959,Water,Forest,NULL,NULL,Non_Wetland,Grassland
960,Water,Forest,NULL,NULL,Non_Wetland,Wetland
961,Water,Forest,NULL,NULL,Non_Wetland,Forest
962,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
963,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
964,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
965,Water,Forest,Shrubland,NULL,Non_Wetland,Water
966,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
967,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
968,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
969,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
970,Water,Forest,Shrubland,Water,Non_Wetland,Forest
971,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
972,Water,Forest,Wetland,NULL,Wetland,Wetland
973,Water,Forest,Wetland,NULL,Wetland,Forest
974,Water,Forest,Wetland,Non_Water,Wetland,Wetland
975,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
976,Water,Forest,Bareland,NULL,Non_Wetland,Forest
977,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
978,Water,Forest,Water,NULL,Water,Forest
979,Water,Forest,Forest,NULL,Non_Wetland,Grassland
980,Water,Forest,Forest,NULL,Non_Wetland,Wetland
981,Water,Forest,Forest,NULL,Non_Wetland,Bareland
982,Water,Forest,Forest,NULL,Non_Wetland,Forest
983,Water,Forest,Forest,Water,Non_Wetland,Grassland
984,Water,Forest,Forest,Water,Non_Wetland,Wetland
985,Water,Forest,Forest,Water,Non_Wetland,Forest
986,Forest,NULL,NULL,NULL,Non_Wetland,NULL
987,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
988,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
989,Forest,NULL,NULL,NULL,Non_Wetland,Forest
990,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
991,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
992,Forest,NULL,NULL,Water,Non_Wetland,Grassland
993,Forest,NULL,NULL,Water,Non_Wetland,Wetland
994,Forest,NULL,NULL,Water,Non_Wetland,Forest
995,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
996,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
997,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
998,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
999,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1001,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1002,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1003,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1004,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1005,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1006,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1007,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1008,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1009,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1010,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
1011,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1012,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1013,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1014,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1015,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1016,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1017,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1018,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1019,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1020,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1021,Forest,NULL,Wetland,NULL,Wetland,Grassland
1022,Forest,NULL,Wetland,NULL,Wetland,Wetland
1023,Forest,NULL,Wetland,NULL,Wetland,Forest
1024,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1025,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1026,Forest,NULL,Wetland,Water,Wetland,Grassland
1027,Forest,NULL,Wetland,Water,Wetland,Wetland
1028,Forest,NULL,Wetland,Water,Wetland,Bareland
1029,Forest,NULL,Wetland,Water,Wetland,Water
1030,Forest,NULL,Wetland,Water,Wetland,Forest
1031,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1032,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1033,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1034,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1035,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1036,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1037,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1038,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1039,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1040,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1041,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1042,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1043,Forest,NULL,Water,NULL,Water,Wetland
1044,Forest,NULL,Water,NULL,Water,Water
1045,Forest,NULL,Water,NULL,Water,Forest
1046,Forest,NULL,Water,Water,Water,Grassland
1047,Forest,NULL,Water,Water,Water,Wetland
1048,Forest,NULL,Water,Water,Water,Bareland
1049,Forest,NULL,Water,Water,Water,Water
1050,Forest,NULL,Water,Water,Water,Forest
1051,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1052,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1053,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1054,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1055,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1056,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1057,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1058,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1059,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1060,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1061,Forest,NULL,Forest,Water,Non_Wetland,Forest
1062,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1063,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1064,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1065,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1066,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1067,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1068,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1069,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1070,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1071,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1072,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1073,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1074,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1075,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1076,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1077,Forest,Wetland,NULL,Water,Non_Wetland,Water
1078,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1079,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1080,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1081,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1082,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1083,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1084,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1085,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1086,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1087,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1088,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1089,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1090,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1091,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1092,Forest,Wetland,Shrubland,Water,Non_Wetland,Built-up
1093,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1094,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1095,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1096,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1097,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1098,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1099,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
1100,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1101,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1102,Forest,Wetland,Wetland,NULL,Wetland,Forest
1103,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1104,Forest,Wetland,Wetland,Water,Wetland,Wetland
1105,Forest,Wetland,Wetland,Water,Wetland,Water
1106,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1107,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1108,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1109,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1110,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
1111,Forest,Wetland,Water,NULL,Water,Grassland
1112,Forest,Wetland,Water,NULL,Water,Wetland
1113,Forest,Wetland,Water,NULL,Water,Water
1114,Forest,Wetland,Water,NULL,Water,Forest
1115,Forest,Wetland,Water,Non_Water,Water,Wetland
1116,Forest,Wetland,Water,Water,Water,Grassland
1117,Forest,Wetland,Water,Water,Water,Wetland
1118,Forest,Wetland,Water,Water,Water,Bareland
1119,Forest,Wetland,Water,Water,Water,Water
1120,Forest,Wetland,Water,Water,Water,Forest
1121,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1122,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1123,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1124,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1125,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1126,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1127,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1128,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1132,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland
1133,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
1134,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1135,Forest,Built-up,Water,Water,Water,Wetland
1136,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1137,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1138,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1139,Forest,Water,NULL,NULL,Non_Wetland,Forest
1140,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1141,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1142,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1143,Forest,Water,Wetland,NULL,Wetland,Wetland
1144,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1145,Forest,Water,Forest,NULL,Non_Wetland,Forest
1146,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1147,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1148,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1149,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1150,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1151,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1152,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1153,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1154,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1155,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1156,Forest,Forest,NULL,Water,Non_Wetland,Water
1157,Forest,Forest,NULL,Water,Non_Wetland,Forest
1158,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1159,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1160,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1161,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1162,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1163,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1164,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1165,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1166,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1167,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1168,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1169,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1170,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1171,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1172,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1173,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1174,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1175,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1176,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1177,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1178,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1179,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1180,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1181,Forest,Forest,Wetland,NULL,Wetland,NULL
1182,Forest,Forest,Wetland,NULL,Wetland,Grassland
1183,Forest,Forest,Wetland,NULL,Wetland,Wetland
1184,Forest,Forest,Wetland,NULL,Wetland,Bareland
1185,Forest,Forest,Wetland,NULL,Wetland,Water
1186,Forest,Forest,Wetland,NULL,Wetland,Forest
1187,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1188,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1189,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1190,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1191,Forest,Forest,Wetland,Water,Wetland,Grassland
1192,Forest,Forest,Wetland,Water,Wetland,Wetland
1193,Forest,Forest,Wetland,Water,Wetland,Bareland
1194,Forest,Forest,Wetland,Water,Wetland,Water
1195,Forest,Forest,Wetland,Water,Wetland,Forest
1196,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1197,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1198,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1199,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1200,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1201,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1202,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1203,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1204,Forest,Forest,Built-up,Water,Non_Wetland,Wetland
1205,Forest,Forest,Built-up,Water,Non_Wetland,Water
1206,Forest,Forest,Water,NULL,Water,Grassland
1207,Forest,Forest,Water,NULL,Water,Wetland
1208,Forest,Forest,Water,NULL,Water,Water
1209,Forest,Forest,Water,NULL,Water,Forest
1210,Forest,Forest,Water,Non_Water,Water,Wetland
1211,Forest,Forest,Water,Water,Water,NULL
1212,Forest,Forest,Water,Water,Water,Grassland
1213,Forest,Forest,Water,Water,Water,Wetland
1214,Forest,Forest,Water,Water,Water,Bareland
1215,Forest,Forest,Water,Water,Water,Water
1216,Forest,Forest,Water,Water,Water,Forest
1217,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1218,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1219,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1220,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1221,Forest,Forest,Forest,NULL,Non_Wetland,Water
1222,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1223,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1224,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1225,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1226,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1227,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1228,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1229,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1230,Forest,Forest,Forest,Water,Non_Wetland,Water
1231,Forest,Forest,Forest,Water,Non_Wetland,Forest
