Value,AFRICA_2024_DynamicWorld_2024_37QEU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37QEU_M_R,AFRICA_2024_GLC_FCS30D_2022_37QEU_M_R,AFRICA_2024_GSW_Yearly_2021_37QEU_M_R,AFRICA_2024_GWL_FCS30D_2022_37QEU_M_R,AFRICA_2024_WorldCover_2021_37QEU_M_R
886,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
887,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
888,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
889,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
890,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
891,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
892,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
893,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
894,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
895,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
896,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
897,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
898,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
899,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
900,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
901,Forest,NULL,Wetland,NULL,Wetland,NULL
902,Forest,NULL,Wetland,NULL,Wetland,Forest
903,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
904,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
905,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
906,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
907,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
908,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
909,Forest,NULL,Forest,NULL,Non_Wetland,NULL
910,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
911,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
912,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
913,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
914,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
915,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
916,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
917,Forest,Cropland,Wetland,NULL,Wetland,Bareland
918,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
919,Forest,Water,Cropland,NULL,Non_Wetland,Forest
920,Forest,Water,Wetland,NULL,Wetland,NULL
921,Forest,Water,Wetland,NULL,Wetland,Grassland
922,Forest,Water,Wetland,NULL,Wetland,Wetland
923,Forest,Water,Wetland,NULL,Wetland,Forest
924,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
925,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
926,Forest,Forest,NULL,NULL,Non_Wetland,Forest
927,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
928,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
929,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
930,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
931,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
932,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
933,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
934,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
935,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
936,Forest,Forest,Wetland,NULL,Wetland,NULL
937,Forest,Forest,Wetland,NULL,Wetland,Grassland
938,Forest,Forest,Wetland,NULL,Wetland,Forest
939,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
940,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
941,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
942,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
943,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
944,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
945,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
946,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
947,Forest,Forest,Forest,NULL,Non_Wetland,NULL
948,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
