Value,AFRICA_2024_DynamicWorld_2024_37NBJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NBJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBJ_M_R,AFRICA_2024_WorldCover_2021_37NBJ_M_R
844,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
845,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
846,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
847,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
848,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
849,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
850,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
851,Cropland,Forest,Wetland,NULL,Wetland,Wetland
852,Cropland,Forest,Wetland,NULL,Wetland,Forest
853,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
854,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
855,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
856,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
857,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
858,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
859,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
860,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
861,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
862,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
863,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
864,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
865,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
866,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
867,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
868,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
869,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
870,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
871,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
872,Wetland,NULL,Wetland,NULL,Wetland,Cropland
873,Wetland,NULL,Wetland,NULL,Wetland,Wetland
874,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
875,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
876,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
877,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
878,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
879,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
880,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
881,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
882,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
883,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
884,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
885,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
886,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
887,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
888,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
889,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
890,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
891,Wetland,Cropland,NULL,Water,Non_Wetland,Water
892,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
893,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
894,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
895,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
896,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
897,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
898,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
899,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
900,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
901,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
902,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
903,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
904,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
905,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
906,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
907,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
908,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
909,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
910,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
911,Wetland,Cropland,Wetland,Water,Wetland,Cropland
912,Wetland,Cropland,Wetland,Water,Wetland,Wetland
913,Wetland,Cropland,Wetland,Water,Wetland,Water
914,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
915,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
916,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
917,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
918,Wetland,Cropland,Water,NULL,Water,Cropland
919,Wetland,Cropland,Water,NULL,Water,Wetland
920,Wetland,Cropland,Water,NULL,Water,Forest
921,Wetland,Cropland,Water,Water,Water,Wetland
922,Wetland,Cropland,Water,Water,Water,Water
923,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
924,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
925,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
926,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
927,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
928,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
929,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
930,Wetland,Cropland,Forest,Water,Non_Wetland,NULL
931,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
932,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
933,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
934,Wetland,Cropland,Forest,Water,Non_Wetland,Water
935,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
936,Wetland,Water,NULL,NULL,Non_Wetland,Forest
937,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
938,Wetland,Water,Wetland,NULL,Wetland,NULL
939,Wetland,Water,Wetland,NULL,Wetland,Wetland
940,Wetland,Water,Water,NULL,Water,Water
941,Wetland,Water,Water,Water,Water,Water
942,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
943,Wetland,Forest,Shrubland,Water,Non_Wetland,Cropland
944,Wetland,Forest,Wetland,NULL,Wetland,Grassland
945,Wetland,Forest,Wetland,NULL,Wetland,Wetland
946,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
947,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
948,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
949,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
950,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
951,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
952,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
953,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
954,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
955,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
956,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
957,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
958,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
959,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
960,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
961,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
962,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
963,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
964,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
965,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
966,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
967,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
968,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
969,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
970,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
971,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
972,Bareland,NULL,Bareland,Water,Non_Wetland,Water
973,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
974,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
975,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
976,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
977,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
978,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
979,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
980,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
981,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
982,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
983,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
984,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
985,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
986,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
987,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
988,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
989,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
990,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
991,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
992,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
993,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
994,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
995,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
998,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
999,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1000,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1001,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1002,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1003,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1004,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1005,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1006,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1007,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1008,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1009,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1010,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1011,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1012,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1013,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1014,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1015,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1016,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1017,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1018,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1019,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1020,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1021,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1022,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1023,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1024,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland
1025,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1026,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1027,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1028,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1029,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1030,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1031,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1032,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1033,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1034,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1035,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1036,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1037,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1038,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1039,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1040,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1041,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1042,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland
1043,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1044,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1045,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1046,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1047,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1048,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1049,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1050,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1051,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1052,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1053,Bareland,Water,Bareland,Water,Non_Wetland,Water
1054,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1055,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1056,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1057,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1058,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1059,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1060,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1061,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1062,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1063,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1064,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1065,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1066,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1067,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1068,Water,NULL,NULL,NULL,Non_Wetland,NULL
1069,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1070,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1071,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1072,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1073,Water,NULL,NULL,NULL,Non_Wetland,Forest
1074,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1075,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1076,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1077,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1078,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1079,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1080,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1081,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1082,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1083,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1084,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1085,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1086,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1087,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1088,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1089,Water,NULL,Shrubland,Water,Non_Wetland,Water
1090,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1091,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1092,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1093,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1094,Water,NULL,Grassland,Water,Non_Wetland,Water
1095,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1096,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1097,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1098,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1099,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1100,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1101,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1102,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1103,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1104,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1105,Water,NULL,Wetland,NULL,Wetland,Grassland
1106,Water,NULL,Wetland,NULL,Wetland,Cropland
1107,Water,NULL,Wetland,NULL,Wetland,Bareland
1108,Water,NULL,Wetland,NULL,Wetland,Forest
1109,Water,NULL,Wetland,Water,Wetland,Grassland
1110,Water,NULL,Wetland,Water,Wetland,Cropland
1111,Water,NULL,Wetland,Water,Wetland,Wetland
1112,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1113,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1114,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1115,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1116,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1117,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1118,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1119,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1120,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1121,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1122,Water,NULL,Water,Water,Water,Cropland
1123,Water,NULL,Forest,NULL,Non_Wetland,NULL
1124,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1125,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1126,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1127,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1128,Water,NULL,Forest,NULL,Non_Wetland,Forest
1129,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1130,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1131,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1132,Water,NULL,Forest,Water,Non_Wetland,Grassland
1133,Water,NULL,Forest,Water,Non_Wetland,Cropland
1134,Water,NULL,Forest,Water,Non_Wetland,Wetland
1135,Water,NULL,Forest,Water,Non_Wetland,Forest
1136,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1137,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1138,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1139,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1140,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1141,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1142,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1143,Water,Cropland,NULL,Non_Water,Non_Wetland,Water
1144,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1145,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1146,Water,Cropland,NULL,Water,Non_Wetland,Water
1147,Water,Cropland,NULL,Water,Non_Wetland,Forest
1148,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1149,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1150,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1151,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1152,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1153,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1154,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1155,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1156,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1157,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1158,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1159,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1160,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1161,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1162,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1163,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1164,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1165,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1166,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1167,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1168,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1169,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1170,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1171,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1172,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1173,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1174,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1175,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1176,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1177,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1178,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1179,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1180,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1181,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1182,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1183,Water,Cropland,Cropland,Water,Non_Wetland,Water
1184,Water,Cropland,Wetland,NULL,Wetland,Grassland
1185,Water,Cropland,Wetland,NULL,Wetland,Cropland
1186,Water,Cropland,Wetland,NULL,Wetland,Wetland
1187,Water,Cropland,Wetland,NULL,Wetland,Bareland
1188,Water,Cropland,Wetland,NULL,Wetland,Water
1189,Water,Cropland,Wetland,NULL,Wetland,Forest
1190,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1191,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1192,Water,Cropland,Wetland,Water,Wetland,Grassland
1193,Water,Cropland,Wetland,Water,Wetland,Cropland
1194,Water,Cropland,Wetland,Water,Wetland,Wetland
1195,Water,Cropland,Wetland,Water,Wetland,Water
1196,Water,Cropland,Wetland,Water,Wetland,Forest
1197,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1198,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1199,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1200,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1201,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1202,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1203,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1204,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1205,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1206,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1207,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1208,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1209,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1210,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1211,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1212,Water,Cropland,Bareland,Water,Non_Wetland,Water
1213,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1214,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1215,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1216,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1217,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1218,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1219,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1220,Water,Cropland,Built-up,Water,Non_Wetland,Water
1221,Water,Cropland,Water,NULL,Water,NULL
1222,Water,Cropland,Water,NULL,Water,Cropland
1223,Water,Cropland,Water,NULL,Water,Wetland
1224,Water,Cropland,Water,NULL,Water,Water
1225,Water,Cropland,Water,NULL,Water,Forest
1226,Water,Cropland,Water,Non_Water,Water,Wetland
1227,Water,Cropland,Water,Non_Water,Water,Water
1228,Water,Cropland,Water,Water,Water,Cropland
1229,Water,Cropland,Water,Water,Water,Wetland
1230,Water,Cropland,Water,Water,Water,Water
1231,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1232,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1233,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1234,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1235,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1236,Water,Cropland,Forest,NULL,Non_Wetland,Water
1237,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1238,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1239,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1240,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1241,Water,Cropland,Forest,Water,Non_Wetland,NULL
1242,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1243,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1244,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1245,Water,Cropland,Forest,Water,Non_Wetland,Water
1246,Water,Cropland,Forest,Water,Non_Wetland,Forest
1247,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1248,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1249,Water,Built-up,NULL,NULL,Non_Wetland,NULL
1250,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
1251,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1252,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1253,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1254,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1255,Water,Built-up,Wetland,NULL,Wetland,Forest
1256,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1257,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1258,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1259,Water,Water,NULL,NULL,Non_Wetland,NULL
1260,Water,Water,NULL,NULL,Non_Wetland,Grassland
1261,Water,Water,NULL,NULL,Non_Wetland,Cropland
1262,Water,Water,NULL,NULL,Non_Wetland,Wetland
1263,Water,Water,NULL,NULL,Non_Wetland,Bareland
1264,Water,Water,NULL,NULL,Non_Wetland,Water
1265,Water,Water,NULL,NULL,Non_Wetland,Forest
1266,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1267,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1268,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1269,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1270,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1271,Water,Water,NULL,Non_Water,Non_Wetland,Water
1272,Water,Water,NULL,Non_Water,Non_Wetland,Forest
