Value,AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,AFRICA_2024_WorldCover_2021_37NCJ_M_R
847,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
848,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
849,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
850,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
851,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
852,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
853,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
854,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
855,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
856,Cropland,Cropland,Wetland,NULL,Wetland,NULL
857,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
858,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
859,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
860,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
861,Cropland,Cropland,Wetland,NULL,Wetland,Water
862,Cropland,Cropland,Wetland,NULL,Wetland,Forest
863,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
864,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
865,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
866,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
867,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
868,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
869,Cropland,Cropland,Wetland,Water,Wetland,Cropland
870,Cropland,Cropland,Wetland,Water,Wetland,Wetland
871,Cropland,Cropland,Wetland,Water,Wetland,Bareland
872,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
873,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
874,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
875,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
876,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
877,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
878,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
879,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
880,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
881,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
882,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
883,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
884,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
885,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
886,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
887,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
888,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
889,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
890,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
891,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
892,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
893,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
894,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
895,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
896,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
897,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
898,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
899,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
900,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
901,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
902,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
903,Cropland,Cropland,Water,NULL,Water,Cropland
904,Cropland,Cropland,Water,NULL,Water,Wetland
905,Cropland,Cropland,Water,Non_Water,Water,Cropland
906,Cropland,Cropland,Water,Non_Water,Water,Bareland
907,Cropland,Cropland,Water,Water,Water,Cropland
908,Cropland,Cropland,Water,Water,Water,Water
909,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
910,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
911,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
912,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
913,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
914,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
915,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
916,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
917,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
918,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
919,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
920,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
921,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
922,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
923,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
924,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
925,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
926,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
927,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
928,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
929,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
930,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
931,Cropland,Bareland,Wetland,NULL,Wetland,Cropland
932,Cropland,Bareland,Wetland,Non_Water,Wetland,Cropland
933,Cropland,Bareland,Wetland,Water,Wetland,Cropland
934,Cropland,Bareland,Wetland,Water,Wetland,Water
935,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
936,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
937,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
938,Cropland,Bareland,Water,Non_Water,Water,Bareland
939,Cropland,Bareland,Water,Water,Water,Water
940,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
941,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
942,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
943,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
944,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
945,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
946,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
947,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
948,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
949,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
950,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
951,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
952,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
953,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
954,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
955,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
956,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
957,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
958,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
959,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
960,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
961,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
962,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
963,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
964,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
965,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
966,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
967,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
968,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
969,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
970,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
971,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
972,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
973,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
974,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
975,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
976,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
977,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
978,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
979,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
980,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
981,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
982,Cropland,Built-up,Water,NULL,Water,Cropland
983,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
984,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
985,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
986,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
987,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
988,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
989,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
990,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
991,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
992,Cropland,Water,NULL,NULL,Non_Wetland,Water
993,Cropland,Water,NULL,Non_Water,Non_Wetland,Cropland
994,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland
995,Cropland,Water,NULL,Non_Water,Non_Wetland,Water
996,Cropland,Water,NULL,Water,Non_Wetland,Cropland
997,Cropland,Water,NULL,Water,Non_Wetland,Bareland
998,Cropland,Water,NULL,Water,Non_Wetland,Water
999,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1000,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1001,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1002,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1003,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1004,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1005,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1006,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1007,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1008,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1009,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1010,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1011,Cropland,Water,Grassland,NULL,Non_Wetland,Water
1012,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1013,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1014,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1015,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water
1016,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1017,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1018,Cropland,Water,Grassland,Water,Non_Wetland,Water
1019,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1020,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1021,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1022,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1023,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1024,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1025,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1026,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1027,Cropland,Water,Wetland,NULL,Wetland,Grassland
1028,Cropland,Water,Wetland,NULL,Wetland,Cropland
1029,Cropland,Water,Wetland,NULL,Wetland,Bareland
1030,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1031,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1032,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1033,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
1034,Cropland,Water,Wetland,Non_Water,Wetland,Water
1035,Cropland,Water,Wetland,Water,Wetland,Cropland
1036,Cropland,Water,Wetland,Water,Wetland,Bareland
1037,Cropland,Water,Wetland,Water,Wetland,Water
1038,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1039,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1040,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1041,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1042,Cropland,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1043,Cropland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1044,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1045,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1046,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1047,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1048,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
1049,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1050,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1051,Cropland,Water,Bareland,Water,Non_Wetland,Water
1052,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1053,Cropland,Water,Built-up,Non_Water,Non_Wetland,Cropland
1054,Cropland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1055,Cropland,Water,Built-up,Non_Water,Non_Wetland,Water
1056,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
1057,Cropland,Water,Built-up,Water,Non_Wetland,Bareland
1058,Cropland,Water,Built-up,Water,Non_Wetland,Water
1059,Cropland,Water,Water,NULL,Water,Cropland
1060,Cropland,Water,Water,NULL,Water,Bareland
1061,Cropland,Water,Water,Non_Water,Water,Cropland
1062,Cropland,Water,Water,Non_Water,Water,Bareland
1063,Cropland,Water,Water,Non_Water,Water,Water
1064,Cropland,Water,Water,Water,Water,Cropland
1065,Cropland,Water,Water,Water,Water,Bareland
1066,Cropland,Water,Water,Water,Water,Water
1067,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1068,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1069,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
1070,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1071,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1072,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1073,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1074,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1075,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1076,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1077,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1078,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1079,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1080,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1081,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1082,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1083,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1084,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1085,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1086,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1087,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1088,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1089,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1090,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1091,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1092,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1093,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1094,Cropland,Forest,Bareland,NULL,Non_Wetland,Built-up
1095,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1096,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1097,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1098,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1099,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1100,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1101,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1102,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1103,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1104,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1105,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1106,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1107,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1108,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1109,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1110,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1111,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1112,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1113,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1114,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1115,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1116,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1117,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1118,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1119,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1120,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1121,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1122,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1123,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1124,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1125,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1126,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1127,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1128,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1129,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1130,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1131,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1132,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1133,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1134,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1135,Wetland,NULL,Wetland,NULL,Wetland,Water
1136,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1137,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1138,Wetland,NULL,Wetland,Water,Wetland,Cropland
1139,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1140,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1141,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1142,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1143,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1144,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1145,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1146,Wetland,NULL,Water,NULL,Water,Water
1147,Wetland,NULL,Water,Non_Water,Water,Cropland
1148,Wetland,NULL,Water,Water,Water,Grassland
1149,Wetland,NULL,Water,Water,Water,Cropland
1150,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1151,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1152,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1153,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1154,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1155,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1156,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1157,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1158,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1159,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1160,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1161,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1162,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1163,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1164,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1165,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1166,Wetland,Cropland,NULL,Water,Non_Wetland,Water
1167,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1168,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1169,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1170,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1171,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1172,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1173,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1174,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1175,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1176,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1177,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1178,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1179,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1180,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1181,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1182,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1183,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1184,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1185,Wetland,Cropland,Water,Water,Water,Water
1186,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1187,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1188,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1189,Wetland,Cropland,Forest,Water,Non_Wetland,NULL
1190,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1191,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1192,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1193,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1194,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1195,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1196,Wetland,Wetland,Water,NULL,Water,Water
1197,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1198,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1199,Wetland,Bareland,Grassland,Water,Non_Wetland,Cropland
1200,Wetland,Bareland,Wetland,NULL,Wetland,Cropland
1201,Wetland,Bareland,Wetland,NULL,Wetland,Water
1202,Wetland,Bareland,Wetland,Non_Water,Wetland,Cropland
1203,Wetland,Bareland,Wetland,Water,Wetland,Cropland
1204,Wetland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1205,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1206,Wetland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1207,Wetland,Bareland,Water,NULL,Water,Cropland
1208,Wetland,Bareland,Water,Non_Water,Water,Cropland
1209,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1210,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1211,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1212,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1213,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1214,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1215,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1216,Wetland,Water,Grassland,Water,Non_Wetland,Water
1217,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1218,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1219,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1220,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1221,Wetland,Water,Wetland,NULL,Wetland,NULL
1222,Wetland,Water,Wetland,NULL,Wetland,Cropland
1223,Wetland,Water,Wetland,NULL,Wetland,Wetland
1224,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1225,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1226,Wetland,Water,Wetland,Non_Water,Wetland,Water
1227,Wetland,Water,Wetland,Water,Wetland,Cropland
1228,Wetland,Water,Wetland,Water,Wetland,Wetland
1229,Wetland,Water,Wetland,Water,Wetland,Bareland
1230,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1231,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1232,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1233,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1234,Wetland,Water,Bareland,Water,Non_Wetland,Water
1235,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1236,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1237,Wetland,Water,Water,NULL,Water,Wetland
1238,Wetland,Water,Water,Water,Water,Wetland
1239,Wetland,Water,Water,Water,Water,Water
1240,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1241,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1242,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1243,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1244,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1245,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1246,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1247,Wetland,Forest,Shrubland,Water,Non_Wetland,Cropland
1248,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1249,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1250,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1251,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1252,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1253,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1254,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1255,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1256,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1257,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1258,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1259,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1260,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1261,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1262,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1263,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1264,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
