Value,AFRICA_2024_DynamicWorld_2024_36NUM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUM_M_R,AFRICA_2024_GSW_Yearly_2021_36NUM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUM_M_R,AFRICA_2024_WorldCover_2021_36NUM_M_R
855,Water,Wetland,NULL,NULL,Non_Wetland,NULL
856,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
857,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
858,Water,Wetland,NULL,NULL,Non_Wetland,Forest
859,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
860,Water,Wetland,NULL,Water,Non_Wetland,Wetland
861,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
862,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
863,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
864,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
865,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
866,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
867,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
868,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
869,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
870,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
871,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
872,Water,Wetland,Wetland,NULL,Wetland,Grassland
873,Water,Wetland,Wetland,NULL,Wetland,Wetland
874,Water,Wetland,Wetland,NULL,Wetland,Forest
875,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
876,Water,Wetland,Wetland,Water,Wetland,Grassland
877,Water,Wetland,Wetland,Water,Wetland,Wetland
878,Water,Wetland,Wetland,Water,Wetland,Bareland
879,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
880,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
881,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
882,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
883,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up
884,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
885,Water,Wetland,Water,NULL,Water,Grassland
886,Water,Wetland,Water,NULL,Water,Wetland
887,Water,Wetland,Water,NULL,Water,Forest
888,Water,Wetland,Water,Non_Water,Water,Wetland
889,Water,Wetland,Water,Water,Water,Grassland
890,Water,Wetland,Water,Water,Water,Wetland
891,Water,Wetland,Water,Water,Water,Water
892,Water,Wetland,Forest,NULL,Non_Wetland,NULL
893,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
894,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
895,Water,Wetland,Forest,NULL,Non_Wetland,Forest
896,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
897,Water,Wetland,Forest,Water,Non_Wetland,Wetland
898,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
899,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
900,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
901,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
902,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
903,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
904,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
905,Water,Bareland,Wetland,Water,Wetland,Wetland
906,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
907,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
908,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
909,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
910,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
911,Water,Bareland,Water,Water,Water,Wetland
912,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
913,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
914,Water,Bareland,Forest,Water,Non_Wetland,Wetland
915,Water,Built-up,NULL,NULL,Non_Wetland,Wetland
916,Water,Built-up,NULL,NULL,Non_Wetland,Forest
917,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
918,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
919,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
920,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
921,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
922,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
923,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
924,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
925,Water,Built-up,Wetland,NULL,Wetland,Grassland
926,Water,Built-up,Wetland,NULL,Wetland,Wetland
927,Water,Built-up,Bareland,Water,Non_Wetland,Wetland
928,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
929,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
930,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
931,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
932,Water,Built-up,Water,NULL,Water,Wetland
933,Water,Built-up,Water,Non_Water,Water,Built-up
934,Water,Built-up,Water,Water,Water,Wetland
935,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
936,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
937,Water,Built-up,Forest,NULL,Non_Wetland,Forest
938,Water,Water,NULL,NULL,Non_Wetland,NULL
939,Water,Water,NULL,NULL,Non_Wetland,Grassland
940,Water,Water,NULL,NULL,Non_Wetland,Wetland
941,Water,Water,NULL,NULL,Non_Wetland,Bareland
942,Water,Water,NULL,NULL,Non_Wetland,Forest
943,Water,Water,NULL,Non_Water,Non_Wetland,NULL
944,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
945,Water,Water,NULL,Water,Non_Wetland,Grassland
946,Water,Water,NULL,Water,Non_Wetland,Wetland
947,Water,Water,NULL,Water,Non_Wetland,Bareland
948,Water,Water,Shrubland,NULL,Non_Wetland,NULL
949,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
950,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
951,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
952,Water,Water,Shrubland,NULL,Non_Wetland,Forest
953,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
954,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
955,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
956,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
957,Water,Water,Shrubland,Water,Non_Wetland,Grassland
958,Water,Water,Shrubland,Water,Non_Wetland,Wetland
959,Water,Water,Shrubland,Water,Non_Wetland,Bareland
960,Water,Water,Shrubland,Water,Non_Wetland,Water
961,Water,Water,Shrubland,Water,Non_Wetland,Forest
962,Water,Water,Grassland,NULL,Non_Wetland,Grassland
963,Water,Water,Grassland,NULL,Non_Wetland,Wetland
964,Water,Water,Grassland,NULL,Non_Wetland,Bareland
965,Water,Water,Grassland,Water,Non_Wetland,Grassland
966,Water,Water,Grassland,Water,Non_Wetland,Wetland
967,Water,Water,Grassland,Water,Non_Wetland,Bareland
968,Water,Water,Cropland,NULL,Non_Wetland,NULL
969,Water,Water,Cropland,NULL,Non_Wetland,Grassland
970,Water,Water,Cropland,NULL,Non_Wetland,Wetland
971,Water,Water,Cropland,NULL,Non_Wetland,Bareland
972,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
973,Water,Water,Cropland,Water,Non_Wetland,Grassland
974,Water,Water,Cropland,Water,Non_Wetland,Wetland
975,Water,Water,Wetland,NULL,Wetland,Grassland
976,Water,Water,Wetland,NULL,Wetland,Wetland
977,Water,Water,Wetland,NULL,Wetland,Bareland
978,Water,Water,Wetland,NULL,Wetland,Built-up
979,Water,Water,Wetland,NULL,Wetland,Water
980,Water,Water,Wetland,NULL,Wetland,Forest
981,Water,Water,Wetland,Non_Water,Wetland,Grassland
982,Water,Water,Wetland,Non_Water,Wetland,Wetland
983,Water,Water,Wetland,Non_Water,Wetland,Bareland
984,Water,Water,Wetland,Non_Water,Wetland,Water
985,Water,Water,Wetland,Non_Water,Wetland,Forest
986,Water,Water,Wetland,Water,Wetland,Grassland
987,Water,Water,Wetland,Water,Wetland,Wetland
988,Water,Water,Wetland,Water,Wetland,Bareland
989,Water,Water,Wetland,Water,Wetland,Water
990,Water,Water,Wetland,Water,Wetland,Forest
991,Water,Water,Bareland,NULL,Non_Wetland,Grassland
992,Water,Water,Bareland,NULL,Non_Wetland,Wetland
993,Water,Water,Bareland,NULL,Non_Wetland,Bareland
994,Water,Water,Bareland,NULL,Non_Wetland,Built-up
995,Water,Water,Bareland,NULL,Non_Wetland,Water
996,Water,Water,Bareland,NULL,Non_Wetland,Forest
997,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
998,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
999,Water,Water,Bareland,Water,Non_Wetland,Grassland
1000,Water,Water,Bareland,Water,Non_Wetland,Wetland
1001,Water,Water,Bareland,Water,Non_Wetland,Bareland
1002,Water,Water,Bareland,Water,Non_Wetland,Water
1003,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1004,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1005,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1006,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1007,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1008,Water,Water,Built-up,Water,Non_Wetland,Grassland
1009,Water,Water,Built-up,Water,Non_Wetland,Wetland
1010,Water,Water,Built-up,Water,Non_Wetland,Bareland
1011,Water,Water,Built-up,Water,Non_Wetland,Water
1012,Water,Water,Water,NULL,Water,Grassland
1013,Water,Water,Water,NULL,Water,Wetland
1014,Water,Water,Water,NULL,Water,Bareland
1015,Water,Water,Water,NULL,Water,Water
1016,Water,Water,Water,NULL,Water,Forest
1017,Water,Water,Water,Non_Water,Water,Wetland
1018,Water,Water,Water,Water,Water,Grassland
1019,Water,Water,Water,Water,Water,Wetland
1020,Water,Water,Water,Water,Water,Bareland
1021,Water,Water,Water,Water,Water,Water
1022,Water,Water,Forest,NULL,Non_Wetland,NULL
1023,Water,Water,Forest,NULL,Non_Wetland,Grassland
1024,Water,Water,Forest,NULL,Non_Wetland,Wetland
1025,Water,Water,Forest,NULL,Non_Wetland,Bareland
1026,Water,Water,Forest,NULL,Non_Wetland,Forest
1027,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1028,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1029,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1030,Water,Water,Forest,Water,Non_Wetland,Grassland
1031,Water,Water,Forest,Water,Non_Wetland,Wetland
1032,Water,Water,Forest,Water,Non_Wetland,Bareland
1033,Water,Water,Forest,Water,Non_Wetland,Forest
1034,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1035,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1036,Water,Forest,NULL,NULL,Non_Wetland,Forest
1037,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1038,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1039,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1040,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1041,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1042,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1043,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1044,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1045,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1046,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1047,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1048,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1049,Water,Forest,Wetland,NULL,Wetland,Grassland
1050,Water,Forest,Wetland,NULL,Wetland,Wetland
1051,Water,Forest,Wetland,NULL,Wetland,Forest
1052,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1053,Water,Forest,Wetland,Water,Wetland,Wetland
1054,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1055,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1056,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1057,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1058,Water,Forest,Water,NULL,Water,Wetland
1059,Water,Forest,Water,Non_Water,Water,Wetland
1060,Water,Forest,Water,Water,Water,Wetland
1061,Water,Forest,Forest,NULL,Non_Wetland,NULL
1062,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1063,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1064,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1065,Water,Forest,Forest,NULL,Non_Wetland,Forest
1066,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1067,Water,Forest,Forest,Water,Non_Wetland,Wetland
1068,Water,Forest,Forest,Water,Non_Wetland,Bareland
1069,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1070,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
1071,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
1072,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1073,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL
1074,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1075,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1076,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1077,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1078,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1079,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1080,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1081,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1082,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1083,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1084,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1085,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1086,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1087,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1088,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1089,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1090,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1091,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1092,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1093,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1094,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1095,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1096,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1097,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1098,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1099,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1100,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1101,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1102,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1103,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1104,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1105,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1106,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1107,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1108,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1109,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1110,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1111,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1112,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1113,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1114,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1115,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1116,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1117,Forest,NULL,Wetland,NULL,Wetland,Grassland
1118,Forest,NULL,Wetland,NULL,Wetland,Wetland
1119,Forest,NULL,Wetland,NULL,Wetland,Forest
1120,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1121,Forest,NULL,Wetland,Water,Wetland,Wetland
1122,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1123,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1124,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1125,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1126,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1127,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1128,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1129,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1130,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1131,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1132,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1133,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1134,Forest,NULL,Water,NULL,Water,Wetland
1135,Forest,NULL,Water,Non_Water,Water,Wetland
1136,Forest,NULL,Water,Water,Water,Wetland
1137,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1138,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1139,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1140,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1141,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1142,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1143,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1144,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1145,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1146,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1147,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1148,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1149,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1150,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1151,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1152,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1153,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1154,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1155,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1156,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1157,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1158,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1159,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1160,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1161,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1162,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1163,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1164,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1165,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1166,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1167,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1168,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1169,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1170,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1171,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1172,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1173,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1174,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1175,Forest,Wetland,NULL,NULL,Non_Wetland,Built-up
1176,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1177,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1178,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1179,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1180,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1181,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1182,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1183,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1184,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1185,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1186,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1187,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1188,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1189,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up
1190,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1191,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1192,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up
1193,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1194,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1195,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1196,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1197,Forest,Wetland,Wetland,NULL,Wetland,Forest
1198,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1199,Forest,Wetland,Wetland,Water,Wetland,Wetland
1200,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1201,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1202,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1203,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1204,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1205,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1206,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
1207,Forest,Wetland,Water,NULL,Water,Wetland
1208,Forest,Wetland,Water,Non_Water,Water,Wetland
1209,Forest,Wetland,Water,Water,Water,Wetland
1210,Forest,Wetland,Water,Water,Water,Water
1211,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1212,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1213,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1214,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1215,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up
1216,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1217,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1218,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1219,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1220,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1221,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1222,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1223,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1224,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1225,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1226,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1227,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1228,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1229,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1230,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1231,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1232,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1233,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland
1234,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1235,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1236,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1237,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1238,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1239,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1240,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1241,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
1242,Forest,Built-up,Cropland,Water,Non_Wetland,Wetland
1243,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1244,Forest,Built-up,Wetland,NULL,Wetland,Forest
1245,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland
1246,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1247,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
1248,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1249,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland
1250,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1251,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1252,Forest,Built-up,Built-up,Water,Non_Wetland,Wetland
1253,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1254,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1255,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1256,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1257,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1258,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1259,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1260,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1261,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1262,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1263,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1264,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1265,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1266,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1267,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1268,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1269,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1270,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1271,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1272,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1273,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1274,Forest,Water,Wetland,NULL,Wetland,Wetland
1275,Forest,Water,Wetland,NULL,Wetland,Forest
1276,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1277,Forest,Water,Wetland,Water,Wetland,Wetland
1278,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1279,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1280,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1281,Forest,Water,Water,NULL,Water,Wetland
1282,Forest,Water,Water,Non_Water,Water,Wetland
1283,Forest,Water,Water,Water,Water,Wetland
1284,Forest,Water,Forest,NULL,Non_Wetland,NULL
1285,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1286,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1287,Forest,Water,Forest,NULL,Non_Wetland,Forest
1288,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1289,Forest,Water,Forest,Water,Non_Wetland,Wetland
1290,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1291,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1292,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1293,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1294,Forest,Forest,NULL,NULL,Non_Wetland,Forest
