Value,AFRICA_2024_DynamicWorld_2024_38NLM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NLM_M_R,AFRICA_2024_GLC_FCS30D_2022_38NLM_M_R,AFRICA_2024_GSW_Yearly_2021_38NLM_M_R,AFRICA_2024_GWL_FCS30D_2022_38NLM_M_R,AFRICA_2024_WorldCover_2021_38NLM_M_R
861,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
862,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
863,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
864,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
865,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
866,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
867,Bareland,Bareland,Water,NULL,Water,Bareland
868,Bareland,Bareland,Water,Non_Water,Water,Grassland
869,Bareland,Bareland,Water,Non_Water,Water,Bareland
870,Bareland,Bareland,Water,Water,Water,Grassland
871,Bareland,Bareland,Water,Water,Water,Bareland
872,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
873,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
874,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
875,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
876,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
877,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
878,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
879,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
880,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
881,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
882,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
883,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
884,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
885,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
886,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
887,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
888,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
889,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
890,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
891,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
892,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
893,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
894,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
895,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
896,Bareland,Water,Wetland,NULL,Wetland,Grassland
897,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
898,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
899,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
900,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
901,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
902,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
903,Bareland,Water,Water,NULL,Water,Grassland
904,Bareland,Water,Water,NULL,Water,Bareland
905,Bareland,Water,Water,Non_Water,Water,Cropland
906,Bareland,Water,Water,Non_Water,Water,Wetland
907,Bareland,Water,Water,Non_Water,Water,Bareland
908,Bareland,Water,Water,Water,Water,Bareland
909,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
910,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
911,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
912,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
913,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
914,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
915,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
916,Water,NULL,Grassland,NULL,Non_Wetland,NULL
917,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
918,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
919,Water,NULL,Grassland,NULL,Non_Wetland,Forest
920,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
921,Water,NULL,Grassland,Water,Non_Wetland,Bareland
922,Water,NULL,Cropland,NULL,Non_Wetland,NULL
923,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
924,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
925,Water,NULL,Cropland,NULL,Non_Wetland,Forest
926,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
927,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
928,Water,NULL,Cropland,Water,Non_Wetland,Grassland
929,Water,NULL,Cropland,Water,Non_Wetland,Wetland
930,Water,NULL,Wetland,NULL,Wetland,NULL
931,Water,NULL,Wetland,NULL,Wetland,Grassland
932,Water,NULL,Wetland,NULL,Wetland,Water
933,Water,NULL,Wetland,Non_Water,Wetland,Grassland
934,Water,NULL,Wetland,Water,Wetland,Grassland
935,Water,NULL,Wetland,Water,Wetland,Wetland
936,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
937,Water,NULL,Water,NULL,Water,Grassland
938,Water,NULL,Water,NULL,Water,Forest
939,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
940,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
941,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
942,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
943,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
944,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
945,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
946,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
947,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
948,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
949,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
950,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
951,Water,Cropland,Wetland,NULL,Wetland,Grassland
952,Water,Cropland,Wetland,NULL,Wetland,Forest
953,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
954,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
955,Water,Cropland,Wetland,Water,Wetland,Grassland
956,Water,Cropland,Wetland,Water,Wetland,Bareland
957,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
958,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
959,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
960,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
961,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
962,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
963,Water,Cropland,Water,NULL,Water,Grassland
964,Water,Cropland,Water,NULL,Water,Wetland
965,Water,Cropland,Water,NULL,Water,Bareland
966,Water,Cropland,Water,NULL,Water,Forest
967,Water,Cropland,Forest,NULL,Non_Wetland,Forest
968,Water,Water,NULL,NULL,Non_Wetland,Forest
969,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
970,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
971,Water,Water,Shrubland,NULL,Non_Wetland,Forest
972,Water,Water,Shrubland,Water,Non_Wetland,Grassland
973,Water,Water,Shrubland,Water,Non_Wetland,Bareland
974,Water,Water,Shrubland,Water,Non_Wetland,Forest
975,Water,Water,Grassland,NULL,Non_Wetland,NULL
976,Water,Water,Grassland,NULL,Non_Wetland,Grassland
977,Water,Water,Grassland,NULL,Non_Wetland,Cropland
978,Water,Water,Grassland,NULL,Non_Wetland,Wetland
979,Water,Water,Grassland,NULL,Non_Wetland,Bareland
980,Water,Water,Grassland,NULL,Non_Wetland,Forest
981,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
982,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
983,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
984,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
985,Water,Water,Grassland,Water,Non_Wetland,Grassland
986,Water,Water,Grassland,Water,Non_Wetland,Cropland
987,Water,Water,Grassland,Water,Non_Wetland,Wetland
988,Water,Water,Grassland,Water,Non_Wetland,Bareland
989,Water,Water,Grassland,Water,Non_Wetland,Water
990,Water,Water,Grassland,Water,Non_Wetland,Forest
991,Water,Water,Cropland,NULL,Non_Wetland,NULL
992,Water,Water,Cropland,NULL,Non_Wetland,Grassland
993,Water,Water,Cropland,NULL,Non_Wetland,Cropland
994,Water,Water,Cropland,NULL,Non_Wetland,Wetland
995,Water,Water,Cropland,NULL,Non_Wetland,Bareland
996,Water,Water,Cropland,NULL,Non_Wetland,Forest
997,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
998,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
999,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1000,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1001,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1002,Water,Water,Cropland,Water,Non_Wetland,Grassland
1003,Water,Water,Cropland,Water,Non_Wetland,Cropland
1004,Water,Water,Cropland,Water,Non_Wetland,Wetland
1005,Water,Water,Cropland,Water,Non_Wetland,Bareland
1006,Water,Water,Cropland,Water,Non_Wetland,Water
1007,Water,Water,Cropland,Water,Non_Wetland,Forest
1008,Water,Water,Wetland,NULL,Wetland,NULL
1009,Water,Water,Wetland,NULL,Wetland,Grassland
1010,Water,Water,Wetland,NULL,Wetland,Wetland
1011,Water,Water,Wetland,NULL,Wetland,Bareland
1012,Water,Water,Wetland,NULL,Wetland,Forest
1013,Water,Water,Wetland,Non_Water,Wetland,Grassland
1014,Water,Water,Wetland,Non_Water,Wetland,Wetland
1015,Water,Water,Wetland,Non_Water,Wetland,Bareland
1016,Water,Water,Wetland,Non_Water,Wetland,Forest
1017,Water,Water,Wetland,Water,Wetland,Grassland
1018,Water,Water,Wetland,Water,Wetland,Cropland
1019,Water,Water,Wetland,Water,Wetland,Wetland
1020,Water,Water,Wetland,Water,Wetland,Bareland
1021,Water,Water,Wetland,Water,Wetland,Water
1022,Water,Water,Wetland,Water,Wetland,Forest
1023,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1024,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1025,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1026,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1027,Water,Water,Bareland,NULL,Non_Wetland,Forest
1028,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1029,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1030,Water,Water,Bareland,Water,Non_Wetland,Grassland
1031,Water,Water,Bareland,Water,Non_Wetland,Cropland
1032,Water,Water,Bareland,Water,Non_Wetland,Wetland
1033,Water,Water,Bareland,Water,Non_Wetland,Bareland
1034,Water,Water,Bareland,Water,Non_Wetland,Water
1035,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1036,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1037,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1038,Water,Water,Built-up,NULL,Non_Wetland,Forest
1039,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1040,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1041,Water,Water,Built-up,Water,Non_Wetland,Grassland
1042,Water,Water,Built-up,Water,Non_Wetland,Bareland
1043,Water,Water,Water,NULL,Water,Grassland
1044,Water,Water,Water,NULL,Water,Cropland
1045,Water,Water,Water,NULL,Water,Wetland
1046,Water,Water,Water,NULL,Water,Bareland
1047,Water,Water,Water,NULL,Water,Forest
1048,Water,Water,Water,Non_Water,Water,Grassland
1049,Water,Water,Water,Non_Water,Water,Cropland
1050,Water,Water,Water,Non_Water,Water,Wetland
1051,Water,Water,Water,Non_Water,Water,Bareland
1052,Water,Water,Water,Non_Water,Water,Forest
1053,Water,Water,Water,Water,Water,Grassland
1054,Water,Water,Water,Water,Water,Cropland
1055,Water,Water,Water,Water,Water,Wetland
1056,Water,Water,Water,Water,Water,Bareland
1057,Water,Water,Water,Water,Water,Forest
1058,Water,Water,Forest,NULL,Non_Wetland,Bareland
1059,Water,Water,Forest,NULL,Non_Wetland,Forest
1060,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1061,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1062,Water,Water,Forest,Water,Non_Wetland,Bareland
1063,Water,Water,Forest,Water,Non_Wetland,Forest
1064,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1065,Water,Forest,Wetland,NULL,Wetland,Forest
1066,Water,Forest,Water,NULL,Water,Forest
1067,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1068,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1069,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1070,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1071,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1072,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1073,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1074,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1075,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1076,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1077,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1078,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1079,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1080,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1081,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1082,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1083,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1084,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1085,Forest,NULL,Wetland,NULL,Wetland,NULL
1086,Forest,NULL,Wetland,NULL,Wetland,Grassland
1087,Forest,NULL,Wetland,NULL,Wetland,Forest
1088,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1089,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1090,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1091,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1092,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1093,Forest,NULL,Water,NULL,Water,Forest
1094,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1095,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1096,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1097,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1098,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1099,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
1100,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1102,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1103,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1104,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1105,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1106,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1107,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1108,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1109,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1110,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1111,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1112,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1113,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1114,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1115,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1116,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1117,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1118,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1119,Forest,Cropland,Wetland,NULL,Wetland,Forest
1120,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1121,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1122,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1123,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1124,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1125,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1126,Forest,Cropland,Water,NULL,Water,Forest
1127,Forest,Cropland,Water,Non_Water,Water,Forest
1128,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1129,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1130,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1131,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1132,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1133,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1134,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1135,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1136,Forest,Water,NULL,NULL,Non_Wetland,Forest
1137,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1138,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1139,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1140,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1141,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1142,Forest,Water,Wetland,NULL,Wetland,Forest
1143,Forest,Water,Water,NULL,Water,Forest
1144,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1145,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1146,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1147,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1148,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1149,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1150,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1151,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1152,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1153,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1154,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1155,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1156,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1157,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1158,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1159,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1160,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1161,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1162,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1163,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1164,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1165,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1166,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1167,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1168,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1169,Forest,Forest,Wetland,NULL,Wetland,NULL
1170,Forest,Forest,Wetland,NULL,Wetland,Grassland
1171,Forest,Forest,Wetland,NULL,Wetland,Wetland
1172,Forest,Forest,Wetland,NULL,Wetland,Forest
1173,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1174,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1175,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1176,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1177,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1178,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1179,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1180,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1181,Forest,Forest,Water,NULL,Water,Forest
1182,Forest,Forest,Water,Non_Water,Water,Forest
1183,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1184,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1185,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1186,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1187,Forest,Forest,Forest,Water,Non_Wetland,Forest
