Value,AFRICA_2024_DynamicWorld_2024_36PXA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXA_M_R,AFRICA_2024_GSW_Yearly_2021_36PXA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXA_M_R,AFRICA_2024_WorldCover_2021_36PXA_M_R
846,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
847,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
848,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
849,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
850,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
851,Cropland,Water,Cropland,Water,Non_Wetland,Water
852,Cropland,Water,Cropland,Water,Non_Wetland,Forest
853,Cropland,Water,Wetland,NULL,Wetland,Cropland
854,Cropland,Water,Wetland,NULL,Wetland,Forest
855,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
856,Cropland,Water,Wetland,Non_Water,Wetland,Water
857,Cropland,Water,Wetland,Water,Wetland,Cropland
858,Cropland,Water,Wetland,Water,Wetland,Wetland
859,Cropland,Water,Wetland,Water,Wetland,Bareland
860,Cropland,Water,Wetland,Water,Wetland,Forest
861,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
862,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
863,Cropland,Water,Bareland,NULL,Non_Wetland,Water
864,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
865,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
866,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
867,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
868,Cropland,Water,Bareland,Water,Non_Wetland,Forest
869,Cropland,Water,Water,Non_Water,Water,Forest
870,Cropland,Water,Water,Water,Water,Cropland
871,Cropland,Water,Water,Water,Water,Bareland
872,Cropland,Water,Water,Water,Water,Water
873,Cropland,Water,Forest,NULL,Non_Wetland,Forest
874,Cropland,Water,Forest,Water,Non_Wetland,Grassland
875,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
876,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
877,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
878,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
879,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
880,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
881,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
882,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
883,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
884,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
885,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
886,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
887,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
888,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
889,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
890,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
891,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
892,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
893,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
894,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
895,Cropland,Forest,Wetland,NULL,Wetland,Grassland
896,Cropland,Forest,Wetland,NULL,Wetland,Forest
897,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
898,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
899,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
900,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
901,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
902,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
903,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
904,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
905,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
906,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
907,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
908,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
909,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
910,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
911,Wetland,NULL,NULL,Water,Non_Wetland,NULL
912,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
913,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
914,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
915,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
916,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
917,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
918,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
919,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
920,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
921,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
922,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
923,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
924,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
925,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
926,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
927,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
928,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
929,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
930,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
931,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
932,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
933,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
934,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
935,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
936,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
937,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
938,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
939,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
940,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
941,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
942,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
943,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
944,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
945,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
946,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
947,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
948,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
949,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
950,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
951,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
952,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
953,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
954,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
955,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
956,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
957,Wetland,NULL,Wetland,NULL,Wetland,Grassland
958,Wetland,NULL,Wetland,NULL,Wetland,Cropland
959,Wetland,NULL,Wetland,NULL,Wetland,Forest
960,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
961,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
962,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
963,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
964,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
965,Wetland,NULL,Wetland,Water,Wetland,NULL
966,Wetland,NULL,Wetland,Water,Wetland,Grassland
967,Wetland,NULL,Wetland,Water,Wetland,Cropland
968,Wetland,NULL,Wetland,Water,Wetland,Wetland
969,Wetland,NULL,Wetland,Water,Wetland,Bareland
970,Wetland,NULL,Wetland,Water,Wetland,Water
971,Wetland,NULL,Wetland,Water,Wetland,Forest
972,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
973,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
974,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
975,Wetland,NULL,Water,Non_Water,Water,Forest
976,Wetland,NULL,Water,Water,Water,Grassland
977,Wetland,NULL,Water,Water,Water,Cropland
978,Wetland,NULL,Water,Water,Water,Wetland
979,Wetland,NULL,Water,Water,Water,Water
980,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
981,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
982,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
983,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
984,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
985,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
986,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
987,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
988,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
989,Wetland,NULL,Forest,Water,Non_Wetland,NULL
990,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
991,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
992,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
993,Wetland,NULL,Forest,Water,Non_Wetland,Forest
994,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
995,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
996,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
997,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
998,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
999,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1000,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1001,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1002,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1003,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1004,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1005,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1006,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1007,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1008,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1009,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1010,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1011,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1012,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1013,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1014,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1015,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1016,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1017,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1018,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1019,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1020,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1021,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1022,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1023,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1024,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1025,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1026,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1027,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1028,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1029,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1030,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1031,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1032,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1033,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1034,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1035,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1036,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1037,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1038,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1039,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1040,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1041,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1042,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
1043,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1044,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1045,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1046,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1047,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1048,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1049,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1050,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1051,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1052,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1053,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1054,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1055,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1056,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1057,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1058,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1059,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1060,Wetland,Cropland,Wetland,Water,Wetland,NULL
1061,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1062,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1063,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1064,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1065,Wetland,Cropland,Wetland,Water,Wetland,Water
1066,Wetland,Cropland,Wetland,Water,Wetland,Forest
1067,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1068,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1069,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1070,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1071,Wetland,Cropland,Water,Non_Water,Water,Cropland
1072,Wetland,Cropland,Water,Non_Water,Water,Forest
1073,Wetland,Cropland,Water,Water,Water,Cropland
1074,Wetland,Cropland,Water,Water,Water,Water
1075,Wetland,Cropland,Water,Water,Water,Forest
1076,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1077,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1078,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1079,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1080,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1081,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1082,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1083,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1084,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1085,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1086,Wetland,Cropland,Forest,Water,Non_Wetland,NULL
1087,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1088,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1089,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
1090,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1091,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1092,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1093,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1094,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1095,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1096,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1097,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1098,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1099,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1100,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1101,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1102,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1103,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1104,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1105,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1106,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1107,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1108,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1109,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1110,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1111,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1112,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1113,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1114,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1115,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1116,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1117,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1118,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1119,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1120,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1121,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1122,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1123,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1124,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1125,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1126,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1127,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1128,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1129,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1130,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1131,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1132,Wetland,Water,Wetland,NULL,Wetland,Grassland
1133,Wetland,Water,Wetland,NULL,Wetland,Wetland
1134,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1135,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1136,Wetland,Water,Wetland,Water,Wetland,Cropland
1137,Wetland,Water,Wetland,Water,Wetland,Wetland
1138,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1139,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1140,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1141,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1142,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1143,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1144,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1145,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1146,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1147,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1148,Wetland,Forest,Wetland,NULL,Wetland,Forest
1149,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1150,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1151,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1152,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1153,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1154,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1155,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1156,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1157,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1158,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1159,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
1160,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1161,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1162,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1163,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1164,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1165,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1166,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1167,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1168,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1169,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1170,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1171,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1172,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1173,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1174,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1175,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1176,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1177,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1178,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1179,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1180,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1181,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1182,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1183,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1184,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1185,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1186,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1187,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1188,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1189,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1190,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1191,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1192,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1193,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1194,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1195,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1196,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1197,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1198,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1199,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1200,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1201,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1202,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1203,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1204,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1205,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1206,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1207,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1208,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1209,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1210,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
1211,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1212,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1213,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1214,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1215,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1216,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1217,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1218,Bareland,NULL,Wetland,NULL,Wetland,Forest
1219,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1220,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1221,Bareland,NULL,Wetland,Water,Wetland,Grassland
1222,Bareland,NULL,Wetland,Water,Wetland,Cropland
1223,Bareland,NULL,Wetland,Water,Wetland,Wetland
1224,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1225,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1226,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1227,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1228,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1229,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1230,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1231,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1232,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1233,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1234,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1235,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1236,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1237,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1238,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1239,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1240,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1241,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1242,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1243,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1244,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1245,Bareland,NULL,Water,Non_Water,Water,Cropland
1246,Bareland,NULL,Water,Water,Water,Grassland
1247,Bareland,NULL,Water,Water,Water,Cropland
1248,Bareland,NULL,Water,Water,Water,Bareland
1249,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1250,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1251,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1252,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
1253,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1254,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1255,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1256,Bareland,NULL,Forest,Water,Non_Wetland,NULL
1257,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1258,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1259,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1260,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1261,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1262,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1263,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1264,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
