Value,AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,AFRICA_2024_WorldCover_2021_37NFJ_M_R
851,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
852,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
853,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
854,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
855,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
856,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
857,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
858,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
859,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
860,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
861,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
862,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
863,Wetland,Cropland,Wetland,Water,Wetland,Grassland
864,Wetland,Cropland,Water,Non_Water,Water,Grassland
865,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
866,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
867,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
868,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
869,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
870,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
871,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
872,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
873,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
874,Wetland,Water,NULL,NULL,Non_Wetland,Forest
875,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
876,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
877,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
878,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
879,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
880,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
881,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
882,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
883,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
884,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
885,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
886,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
887,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
888,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
889,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
890,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
891,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
892,Wetland,Water,Bareland,Water,Non_Wetland,Water
893,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
894,Wetland,Water,Water,NULL,Water,NULL
895,Wetland,Water,Water,NULL,Water,Cropland
896,Wetland,Water,Water,NULL,Water,Bareland
897,Wetland,Water,Forest,NULL,Non_Wetland,NULL
898,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
899,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
900,Wetland,Water,Forest,NULL,Non_Wetland,Forest
901,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
902,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
903,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
904,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
905,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
906,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
907,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
908,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
909,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
910,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
911,Wetland,Forest,Water,NULL,Water,Cropland
912,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
913,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
914,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
915,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
916,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
917,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
918,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
919,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
920,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
921,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
922,Bareland,NULL,NULL,Water,Non_Wetland,Water
923,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
927,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
928,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
929,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
930,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
931,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
932,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
933,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
934,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
935,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
936,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
937,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
938,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
939,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
940,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
941,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
942,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
943,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
944,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
945,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
946,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
947,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
948,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
949,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
950,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
951,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
952,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
953,Bareland,NULL,Cropland,Water,Non_Wetland,Water
954,Bareland,NULL,Wetland,NULL,Wetland,NULL
955,Bareland,NULL,Wetland,NULL,Wetland,Forest
956,Bareland,NULL,Wetland,Water,Wetland,Cropland
957,Bareland,NULL,Wetland,Water,Wetland,Bareland
958,Bareland,NULL,Wetland,Water,Wetland,Water
959,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
960,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
961,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
962,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
963,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
964,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
965,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
966,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
967,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
968,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
969,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
970,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
971,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
972,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
973,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
974,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
975,Bareland,NULL,Bareland,Water,Non_Wetland,Water
976,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
977,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
978,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
979,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
980,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
981,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
982,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
983,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
984,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
985,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
986,Bareland,NULL,Water,NULL,Water,NULL
987,Bareland,NULL,Water,NULL,Water,Cropland
988,Bareland,NULL,Water,NULL,Water,Bareland
989,Bareland,NULL,Water,NULL,Water,Water
990,Bareland,NULL,Water,Water,Water,Grassland
991,Bareland,NULL,Water,Water,Water,Cropland
992,Bareland,NULL,Water,Water,Water,Wetland
993,Bareland,NULL,Water,Water,Water,Water
994,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
995,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
996,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
997,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
998,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
999,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1000,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1001,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1002,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1003,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1004,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1005,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1006,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1007,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1008,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1009,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1010,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1011,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1012,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1013,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1014,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1015,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1016,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1017,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1018,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1019,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1020,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1021,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1022,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1024,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1025,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1026,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1027,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1028,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1029,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1030,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1031,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1032,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1033,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1034,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1035,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1036,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1037,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1038,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1039,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1040,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1041,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1042,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1043,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1044,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1045,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1046,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1047,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1048,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1049,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1050,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1051,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1052,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1053,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1054,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1055,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1056,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1057,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1058,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1059,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1060,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1061,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1062,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1063,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1064,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1065,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1066,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1067,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1068,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1069,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1070,Bareland,Bareland,Wetland,Water,Wetland,Water
1071,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1072,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1073,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1074,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1075,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1076,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1077,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1078,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1079,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1080,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1081,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1082,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1083,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1084,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1085,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1086,Bareland,Bareland,Water,NULL,Water,Grassland
1087,Bareland,Bareland,Water,NULL,Water,Cropland
1088,Bareland,Bareland,Water,NULL,Water,Bareland
1089,Bareland,Bareland,Water,NULL,Water,Water
1090,Bareland,Bareland,Water,Non_Water,Water,Bareland
1091,Bareland,Bareland,Water,Non_Water,Water,Water
1092,Bareland,Bareland,Water,Water,Water,Bareland
1093,Bareland,Bareland,Water,Water,Water,Water
1094,Bareland,Bareland,Water,Water,Water,Forest
1095,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1096,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1097,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1098,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1099,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1100,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1101,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1102,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1103,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1104,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1105,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1106,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1107,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1108,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1109,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1110,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1111,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1112,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1113,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1114,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1115,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1116,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1117,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1118,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1119,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1120,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1121,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1122,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1123,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1124,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1125,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1126,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1127,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1128,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1129,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1130,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1131,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1132,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1133,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1134,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1135,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1136,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1137,Bareland,Water,Cropland,Water,Non_Wetland,Water
1138,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1139,Bareland,Water,Wetland,NULL,Wetland,Bareland
1140,Bareland,Water,Wetland,Water,Wetland,Grassland
1141,Bareland,Water,Wetland,Water,Wetland,Cropland
1142,Bareland,Water,Wetland,Water,Wetland,Bareland
1143,Bareland,Water,Wetland,Water,Wetland,Water
1144,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1145,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1146,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1147,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1148,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1149,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1150,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1151,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1152,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1153,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1154,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1155,Bareland,Water,Bareland,Water,Non_Wetland,Water
1156,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1157,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1158,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1159,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1160,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1161,Bareland,Water,Water,NULL,Water,Grassland
1162,Bareland,Water,Water,NULL,Water,Cropland
1163,Bareland,Water,Water,NULL,Water,Bareland
1164,Bareland,Water,Water,NULL,Water,Water
1165,Bareland,Water,Water,NULL,Water,Forest
1166,Bareland,Water,Water,Non_Water,Water,Bareland
1167,Bareland,Water,Water,Water,Water,Bareland
1168,Bareland,Water,Water,Water,Water,Water
1169,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1170,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1171,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1172,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1173,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
1174,Bareland,Water,Forest,NULL,Non_Wetland,Water
1175,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1176,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1177,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1178,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1179,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1180,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1181,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1182,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1183,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1184,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1185,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1186,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1187,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1188,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1189,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
1190,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1191,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1192,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1193,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1194,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1195,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1196,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1197,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1198,Water,NULL,NULL,NULL,Non_Wetland,NULL
1199,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1200,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1201,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1202,Water,NULL,NULL,NULL,Non_Wetland,Forest
1203,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1204,Water,NULL,NULL,Water,Non_Wetland,Grassland
1205,Water,NULL,NULL,Water,Non_Wetland,Cropland
1206,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1207,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1208,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1209,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1210,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1211,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1212,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1213,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1214,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1215,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1216,Water,NULL,Grassland,NULL,Non_Wetland,Water
1217,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1218,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1219,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1220,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1221,Water,NULL,Grassland,Water,Non_Wetland,Water
1222,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1223,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1224,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1225,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1226,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1227,Water,NULL,Cropland,NULL,Non_Wetland,Water
1228,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1229,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1230,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1231,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1232,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1233,Water,NULL,Cropland,Water,Non_Wetland,NULL
1234,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1235,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1236,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1237,Water,NULL,Cropland,Water,Non_Wetland,Water
1238,Water,NULL,Wetland,NULL,Wetland,Grassland
1239,Water,NULL,Wetland,NULL,Wetland,Cropland
1240,Water,NULL,Wetland,NULL,Wetland,Bareland
1241,Water,NULL,Wetland,NULL,Wetland,Forest
1242,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1243,Water,NULL,Wetland,Water,Wetland,Cropland
1244,Water,NULL,Wetland,Water,Wetland,Wetland
1245,Water,NULL,Wetland,Water,Wetland,Water
1246,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1247,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1248,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1249,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1250,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1251,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1252,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1253,Water,NULL,Bareland,NULL,Non_Wetland,Water
1254,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1255,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1256,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1257,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1258,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1259,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1260,Water,NULL,Bareland,Water,Non_Wetland,NULL
1261,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1262,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1263,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1264,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1265,Water,NULL,Bareland,Water,Non_Wetland,Water
1266,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1267,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1268,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1269,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1270,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1271,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1272,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1273,Water,NULL,Water,NULL,Water,NULL
1274,Water,NULL,Water,NULL,Water,Grassland
1275,Water,NULL,Water,NULL,Water,Cropland
1276,Water,NULL,Water,NULL,Water,Wetland
1277,Water,NULL,Water,NULL,Water,Bareland
1278,Water,NULL,Water,NULL,Water,Water
