Value,AFRICA_2024_DynamicWorld_2024_37PFS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFS_M_R,AFRICA_2024_GSW_Yearly_2021_37PFS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFS_M_R,AFRICA_2024_WorldCover_2021_37PFS_M_R
864,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
865,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
866,Water,Bareland,Shrubland,Water,Non_Wetland,Water
867,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
868,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
869,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
870,Water,Bareland,Grassland,NULL,Non_Wetland,Water
871,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
872,Water,Bareland,Grassland,Water,Non_Wetland,Water
873,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
874,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
875,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
876,Water,Bareland,Cropland,NULL,Non_Wetland,Water
877,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
878,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
879,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
880,Water,Bareland,Cropland,Water,Non_Wetland,Water
881,Water,Bareland,Wetland,NULL,NULL,Bareland
882,Water,Bareland,Wetland,NULL,NULL,Water
883,Water,Bareland,Wetland,NULL,Wetland,NULL
884,Water,Bareland,Wetland,NULL,Wetland,Grassland
885,Water,Bareland,Wetland,NULL,Wetland,Wetland
886,Water,Bareland,Wetland,NULL,Wetland,Bareland
887,Water,Bareland,Wetland,NULL,Wetland,Water
888,Water,Bareland,Wetland,Non_Water,NULL,Bareland
889,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
890,Water,Bareland,Wetland,Non_Water,Wetland,Water
891,Water,Bareland,Wetland,Water,NULL,Bareland
892,Water,Bareland,Wetland,Water,NULL,Water
893,Water,Bareland,Wetland,Water,Wetland,Grassland
894,Water,Bareland,Wetland,Water,Wetland,Wetland
895,Water,Bareland,Wetland,Water,Wetland,Bareland
896,Water,Bareland,Wetland,Water,Wetland,Water
897,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
898,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
899,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
900,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
901,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
902,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
903,Water,Bareland,Bareland,NULL,Non_Wetland,Water
904,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
905,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
906,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
907,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
908,Water,Bareland,Bareland,Water,Non_Wetland,Water
909,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
910,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
911,Water,Bareland,Built-up,NULL,Non_Wetland,Water
912,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
913,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
914,Water,Bareland,Built-up,Water,Non_Wetland,Water
915,Water,Bareland,Water,NULL,NULL,Water
916,Water,Bareland,Water,NULL,Water,Wetland
917,Water,Bareland,Water,NULL,Water,Bareland
918,Water,Bareland,Water,NULL,Water,Water
919,Water,Bareland,Water,Non_Water,Water,Bareland
920,Water,Bareland,Water,Water,NULL,Bareland
921,Water,Bareland,Water,Water,Water,Wetland
922,Water,Bareland,Water,Water,Water,Bareland
923,Water,Bareland,Water,Water,Water,Water
924,Water,Built-up,Wetland,NULL,Wetland,Bareland
925,Water,Built-up,Wetland,NULL,Wetland,Water
926,Water,Built-up,Wetland,Water,NULL,Bareland
927,Water,Built-up,Wetland,Water,Wetland,Bareland
928,Water,Built-up,Wetland,Water,Wetland,Water
929,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
930,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
931,Water,Built-up,Bareland,NULL,Non_Wetland,Water
932,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
933,Water,Water,NULL,NULL,Non_Wetland,Water
934,Water,Water,NULL,Water,Non_Wetland,Bareland
935,Water,Water,NULL,Water,Non_Wetland,Water
936,Water,Water,Shrubland,NULL,Non_Wetland,NULL
937,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
938,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
939,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
940,Water,Water,Shrubland,NULL,Non_Wetland,Water
941,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
942,Water,Water,Shrubland,Water,Non_Wetland,NULL
943,Water,Water,Shrubland,Water,Non_Wetland,Grassland
944,Water,Water,Shrubland,Water,Non_Wetland,Wetland
945,Water,Water,Shrubland,Water,Non_Wetland,Bareland
946,Water,Water,Shrubland,Water,Non_Wetland,Water
947,Water,Water,Grassland,NULL,Non_Wetland,NULL
948,Water,Water,Grassland,NULL,Non_Wetland,Cropland
949,Water,Water,Grassland,NULL,Non_Wetland,Wetland
950,Water,Water,Grassland,NULL,Non_Wetland,Bareland
951,Water,Water,Grassland,NULL,Non_Wetland,Water
952,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
953,Water,Water,Grassland,Non_Water,Non_Wetland,Water
954,Water,Water,Grassland,Water,Non_Wetland,NULL
955,Water,Water,Grassland,Water,Non_Wetland,Grassland
956,Water,Water,Grassland,Water,Non_Wetland,Wetland
957,Water,Water,Grassland,Water,Non_Wetland,Bareland
958,Water,Water,Grassland,Water,Non_Wetland,Water
959,Water,Water,Cropland,NULL,Non_Wetland,NULL
960,Water,Water,Cropland,NULL,Non_Wetland,Grassland
961,Water,Water,Cropland,NULL,Non_Wetland,Cropland
962,Water,Water,Cropland,NULL,Non_Wetland,Wetland
963,Water,Water,Cropland,NULL,Non_Wetland,Bareland
964,Water,Water,Cropland,NULL,Non_Wetland,Water
965,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
966,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
967,Water,Water,Cropland,Non_Water,Non_Wetland,Water
968,Water,Water,Cropland,Water,Non_Wetland,NULL
969,Water,Water,Cropland,Water,Non_Wetland,Grassland
970,Water,Water,Cropland,Water,Non_Wetland,Cropland
971,Water,Water,Cropland,Water,Non_Wetland,Wetland
972,Water,Water,Cropland,Water,Non_Wetland,Bareland
973,Water,Water,Cropland,Water,Non_Wetland,Water
974,Water,Water,Wetland,NULL,NULL,NULL
975,Water,Water,Wetland,NULL,NULL,Grassland
976,Water,Water,Wetland,NULL,NULL,Cropland
977,Water,Water,Wetland,NULL,NULL,Wetland
978,Water,Water,Wetland,NULL,NULL,Bareland
979,Water,Water,Wetland,NULL,NULL,Water
980,Water,Water,Wetland,NULL,Wetland,NULL
981,Water,Water,Wetland,NULL,Wetland,Grassland
982,Water,Water,Wetland,NULL,Wetland,Cropland
983,Water,Water,Wetland,NULL,Wetland,Wetland
984,Water,Water,Wetland,NULL,Wetland,Bareland
985,Water,Water,Wetland,NULL,Wetland,Water
986,Water,Water,Wetland,NULL,Wetland,Forest
987,Water,Water,Wetland,Non_Water,NULL,Bareland
988,Water,Water,Wetland,Non_Water,NULL,Water
989,Water,Water,Wetland,Non_Water,Wetland,Wetland
990,Water,Water,Wetland,Non_Water,Wetland,Bareland
991,Water,Water,Wetland,Non_Water,Wetland,Water
992,Water,Water,Wetland,Water,NULL,NULL
993,Water,Water,Wetland,Water,NULL,Grassland
994,Water,Water,Wetland,Water,NULL,Wetland
995,Water,Water,Wetland,Water,NULL,Bareland
996,Water,Water,Wetland,Water,NULL,Water
997,Water,Water,Wetland,Water,Wetland,NULL
998,Water,Water,Wetland,Water,Wetland,Grassland
999,Water,Water,Wetland,Water,Wetland,Cropland
1000,Water,Water,Wetland,Water,Wetland,Wetland
1001,Water,Water,Wetland,Water,Wetland,Bareland
1002,Water,Water,Wetland,Water,Wetland,Water
1003,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1004,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1005,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1006,Water,Water,Bareland,NULL,Non_Wetland,NULL
1007,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1008,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1009,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1010,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1011,Water,Water,Bareland,NULL,Non_Wetland,Water
1012,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1013,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1014,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1015,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1016,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1017,Water,Water,Bareland,Water,Non_Wetland,NULL
1018,Water,Water,Bareland,Water,Non_Wetland,Grassland
1019,Water,Water,Bareland,Water,Non_Wetland,Cropland
1020,Water,Water,Bareland,Water,Non_Wetland,Wetland
1021,Water,Water,Bareland,Water,Non_Wetland,Bareland
1022,Water,Water,Bareland,Water,Non_Wetland,Water
1023,Water,Water,Built-up,NULL,Non_Wetland,NULL
1024,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1025,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1026,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1027,Water,Water,Built-up,NULL,Non_Wetland,Water
1028,Water,Water,Built-up,Water,Non_Wetland,Bareland
1029,Water,Water,Built-up,Water,Non_Wetland,Water
1030,Water,Water,Water,NULL,NULL,Bareland
1031,Water,Water,Water,NULL,NULL,Water
1032,Water,Water,Water,NULL,Water,Cropland
1033,Water,Water,Water,NULL,Water,Wetland
1034,Water,Water,Water,NULL,Water,Bareland
1035,Water,Water,Water,NULL,Water,Water
1036,Water,Water,Water,Non_Water,NULL,Water
1037,Water,Water,Water,Non_Water,Water,Water
1038,Water,Water,Water,Water,NULL,Wetland
1039,Water,Water,Water,Water,NULL,Bareland
1040,Water,Water,Water,Water,NULL,Water
1041,Water,Water,Water,Water,Water,Wetland
1042,Water,Water,Water,Water,Water,Bareland
1043,Water,Water,Water,Water,Water,Water
1044,Water,Forest,Wetland,NULL,Wetland,Wetland
1045,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1046,Water,Forest,Wetland,Water,Wetland,Wetland
1047,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland
1048,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
1049,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
1050,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1051,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1052,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland
1053,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1054,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1055,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1056,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1057,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1058,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1059,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1060,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1061,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1062,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1063,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1064,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1065,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1066,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1067,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1068,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1069,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1070,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1071,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1072,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1073,Forest,NULL,Wetland,NULL,Wetland,NULL
1074,Forest,NULL,Wetland,NULL,Wetland,Cropland
1075,Forest,NULL,Wetland,NULL,Wetland,Wetland
1076,Forest,NULL,Wetland,NULL,Wetland,Forest
1077,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1078,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1079,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1080,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1081,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1082,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1083,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1084,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1085,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1086,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1087,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1088,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1090,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1091,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1092,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1093,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1094,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1095,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1096,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1097,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1098,Forest,Cropland,Wetland,NULL,Wetland,NULL
1099,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1100,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1101,Forest,Cropland,Wetland,NULL,Wetland,Forest
1102,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1103,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1104,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1105,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1106,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1107,Forest,Wetland,Wetland,Water,Wetland,Water
1108,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1109,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1110,Forest,Water,Cropland,NULL,Non_Wetland,Water
1111,Forest,Water,Wetland,NULL,Wetland,NULL
1112,Forest,Water,Wetland,NULL,Wetland,Wetland
1113,Forest,Water,Wetland,NULL,Wetland,Bareland
1114,Forest,Water,Wetland,NULL,Wetland,Water
1115,Forest,Water,Wetland,NULL,Wetland,Forest
1116,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1117,Forest,Water,Wetland,Non_Water,Wetland,Water
1118,Forest,Water,Wetland,Water,Wetland,Wetland
1119,Forest,Water,Wetland,Water,Wetland,Water
1120,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1121,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1122,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1123,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1124,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1125,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1126,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1127,Forest,Forest,Wetland,NULL,Wetland,NULL
1128,Forest,Forest,Wetland,NULL,Wetland,Cropland
1129,Forest,Forest,Wetland,NULL,Wetland,Wetland
1130,Forest,Forest,Wetland,NULL,Wetland,Water
1131,Forest,Forest,Wetland,NULL,Wetland,Forest
1132,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1133,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1134,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
