Value,AFRICA_2024_DynamicWorld_2024_36PUA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUA_M_R,AFRICA_2024_GSW_Yearly_2021_36PUA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUA_M_R,AFRICA_2024_WorldCover_2021_36PUA_M_R
826,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
827,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
828,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
829,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
830,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
831,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
832,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
833,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
834,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
835,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
836,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
837,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
838,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
839,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
840,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
841,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
842,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
843,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
844,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
845,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
846,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
847,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
848,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
849,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
850,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
851,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
852,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
853,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
854,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
855,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
856,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
857,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
858,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
859,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
860,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
861,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
862,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
863,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
864,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
865,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
866,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
867,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
868,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
869,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
870,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
871,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
872,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
873,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
874,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
875,Water,NULL,Grassland,NULL,Non_Wetland,Water
876,Water,NULL,Grassland,NULL,Non_Wetland,Forest
877,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
878,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
879,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
880,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
881,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
882,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
883,Water,NULL,Grassland,Water,Non_Wetland,Grassland
884,Water,NULL,Grassland,Water,Non_Wetland,Cropland
885,Water,NULL,Grassland,Water,Non_Wetland,Wetland
886,Water,NULL,Grassland,Water,Non_Wetland,Bareland
887,Water,NULL,Grassland,Water,Non_Wetland,Water
888,Water,NULL,Grassland,Water,Non_Wetland,Forest
889,Water,NULL,Cropland,NULL,Non_Wetland,NULL
890,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
891,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
892,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
893,Water,NULL,Cropland,NULL,Non_Wetland,Forest
894,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
895,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
896,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
897,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
898,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
899,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
900,Water,NULL,Cropland,Water,Non_Wetland,Cropland
901,Water,NULL,Cropland,Water,Non_Wetland,Wetland
902,Water,NULL,Cropland,Water,Non_Wetland,Bareland
903,Water,NULL,Cropland,Water,Non_Wetland,Water
904,Water,NULL,Cropland,Water,Non_Wetland,Forest
905,Water,NULL,Wetland,NULL,Wetland,Grassland
906,Water,NULL,Wetland,NULL,Wetland,Cropland
907,Water,NULL,Wetland,NULL,Wetland,Wetland
908,Water,NULL,Wetland,NULL,Wetland,Forest
909,Water,NULL,Wetland,Non_Water,Wetland,Cropland
910,Water,NULL,Wetland,Non_Water,Wetland,Wetland
911,Water,NULL,Wetland,Non_Water,Wetland,Forest
912,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
913,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
914,Water,NULL,Bareland,NULL,Non_Wetland,Water
915,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
916,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
917,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
918,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
919,Water,NULL,Bareland,Water,Non_Wetland,Bareland
920,Water,NULL,Bareland,Water,Non_Wetland,Water
921,Water,NULL,Built-up,NULL,Non_Wetland,Forest
922,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
923,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
924,Water,NULL,Built-up,Water,Non_Wetland,Forest
925,Water,NULL,Forest,NULL,Non_Wetland,Forest
926,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
927,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
928,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
929,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
930,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
931,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
932,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
933,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
934,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
935,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
936,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
937,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
938,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
939,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
940,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
941,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
942,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
943,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
944,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
945,Water,Cropland,Wetland,Water,Wetland,Cropland
946,Water,Cropland,Wetland,Water,Wetland,Wetland
947,Water,Cropland,Wetland,Water,Wetland,Water
948,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
949,Water,Cropland,Forest,NULL,Non_Wetland,Forest
950,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
951,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
952,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
953,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
954,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
955,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
956,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
957,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
958,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
959,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
960,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
961,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
962,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
963,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
964,Water,Wetland,Grassland,NULL,Non_Wetland,Water
965,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
966,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
967,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
968,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
969,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
970,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
971,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
972,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
973,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
974,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
975,Water,Wetland,Grassland,Water,Non_Wetland,Water
976,Water,Wetland,Grassland,Water,Non_Wetland,Forest
977,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
978,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
979,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
980,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
981,Water,Wetland,Cropland,NULL,Non_Wetland,Water
982,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
983,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
984,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
985,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
986,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
987,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
988,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
989,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
990,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
991,Water,Wetland,Cropland,Water,Non_Wetland,Water
992,Water,Wetland,Cropland,Water,Non_Wetland,Forest
993,Water,Wetland,Wetland,NULL,Wetland,Cropland
994,Water,Wetland,Wetland,NULL,Wetland,Wetland
995,Water,Wetland,Wetland,NULL,Wetland,Forest
996,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
997,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
998,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
999,Water,Wetland,Wetland,Non_Water,Wetland,Water
1000,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1001,Water,Wetland,Wetland,Water,Wetland,Grassland
1002,Water,Wetland,Wetland,Water,Wetland,Cropland
1003,Water,Wetland,Wetland,Water,Wetland,Wetland
1004,Water,Wetland,Wetland,Water,Wetland,Bareland
1005,Water,Wetland,Wetland,Water,Wetland,Water
1006,Water,Wetland,Wetland,Water,Wetland,Forest
1007,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1008,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1009,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1010,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1011,Water,Wetland,Bareland,Water,Non_Wetland,Water
1012,Water,Wetland,Water,Water,Water,Wetland
1013,Water,Wetland,Water,Water,Water,Water
1014,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1015,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1016,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1017,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1018,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1019,Water,Bareland,Grassland,Water,Non_Wetland,Water
1020,Water,Bareland,Wetland,Water,Wetland,Water
1021,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1022,Water,Bareland,Bareland,Water,Non_Wetland,Water
1023,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1024,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1025,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1026,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1027,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1028,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1029,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1030,Water,Water,Shrubland,Water,Non_Wetland,Water
1031,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1032,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1033,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1034,Water,Water,Grassland,NULL,Non_Wetland,Water
1035,Water,Water,Grassland,NULL,Non_Wetland,Forest
1036,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1037,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1038,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1039,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1040,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1041,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1042,Water,Water,Grassland,Water,Non_Wetland,Grassland
1043,Water,Water,Grassland,Water,Non_Wetland,Cropland
1044,Water,Water,Grassland,Water,Non_Wetland,Wetland
1045,Water,Water,Grassland,Water,Non_Wetland,Bareland
1046,Water,Water,Grassland,Water,Non_Wetland,Water
1047,Water,Water,Grassland,Water,Non_Wetland,Forest
1048,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1049,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1050,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1051,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1052,Water,Water,Cropland,NULL,Non_Wetland,Water
1053,Water,Water,Cropland,NULL,Non_Wetland,Forest
1054,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1055,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1056,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1057,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1058,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1059,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1060,Water,Water,Cropland,Water,Non_Wetland,Grassland
1061,Water,Water,Cropland,Water,Non_Wetland,Cropland
1062,Water,Water,Cropland,Water,Non_Wetland,Wetland
1063,Water,Water,Cropland,Water,Non_Wetland,Bareland
1064,Water,Water,Cropland,Water,Non_Wetland,Water
1065,Water,Water,Wetland,NULL,Wetland,Grassland
1066,Water,Water,Wetland,NULL,Wetland,Cropland
1067,Water,Water,Wetland,NULL,Wetland,Wetland
1068,Water,Water,Wetland,Non_Water,Wetland,Cropland
1069,Water,Water,Wetland,Non_Water,Wetland,Wetland
1070,Water,Water,Wetland,Non_Water,Wetland,Water
1071,Water,Water,Wetland,Non_Water,Wetland,Forest
1072,Water,Water,Wetland,Water,Wetland,Grassland
1073,Water,Water,Wetland,Water,Wetland,Cropland
1074,Water,Water,Wetland,Water,Wetland,Wetland
1075,Water,Water,Wetland,Water,Wetland,Bareland
1076,Water,Water,Wetland,Water,Wetland,Water
1077,Water,Water,Wetland,Water,Wetland,Forest
1078,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1079,Water,Water,Bareland,NULL,Non_Wetland,Water
1080,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1081,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1082,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1083,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1084,Water,Water,Bareland,Water,Non_Wetland,Grassland
1085,Water,Water,Bareland,Water,Non_Wetland,Cropland
1086,Water,Water,Bareland,Water,Non_Wetland,Bareland
1087,Water,Water,Bareland,Water,Non_Wetland,Water
1088,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1089,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1090,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1091,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1092,Water,Water,Water,Water,Water,Cropland
1093,Water,Water,Water,Water,Water,Wetland
1094,Water,Water,Water,Water,Water,Water
1095,Water,Water,Forest,NULL,Non_Wetland,Cropland
1096,Water,Water,Forest,NULL,Non_Wetland,Forest
1097,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1098,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1099,Water,Water,Forest,Water,Non_Wetland,Water
1100,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1101,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1102,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1103,Forest,NULL,NULL,Water,Non_Wetland,NULL
1104,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1105,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1106,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1107,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1108,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1109,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1110,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1111,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1112,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1113,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1114,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1115,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1116,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1117,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1118,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1119,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1120,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1121,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1122,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1123,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1124,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1125,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1126,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1127,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1128,Forest,NULL,Wetland,NULL,Wetland,Forest
1129,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1130,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1131,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1132,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1133,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1134,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1135,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1136,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1137,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1138,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1139,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1140,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1141,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1142,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1143,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1144,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1145,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1146,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1147,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1148,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1149,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
1150,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1151,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1152,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1153,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1154,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1155,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1156,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1157,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
1158,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1159,Forest,Cropland,Wetland,NULL,Wetland,NULL
1160,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1161,Forest,Cropland,Wetland,NULL,Wetland,Forest
1162,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1163,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1164,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1165,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1166,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1167,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1168,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1169,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1170,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1171,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1172,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
1173,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1174,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1175,Forest,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1176,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1177,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1178,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1179,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1180,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1181,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1182,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1183,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1184,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1185,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1186,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1187,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1188,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1189,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1190,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1191,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1192,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1193,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1194,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1195,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1196,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1197,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1198,Forest,Wetland,Wetland,NULL,Wetland,Forest
1199,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1200,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland
1201,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1202,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1203,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1204,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1205,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1206,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1207,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1208,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1210,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1211,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1212,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1213,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1214,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1215,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1216,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1217,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1218,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1219,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1220,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1221,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1222,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1223,Forest,Forest,Forest,NULL,Non_Wetland,NULL
