Value,AFRICA_2024_DynamicWorld_2024_38NKN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,AFRICA_2024_WorldCover_2021_38NKN_M_R
852,Bareland,Cropland,Wetland,NULL,Wetland,Forest
853,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
854,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
855,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
856,Bareland,Cropland,Wetland,Non_Water,Wetland,Forest
857,Bareland,Cropland,Wetland,Water,Wetland,Grassland
858,Bareland,Cropland,Wetland,Water,Wetland,Cropland
859,Bareland,Cropland,Wetland,Water,Wetland,Wetland
860,Bareland,Cropland,Wetland,Water,Wetland,Bareland
861,Bareland,Cropland,Wetland,Water,Wetland,Forest
862,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
863,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
864,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
865,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
866,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
867,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
868,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
869,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
870,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
871,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
872,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
873,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
874,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
875,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
876,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
877,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
878,Bareland,Cropland,Water,NULL,Water,Grassland
879,Bareland,Cropland,Water,NULL,Water,Cropland
880,Bareland,Cropland,Water,NULL,Water,Bareland
881,Bareland,Cropland,Water,NULL,Water,Forest
882,Bareland,Cropland,Water,Non_Water,Water,Grassland
883,Bareland,Cropland,Water,Non_Water,Water,Cropland
884,Bareland,Cropland,Water,Non_Water,Water,Bareland
885,Bareland,Cropland,Water,Non_Water,Water,Forest
886,Bareland,Cropland,Water,Water,Water,Grassland
887,Bareland,Cropland,Water,Water,Water,Cropland
888,Bareland,Cropland,Water,Water,Water,Bareland
889,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
890,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
891,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
892,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
893,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
894,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
895,Bareland,Wetland,Wetland,NULL,Wetland,Forest
896,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
897,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
898,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
899,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
900,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
901,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
902,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
903,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
904,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
905,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
906,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
907,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
908,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
909,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
910,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
911,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
912,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
913,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
914,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
915,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
916,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
917,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
918,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
919,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
920,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
921,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
922,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
923,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
924,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
925,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
926,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
927,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
928,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
929,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
930,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
931,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
932,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
933,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
934,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
935,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
936,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
937,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
938,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
939,Bareland,Bareland,Wetland,NULL,Wetland,Forest
940,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
941,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
942,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
943,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
944,Bareland,Bareland,Wetland,Water,Wetland,Grassland
945,Bareland,Bareland,Wetland,Water,Wetland,Cropland
946,Bareland,Bareland,Wetland,Water,Wetland,Wetland
947,Bareland,Bareland,Wetland,Water,Wetland,Bareland
948,Bareland,Bareland,Wetland,Water,Wetland,Forest
949,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
950,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
951,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
952,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
953,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
954,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
955,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
956,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
957,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
958,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
959,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
960,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
961,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
962,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
963,Bareland,Bareland,Water,NULL,Water,Grassland
964,Bareland,Bareland,Water,NULL,Water,Cropland
965,Bareland,Bareland,Water,NULL,Water,Wetland
966,Bareland,Bareland,Water,NULL,Water,Bareland
967,Bareland,Bareland,Water,NULL,Water,Forest
968,Bareland,Bareland,Water,Non_Water,Water,Grassland
969,Bareland,Bareland,Water,Non_Water,Water,Cropland
970,Bareland,Bareland,Water,Non_Water,Water,Bareland
971,Bareland,Bareland,Water,Non_Water,Water,Forest
972,Bareland,Bareland,Water,Water,Water,Grassland
973,Bareland,Bareland,Water,Water,Water,Cropland
974,Bareland,Bareland,Water,Water,Water,Bareland
975,Bareland,Bareland,Water,Water,Water,Forest
976,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
977,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
978,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
979,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
980,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
981,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
982,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
983,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
984,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
985,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
986,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
987,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
988,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
989,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
990,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
991,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
992,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
993,Bareland,Water,NULL,NULL,Non_Wetland,Forest
994,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
995,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
996,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
997,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
998,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
999,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1000,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1001,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1002,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1003,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1004,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1005,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1006,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1007,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1008,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1009,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1010,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1011,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1012,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1013,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1014,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1015,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1016,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1017,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1018,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1019,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1020,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1021,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1022,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1023,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1024,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1025,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1026,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1027,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1028,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1029,Bareland,Water,Wetland,NULL,Wetland,Grassland
1030,Bareland,Water,Wetland,NULL,Wetland,Cropland
1031,Bareland,Water,Wetland,NULL,Wetland,Wetland
1032,Bareland,Water,Wetland,NULL,Wetland,Bareland
1033,Bareland,Water,Wetland,NULL,Wetland,Forest
1034,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1035,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1036,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1037,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1038,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1039,Bareland,Water,Wetland,Water,Wetland,Grassland
1040,Bareland,Water,Wetland,Water,Wetland,Cropland
1041,Bareland,Water,Wetland,Water,Wetland,Bareland
1042,Bareland,Water,Wetland,Water,Wetland,Forest
1043,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1044,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1045,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1046,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1047,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1048,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1049,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1050,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1051,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1052,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1053,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1054,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1055,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1056,Bareland,Water,Water,NULL,Water,Grassland
1057,Bareland,Water,Water,NULL,Water,Cropland
1058,Bareland,Water,Water,NULL,Water,Bareland
1059,Bareland,Water,Water,NULL,Water,Forest
1060,Bareland,Water,Water,Non_Water,Water,Grassland
1061,Bareland,Water,Water,Non_Water,Water,Cropland
1062,Bareland,Water,Water,Non_Water,Water,Bareland
1063,Bareland,Water,Water,Non_Water,Water,Forest
1064,Bareland,Water,Water,Water,Water,Grassland
1065,Bareland,Water,Water,Water,Water,Cropland
1066,Bareland,Water,Water,Water,Water,Wetland
1067,Bareland,Water,Water,Water,Water,Bareland
1068,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1069,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1070,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1071,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1072,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1073,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1074,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1075,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1076,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1077,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1078,Bareland,Forest,Wetland,Water,Wetland,Grassland
1079,Bareland,Forest,Water,Non_Water,Water,Grassland
1080,Bareland,Forest,Water,Water,Water,Bareland
1081,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1082,Water,NULL,NULL,NULL,Non_Wetland,Water
1083,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1084,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1085,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1086,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1087,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1088,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1089,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1090,Water,NULL,Grassland,NULL,Non_Wetland,Water
1091,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1092,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1093,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1094,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1095,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1096,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1097,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1098,Water,NULL,Grassland,Water,Non_Wetland,Water
1099,Water,NULL,Grassland,Water,Non_Wetland,Forest
1100,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1101,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1102,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1103,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1104,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1105,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1106,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1107,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1108,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1109,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1110,Water,NULL,Cropland,Water,Non_Wetland,Water
1111,Water,NULL,Wetland,NULL,Wetland,Grassland
1112,Water,NULL,Wetland,NULL,Wetland,Cropland
1113,Water,NULL,Wetland,NULL,Wetland,Bareland
1114,Water,NULL,Wetland,NULL,Wetland,Forest
1115,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1116,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1117,Water,NULL,Wetland,Water,Wetland,Grassland
1118,Water,NULL,Wetland,Water,Wetland,Cropland
1119,Water,NULL,Wetland,Water,Wetland,Bareland
1120,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1121,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1122,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1123,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1124,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1125,Water,NULL,Water,NULL,Water,Grassland
1126,Water,NULL,Water,NULL,Water,Cropland
1127,Water,NULL,Water,NULL,Water,Bareland
1128,Water,NULL,Water,NULL,Water,Forest
1129,Water,NULL,Water,Non_Water,Water,Bareland
1130,Water,NULL,Water,Non_Water,Water,Forest
1131,Water,NULL,Water,Water,Water,Grassland
1132,Water,NULL,Water,Water,Water,Bareland
1133,Water,NULL,Forest,NULL,Non_Wetland,NULL
1134,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1135,Water,NULL,Forest,NULL,Non_Wetland,Water
1136,Water,NULL,Forest,NULL,Non_Wetland,Forest
1137,Water,NULL,Forest,Water,Non_Wetland,Grassland
1138,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1139,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1140,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1141,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1142,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1143,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1144,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1145,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1146,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1147,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1148,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1149,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1150,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1151,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1152,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1153,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1154,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1155,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1156,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1157,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1158,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1159,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1160,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1161,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1162,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1163,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1164,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1165,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1166,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1167,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1168,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1169,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1170,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1171,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1172,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1173,Water,Cropland,Wetland,NULL,Wetland,Grassland
1174,Water,Cropland,Wetland,NULL,Wetland,Cropland
1175,Water,Cropland,Wetland,NULL,Wetland,Bareland
1176,Water,Cropland,Wetland,NULL,Wetland,Forest
1177,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1178,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1179,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1180,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1181,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1182,Water,Cropland,Wetland,Water,Wetland,Grassland
1183,Water,Cropland,Wetland,Water,Wetland,Cropland
1184,Water,Cropland,Wetland,Water,Wetland,Bareland
1185,Water,Cropland,Wetland,Water,Wetland,Water
1186,Water,Cropland,Wetland,Water,Wetland,Forest
1187,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1188,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1189,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1190,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1191,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1192,Water,Cropland,Water,NULL,Water,Grassland
1193,Water,Cropland,Water,NULL,Water,Cropland
1194,Water,Cropland,Water,NULL,Water,Bareland
1195,Water,Cropland,Water,NULL,Water,Forest
1196,Water,Cropland,Water,Non_Water,Water,Grassland
1197,Water,Cropland,Water,Non_Water,Water,Bareland
1198,Water,Cropland,Water,Water,Water,Grassland
1199,Water,Cropland,Water,Water,Water,Cropland
1200,Water,Cropland,Water,Water,Water,Bareland
1201,Water,Cropland,Water,Water,Water,Forest
1202,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1203,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1204,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1205,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1206,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1207,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1208,Water,Wetland,Wetland,NULL,Wetland,Forest
1209,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1210,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1211,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1212,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1213,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1214,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1215,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1216,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1217,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1218,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1219,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1220,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1221,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1222,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1223,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1224,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1225,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1226,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1227,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1228,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1229,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1230,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1231,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1232,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1233,Water,Bareland,Wetland,NULL,Wetland,Grassland
1234,Water,Bareland,Wetland,NULL,Wetland,Cropland
1235,Water,Bareland,Wetland,NULL,Wetland,Wetland
1236,Water,Bareland,Wetland,NULL,Wetland,Bareland
1237,Water,Bareland,Wetland,NULL,Wetland,Forest
1238,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1239,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
1240,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1241,Water,Bareland,Wetland,Water,Wetland,Grassland
1242,Water,Bareland,Wetland,Water,Wetland,Cropland
1243,Water,Bareland,Wetland,Water,Wetland,Wetland
1244,Water,Bareland,Wetland,Water,Wetland,Bareland
1245,Water,Bareland,Wetland,Water,Wetland,Forest
1246,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1247,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1248,Water,Bareland,Water,NULL,Water,Grassland
1249,Water,Bareland,Water,NULL,Water,Cropland
1250,Water,Bareland,Water,NULL,Water,Bareland
1251,Water,Bareland,Water,NULL,Water,Forest
1252,Water,Bareland,Water,Non_Water,Water,Grassland
1253,Water,Bareland,Water,Non_Water,Water,Bareland
1254,Water,Bareland,Water,Water,Water,Grassland
1255,Water,Bareland,Water,Water,Water,Cropland
1256,Water,Bareland,Water,Water,Water,Wetland
1257,Water,Bareland,Water,Water,Water,Bareland
1258,Water,Bareland,Water,Water,Water,Forest
1259,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1260,Water,Water,NULL,NULL,Non_Wetland,NULL
1261,Water,Water,NULL,NULL,Non_Wetland,Grassland
1262,Water,Water,NULL,NULL,Non_Wetland,Cropland
1263,Water,Water,NULL,NULL,Non_Wetland,Wetland
1264,Water,Water,NULL,NULL,Non_Wetland,Bareland
1265,Water,Water,NULL,NULL,Non_Wetland,Forest
1266,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1267,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1268,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1269,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1270,Water,Water,NULL,Water,Non_Wetland,Bareland
1271,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1272,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1273,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1274,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1275,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1276,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1277,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1278,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1279,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1280,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1281,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1282,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1283,Water,Water,Shrubland,Water,Non_Wetland,Forest
1284,Water,Water,Grassland,NULL,Non_Wetland,NULL
1285,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1286,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1287,Water,Water,Grassland,NULL,Non_Wetland,Wetland
