Value,AFRICA_2024_DynamicWorld_2024_35NQJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NQJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQJ_M_R,AFRICA_2024_WorldCover_2021_35NQJ_M_R
857,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
858,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
859,Forest,NULL,Water,NULL,Water,Grassland
860,Forest,NULL,Water,NULL,Water,Wetland
861,Forest,NULL,Water,Water,Water,Grassland
862,Forest,NULL,Forest,NULL,Non_Wetland,NULL
863,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
864,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
865,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
866,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
867,Forest,NULL,Forest,NULL,Non_Wetland,Forest
868,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
869,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
870,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
871,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
872,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
873,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
874,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
875,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
876,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
877,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
878,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
879,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
880,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
881,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
882,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
883,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
884,Forest,Cropland,Wetland,NULL,Wetland,Grassland
885,Forest,Cropland,Wetland,NULL,Wetland,Wetland
886,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
887,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
888,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
889,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
890,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
891,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
892,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
893,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
894,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
895,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
896,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
897,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
898,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
899,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
900,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
901,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
902,Forest,Wetland,Wetland,NULL,Wetland,NULL
903,Forest,Wetland,Wetland,NULL,Wetland,Grassland
904,Forest,Wetland,Wetland,NULL,Wetland,Wetland
905,Forest,Wetland,Wetland,NULL,Wetland,Forest
906,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
907,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
908,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
909,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
910,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
911,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
912,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
913,Forest,Water,NULL,NULL,Non_Wetland,Forest
914,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
915,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
916,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
917,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
918,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
919,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
920,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
921,Forest,Water,Wetland,NULL,Wetland,Grassland
922,Forest,Water,Wetland,NULL,Wetland,Wetland
923,Forest,Water,Wetland,NULL,Wetland,Forest
924,Forest,Water,Wetland,Water,Wetland,Forest
925,Forest,Water,Forest,NULL,Non_Wetland,Wetland
926,Forest,Water,Forest,NULL,Non_Wetland,Forest
927,Forest,Forest,NULL,NULL,Non_Wetland,NULL
928,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
929,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
930,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
931,Forest,Forest,NULL,NULL,Non_Wetland,Forest
932,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
933,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
934,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
935,Forest,Forest,NULL,Water,Non_Wetland,Wetland
936,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
937,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
938,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
939,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
940,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
941,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
942,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
947,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
948,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
949,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
950,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
951,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
952,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
953,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
954,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
955,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
956,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
957,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
958,Forest,Forest,Wetland,NULL,Wetland,NULL
959,Forest,Forest,Wetland,NULL,Wetland,Grassland
960,Forest,Forest,Wetland,NULL,Wetland,Cropland
961,Forest,Forest,Wetland,NULL,Wetland,Wetland
962,Forest,Forest,Wetland,NULL,Wetland,Forest
963,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
964,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
965,Forest,Forest,Wetland,Water,Wetland,Wetland
966,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
967,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
968,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
969,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
970,Forest,Forest,Bareland,Water,Non_Wetland,Forest
971,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
972,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
973,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
974,Forest,Forest,Forest,NULL,Non_Wetland,NULL
975,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
976,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
977,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
978,Forest,Forest,Forest,NULL,Non_Wetland,Forest
979,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
980,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
981,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
982,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
983,Forest,Forest,Forest,Water,Non_Wetland,Wetland
