Value,AFRICA_2024_DynamicWorld_2024_36PZC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,AFRICA_2024_WorldCover_2021_36PZC_M_R
841,Water,Water,Water,Water,Water,Forest
842,Forest,NULL,NULL,NULL,Non_Wetland,NULL
843,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
844,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
845,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
846,Forest,NULL,NULL,NULL,Non_Wetland,Forest
847,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
848,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
849,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
850,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
851,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
852,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
853,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
854,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
855,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
856,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
857,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
858,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
859,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
860,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
861,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
862,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
863,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
864,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
865,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
866,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
867,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
868,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
869,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
870,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
871,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
872,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
873,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
874,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
875,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
876,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
877,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
878,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
879,Forest,NULL,Forest,NULL,Non_Wetland,NULL
880,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
881,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
882,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
883,Forest,NULL,Forest,NULL,Non_Wetland,Forest
884,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
885,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
886,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
887,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
888,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
889,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
890,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
891,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
892,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
893,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
894,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
895,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
896,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
897,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
898,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
899,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
900,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
901,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
902,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
903,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
904,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
905,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
906,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
907,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
908,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
909,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
910,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
911,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
912,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
913,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
914,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
915,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
916,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
917,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
918,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
919,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
920,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
921,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
922,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
923,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
924,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
925,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
926,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
927,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
928,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
929,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
930,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
931,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
932,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
933,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
934,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
935,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
936,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
937,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
938,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
939,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
940,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
941,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
942,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
943,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
944,Forest,Water,Grassland,NULL,Non_Wetland,Forest
945,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
946,Forest,Water,Cropland,NULL,Non_Wetland,Forest
947,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
948,Forest,Forest,NULL,NULL,Non_Wetland,NULL
949,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
950,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
951,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
952,Forest,Forest,NULL,NULL,Non_Wetland,Forest
953,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
954,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
955,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
956,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
957,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
958,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
959,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
960,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
961,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
962,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
963,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
964,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
965,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
966,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
967,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
968,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
969,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
970,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
971,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
972,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
973,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
974,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
975,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
976,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
977,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
978,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
979,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
980,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
981,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
982,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
983,Forest,Forest,Forest,NULL,Non_Wetland,NULL
984,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
985,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
986,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
987,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
988,Forest,Forest,Forest,NULL,Non_Wetland,Forest
989,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
