Value,AFRICA_2024_DynamicWorld_2024_36PVB_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVB_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVB_M_R,AFRICA_2024_GSW_Yearly_2021_36PVB_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVB_M_R,AFRICA_2024_WorldCover_2021_36PVB_M_R
838,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
839,Cropland,Cropland,Wetland,NULL,Wetland,Water
840,Cropland,Cropland,Wetland,NULL,Wetland,Forest
841,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
842,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
843,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
844,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
845,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
846,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
847,Cropland,Cropland,Wetland,Water,Wetland,Grassland
848,Cropland,Cropland,Wetland,Water,Wetland,Cropland
849,Cropland,Cropland,Wetland,Water,Wetland,Wetland
850,Cropland,Cropland,Wetland,Water,Wetland,Water
851,Cropland,Cropland,Wetland,Water,Wetland,Forest
852,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
853,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
854,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
855,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
856,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
857,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
858,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
859,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
860,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
861,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
862,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
863,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
864,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
865,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
866,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
867,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
868,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
869,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
870,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
871,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
872,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
873,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
874,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
875,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
876,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
877,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
878,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
879,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
880,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
881,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
882,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
883,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
884,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
885,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
886,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
887,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
888,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
889,Cropland,Cropland,Built-up,Water,Non_Wetland,Forest
890,Cropland,Cropland,Water,NULL,Water,Cropland
891,Cropland,Cropland,Water,Non_Water,Water,Grassland
892,Cropland,Cropland,Water,Non_Water,Water,Cropland
893,Cropland,Cropland,Water,Non_Water,Water,Water
894,Cropland,Cropland,Water,Non_Water,Water,Forest
895,Cropland,Cropland,Water,Water,Water,Cropland
896,Cropland,Cropland,Water,Water,Water,Water
897,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
898,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
899,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
900,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
901,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
902,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
903,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
904,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
905,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
906,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
907,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
908,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
909,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
910,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
911,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
912,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
913,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
914,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
915,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL
916,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
917,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
918,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
919,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
920,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
921,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
922,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
923,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
924,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
925,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
926,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
927,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
928,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
929,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
930,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
931,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
932,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
933,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
934,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
935,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
936,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
937,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
938,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
939,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
940,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
941,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
942,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
943,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
944,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
945,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
946,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
947,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
948,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
949,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
950,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
951,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
952,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
953,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
954,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
955,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up
956,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water
957,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
958,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
959,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
960,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
961,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
962,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
963,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
964,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
965,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
966,Cropland,Wetland,Wetland,NULL,Wetland,NULL
967,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
968,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
969,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
970,Cropland,Wetland,Wetland,NULL,Wetland,Forest
971,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
972,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
973,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
974,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
975,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
976,Cropland,Wetland,Wetland,Water,Wetland,Grassland
977,Cropland,Wetland,Wetland,Water,Wetland,Cropland
978,Cropland,Wetland,Wetland,Water,Wetland,Wetland
979,Cropland,Wetland,Wetland,Water,Wetland,Forest
980,Cropland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
981,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
982,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
983,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
984,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland
985,Cropland,Wetland,Built-up,NULL,Non_Wetland,Forest
986,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
987,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
988,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
989,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
990,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
991,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
992,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
993,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
994,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
995,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
996,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
997,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
998,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
999,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
1000,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1001,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1002,Cropland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1003,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1004,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
1005,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1006,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1007,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1008,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1009,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
1010,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1011,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1012,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1013,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
1014,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
1015,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
1016,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
1017,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1018,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1019,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1020,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1021,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
1022,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1023,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1024,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
1025,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
1026,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
1027,Cropland,Bareland,Wetland,Water,Wetland,Water
1028,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1029,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1030,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1031,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1032,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1033,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1034,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
1035,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1036,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
1037,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1038,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1039,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1040,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1041,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
1042,Cropland,Bareland,Built-up,Water,Non_Wetland,Cropland
1043,Cropland,Bareland,Built-up,Water,Non_Wetland,Bareland
1044,Cropland,Bareland,Water,Water,Water,Cropland
1045,Cropland,Bareland,Water,Water,Water,Water
1046,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1047,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1048,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1049,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1050,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1051,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland
1052,Cropland,Built-up,NULL,Water,Non_Wetland,Bareland
1053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1058,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1059,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1060,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1061,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1062,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1063,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1064,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1065,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1066,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1067,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1068,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1069,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1070,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL
1071,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
1072,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1073,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
1074,Cropland,Built-up,Grassland,Water,Non_Wetland,Built-up
1075,Cropland,Built-up,Grassland,Water,Non_Wetland,Forest
1076,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1077,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1078,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1079,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1080,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1081,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
1082,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1083,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1084,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1085,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1086,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1087,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Water
1088,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1089,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1090,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1091,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1092,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
1093,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1094,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1095,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1096,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1097,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1098,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1099,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1100,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1101,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
1102,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1103,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
1104,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
1105,Cropland,Built-up,Bareland,Water,Non_Wetland,Wetland
1106,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
1107,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1108,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1109,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1110,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1111,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1112,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1113,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1114,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1115,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1116,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1117,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1118,Cropland,Built-up,Built-up,Water,Non_Wetland,Forest
1119,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1120,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1121,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1122,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1123,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1124,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1125,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1126,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1127,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1128,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1129,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1130,Cropland,Water,Grassland,Water,Non_Wetland,Forest
1131,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1132,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1133,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1134,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1135,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1136,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1137,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
1138,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1139,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1140,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1141,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1142,Cropland,Water,Cropland,Water,Non_Wetland,Water
1143,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1144,Cropland,Water,Wetland,NULL,Wetland,Cropland
1145,Cropland,Water,Wetland,NULL,Wetland,Water
1146,Cropland,Water,Wetland,NULL,Wetland,Forest
1147,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1148,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1149,Cropland,Water,Wetland,Water,Wetland,Cropland
1150,Cropland,Water,Wetland,Water,Wetland,Water
1151,Cropland,Water,Wetland,Water,Wetland,Forest
1152,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1153,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1154,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1155,Cropland,Water,Bareland,Water,Non_Wetland,Water
1156,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
1157,Cropland,Water,Built-up,Water,Non_Wetland,Bareland
1158,Cropland,Water,Water,Water,Water,Cropland
1159,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1160,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1161,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1162,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1163,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1164,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1165,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1166,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1167,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1168,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1169,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1170,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1171,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1172,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1173,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1174,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1175,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1176,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1177,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1178,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1179,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1180,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1181,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1182,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1183,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1184,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1185,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1186,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1187,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1188,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1189,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1190,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1191,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1192,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1193,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1194,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1195,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1196,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1197,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1198,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1199,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1200,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1201,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1202,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1203,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1204,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1205,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1206,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1207,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1208,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1209,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1210,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1211,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1212,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1213,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1214,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1215,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1216,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1217,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1218,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1219,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1220,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1221,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1222,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
1223,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1224,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1225,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1226,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1227,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1228,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1229,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1230,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1231,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1232,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1233,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1234,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
1235,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1236,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1237,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1238,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1239,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1240,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
1241,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1242,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1243,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1244,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1245,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
