Value,AFRICA_2024_DynamicWorld_2024_36PVQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PVQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVQ_M_R,AFRICA_2024_WorldCover_2021_36PVQ_M_R
861,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
862,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
863,Wetland,Forest,Wetland,NULL,Wetland,Grassland
864,Wetland,Forest,Wetland,NULL,Wetland,Wetland
865,Wetland,Forest,Wetland,NULL,Wetland,Forest
866,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
867,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
868,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
869,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
870,Wetland,Forest,Wetland,Water,Wetland,Wetland
871,Wetland,Forest,Wetland,Water,Wetland,Water
872,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
873,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
874,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
875,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
876,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
877,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
878,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
879,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
880,Wetland,Forest,Water,Non_Water,Water,Wetland
881,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
882,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
883,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
884,Wetland,Forest,Forest,NULL,Non_Wetland,Water
885,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
886,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
887,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
888,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
889,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
890,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
891,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
892,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
893,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
894,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
895,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
896,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
897,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
898,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
899,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
900,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
901,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
902,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
903,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
904,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
905,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
906,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
907,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
908,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
909,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
910,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
911,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
912,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
913,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
914,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
915,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
916,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
917,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
918,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
919,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
920,Water,NULL,NULL,NULL,Non_Wetland,Grassland
921,Water,NULL,NULL,NULL,Non_Wetland,Wetland
922,Water,NULL,NULL,NULL,Non_Wetland,Forest
923,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
924,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
925,Water,NULL,NULL,Water,Non_Wetland,Grassland
926,Water,NULL,NULL,Water,Non_Wetland,Wetland
927,Water,NULL,NULL,Water,Non_Wetland,Forest
928,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
929,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
930,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
931,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
932,Water,NULL,Shrubland,NULL,Non_Wetland,Water
933,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
934,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
935,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
936,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
937,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
938,Water,NULL,Shrubland,Water,Non_Wetland,NULL
939,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
940,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
941,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
942,Water,NULL,Shrubland,Water,Non_Wetland,Water
943,Water,NULL,Shrubland,Water,Non_Wetland,Forest
944,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
945,Water,NULL,Grassland,Water,Non_Wetland,Grassland
946,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
947,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
948,Water,NULL,Wetland,NULL,Wetland,Grassland
949,Water,NULL,Wetland,NULL,Wetland,Wetland
950,Water,NULL,Wetland,NULL,Wetland,Water
951,Water,NULL,Wetland,NULL,Wetland,Forest
952,Water,NULL,Wetland,Non_Water,Wetland,Grassland
953,Water,NULL,Wetland,Non_Water,Wetland,Wetland
954,Water,NULL,Wetland,Non_Water,Wetland,Water
955,Water,NULL,Wetland,Non_Water,Wetland,Forest
956,Water,NULL,Wetland,Water,Wetland,Wetland
957,Water,NULL,Wetland,Water,Wetland,Water
958,Water,NULL,Wetland,Water,Wetland,Forest
959,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
960,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
961,Water,NULL,Bareland,NULL,Non_Wetland,Water
962,Water,NULL,Bareland,NULL,Non_Wetland,Forest
963,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
964,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
965,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
966,Water,NULL,Bareland,Water,Non_Wetland,Grassland
967,Water,NULL,Bareland,Water,Non_Wetland,Wetland
968,Water,NULL,Bareland,Water,Non_Wetland,Forest
969,Water,NULL,Water,NULL,Water,Wetland
970,Water,NULL,Water,NULL,Water,Forest
971,Water,NULL,Water,Non_Water,Water,Grassland
972,Water,NULL,Water,Non_Water,Water,Wetland
973,Water,NULL,Water,Non_Water,Water,Water
974,Water,NULL,Water,Non_Water,Water,Forest
975,Water,NULL,Water,Water,Water,Grassland
976,Water,NULL,Water,Water,Water,Wetland
977,Water,NULL,Water,Water,Water,Water
978,Water,NULL,Water,Water,Water,Forest
979,Water,NULL,Forest,NULL,Non_Wetland,NULL
980,Water,NULL,Forest,NULL,Non_Wetland,Grassland
981,Water,NULL,Forest,NULL,Non_Wetland,Wetland
982,Water,NULL,Forest,NULL,Non_Wetland,Water
983,Water,NULL,Forest,NULL,Non_Wetland,Forest
984,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
985,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
986,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
987,Water,NULL,Forest,Water,Non_Wetland,Grassland
988,Water,NULL,Forest,Water,Non_Wetland,Wetland
989,Water,NULL,Forest,Water,Non_Wetland,Water
990,Water,NULL,Forest,Water,Non_Wetland,Forest
991,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
992,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
993,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
994,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
995,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
996,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
997,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
998,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
999,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1000,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1001,Water,Cropland,Wetland,NULL,Wetland,Wetland
1002,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1003,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1004,Water,Cropland,Wetland,Water,Wetland,Grassland
1005,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1006,Water,Cropland,Water,Non_Water,Water,Wetland
1007,Water,Cropland,Water,Non_Water,Water,Forest
1008,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1009,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1010,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1011,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1012,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1013,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1014,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1015,Water,Wetland,NULL,NULL,Non_Wetland,Water
1016,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1017,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1018,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
1019,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1020,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1021,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1022,Water,Wetland,NULL,Water,Non_Wetland,Water
1023,Water,Wetland,NULL,Water,Non_Wetland,Forest
1024,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1025,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1026,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1027,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1028,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1029,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1030,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1031,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1032,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1033,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1034,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1035,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1036,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1037,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1038,Water,Wetland,Wetland,NULL,Wetland,Grassland
1039,Water,Wetland,Wetland,NULL,Wetland,Wetland
1040,Water,Wetland,Wetland,NULL,Wetland,Water
1041,Water,Wetland,Wetland,NULL,Wetland,Forest
1042,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1043,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1044,Water,Wetland,Wetland,Non_Water,Wetland,Water
1045,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1046,Water,Wetland,Wetland,Water,Wetland,Grassland
1047,Water,Wetland,Wetland,Water,Wetland,Wetland
1048,Water,Wetland,Wetland,Water,Wetland,Bareland
1049,Water,Wetland,Wetland,Water,Wetland,Water
1050,Water,Wetland,Wetland,Water,Wetland,Forest
1051,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1052,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1053,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1054,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1055,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1056,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1057,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1058,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1059,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1060,Water,Wetland,Bareland,Water,Non_Wetland,Water
1061,Water,Wetland,Bareland,Water,Non_Wetland,Forest
1062,Water,Wetland,Water,NULL,Water,Grassland
1063,Water,Wetland,Water,NULL,Water,Wetland
1064,Water,Wetland,Water,NULL,Water,Water
1065,Water,Wetland,Water,NULL,Water,Forest
1066,Water,Wetland,Water,Non_Water,Water,Grassland
1067,Water,Wetland,Water,Non_Water,Water,Wetland
1068,Water,Wetland,Water,Non_Water,Water,Water
1069,Water,Wetland,Water,Non_Water,Water,Forest
1070,Water,Wetland,Water,Water,Water,Grassland
1071,Water,Wetland,Water,Water,Water,Wetland
1072,Water,Wetland,Water,Water,Water,Bareland
1073,Water,Wetland,Water,Water,Water,Water
1074,Water,Wetland,Water,Water,Water,Forest
1075,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1076,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1077,Water,Wetland,Forest,NULL,Non_Wetland,Water
1078,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1079,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1080,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1081,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1082,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1083,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1084,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1085,Water,Wetland,Forest,Water,Non_Wetland,Water
1086,Water,Wetland,Forest,Water,Non_Wetland,Forest
1087,Water,Bareland,Wetland,Non_Water,Wetland,Water
1088,Water,Bareland,Wetland,Water,Wetland,Water
1089,Water,Bareland,Water,Non_Water,Water,Water
1090,Water,Bareland,Water,Water,Water,Water
1091,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1092,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1093,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1094,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1095,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1096,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1097,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1098,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1099,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1100,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1101,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1102,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1103,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1104,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1105,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1106,Water,Water,NULL,NULL,Non_Wetland,Grassland
1107,Water,Water,NULL,NULL,Non_Wetland,Wetland
1108,Water,Water,NULL,NULL,Non_Wetland,Water
1109,Water,Water,NULL,NULL,Non_Wetland,Forest
1110,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1111,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1112,Water,Water,NULL,Non_Water,Non_Wetland,Water
1113,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1114,Water,Water,NULL,Water,Non_Wetland,Grassland
1115,Water,Water,NULL,Water,Non_Wetland,Wetland
1116,Water,Water,NULL,Water,Non_Wetland,Water
1117,Water,Water,NULL,Water,Non_Wetland,Forest
1118,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1119,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1120,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1121,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1122,Water,Water,Shrubland,NULL,Non_Wetland,Water
1123,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1124,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1125,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1126,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1127,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1128,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1129,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1130,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1131,Water,Water,Shrubland,Water,Non_Wetland,Water
1132,Water,Water,Shrubland,Water,Non_Wetland,Forest
1133,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1134,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1135,Water,Water,Grassland,NULL,Non_Wetland,Water
1136,Water,Water,Grassland,Water,Non_Wetland,Water
1137,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1138,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1139,Water,Water,Cropland,NULL,Non_Wetland,Forest
1140,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1141,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1142,Water,Water,Cropland,Water,Non_Wetland,Water
1143,Water,Water,Wetland,NULL,Wetland,NULL
1144,Water,Water,Wetland,NULL,Wetland,Grassland
1145,Water,Water,Wetland,NULL,Wetland,Wetland
1146,Water,Water,Wetland,NULL,Wetland,Bareland
1147,Water,Water,Wetland,NULL,Wetland,Water
1148,Water,Water,Wetland,NULL,Wetland,Forest
1149,Water,Water,Wetland,Non_Water,Wetland,NULL
1150,Water,Water,Wetland,Non_Water,Wetland,Grassland
1151,Water,Water,Wetland,Non_Water,Wetland,Wetland
1152,Water,Water,Wetland,Non_Water,Wetland,Water
1153,Water,Water,Wetland,Non_Water,Wetland,Forest
1154,Water,Water,Wetland,Water,Wetland,Grassland
1155,Water,Water,Wetland,Water,Wetland,Wetland
1156,Water,Water,Wetland,Water,Wetland,Bareland
1157,Water,Water,Wetland,Water,Wetland,Water
1158,Water,Water,Wetland,Water,Wetland,Forest
1159,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1160,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1161,Water,Water,Bareland,NULL,Non_Wetland,Water
1162,Water,Water,Bareland,NULL,Non_Wetland,Forest
1163,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1164,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1165,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1166,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1167,Water,Water,Bareland,Water,Non_Wetland,Grassland
1168,Water,Water,Bareland,Water,Non_Wetland,Wetland
1169,Water,Water,Bareland,Water,Non_Wetland,Water
1170,Water,Water,Bareland,Water,Non_Wetland,Forest
1171,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1172,Water,Water,Built-up,Water,Non_Wetland,Water
1173,Water,Water,Water,NULL,Water,Grassland
1174,Water,Water,Water,NULL,Water,Wetland
1175,Water,Water,Water,NULL,Water,Water
1176,Water,Water,Water,NULL,Water,Forest
1177,Water,Water,Water,Non_Water,Water,Grassland
1178,Water,Water,Water,Non_Water,Water,Wetland
1179,Water,Water,Water,Non_Water,Water,Water
1180,Water,Water,Water,Non_Water,Water,Forest
1181,Water,Water,Water,Water,Water,NULL
1182,Water,Water,Water,Water,Water,Grassland
1183,Water,Water,Water,Water,Water,Wetland
1184,Water,Water,Water,Water,Water,Bareland
1185,Water,Water,Water,Water,Water,Water
1186,Water,Water,Water,Water,Water,Forest
1187,Water,Water,Forest,NULL,Non_Wetland,NULL
1188,Water,Water,Forest,NULL,Non_Wetland,Grassland
1189,Water,Water,Forest,NULL,Non_Wetland,Wetland
1190,Water,Water,Forest,NULL,Non_Wetland,Water
1191,Water,Water,Forest,NULL,Non_Wetland,Forest
1192,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1193,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1194,Water,Water,Forest,Non_Water,Non_Wetland,Water
1195,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1196,Water,Water,Forest,Water,Non_Wetland,Grassland
1197,Water,Water,Forest,Water,Non_Wetland,Wetland
1198,Water,Water,Forest,Water,Non_Wetland,Water
1199,Water,Water,Forest,Water,Non_Wetland,Forest
1200,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1201,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1202,Water,Forest,NULL,NULL,Non_Wetland,Forest
1203,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
1204,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1205,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1206,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1207,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1208,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1209,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1210,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1211,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1212,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1213,Water,Forest,Shrubland,Water,Non_Wetland,Water
1214,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1215,Water,Forest,Wetland,NULL,Wetland,Wetland
1216,Water,Forest,Wetland,NULL,Wetland,Forest
1217,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1218,Water,Forest,Wetland,Non_Water,Wetland,Forest
1219,Water,Forest,Wetland,Water,Wetland,Wetland
1220,Water,Forest,Wetland,Water,Wetland,Water
1221,Water,Forest,Wetland,Water,Wetland,Forest
1222,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1223,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1224,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1225,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1226,Water,Forest,Water,Non_Water,Water,Grassland
1227,Water,Forest,Water,Non_Water,Water,Forest
1228,Water,Forest,Water,Water,Water,Wetland
1229,Water,Forest,Water,Water,Water,Forest
1230,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1231,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1232,Water,Forest,Forest,NULL,Non_Wetland,Water
1233,Water,Forest,Forest,NULL,Non_Wetland,Forest
1234,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1235,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1236,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1237,Water,Forest,Forest,Water,Non_Wetland,Grassland
1238,Water,Forest,Forest,Water,Non_Wetland,Wetland
1239,Water,Forest,Forest,Water,Non_Wetland,Water
1240,Water,Forest,Forest,Water,Non_Wetland,Forest
1241,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1242,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1243,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1244,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1245,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1246,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1247,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1248,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1249,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1250,Forest,NULL,NULL,Water,Non_Wetland,Forest
1251,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1252,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1253,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1254,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1255,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1256,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1257,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1258,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1259,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1260,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1261,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1262,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1263,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1264,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1265,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1266,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1267,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1268,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1269,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1270,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1271,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1272,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1273,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1274,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1275,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1276,Forest,NULL,Wetland,NULL,Wetland,NULL
1277,Forest,NULL,Wetland,NULL,Wetland,Grassland
1278,Forest,NULL,Wetland,NULL,Wetland,Wetland
1279,Forest,NULL,Wetland,NULL,Wetland,Water
1280,Forest,NULL,Wetland,NULL,Wetland,Forest
1281,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1282,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1283,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1284,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1285,Forest,NULL,Wetland,Water,Wetland,Wetland
1286,Forest,NULL,Wetland,Water,Wetland,Water
1287,Forest,NULL,Wetland,Water,Wetland,Forest
1288,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1289,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1290,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1291,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1292,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1293,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1294,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1295,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1296,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1297,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1298,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1299,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1300,Forest,NULL,Water,NULL,Water,Wetland
1301,Forest,NULL,Water,Non_Water,Water,Grassland
1302,Forest,NULL,Water,Non_Water,Water,Wetland
1303,Forest,NULL,Water,Water,Water,Grassland
1304,Forest,NULL,Water,Water,Water,Wetland
1305,Forest,NULL,Water,Water,Water,Water
1306,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1307,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1308,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1309,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1310,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1311,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1312,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
