Value,AFRICA_2024_DynamicWorld_2024_35NRH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,AFRICA_2024_WorldCover_2021_35NRH_M_R
854,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
855,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
856,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
857,Wetland,Forest,Water,NULL,Water,Wetland
858,Wetland,Forest,Water,Water,Water,Wetland
859,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
860,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
861,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
862,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
863,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
864,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
865,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
866,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
867,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
868,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
869,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
870,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
871,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
872,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
878,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
879,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
880,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
881,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
882,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
883,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
884,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
885,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
886,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
887,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
888,Bareland,NULL,Wetland,NULL,Wetland,Grassland
889,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
890,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
891,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
892,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
893,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
894,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
895,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
896,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
897,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
898,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
899,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
900,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
901,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
902,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
903,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
904,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
905,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
906,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
907,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
908,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
909,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
910,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
911,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
912,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
913,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
914,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
915,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
916,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
917,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
918,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
919,Bareland,Wetland,Wetland,NULL,Wetland,Forest
920,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
921,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
922,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
923,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
924,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
925,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
926,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
927,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
928,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
929,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
930,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
931,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
932,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
933,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
934,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
935,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
936,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
937,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
938,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
939,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
940,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
941,Bareland,Water,NULL,NULL,Non_Wetland,NULL
942,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
943,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
944,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
945,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
946,Bareland,Water,Water,Water,Water,Grassland
947,Bareland,Water,Water,Water,Water,Bareland
948,Bareland,Water,Forest,NULL,Non_Wetland,NULL
949,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
950,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
951,Bareland,Water,Forest,NULL,Non_Wetland,Forest
952,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
953,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
954,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
955,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
956,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
957,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
958,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
959,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
960,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
961,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
962,Water,NULL,NULL,NULL,Non_Wetland,Grassland
963,Water,NULL,NULL,NULL,Non_Wetland,Wetland
964,Water,NULL,NULL,NULL,Non_Wetland,Bareland
965,Water,NULL,NULL,NULL,Non_Wetland,Forest
966,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
967,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
968,Water,NULL,NULL,Water,Non_Wetland,Grassland
969,Water,NULL,NULL,Water,Non_Wetland,Wetland
970,Water,NULL,NULL,Water,Non_Wetland,Bareland
971,Water,NULL,NULL,Water,Non_Wetland,Forest
972,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
973,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
974,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
975,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
976,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
977,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
978,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
979,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
980,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
981,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
982,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
983,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
984,Water,NULL,Shrubland,Water,Non_Wetland,Water
985,Water,NULL,Shrubland,Water,Non_Wetland,Forest
986,Water,NULL,Grassland,NULL,Non_Wetland,NULL
987,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
988,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
989,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
990,Water,NULL,Grassland,Water,Non_Wetland,Grassland
991,Water,NULL,Grassland,Water,Non_Wetland,Bareland
992,Water,NULL,Cropland,NULL,Non_Wetland,NULL
993,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
994,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
995,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
996,Water,NULL,Cropland,Water,Non_Wetland,Wetland
997,Water,NULL,Wetland,NULL,Wetland,NULL
998,Water,NULL,Wetland,NULL,Wetland,Grassland
999,Water,NULL,Wetland,NULL,Wetland,Wetland
1000,Water,NULL,Wetland,NULL,Wetland,Forest
1001,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1002,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1003,Water,NULL,Wetland,Water,Wetland,Grassland
1004,Water,NULL,Wetland,Water,Wetland,Wetland
1005,Water,NULL,Wetland,Water,Wetland,Bareland
1006,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1007,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1008,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1009,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1010,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1011,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1012,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1013,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1014,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1015,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1016,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1017,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1018,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1019,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1020,Water,NULL,Water,NULL,Water,Grassland
1021,Water,NULL,Water,NULL,Water,Wetland
1022,Water,NULL,Water,NULL,Water,Forest
1023,Water,NULL,Water,Non_Water,Water,Grassland
1024,Water,NULL,Water,Non_Water,Water,Wetland
1025,Water,NULL,Water,Water,Water,Grassland
1026,Water,NULL,Water,Water,Water,Wetland
1027,Water,NULL,Water,Water,Water,Bareland
1028,Water,NULL,Water,Water,Water,Water
1029,Water,NULL,Forest,NULL,Non_Wetland,NULL
1030,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1031,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1032,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1033,Water,NULL,Forest,NULL,Non_Wetland,Forest
1034,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1035,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1036,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1037,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1038,Water,NULL,Forest,Water,Non_Wetland,Grassland
1039,Water,NULL,Forest,Water,Non_Wetland,Wetland
1040,Water,NULL,Forest,Water,Non_Wetland,Forest
1041,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1042,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1043,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1044,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1045,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1046,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1047,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1048,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1049,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1050,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1051,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1052,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1053,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1054,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1055,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1056,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1057,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1058,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1059,Water,Wetland,NULL,Water,Non_Wetland,Forest
1060,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1061,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1062,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1063,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1064,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1065,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1066,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1067,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1068,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1069,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1070,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1071,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1072,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1073,Water,Wetland,Wetland,NULL,Wetland,NULL
1074,Water,Wetland,Wetland,NULL,Wetland,Grassland
1075,Water,Wetland,Wetland,NULL,Wetland,Wetland
1076,Water,Wetland,Wetland,NULL,Wetland,Forest
1077,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1078,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1079,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1080,Water,Wetland,Wetland,Water,Wetland,Grassland
1081,Water,Wetland,Wetland,Water,Wetland,Wetland
1082,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1083,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1084,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1085,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1086,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1087,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1088,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1089,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1090,Water,Wetland,Water,NULL,Water,Grassland
1091,Water,Wetland,Water,NULL,Water,Wetland
1092,Water,Wetland,Water,Non_Water,Water,Wetland
1093,Water,Wetland,Water,Water,Water,Grassland
1094,Water,Wetland,Water,Water,Water,Wetland
1095,Water,Wetland,Water,Water,Water,Water
1096,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1097,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1098,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1099,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1100,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1101,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1102,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1103,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1104,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1105,Water,Wetland,Forest,Water,Non_Wetland,Forest
1106,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1107,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1108,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1109,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1110,Water,Bareland,Water,Water,Water,Wetland
1111,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1112,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1113,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1114,Water,Water,NULL,NULL,Non_Wetland,NULL
1115,Water,Water,NULL,NULL,Non_Wetland,Grassland
1116,Water,Water,NULL,NULL,Non_Wetland,Wetland
1117,Water,Water,NULL,NULL,Non_Wetland,Bareland
1118,Water,Water,NULL,NULL,Non_Wetland,Water
1119,Water,Water,NULL,NULL,Non_Wetland,Forest
1120,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1121,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1122,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1123,Water,Water,NULL,Water,Non_Wetland,Grassland
1124,Water,Water,NULL,Water,Non_Wetland,Wetland
1125,Water,Water,NULL,Water,Non_Wetland,Bareland
1126,Water,Water,NULL,Water,Non_Wetland,Water
1127,Water,Water,NULL,Water,Non_Wetland,Forest
1128,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1129,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1130,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1131,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1132,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1133,Water,Water,Shrubland,NULL,Non_Wetland,Water
1134,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1135,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1136,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1137,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1138,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1139,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1140,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1141,Water,Water,Shrubland,Water,Non_Wetland,NULL
1142,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1143,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1144,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1145,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1146,Water,Water,Shrubland,Water,Non_Wetland,Water
1147,Water,Water,Shrubland,Water,Non_Wetland,Forest
1148,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1149,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1150,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1151,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1152,Water,Water,Grassland,Water,Non_Wetland,Wetland
1153,Water,Water,Grassland,Water,Non_Wetland,Bareland
1154,Water,Water,Cropland,NULL,Non_Wetland,NULL
1155,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1156,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1157,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1158,Water,Water,Cropland,NULL,Non_Wetland,Water
1159,Water,Water,Cropland,NULL,Non_Wetland,Forest
1160,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1161,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1162,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1163,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1164,Water,Water,Cropland,Water,Non_Wetland,Grassland
1165,Water,Water,Cropland,Water,Non_Wetland,Wetland
1166,Water,Water,Cropland,Water,Non_Wetland,Bareland
1167,Water,Water,Cropland,Water,Non_Wetland,Water
1168,Water,Water,Cropland,Water,Non_Wetland,Forest
1169,Water,Water,Wetland,NULL,Wetland,NULL
1170,Water,Water,Wetland,NULL,Wetland,Grassland
1171,Water,Water,Wetland,NULL,Wetland,Wetland
1172,Water,Water,Wetland,NULL,Wetland,Bareland
1173,Water,Water,Wetland,NULL,Wetland,Water
1174,Water,Water,Wetland,NULL,Wetland,Forest
1175,Water,Water,Wetland,Non_Water,Wetland,NULL
1176,Water,Water,Wetland,Non_Water,Wetland,Grassland
1177,Water,Water,Wetland,Non_Water,Wetland,Wetland
1178,Water,Water,Wetland,Non_Water,Wetland,Bareland
1179,Water,Water,Wetland,Non_Water,Wetland,Water
1180,Water,Water,Wetland,Non_Water,Wetland,Forest
1181,Water,Water,Wetland,Water,Wetland,Grassland
1182,Water,Water,Wetland,Water,Wetland,Wetland
1183,Water,Water,Wetland,Water,Wetland,Bareland
1184,Water,Water,Wetland,Water,Wetland,Water
1185,Water,Water,Wetland,Water,Wetland,Forest
1186,Water,Water,Bareland,NULL,Non_Wetland,NULL
1187,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1188,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1189,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1190,Water,Water,Bareland,NULL,Non_Wetland,Water
1191,Water,Water,Bareland,NULL,Non_Wetland,Forest
1192,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1193,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1194,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1195,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1196,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1197,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1198,Water,Water,Bareland,Water,Non_Wetland,NULL
1199,Water,Water,Bareland,Water,Non_Wetland,Grassland
1200,Water,Water,Bareland,Water,Non_Wetland,Wetland
1201,Water,Water,Bareland,Water,Non_Wetland,Bareland
1202,Water,Water,Bareland,Water,Non_Wetland,Water
1203,Water,Water,Bareland,Water,Non_Wetland,Forest
1204,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1205,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1206,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1207,Water,Water,Built-up,NULL,Non_Wetland,Water
1208,Water,Water,Built-up,NULL,Non_Wetland,Forest
1209,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1210,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1211,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1212,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1213,Water,Water,Built-up,Water,Non_Wetland,Grassland
1214,Water,Water,Built-up,Water,Non_Wetland,Wetland
1215,Water,Water,Built-up,Water,Non_Wetland,Bareland
1216,Water,Water,Built-up,Water,Non_Wetland,Water
1217,Water,Water,Built-up,Water,Non_Wetland,Forest
1218,Water,Water,Water,NULL,Water,Grassland
1219,Water,Water,Water,NULL,Water,Wetland
1220,Water,Water,Water,NULL,Water,Bareland
1221,Water,Water,Water,NULL,Water,Water
1222,Water,Water,Water,NULL,Water,Forest
1223,Water,Water,Water,Non_Water,Water,Grassland
1224,Water,Water,Water,Non_Water,Water,Wetland
1225,Water,Water,Water,Non_Water,Water,Bareland
1226,Water,Water,Water,Non_Water,Water,Water
1227,Water,Water,Water,Non_Water,Water,Forest
1228,Water,Water,Water,Water,Water,NULL
1229,Water,Water,Water,Water,Water,Grassland
1230,Water,Water,Water,Water,Water,Cropland
1231,Water,Water,Water,Water,Water,Wetland
1232,Water,Water,Water,Water,Water,Bareland
1233,Water,Water,Water,Water,Water,Water
1234,Water,Water,Water,Water,Water,Forest
1235,Water,Water,Forest,NULL,Non_Wetland,NULL
1236,Water,Water,Forest,NULL,Non_Wetland,Grassland
1237,Water,Water,Forest,NULL,Non_Wetland,Cropland
1238,Water,Water,Forest,NULL,Non_Wetland,Wetland
1239,Water,Water,Forest,NULL,Non_Wetland,Bareland
1240,Water,Water,Forest,NULL,Non_Wetland,Water
1241,Water,Water,Forest,NULL,Non_Wetland,Forest
1242,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1243,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1244,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1245,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1246,Water,Water,Forest,Non_Water,Non_Wetland,Water
1247,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1248,Water,Water,Forest,Water,Non_Wetland,NULL
1249,Water,Water,Forest,Water,Non_Wetland,Grassland
1250,Water,Water,Forest,Water,Non_Wetland,Wetland
1251,Water,Water,Forest,Water,Non_Wetland,Bareland
1252,Water,Water,Forest,Water,Non_Wetland,Water
1253,Water,Water,Forest,Water,Non_Wetland,Forest
1254,Water,Forest,NULL,NULL,Non_Wetland,NULL
1255,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1256,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1257,Water,Forest,NULL,NULL,Non_Wetland,Forest
1258,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1259,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1260,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1261,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1262,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1263,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1264,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1265,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1266,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1267,Water,Forest,Wetland,NULL,Wetland,NULL
1268,Water,Forest,Wetland,NULL,Wetland,Grassland
1269,Water,Forest,Wetland,NULL,Wetland,Wetland
1270,Water,Forest,Wetland,NULL,Wetland,Forest
1271,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1272,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1273,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1274,Water,Forest,Water,Non_Water,Water,Wetland
1275,Water,Forest,Forest,NULL,Non_Wetland,NULL
1276,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1277,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1278,Water,Forest,Forest,NULL,Non_Wetland,Forest
1279,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
1280,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1281,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1282,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1283,Water,Forest,Forest,Water,Non_Wetland,Grassland
1284,Water,Forest,Forest,Water,Non_Wetland,Forest
1285,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1286,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1287,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1288,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1289,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
1290,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
1291,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1292,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1293,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1294,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Forest
1295,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland
1296,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
1297,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
